CD56NK	CD4MemoryT	CD19B	CD14
V1	0.56346	0	0.15244	0.28409
V2	0.14106	0.04934	0.03835	0.77126
V3	0.0567	0.5772	0.00832	0.35778
V4	0.89836	0.08089	0	0.02075
V5	0.11782	0.43405	0.26219	0.18595
V6	0.08444	0.87372	0.01837	0.02347
V7	0.14885	0.30238	0.07423	0.47455
V8	0.14129	0.00063	0.82413	0.03395
V9	0.2424	0.17909	0.02866	0.54986
V10	0.0156	0.00158	0.92573	0.05709
V11	0.23587	0.31432	0.44538	0.00443
V12	0.02636	0.56949	0.39102	0.01313
V13	0.30275	0.67113	0.00403	0.02209
V14	0.07561	0.913	0.00523	0.00615
V15	0.12858	0.56854	0.11936	0.18352
V16	0.9343	0.02037	0.01623	0.02911
V17	0.09639	0.86942	0.01073	0.02345
V18	0.62521	0.29834	0.03697	0.03948
V19	0.18157	0.80026	0.00424	0.01393
V20	0.17377	0.40678	0.01437	0.40508
V21	0.14174	0.0218	0.80329	0.03316
V22	0.01467	0.052	0.18628	0.74705
V23	0.41687	0.01402	0.56439	0.00473
V24	0.96094	0.01262	0.02643	1e-05
V25	0.36862	0.18047	0.12141	0.3295
V26	0.42584	0.332	0.0145	0.22765
V27	0.08773	0.0255	0.01092	0.87585
V28	0.00075	0.0156	0.98323	0.00041
V29	0.47448	0.00586	0.48963	0.03002
V30	0.10128	0.15676	0.27227	0.46968
V31	0.21699	0.13702	0.29392	0.35208
V32	0.0667	0.00653	0.02046	0.90631
V33	0.04572	0.46366	0.37784	0.11278
V34	0.14082	0.0093	0.81659	0.03329
V35	0.18456	0.70458	0.07832	0.03255
V36	0.00576	0.01129	0.46069	0.52226
V37	0.56367	0.03716	0.08517	0.314
V38	0.42909	0	0.15277	0.41814
V39	0.18212	0.53099	0.12871	0.15818
V40	0.11123	0.81516	0.07362	0
V41	0.00754	0.64166	0.03807	0.31273
V42	0.22192	0.00764	0.18996	0.58048
V43	0.14446	0.29684	0.52642	0.03227
V44	0.0139	0.03588	0.75883	0.1914
V45	0.10701	0.56745	0.22556	0.09998
V46	0.84148	0.04239	0.11184	0.00429
V47	0.49887	0.13684	0.31431	0.04998
V48	0.84444	0.13125	0.00424	0.02006
V49	0.76991	0.14439	0	0.08571
V50	0.07339	0.83845	0.08284	0.00532
V51	0.35364	0.35631	0.25914	0.03091
V52	0.02488	0.06552	0.87479	0.03481
V53	0.77238	0.0855	0.14212	0
V54	0.47202	0.141	0.36627	0.02071
V55	0.2218	0.07926	0.23135	0.4676
V56	0.03581	0.00089	0.0677	0.8956
V57	0.10936	0.85819	0.01852	0.01394
V58	0.6414	0	0.03338	0.32522
V59	0.48251	0.3638	0.10329	0.0504
V60	0.13511	0.09971	0.3249	0.44028
V61	0.83953	0.06732	0.00891	0.08423
V62	0.91308	0.01421	0.06086	0.01186
V63	0.01774	0.83878	0.12045	0.02304
V64	0.00854	0.83794	0	0.15352
V65	0.0089	0	0.0798	0.9113
V66	0.24202	0.6675	0.01633	0.07414
V67	0.17175	0.28523	0.53056	0.01246
V68	0.15312	0.09778	0.01502	0.73408
V69	0.02491	0.2678	0.65211	0.05518
V70	0.59123	0.10217	0.17384	0.13276
V71	0.16904	0.03504	0.36864	0.42728
V72	0.61883	0.10763	0.0874	0.18614
V73	0.16939	0.5917	0.1402	0.09872
V74	0.06101	0.18247	0.75652	0
V75	0.7304	0	0.17705	0.09255
V76	0.00049	0.12081	0.16803	0.71066
V77	0.03387	0.23661	0.00262	0.7269
V78	0.3203	0.06976	0.17541	0.43453
V79	0.00558	0.05493	0.83904	0.10044
V80	0.38075	0.00028	0.52803	0.09094
V81	0.05978	0.11613	0.8187	0.00539
V82	0.00017	0.03336	0.95935	0.00712
V83	0.13152	0.12578	0.06342	0.67929
V84	0.40681	0.01881	0.14948	0.42491
V85	0.11661	0.2645	0.4208	0.1981
V86	0.04655	0.01795	0.89021	0.04529
V87	0.0365	0.8358	0.05062	0.07708
V88	0.16586	0.02752	0.25573	0.55089
V89	0.0154	2e-04	0.18296	0.80144
V90	0.02839	0.90342	0.05391	0.01428
V91	0.03637	0.7366	0.1934	0.03363
V92	0.48588	0.00331	0.36883	0.14198
V93	0.89647	0.00331	0	0.10022
V94	0.01521	0.39192	0.0146	0.57828
V95	0.28769	0.38766	0.15688	0.16778
V96	0.06463	0.06104	0.01689	0.85744
V97	0.73283	0.06623	0.19671	0.00423
V98	0.73062	0.25682	0	0.01256
V99	0.83681	0.02173	0.13715	0.0043
V100	0.08271	0.00541	0.88794	0.02395
V101	0.01175	0.01259	0.00323	0.97244
V102	0.95207	0.03013	0.00496	0.01284
V103	0.0084	0.01972	0.07758	0.89429
V104	0.03097	0.9573	0.0053	0.00643
V105	0.06337	0.91867	0.01195	0.00601
V106	0.13141	0.48618	0.33875	0.04367
V107	0.21108	0.14876	0.58684	0.05332
V108	0.17257	0.73604	0.09139	0
V109	0.01386	0.10796	0.6088	0.26937
V110	0.06091	0.88202	0.03353	0.02354
V111	0.93257	0	0.06219	0.00524
V112	0.13127	0.02891	0.42349	0.41634
V113	0.19393	0.0627	0.16419	0.57918
V114	0.24209	0.02012	0.07003	0.66777
V115	0.00839	0.75253	0.23379	0.00529
V116	0.15489	0.2626	0.38546	0.19705
V117	0.72801	0.20411	0.02921	0.03868
V118	0.17812	0.54021	0.03012	0.25155
V119	0.1075	0.04373	0.03981	0.80896
V120	0.08257	0.03397	0.86935	0.01411
V121	0.6357	0.08166	0.08674	0.1959
V122	0.97622	0	0.01085	0.01293
V123	0.00732	0.46442	0.03797	0.49029
V124	0.69984	0.24207	0	0.05809
V125	0.43688	0.36951	0.17268	0.02093
V126	0.03334	0.10312	0.04014	0.82339
V127	0.16416	0.02099	0.24362	0.57124
V128	0.0252	0.00087	0.09429	0.87964
V129	0.63436	0.1807	0.15538	0.02955
V130	0.00762	0.64576	0.34154	0.00508
V131	0.02757	0.88454	0	0.08789
V132	0.95681	0	0.02296	0.02023
V133	0.93884	0.00356	0.04548	0.01212
V134	0.11426	0.33919	0.12668	0.41986
V135	0.07271	0.00412	0.16276	0.76041
V136	0.25965	0.34752	0.00797	0.38487
V137	0.68942	0.01346	0.23104	0.06608
V138	0.23462	0.35498	0.17773	0.23267
V139	0.38643	0.15215	0.19053	0.27089
V140	0.02496	0.0546	0.04201	0.87843
V141	0.06556	0.10652	0.55779	0.27013
V142	0.81211	0	0.18789	0
V143	0.46887	0.20656	0.06181	0.26276
V144	0.1701	0.10593	0.15826	0.5657
V145	0.00127	0.76009	0.2332	0.00545
V146	0.04703	0.00167	0.02139	0.92991
V147	0.93853	0.00797	0.01609	0.03741
V148	0.13595	0.03756	0.58709	0.2394
V149	0.29704	0.47978	0.21881	0.00437
V150	0.09349	0.19321	0.62381	0.08949
V151	0.23018	0.59626	0.03053	0.14302
V152	0.26492	0.40367	0.22191	0.1095
V153	0.11723	0.73403	0.01639	0.13235
V154	0.27665	0.41739	0.2745	0.03146
V155	0.52213	0.09595	0.27955	0.10237
V156	0.03264	0.0923	0.72781	0.14725
V157	0.33301	0.10685	0.31165	0.2485
V158	0.01172	0	0.01694	0.97134
V159	0.91326	0.03996	0	0.04678
V160	0.70175	0	0.05638	0.24187
V161	0.20469	0	0.02372	0.77159
V162	0.06494	0.24697	0.07404	0.61405
V163	0.10519	0.45182	0.17001	0.27298
V164	0.37266	0.25396	0.10259	0.27078
V165	0.00833	0.21898	0	0.77269
V166	0.00838	0.06215	0.0593	0.87017
V167	0.34135	0	0.00334	0.65531
V168	0.32215	0.53954	0.07536	0.06295
V169	0.1855	0.02847	0.03021	0.75582
V170	0.10756	0.00428	0.51331	0.37485
V171	0.14343	0.19532	0.61753	0.04373
V172	0.74512	0	0.25032	0.00457
V173	0.02475	0.10518	0.0321	0.83797
V174	0.01543	0.12036	0.06593	0.79828
V175	0.06502	0	0.79315	0.14183
V176	0.00843	0.81514	0.171	0.00543
V177	0.01061	0.97318	0	0.01621
V178	0.00802	0.74201	0.00288	0.24709
V179	0.16384	0	0.36653	0.46963
V180	0.03083	0.89254	0.07663	0
V181	0.17868	0.08673	0.55366	0.18092
V182	0.33715	0.13225	0.46785	0.06275
V183	0.20536	0.78457	0.00458	0.00549
V184	0.99236	0	0.00744	2e-04
