Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.0145	0.03009	0.03002	0.00824	0.07439	0.00196	0.02931	0.00099	0	0.8105
V2	0.66579	0.02068	0.00067	0.00746	0	0.23092	0.06765	0.00658	0	0.00025
V3	0.12374	0.0499	0.06258	0.00924	0.45805	0.01554	0.11974	0.11632	0	0.04489
V4	0.00769	0.13392	0.01069	0.00746	0	0.10269	0.03631	0.02328	0.34056	0.33739
V5	0.00442	0.11977	0.02382	0.05956	0	0.06012	0.03164	0.00018	0	0.70049
V6	0.00531	0.06479	0.14811	0.0203	0.63843	0.03001	0.01729	0.05556	0	0.0202
V7	0	0.54408	0	0.00585	0.29512	0.01098	0.0709	0.05495	0	0.01811
V8	0.00578	0.63364	0.02831	0	0.03801	0.03031	0.02416	0.21316	0	0.02665
V9	0.02028	0	0.04656	0.09963	0.01037	0.04065	0.30456	0.44355	0	0.03439
V10	0	0.0681	0	0	0.69976	0.06692	0.03333	0.11343	0	0.01844
V11	0.01411	0.62906	0	0	0.03328	0.05325	0.02656	0.19558	0.00933	0.03883
V12	0.03145	0.03019	0.1039	0.46174	0.00739	0.00332	0.12741	0.01163	0	0.22297
V13	0.10935	0.01442	0.09432	0	0.02496	0.12805	0.53433	0.01597	0.03758	0.04102
V14	0.07865	0.49672	0.102	0.04805	0.05213	0.04725	0.14694	0.0126	0	0.01566
V15	0.33612	0.00901	0.04312	0.52664	0.00338	0.02178	0.04105	0.01347	0	0.00544
V16	0.03902	0.07256	0.1391	0.57308	0.02639	0.05786	0.0113	0.00532	0.04925	0.02612
V17	0.01993	0.13542	0.0075	0.00716	0	0.0672	0.06028	0.00499	0	0.69751
V18	0.08131	0.07799	0.02322	0.23818	0	0.00863	0.0146	0.00124	0	0.55484
V19	0.00367	0	0.01224	0.04993	0	0.07095	0.03015	0.00617	0	0.82688
V20	0.00339	0.24952	0	0	0	0.00638	0.56791	0.03866	0	0.13415
V21	0.10088	0.4701	0.01321	0	0.02093	0.29637	0.05815	0.02513	0	0.01523
V22	0.00579	0	0.00187	0	0	0.02107	0.03523	0.19942	0	0.73663
V23	0.29218	0.03407	0.45466	0.03668	0	0.0116	0.01263	0.00829	0	0.14989
