B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.59159	0.0236	0.1461	0.23871
V2	0.22483	0.12652	0.00695	0.6417
V3	0.10377	0.63563	0	0.2606
V4	0.858	0.11183	0	0.03017
V5	0.15083	0.49194	0.23252	0.12472
V6	0.13016	0.8422	0.01477	0.01288
V7	0.19707	0.39721	0.05118	0.35454
V8	0.17529	0.04167	0.75341	0.02962
V9	0.29676	0.27105	0	0.43219
V10	0.06571	0.05082	0.83278	0.05069
V11	0.23854	0.36808	0.39338	0
V12	0.06817	0.58564	0.34619	0
V13	0.30996	0.68389	0	0.00616
V14	0.12342	0.87658	0	0
V15	0.16537	0.60382	0.10678	0.12402
V16	0.88906	0.05556	0.00827	0.0471
V17	0.13962	0.84351	0.00379	0.01307
V18	0.59311	0.3514	0.02889	0.02659
V19	0.20864	0.79053	0	0.00083
V20	0.21403	0.48432	0	0.30166
V21	0.17545	0.10018	0.70091	0.02346
V22	0.07174	0.13967	0.16844	0.62016
V23	0.40879	0.07183	0.51938	0
V24	0.94159	0.04291	0.0155	0
V25	0.38686	0.26765	0.09952	0.24597
V26	0.43214	0.39911	0	0.16875
V27	0.18039	0.08272	0	0.73689
V28	0.00663	0.10304	0.89033	0
V29	0.46678	0.05624	0.45707	0.0199
V30	0.14718	0.26087	0.24462	0.34734
V31	0.24784	0.23073	0.26381	0.25761
V32	0.16953	0.06148	0	0.76899
V33	0.08687	0.5119	0.33023	0.071
V34	0.17529	0.07946	0.71935	0.0259
V35	0.20968	0.70229	0.07661	0.01142
V36	0.05079	0.08766	0.44591	0.41564
V37	0.58261	0.09095	0.07086	0.25558
V38	0.48423	0.00745	0.15168	0.35664
V39	0.20865	0.56918	0.1152	0.10696
V40	0.13545	0.79905	0.06551	0
V41	0.04618	0.69827	0.03125	0.2243
V42	0.29001	0.05886	0.17682	0.47431
V43	0.17422	0.362	0.45744	0.00635
V44	0.05289	0.12557	0.68429	0.13725
V45	0.14257	0.58985	0.20471	0.06288
V46	0.80641	0.0874	0.10619	0
V47	0.47376	0.21189	0.28506	0.02928
V48	0.80815	0.16926	0	0.02259
V49	0.74167	0.18331	0	0.07502
V50	0.11348	0.80676	0.07976	0
V51	0.34781	0.41132	0.23599	0.00488
V52	0.06873	0.15667	0.74586	0.02874
V53	0.74203	0.13066	0.12731	0
V54	0.45085	0.21516	0.33331	0.00067
V55	0.26759	0.16571	0.21033	0.35638
V56	0.12874	0.04683	0.05187	0.77257
V57	0.15082	0.8328	0.01549	0.00089
V58	0.68689	0.01808	0.01213	0.28289
V59	0.46276	0.41591	0.09123	0.0301
V60	0.18155	0.19583	0.29491	0.32771
V61	0.80885	0.11014	0	0.08101
V62	0.87385	0.0503	0.05467	0.02118
V63	0.06491	0.80558	0.12064	0.00887
V64	0.0566	0.84084	0	0.10256
V65	0.09072	0.01182	0.08188	0.81558
V66	0.26253	0.68412	0.00628	0.04708
V67	0.18926	0.3476	0.46315	0
V68	0.22744	0.17239	0	0.60017
V69	0.06638	0.34064	0.56285	0.03014
V70	0.56364	0.17341	0.15953	0.10342
V71	0.21712	0.11045	0.34478	0.32765
V72	0.60031	0.17808	0.0737	0.14791
V73	0.19756	0.61238	0.12825	0.06181
V74	0.08584	0.25057	0.66359	0
V75	0.72637	0.00238	0.18388	0.08737
V76	0.03329	0.22729	0.15173	0.58769
V77	0.09173	0.31436	0	0.5939
V78	0.35994	0.14828	0.15719	0.33459
V79	0.0438	0.14804	0.73507	0.07308
V80	0.38762	0.04976	0.49329	0.06933
V81	0.0993	0.19837	0.70233	0
V82	0.02695	0.12212	0.832	0.01893
V83	0.20161	0.21917	0.03539	0.54383
V84	0.44988	0.07016	0.1359	0.34405
V85	0.14995	0.34741	0.36812	0.13452
V86	0.09206	0.09836	0.77047	0.03911
V87	0.08273	0.81508	0.05304	0.04914
V88	0.22726	0.09653	0.23888	0.43733
V89	0.0886	0.05439	0.16718	0.68983
V90	0.08194	0.85572	0.05803	0.0043
V91	0.08145	0.7236	0.18166	0.01329
V92	0.49002	0.04765	0.35013	0.1122
V93	0.88166	0.0179	0	0.10044
V94	0.06503	0.48633	0	0.44864
V95	0.29783	0.4491	0.13796	0.11511
V96	0.15077	0.13361	0	0.71562
V97	0.69508	0.11989	0.18503	0
V98	0.70334	0.28631	0	0.01036
V99	0.80515	0.06277	0.13209	0
V100	0.12515	0.07406	0.77684	0.02395
V101	0.10295	0.07635	0	0.8207
V102	0.90733	0.06216	0	0.0305
V103	0.07441	0.09254	0.05199	0.78107
V104	0.09306	0.90516	0	0.00177
V105	0.11387	0.87911	0.00702	0
V106	0.1636	0.52186	0.29971	0.01482
V107	0.22711	0.23394	0.51002	0.02892
V108	0.18516	0.73443	0.08041	0
V109	0.05139	0.20863	0.5478	0.19218
V110	0.10967	0.84134	0.0363	0.01269
V111	0.91224	0.00111	0.06849	0.01817
V112	0.1819	0.10445	0.39623	0.31742
V113	0.25219	0.14439	0.14753	0.45589
V114	0.31995	0.076	0.04863	0.55543
V115	0.04769	0.73487	0.21744	0
V116	0.18312	0.34459	0.33788	0.13442
V117	0.69044	0.26013	0.01874	0.0307
V118	0.21204	0.59445	0.01366	0.17985
V119	0.19432	0.11868	0.00862	0.67838
V120	0.12642	0.11706	0.74784	0.00868
V121	0.62137	0.14841	0.07281	0.15741
V122	0.92137	0.02201	0.01461	0.04201
V123	0.04876	0.55793	0.02032	0.37299
V124	0.67213	0.28032	0	0.04754
V125	0.42046	0.42215	0.15693	0.00046
V126	0.10737	0.19673	0.00766	0.68824
V127	0.22895	0.08543	0.22856	0.45707
V128	0.1119	0.05198	0.07169	0.76443
V129	0.59489	0.24654	0.14368	0.01489
V130	0.04602	0.64448	0.3095	0
V131	0.07515	0.8683	0	0.05655
V132	0.909	0.01762	0.02778	0.0456
V133	0.89775	0.03112	0.04308	0.02805
V134	0.15935	0.43195	0.10329	0.3054
V135	0.15338	0.056	0.14835	0.64227
V136	0.29295	0.41747	0	0.28958
V137	0.66394	0.05523	0.22332	0.05751
V138	0.25378	0.42758	0.15678	0.16186
V139	0.39294	0.23682	0.17059	0.19965
V140	0.10143	0.13873	0.01205	0.74779
V141	0.10775	0.20333	0.49789	0.19104
V142	0.80893	0.00356	0.18751	0
V143	0.47098	0.28755	0.04189	0.19958
V144	0.22786	0.1998	0.13749	0.43485
V145	0.02974	0.75006	0.2202	0
V146	0.15259	0.04716	0.01037	0.78988
V147	0.89547	0.03852	0.01015	0.05586
V148	0.17574	0.11832	0.53309	0.17286
V149	0.29242	0.51038	0.1972	0
V150	0.13074	0.2795	0.53466	0.0551
V151	0.25393	0.62945	0.01938	0.09724
V152	0.27168	0.45697	0.20018	0.07118
V153	0.15913	0.74803	0.00445	0.08839
V154	0.28198	0.46446	0.24838	0.00518
V155	0.49757	0.17122	0.25535	0.07586
V156	0.07322	0.19016	0.63407	0.10255
V157	0.34609	0.19236	0.28044	0.18111
V158	0.11167	0.00508	0.04146	0.84179
V159	0.87255	0.06875	0	0.0587
V160	0.7267	0.01515	0.04655	0.2116
V161	0.2958	0.03048	0	0.67372
V162	0.12323	0.35145	0.05016	0.47517
V163	0.14234	0.51751	0.15124	0.18891
V164	0.38249	0.33743	0.08069	0.19939
V165	0.06228	0.28979	0	0.64793
V166	0.06975	0.15213	0.02975	0.74837
V167	0.4223	0	0	0.5777
V168	0.32538	0.56915	0.06861	0.03686
V169	0.26941	0.09223	0	0.63836
V170	0.15904	0.06752	0.48716	0.28629
V171	0.17491	0.27649	0.53012	0.01848
V172	0.7279	0.00451	0.25677	0.01082
V173	0.09543	0.19746	0	0.70711
V174	0.07451	0.22003	0.03803	0.66742
V175	0.11386	0.05577	0.72775	0.10262
V176	0.0493	0.78682	0.16387	0
V177	0.06817	0.91139	0	0.02044
V178	0.05292	0.77353	0	0.17355
V179	0.22205	0.04902	0.35187	0.37705
V180	0.06831	0.8643	0.06739	0
V181	0.2062	0.17585	0.48996	0.12799
V182	0.33377	0.21458	0.41369	0.03796
V183	0.22436	0.77564	0	0
V184	0.97307	0	0.02693	0
V185	0.59273	0.40727	0	0
V186	0.16282	0.49784	0.24114	0.0982
V187	0.92482	0.02308	0.02872	0.02337
V188	0.11607	0.25458	0	0.62935
V189	0.82933	0.03382	0	0.13686
V190	0.66787	0.03611	0.28834	0.00768
V191	0.22822	0.24393	0.50999	0.01786
V192	0.34466	0.48338	0.02934	0.14262
V193	0.62315	0.05537	0.21428	0.1072
V194	0.09314	0.88824	0	0.01862
V195	0.0694	0.08874	0.82066	0.02119
V196	0.0795	0.11439	0	0.80612
V197	0.47623	0.07095	0	0.45283
V198	0.1111	0.5167	0.33821	0.03399
V199	0.2385	0.06046	0.14782	0.55321
V200	0.17939	0.58617	0	0.23444
V201	0.14137	0.56864	0.17437	0.11561
V202	0.06215	0.07711	0.71595	0.14479
V203	0.20524	0.44204	0.35272	0
V204	0.0542	0.56351	0	0.38229
V205	0.06869	0.1148	0.79506	0.02145
V206	0.09539	0.14829	0.75632	0
V207	0.20194	0.24059	0.01353	0.54394
V208	0.28743	0.10837	0.60421	0
V209	0.34329	0.4831	0.04869	0.12492
V210	0.13601	0.74603	0.08732	0.03064
V211	0.49067	0.0355	0	0.47383
V212	0.52655	0.07056	0.38952	0.01337
V213	0.66614	0.04836	0.09211	0.19339
V214	0.37847	0.19765	0.13862	0.28526
V215	0.3578	0.12318	0	0.51903
V216	0.13931	0.00808	0.02782	0.8248
V217	0.08699	0.52089	0.21351	0.17861
V218	0.14284	0.48176	0.14828	0.22713
V219	0.15664	0.6477	0	0.19566
V220	0.05483	0.8255	0	0.11967
V221	0.82672	0.00901	0	0.16427
V222	0.35267	0.17199	0.32958	0.14576
V223	0.04419	0.19382	0.69971	0.06228
V224	0.96533	0.00029	0.03438	0
V225	0.10734	0.83905	0.05361	0
V226	0.33941	0.12223	0.53836	0
V227	0.79539	0.00753	0.18164	0.01544
V228	0.77931	0.08321	0.04961	0.08788
V229	0.07079	0.08179	0.81375	0.03367
V230	0.09596	0.08071	0	0.82333
V231	0.06433	0.33798	0.07863	0.51906
V232	0.09149	0.66023	0	0.24828
V233	0.58633	0.11417	0.17749	0.12201
V234	0.09393	0.87079	0.02935	0.00594
V235	0.40555	0.09757	0.48063	0.01625
V236	0.08975	0.12495	0.72134	0.06396
V237	0.24528	0.03454	0.00331	0.71687
V238	0.17455	0.55714	0.24341	0.0249
V239	0.12056	0.44045	0	0.43899
V240	0.5109	0.06916	0.38413	0.03581
V241	0.06544	0.05737	0.81814	0.05906
V242	0.17639	0.73652	0.0871	0
V243	0.27834	0.08582	0.57449	0.06135
V244	0.24934	0.0347	0.64534	0.07062
V245	0.61508	0.30464	0.03519	0.04508
V246	0.10156	0.19935	0.68778	0.01131
V247	0.19584	0.06928	0.73488	0
V248	0.10433	0.08159	0.01743	0.79664
V249	0.02106	0.10623	0.80802	0.06469
V250	0.77439	0.00528	0.21016	0.01017
V251	0.9219	0.05738	0	0.02072
V252	0.04258	0.81831	0.13911	0
V253	0.41732	0.1027	0.13591	0.34407
V254	0.06419	0.88427	0.05154	0
V255	0.09707	0.87149	0	0.03144
V256	0.21588	0.25287	0.46672	0.06453
V257	0.45896	0.13333	0.20679	0.20093
