Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01654	0.02696	0.01445	0.00383	0.05534	0.00355	0.03001	0.00111	0	0.8482
V2	0.66549	0.02005	0	0	0	0.23649	0.06953	0.00708	0	0.00136
V3	0.12726	0.04688	0.06	0.00652	0.44809	0.01656	0.12519	0.12143	0	0.04806
V4	0.00817	0.12961	0.00477	0.00568	0	0.10436	0.03652	0.02344	0.34417	0.34328
V5	0.00651	0.11527	0.00255	0.05554	0	0.06308	0.03217	0.00024	0	0.72464
V6	0.00543	0.06122	0.15347	0.01802	0.63099	0.0318	0.01827	0.05846	0	0.02234
V7	0	0.56276	0	0.0064	0.26705	0.01177	0.07431	0.05768	0	0.02002
V8	0.00616	0.65383	0.02851	0	0.00407	0.03185	0.02519	0.22166	0	0.02875
V9	0.02245	0	0.02822	0.09736	0.00778	0.04203	0.3125	0.45383	0	0.03585
V10	0	0.06405	0	0	0.69145	0.07038	0.03493	0.11873	0	0.02046
V11	0.01464	0.64735	0	0	0	0.05563	0.02759	0.20296	0.01043	0.0414
V12	0.04095	0.03137	0.04446	0.48296	1e-04	0.00476	0.13799	0.01309	0	0.24433
V13	0.10815	0.014	0.09022	0	0.02208	0.12939	0.5395	0.01606	0.03864	0.04195
V14	0.08158	0.51478	0.09703	0.04594	0.02614	0.04976	0.15387	0.01344	0	0.01747
V15	0.35538	0.00982	0	0.54334	0.00029	0.02407	0.04453	0.01511	0	0.00744
V16	0.04959	0.07776	0.0778	0.60414	0.02155	0.06374	0.0126	0.0064	0.05613	0.03029
V17	0.0196	0.12899	0	0.00279	0	0.06944	0.0609	0.00504	0	0.71324
V18	0.0831	0.0759	0	0.23454	0	0.01017	0.01512	0.00153	0	0.57963
V19	0.00359	0	0	0.04409	0	0.07325	0.03011	0.00615	0	0.84282
V20	0.0028	0.24441	0	0	0	0.00662	0.57179	0.03878	0	0.13561
V21	0.10182	0.47789	0.0124	0	0	0.30527	0.05983	0.02593	0	0.01687
V22	0.0038	0	0	0	0	0.02216	0.03475	0.19847	0	0.74082
V23	0.29756	0.03355	0.45164	0.02461	0	0.01262	0.0135	0.00902	1e-05	0.15749
V24	0.02815	0.71172	0.02493	0.00267	0.01589	0.0044	0.09395	0.06102	0.03605	0.0212
V25	0.02937	0.14487	0.00506	0.01893	0	0.12614	0.06025	0.00148	0.05122	0.56267
V26	0.02043	0	0.02745	0	0	0.05729	0.07763	0.78869	0	0.02852
V27	0	0.05562	0	0.00224	0.29813	0.00214	0.0408	0.00059	0	0.60048
V28	0.25731	0	0	0	0	0.01876	0.04372	0.01943	0	0.66078
V29	0.00991	0.72987	0	0.00749	0	0.09109	0.02662	0.01528	0	0.11974
V30	0.00569	0.0129	0.09267	0.00133	0	0.32503	0.41187	0.0098	0.10118	0.03955
V31	0.01203	0.42064	0.17252	0.00243	0.06491	0.01892	0.02636	0.25229	0	0.0299
V32	0.54337	0.03639	0	0.00428	0.24873	0.03821	0.0526	0.00431	0.03386	0.03825
V33	0.07502	0.01596	0.09976	0.48879	0.01046	0.00413	0.27938	0.00806	0	0.01844
V34	0.00289	0.06079	0	0.00147	0.11345	0.00369	0.03039	0.0125	0	0.77482
V35	0.0113	0.89907	0	0.00621	0.01564	0.01008	0.02262	0.01674	0	0.01834
V36	0.0568	0.01872	0	0	0.01551	0.00686	0.83508	0.03221	0	0.03482
V37	0.00134	0.59881	0	0	0.02016	6e-05	0.31633	0.02696	0	0.03633
V38	0.1566	0.001	0	0.12661	0.00649	0	0.66946	0.01044	0	0.0294
V39	0.10126	0.00276	0.00364	0.12261	0.04166	0	0.65943	0.02426	0	0.04436
V40	0.132	0.0335	0.61894	0.0373	0.11314	0.00704	0.01149	0.00997	0.00492	0.03171
V41	0.72678	0.07922	0	0.00772	0	0.00183	0.02032	0.01166	0.11526	0.03721
V42	0	0.65532	0	0.00625	0.25568	0.00172	0.00902	0.00469	0	0.06732
V43	0.16693	0.03323	0.06622	0.06571	0.21436	0.04118	0.30037	0.02909	0.05686	0.02605
V44	0.02785	0	0.55164	0.01658	0.00462	0.02751	0.03325	0.32186	0	0.01668
V45	0.01189	0.00244	0.00341	0.00667	0	0.00074	0.45641	0.00945	0.37493	0.13406
