CD56NK	CD4MemoryT	CD19B	CD14
V1	0.59309	0	0.16122	0.2457
V2	0.16881	0.04463	0.04707	0.73949
V3	0.07457	0.55512	0.01197	0.35834
V4	0.91188	0.07101	0.00017	0.01693
V5	0.1438	0.39263	0.29354	0.17003
V6	0.10802	0.84719	0.02285	0.02194
V7	0.18183	0.27688	0.08937	0.45192
V8	0.15121	0.00222	0.81814	0.02843
V9	0.28174	0.16513	0.03456	0.51857
V10	0.01863	0.00249	0.92813	0.05076
V11	0.25663	0.2731	0.46662	0.00365
V12	0.03353	0.51969	0.43499	0.01179
V13	0.34864	0.62621	0.00537	0.01979
V14	0.0954	0.89239	0.00659	0.00562
V15	0.15985	0.52692	0.14063	0.17261
V16	0.94064	0.01878	0.01718	0.02339
V17	0.12189	0.84281	0.01321	0.02209
V18	0.66391	0.26123	0.04196	0.03291
V19	0.21669	0.76474	0.00577	0.0128
V20	0.21248	0.37839	0.01865	0.39048
V21	0.1526	0.01887	0.8012	0.02732
V22	0.02096	0.04676	0.21137	0.72092
V23	0.42307	0.01283	0.56034	0.00376
V24	0.95979	0.01157	0.02864	0
V25	0.40914	0.16042	0.13481	0.29563
V26	0.47721	0.2988	0.01745	0.20653
V27	0.10766	0.02223	0.01366	0.85644
V28	0.00125	0.01468	0.98173	0.00234
V29	0.48357	0.00604	0.48666	0.02373
V30	0.12281	0.14149	0.30278	0.43292
V31	0.24534	0.1213	0.31829	0.31507
V32	0.08337	0.00511	0.02362	0.8879
V33	0.05787	0.41956	0.41989	0.10268
V34	0.152	0.00871	0.81155	0.02774
V35	0.21953	0.65794	0.09315	0.02937
V36	0.00858	0.0102	0.49754	0.48367
V37	0.60172	0.03184	0.09264	0.2738
V38	0.46379	0	0.16447	0.37174
V39	0.21929	0.48502	0.14947	0.14623
V40	0.13425	0.77771	0.08804	0
V41	0.01012	0.62424	0.04963	0.31601
V42	0.2511	0.00687	0.2096	0.53243
V43	0.16392	0.25752	0.55148	0.02708
V44	0.0179	0.03078	0.78211	0.1692
V45	0.13275	0.51813	0.25743	0.09168
V46	0.84492	0.03647	0.11541	0.0032
V47	0.52	0.1176	0.32138	0.04102
V48	0.86316	0.11569	0.00495	0.01619
V49	0.79981	0.12705	0	0.07315
V50	0.09304	0.80221	0.09992	0.00484
V51	0.38396	0.31317	0.27721	0.02566
V52	0.02989	0.05639	0.88396	0.02976
V53	0.78141	0.07379	0.1448	0
V54	0.48983	0.12071	0.373	0.01646
V55	0.25198	0.07034	0.25393	0.42375
V56	0.04745	0.00025	0.07825	0.87404
V57	0.13455	0.8294	0.02305	0.013
V58	0.67685	0	0.03813	0.28502
V59	0.52407	0.31814	0.11487	0.04293
V60	0.1594	0.09	0.35183	0.39876
V61	0.86054	0.05841	0.01025	0.0708
V62	0.91362	0.01292	0.0643	0.00917
V63	0.02352	0.80926	0.14559	0.02163
V64	0.01174	0.83172	0	0.15654
V65	0.01402	0	0.08996	0.89602
V66	0.28538	0.62479	0.02043	0.0694
V67	0.19073	0.24815	0.55059	0.01054
V68	0.18392	0.09115	0.01911	0.70582
V69	0.0311	0.23407	0.68679	0.04804
V70	0.61871	0.08756	0.18219	0.11155
V71	0.19377	0.03047	0.39338	0.38239
V72	0.65277	0.09365	0.09476	0.15882
V73	0.20424	0.54273	0.16214	0.09089
V74	0.07028	0.15772	0.772	0
V75	0.74205	0	0.18141	0.07654
V76	0.00164	0.11339	0.19422	0.69076
V77	0.04635	0.22263	0.00475	0.72626
V78	0.35687	0.06069	0.19274	0.3897
V79	0.00736	0.04773	0.8567	0.08821
V80	0.39445	0.00119	0.52888	0.07547
V81	0.06846	0.10089	0.82591	0.00474
V82	0.00048	0.03014	0.96194	0.00744
V83	0.15922	0.11595	0.0763	0.64853
V84	0.44354	0.01643	0.1629	0.37713
V85	0.13817	0.23339	0.45288	0.17556
V86	0.05372	0.01511	0.89237	0.03881
V87	0.0483	0.81252	0.0637	0.07547
V88	0.19289	0.02399	0.2789	0.50422
V89	0.02218	0	0.2037	0.77412
V90	0.0364	0.88372	0.06639	0.01349
V91	0.04708	0.69578	0.22614	0.03099
V92	0.50419	0.00375	0.37351	0.11856
V93	0.91008	0.00439	0	0.08553
V94	0.02183	0.37669	0.01967	0.58181
V95	0.32736	0.34649	0.17598	0.15017
V96	0.08216	0.05711	0.02119	0.83955
V97	0.73985	0.05766	0.19937	0.00312
V98	0.76468	0.22499	0	0.01034
V99	0.83808	0.01935	0.1394	0.00317
V100	0.09125	0.00559	0.88262	0.02053
V101	0.01803	0.00979	0.00316	0.96901
V102	0.95759	0.02686	0.00542	0.01013
V103	0.01339	0.01697	0.09038	0.87926
V104	0.03941	0.94776	0.0068	0.00604
V105	0.08123	0.89851	0.01477	0.00549
V106	0.15546	0.4356	0.37089	0.03805
V107	0.22893	0.12886	0.59783	0.04439
V108	0.20228	0.6909	0.10681	0
V109	0.01813	0.09704	0.64259	0.24224
V110	0.07841	0.85699	0.04256	0.02205
V111	0.93087	0	0.06521	0.00393
V112	0.15279	0.02494	0.44919	0.37308
V113	0.22418	0.05557	0.18429	0.53595
V114	0.27697	0.01749	0.08136	0.62418
V115	0.01084	0.71313	0.27125	0.00478
V116	0.17972	0.23101	0.415	0.17428
V117	0.75853	0.17732	0.03228	0.03187
V118	0.21864	0.50353	0.0369	0.24093
V119	0.1307	0.03975	0.0485	0.78105
V120	0.09216	0.02968	0.86603	0.01213
V121	0.66821	0.07125	0.09361	0.16693
V122	0.97674	0.00144	0.01166	0.01016
V123	0.01035	0.44532	0.04907	0.49526
V124	0.73731	0.21254	0	0.05015
V125	0.47288	0.32269	0.18718	0.01725
V126	0.04496	0.09729	0.05004	0.80771
V127	0.19112	0.01813	0.26701	0.52373
V128	0.03479	0.00027	0.10609	0.85885
V129	0.65702	0.15745	0.16196	0.02357
V130	0.01006	0.60132	0.38398	0.00464
V131	0.03662	0.8753	0	0.08808
V132	0.9586	0.00057	0.0246	0.01623
V133	0.93786	0.00461	0.0481	0.00942
V134	0.14219	0.31147	0.1487	0.39765
V135	0.09097	0.00363	0.18229	0.72311
V136	0.30464	0.31968	0.01108	0.3646
V137	0.70058	0.01202	0.23343	0.05396
V138	0.27056	0.31864	0.20023	0.21057
V139	0.422	0.13339	0.2071	0.23751
V140	0.03504	0.05057	0.05093	0.86346
V141	0.07904	0.09413	0.5872	0.23963
V142	0.81326	0	0.18674	0
