Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.34523	0.12167	0.26187	0.12117	0.15006
V2	0.07558	0.78429	0.04415	0.04855	0.04744
V3	0.06503	0	0.47854	0.41594	0.04048
V4	0.00371	0	0.22676	0.05749	0.71204
V5	0.00283	0	0.04981	0.09889	0.84847
V6	0.35815	0.00656	0.29219	0.21236	0.13074
V7	0.00621	0.00813	0.42558	0.07309	0.48698
V8	0.00781	0	0.91795	0.06406	0.01019
V9	0.05039	0	0.28241	0.61962	0.04759
V10	0.49417	0	0.4879	0	0.01793
V11	0.02677	0.00333	0.09598	0.06891	0.80501
V12	0.07503	0	0.22365	0.28662	0.41471
V13	0.12681	0.04041	0.03376	0.39346	0.40557
V14	0.15863	0	0.07326	0.62941	0.1387
V15	0.01425	0.02076	0	0.87408	0.0909
V16	0.59806	0.07931	0.00599	0.29416	0.02248
V17	0.06453	0.23749	0.00814	0.05814	0.6317
V18	0.10097	0.42852	0.26019	0.18742	0.0229
V19	0.0175	0	0	0.10995	0.87255
V20	0	0	0.75993	0.21146	0.02861
V21	0.02397	0.25153	0.12622	0.14927	0.44901
V22	0.84002	0.07723	0.0636	0	0.01914
V23	0.06756	0.00564	0.01618	0.1272	0.78343
V24	0.45381	0.12194	0.01187	0.03683	0.37556
V25	0.01604	0.0203	0.01019	0.39228	0.56118
V26	0.48132	0.20667	0.05501	0.0308	0.2262
V27	0.13621	0.49671	0.17554	0.00654	0.18499
V28	0.02685	0.06678	0.2191	0.60959	0.07768
V29	0	0	0.35243	0.59004	0.05753
V30	0.75295	0.10651	0.02187	0.01005	0.10862
V31	0.43036	0.15261	0.00478	0.20816	0.20408
V32	0.94993	0	0.00018	0	0.04989
V33	0.02139	0.18902	0.00886	0.10955	0.67118
V34	0.13776	0.84912	0	0.00635	0.00677
V35	0.11298	0.6149	0.24734	0.02046	0.00432
V36	0.02744	0.15974	0.16228	0.08681	0.56373
V37	0.75138	0	0	0.00248	0.24614
V38	0.12749	0	0.50652	0.18879	0.17721
V39	0.33814	0.01305	0.33999	0.00732	0.3015
V40	0.2372	0.62656	0.00936	0.08595	0.04093
V41	0.07197	0.83833	0.00605	0.00643	0.07722
V42	0.88732	0.03142	0.01636	0	0.06491
V43	0.51031	0.10989	0.36317	0.00838	0.00825
