Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.0534	0.07425	0.87234	0	0	0
V2	0.68955	0.19307	0	0.08227	0.0351	0
V3	0.02406	0.08922	0.15092	0	0	0.7358
V4	0.25229	0.5906	0	0.09162	0.02871	0.03678
V5	0	0.06293	0	0.75074	0.18632	0
V6	0.12638	0.05708	0.13499	0.0358	0.09871	0.54704
V7	0	0.48326	0	0.02401	0.49273	0
V8	0.84514	0.11566	0	0.0392	0	0
V9	0.23641	0.23115	0	0.2679	0	0.26454
V10	0.53774	0.1037	0	0.35856	0	0
V11	0	1	0	0	0	0
V12	0	0.03494	0	0	0	0.96506
V13	0	0.65686	0.34314	0	0	0
V14	0	0.06661	0	0.93339	0	0
V15	0.59917	0.14634	0	0.11551	0.13898	0
V16	0	0.04836	0	0.52686	0.30628	0.11851
V17	0	0.04854	0.07276	0	0	0.87869
V18	0.79683	0.20317	0	0	0	0
V19	0.72273	0.1213	0.14806	0	0.00792	0
V20	0.78889	0.12886	0.02253	0.05972	0	0
V21	0	0.05582	0	0	0	0.94418
V22	0.18912	0.11847	0	0.09179	0.60062	0
V23	0.01537	0.07375	0.33723	0.02712	0.54653	0
V24	0.13428	0.07337	0	0.15736	0.62481	0.01019
V25	0.53191	0.36273	0	0.10537	0	0
V26	0.29392	0.08733	0	0.00094	0.61781	0
V27	0	0.01567	0.11514	0	0	0.86918
V28	0.0154	0.34195	0.14947	0.27086	0	0.22232
V29	0	0.78084	0.08473	0.03628	0	0.09815
V30	0.23229	0.27947	0.06876	0	0.19424	0.22524
V31	0.80079	0.08576	0.11345	0	0	0
V32	0	0.05213	0.3489	0.59898	0	0
V33	0.27135	0.50507	0.22358	0	0	0
V34	0	0.03051	0.56052	0.03308	0.37589	0
V35	0	0.09337	0.16646	0.69245	0.04773	0
V36	0.04756	0.64868	0.11214	0.00436	0.18726	0
V37	0	0.05022	0.83054	0	0	0.11923
V38	0	0.00836	0.0593	0	0	0.93234
V39	0.66067	0.10811	0	0.23122	0	0
V40	0	0.65987	0	0.20801	0.06453	0.06759
V41	0.78315	0.07514	0	0	0	0.14171
V42	0.27754	0.07362	0.57523	0	0	0.0736
V43	0.2367	0.52888	0	0.0225	0.20637	0.00555
V44	0	1	0	0	0	0
V45	0.51253	0.39676	0	0	0	0.09071
V46	0	0.0328	0	0.36713	0.30863	0.29144
V47	0.00655	0.54778	0	0.19958	0.21509	0.03099
V48	0	0.76296	0.22394	0	0.0131	0
V49	0	0.97558	0	0	0.02442	0
V50	0	0.03506	0.24418	0.03315	0.65085	0.03676
V51	0	0.01797	0	0.04282	0.93921	0
V52	0	0.68916	0.30818	0.00266	0	0
V53	0.13844	0.06358	0	0.06008	0.73789	0
V54	0.01127	0.19403	0.69374	0.03352	0	0.06745
V55	0	0.06591	0.01519	0.0697	0.8492	0
V56	0	0.06771	0.85041	0.08189	0	0
V57	0.09898	0.45893	0	0	0.08169	0.36041
V58	0	0.05567	0.94433	0	0	0
V59	0	0.04295	0	0.95705	0	0
V60	0.5186	0.08698	0	0.39442	0	0
V61	0.27747	0.18819	0	0.16802	0	0.36633
V62	0.65364	0.09717	0.01923	0.12056	0.02931	0.08009
V63	0	0.63281	0	0.0472	0	0.31999
V64	0	0.12491	0	0.01822	0.85687	0
V65	0.61903	0.19116	0	0	0	0.18981
V66	0.57282	0.10665	0.06505	0.00459	0.25089	0
V67	0	0.20029	0.32902	0.25191	0	0.21878
V68	0.89751	0.10249	0	0	0	0
V69	0.56311	0.08199	0	0	0	0.3549
V70	0	0.05234	0.20714	0.74053	0	0
V71	0	0.33086	0	0.14387	0.36765	0.15761
V72	0.76402	0.19549	0.02743	0	0	0.01306
V73	0	0.05124	0.03493	0.91384	0	0
V74	0	0.1606	0	0.8394	0	0
V75	0	0.99132	0	0.00868	0	0
V76	0	0.04503	0.83587	0.0315	0.08761	0
V77	0.04191	0.20788	0.05067	0.64272	0	0.05681
V78	0.62165	0.18823	0	0.0923	0	0.09782
V79	0	0.61966	0	0	0	0.38034
V80	0	0.66881	0	0	0	0.33119
V81	0.82118	0.17882	0	0	0	0
V82	0	0.91072	0	0.05256	0.03672	0
V83	0.09712	0.22339	0	0.52056	0.08661	0.07231
V84	0.39371	0.08473	0.02865	0.49291	0	0
V85	0.90081	0.09801	0.00119	0	0	0
V86	0.20658	0.0874	0.07714	0.32811	0	0.30078
V87	0	0.0315	0	0.9685	0	0
V88	0	0.06626	0	0.62298	0	0.31076
V89	0	0.20243	0.46003	0	0	0.33754
V90	0.0306	0.81625	0.14604	0.00023	0.00689	0
V91	0	0.05635	0	0.16293	0.78072	0
V92	0	0.09233	0	0.03319	0.87448	0
V93	0.1026	0.11743	0	0.11507	0.22265	0.44225
V94	0	0.02644	0.22232	0.75125	0	0
V95	0	0.03247	0.28698	0.16372	0.51683	0
V96	0	0.46681	0	0.05681	0.30055	0.17584
V97	0	0.02557	0	0.1068	0.86763	0
V98	0	0.10925	0	0.89075	0	0
V99	0	0.02553	0	0.97447	0	0
V100	0	0.04916	0.54805	0.34283	0.05996	0
V101	0	0.42074	0.52308	0.05618	0	0
V102	0.87275	0.10531	0.02193	0	0	0
V103	0.74447	0.1109	0	0.14463	0	0
V104	0	0.03698	0.18789	0.77513	0	0
V105	0	0.00906	0	0	0	0.99094
V106	0	0.02213	0.64383	0	0	0.33403
V107	0.01916	0.74355	0.23728	0	0	0
V108	0	0.0489	0	0	0.18104	0.77006
V109	0	0.01935	0	0	0.13271	0.84794
V110	0	0.21963	0.78037	0	0	0
V111	0	0.04985	0.95015	0	0	0
V112	0	0.35828	0	0.64172	0	0
V113	0	0.14179	0.76156	0.03822	0.05843	0
V114	0.10525	0.07103	0.72757	0.09615	0	0
V115	0.46617	0.13204	0	0.00596	0.07549	0.32034
V116	0.896	0.104	0	0	0	0
V117	0.58484	0.09956	0	0.09276	0.22285	0
V118	0	0.82719	0.11567	0.03893	0.01822	0
V119	0	0.981	0	0.019	0	0
V120	0.06212	0.27781	0.07401	0.55797	0.0251	0.00299
V121	0.23989	0.0647	0	0.25122	0	0.4442
V122	0.25818	0.09771	0	0.6441	0	0
V123	0.28799	0.06368	0	0.0367	0.07723	0.5344
V124	0	0.03288	0.2612	0.03698	0.66894	0
V125	0	0.20881	0.76177	0	0	0.02942
V126	0	0.29555	0	0	0	0.70445
V127	0	0.05934	0.89622	0.04444	0	0
V128	0.3908	0.34092	0.0792	0.18907	0	0
V129	0	0.05592	0.92627	0.0178	0	0
V130	0.55904	0.20455	0	0.2364	0	0
V131	0	0.03534	0	0.04423	0.79774	0.1227
V132	0	0.54171	0.45829	0	0	0
V133	0	0.26714	0.66722	0.06564	0	0
V134	0.18995	0.77196	0	0	0.03809	0
V135	0.00095	0.06671	0.81948	0	0	0.11286
V136	0.06399	0.86377	0.06968	0.00256	0	0
V137	0	0.22235	0.65265	0.01276	0.11224	0
V138	0	0.03422	0	0.50899	0	0.45679
V139	0	0.07956	0.09171	0.0138	0.47015	0.34478
V140	0.67009	0.30618	0	0.02373	0	0
V141	0.26615	0.34748	0.09161	0.29476	0	0
V142	0.12825	0.84793	0	0.02382	0	0
V143	0.03295	0.13119	0.74756	0.08829	0	0
V144	0	0.21306	0	0.08375	0	0.70319
V145	0	0.01364	0	0.98636	0	0
V146	0.09815	0.06569	0	0.03045	0.74964	0.05607
V147	0.50865	0.13806	0.05166	0	0	0.30163
V148	0	0.20758	0.79242	0	0	0
V149	0	0.55318	0	0	0	0.44682
V150	0	0.01395	0	0.98605	0	0
V151	0	0.45368	0	0	0	0.54632
V152	0.02439	0.31774	0.52387	0.03562	0.06174	0.03664
V153	0	0.06626	0.68618	0.24756	0	0
V154	0.39143	0.26115	0	0	0	0.34743
V155	0.03473	0.45855	0.035	0.00399	0.45213	0.01559
V156	0	0.55012	0	0	0.44988	0
V157	0	0.13544	0	0.29723	0	0.56733
V158	0	0.09436	0.90564	0	0	0
V159	0.13609	0.31559	0.36775	0.18058	0	0
V160	0	0.04184	0.92904	0	0	0.02912
V161	0	0.56427	0	0.42476	0.01097	0
V162	0	0.6544	0	0.164	0.1816	0
V163	0	0.03976	0.96024	0	0	0
V164	0	0.4225	0.44192	0.13559	0	0
V165	0	0.0594	0	0.04517	0.81562	0.07981
V166	0	0.03239	0	0.19318	0.44048	0.33395
V167	0	0.02656	0.42339	0.55005	0	0
V168	0.70951	0.10318	0	0.18731	0	0
V169	0	0.05366	0.76975	0.17659	0	0
V170	0.48602	0.11479	0.05282	0.34637	0	0
V171	0.03697	0.53977	0	0	0	0.42326
V172	0.00909	0.13338	0.60601	0.1461	0	0.10542
V173	0	0.05453	0.8496	0	0	0.09587
V174	0.67538	0.19175	0	0	0.13287	0
V175	0.0278	0.81847	0.14348	0.01025	0	0
V176	0	0.0255	0.9745	0	0	0
V177	0.06018	0.14633	0.35726	0.02	0.12479	0.29144
V178	0	0.07689	0	0.02562	0.89749	0
V179	0	0.02541	0	0.81104	0.01926	0.14428
V180	0.25033	0.07231	0.14276	0.42195	0	0.11266
V181	0.62603	0.19183	0.01483	0.05786	0.00737	0.10208
V182	0	0.13752	0.86248	0	0	0
V183	0	0.01734	0	0.98266	0	0
V184	0.43113	0.49301	0	0.01236	0.0635	0
V185	0.07892	0.6541	0	0	0.09851	0.16847
V186	0	0.0228	0.64999	0.32721	0	0
V187	0.29559	0.60324	0	0.0042	0.09697	0
V188	0.03712	0.69097	0	0	0	0.27191
V189	0	0.10996	0.12358	0.0497	0.60162	0.11514
V190	0	0.22875	0	0.02719	0.60707	0.13699
V191	0	0.67067	0	0	0	0.32933
V192	0.62776	0.31128	0.05606	0.00489	0	0
V193	0	0.12852	0	0	0	0.87148
V194	0	0.04687	0	0.16855	0.78458	0
V195	0	0.03782	0.83484	0.11462	0.01273	0
V196	0	0.01212	0	0.98788	0	0
V197	0.19097	0.06739	0	0.02324	0.7184	0
V198	0.09244	0.50066	0	0.20048	0.20642	0
V199	0	0.28855	0.0357	0.15324	0.52251	0
V200	0	0.06597	0.63224	0.21081	0	0.09098
V201	0	0.01981	0	0.98019	0	0
V202	0	0.11814	0.49498	0.034	0.07642	0.27645
V203	0.57647	0.11826	0	0.30526	0	0
V204	0	0.08983	0	0.14723	0	0.76294
V205	0	0.05329	0.94671	0	0	0
V206	0	0.07007	0.04206	0.88787	0	0
V207	0.44893	0.26033	0	0.25204	0	0.0387
V208	0.41146	0.16781	0.40979	0.01094	0	0
V209	0.26725	0.57262	0	0	0	0.16014
V210	0.05377	0.08341	0.86282	0	0	0
V211	0.61667	0.10533	0.05335	0	0.10429	0.12036
V212	0	0.32488	0.1983	0.47682	0	0
V213	0	0.12868	0.24944	0.05171	0.57016	0
V214	0.86976	0.12089	0	0.00935	0	0
V215	0	0.74726	0	0	0	0.25274
V216	0.09195	0.5915	0.31655	0	0	0
V217	0.12203	0.04794	0	0.10921	0.25416	0.46665
V218	0	0.38011	0	0.61989	0	0
V219	0.87825	0.08287	0	0	0	0.03888
V220	0.01572	0.07506	0	0.90921	0	0
V221	0.05356	0.87912	0.00188	0.06544	0	0
V222	0.04532	0.36596	0	0.21234	0.37639	0
V223	0	0.36401	0.26077	0	0	0.37522
V224	0	0.03335	0.41495	0.01472	0.53697	0
V225	0.01142	0.04546	0	0	0	0.94312
V226	0.29538	0.12391	0.19536	0.34723	0.03446	0.00367
V227	0.69856	0.07996	0	0.17937	0	0.04212
V228	0.11923	0.31519	0.5375	0.01289	0	0.01519
V229	0.15782	0.07613	0.40253	0.3128	0.04716	0.00356
V230	0	0.21579	0.78421	0	0	0
V231	0	0.05823	0	0.94177	0	0
V232	0.33793	0.07257	0	0.26124	0	0.32826
V233	0.88223	0.11014	0	0.00764	0	0
V234	0.48655	0.08579	0	0.00868	0.41898	0
V235	0	0.06351	0	0.93649	0	0
V236	0	0.03701	0.13868	0.03516	0.56339	0.22576
V237	0	0.03716	0.90307	0.05978	0	0
V238	0.6909	0.07246	0	0.05213	0	0.1845
V239	0.61243	0.11363	0.06663	0.14626	0.06105	0
V240	0	0.27051	0	0.16049	0.56901	0
V241	0.59149	0.24524	0	0.16327	0	0
V242	0.22938	0.10826	0	0.21413	0.00708	0.44115
V243	0	0.46235	0.53495	0.0027	0	0
V244	0.04202	0.07314	0	0	0.57766	0.30718
V245	0.75777	0.07454	0	0	0	0.16769
V246	0	0.08001	0.20085	0.48658	0.23256	0
V247	0.17611	0.13688	0	0.15791	0	0.5291
V248	0.25106	0.09992	0	0.28374	0.36529	0
V249	0.23438	0.23674	0.40545	0.02212	0	0.10132
V250	0	0.03137	0	0.96863	0	0
V251	0	0.68089	0.13213	0.18698	0	0
V252	0	0.02694	0	0.97306	0	0
V253	0	0.08812	0	0.51495	0.03299	0.36393
V254	0	0.34263	0.01854	0.27131	0.32963	0.03789
V255	0.44007	0.39481	0.03509	0.05875	0	0.07128
V256	0	1	0	0	0	0
V257	0.01836	0.52629	0	0.03893	0.38418	0.03223
V258	0	0.28699	0.08954	0.62347	0	0
V259	0	0.64632	0.35368	0	0	0
V260	0.05288	0.09823	0	0.03456	0.69362	0.1207
V261	0.56259	0.09335	0	0.02418	0.17407	0.1458
V262	0.02166	0.08027	0.89807	0	0	0
V263	0	0.10414	0.70563	0.19023	0	0
V264	0.68398	0.09747	0.06193	0.01248	0	0.14414
V265	0	0.03889	0	0.06383	0.89728	0
V266	0.01419	0.07858	0	0	0	0.90724
V267	0.1318	0.82207	0	0.04613	0	0
V268	0.90607	0.09393	0	0	0	0
V269	0	0.08343	0.05969	0.85688	0	0
V270	0.30782	0.60952	0	0.00618	0.07647	0
V271	0	0.15924	0.22506	0	0	0.61569
V272	0	0.03555	0	0.13285	0.80367	0.02793
V273	0	0.05203	0	0.13993	0.76975	0.03829
V274	0	0.02028	0.11984	0.0156	0	0.84428
V275	0.73742	0.26258	0	0	0	0
V276	0.03045	0.34118	0.03828	0.07917	0	0.51093
V277	0.45426	0.08357	0	0	0.05867	0.40349
V278	0.11975	0.19327	0.03755	0.33173	0.31769	0
V279	0.04067	0.09932	0.17829	0.0136	0	0.66812
V280	0.03289	0.06531	0	0.90181	0	0
V281	0	0.98837	0.00587	0.00576	0	0
V282	0	0.06926	0	0.1061	0.82463	0
V283	0	0.5139	0	0.01009	0.476	0
V284	0	0.1515	0.3306	0.40125	0	0.11665
V285	0	0.03122	0	0.96878	0	0
V286	0.70631	0.1202	0.01599	0.1575	0	0
V287	0	0.04893	0	0.14009	0.80765	0.00333
V288	0	0.36102	0	0	0.06166	0.57732
V289	0	0.12445	0.81116	0.06439	0	0
V290	0	0.02256	0.17749	0.79995	0	0
V291	0	0.0533	0	0.9467	0	0
V292	0.08669	0.16191	0	0.72248	0.02892	0
V293	0	0.07173	0	0.03775	0.89052	0
V294	0.57897	0.10772	0	0	0.24579	0.06753
V295	0.02571	0.0362	0	0	0	0.93809
V296	0	0.47328	0.05306	0.36709	0	0.10656
V297	0	0.07365	0	0	0	0.92635
V298	0	0.86442	0.13558	0	0	0
