CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.07981	0.05611	0.73867	0.02776	0.02387	0.07377
V2	0.35548	0.1562	0.09331	0.11641	0.15389	0.1247
V3	0.16785	0.1012	0.23755	0.03139	0.06439	0.39762
V4	0.15641	0.37653	0.07744	0.1074	0.154	0.12821
V5	0.02709	0.08013	0.03098	0.50368	0.31222	0.0459
V6	0.17199	0.06751	0.19809	0.06132	0.18747	0.31362
V7	0.05384	0.33603	0.04644	0.05725	0.44245	0.06399
V8	0.42865	0.10614	0.10817	0.12526	0.06638	0.1654
V9	0.1945	0.18037	0.07159	0.23477	0.10221	0.21656
V10	0.2875	0.08606	0.11655	0.29479	0.09543	0.11967
V11	0.0834	0.58952	0.08904	0.06517	0.10151	0.07136
V12	0.17619	0.07849	0.12806	0.04003	0.07222	0.50501
V13	0.07515	0.43242	0.28904	0.05996	0.07381	0.06962
V14	0.05945	0.06084	0.05275	0.67533	0.0941	0.05752
V15	0.30231	0.12025	0.07678	0.12874	0.23394	0.13798
V16	0.05985	0.05443	0.04498	0.34377	0.36443	0.13254
V17	0.16431	0.08536	0.19649	0.03145	0.06096	0.46144
V18	0.43993	0.18141	0.11477	0.05652	0.05935	0.14803
V19	0.36304	0.10749	0.22747	0.04048	0.12923	0.13229
V20	0.38085	0.11497	0.15769	0.12378	0.06412	0.1586
V21	0.17989	0.08729	0.09741	0.04049	0.10556	0.48936
V22	0.13055	0.0942	0.05019	0.08714	0.54453	0.09339
V23	0.05408	0.05378	0.30617	0.03745	0.49249	0.05603
V24	0.10999	0.06106	0.03898	0.12355	0.57318	0.09323
V25	0.27996	0.27091	0.08204	0.14343	0.10723	0.11642
V26	0.18622	0.07073	0.05699	0.03601	0.5662	0.08384
V27	0.14904	0.06769	0.21738	0.03745	0.0666	0.46184
V28	0.09751	0.24212	0.18317	0.21082	0.0992	0.16718
V29	0.07856	0.47105	0.14255	0.10023	0.07943	0.12818
V30	0.16454	0.20796	0.14937	0.0373	0.24716	0.19368
V31	0.40131	0.08735	0.23768	0.0561	0.04734	0.17022
V32	0.02882	0.05663	0.32338	0.45353	0.06086	0.07678
V33	0.16556	0.35596	0.24642	0.05949	0.06339	0.10919
V34	0.01319	0.04172	0.44953	0.04383	0.39245	0.05928
V35	0.02947	0.08728	0.18753	0.44565	0.17958	0.07048
V36	0.08457	0.40315	0.14726	0.05289	0.23484	0.07728
V37	0.05394	0.0524	0.68228	0.03348	0.02891	0.14898
V38	0.16274	0.06268	0.19139	0.03037	0.06039	0.49243
V39	0.35263	0.09652	0.0919	0.25066	0.07168	0.13662
V40	0.07528	0.40503	0.07083	0.15697	0.17985	0.11204
V41	0.41758	0.09201	0.12096	0.0428	0.06437	0.26228
V42	0.17798	0.06733	0.49548	0.02975	0.07749	0.15196
V43	0.1446	0.34597	0.07064	0.06619	0.25907	0.11352
V44	0.08824	0.59608	0.08586	0.0607	0.08963	0.07949
V45	0.25916	0.29573	0.12169	0.06051	0.08124	0.18166
V46	0.07581	0.05532	0.05968	0.24249	0.35784	0.20887
V47	0.07285	0.35066	0.05888	0.15029	0.2713	0.09602
V48	0.0615	0.48031	0.2041	0.05012	0.14158	0.06238
V49	0.08162	0.56835	0.07988	0.05785	0.14242	0.06987
V50	0.02644	0.04291	0.2494	0.03595	0.5532	0.09209
V51	0.01203	0.04539	0.02277	0.04098	0.82737	0.05146
V52	0.06349	0.44172	0.25261	0.07316	0.09843	0.07058
V53	0.10422	0.05326	0.10947	0.05533	0.61259	0.06512
V54	0.06772	0.14048	0.5004	0.06898	0.11422	0.1082
V55	0.01503	0.07432	0.11899	0.0549	0.68559	0.05118
V56	0.01601	0.07195	0.66902	0.12462	0.06633	0.05207
V57	0.13721	0.31015	0.10316	0.04189	0.17957	0.22803
V58	0.0266	0.05039	0.76683	0.04249	0.02521	0.08848
V59	0.0468	0.0525	0.03781	0.69277	0.11941	0.05071
V60	0.30551	0.07266	0.08209	0.35513	0.07481	0.10979
V61	0.21763	0.15418	0.08423	0.16168	0.12207	0.2602
V62	0.31121	0.09284	0.13912	0.12939	0.13864	0.18879
V63	0.10511	0.40278	0.08462	0.10466	0.09268	0.21015
V64	0.02064	0.12608	0.02733	0.03634	0.73775	0.05185
V65	0.32101	0.16841	0.11481	0.05655	0.09971	0.23952
V66	0.29368	0.08871	0.16775	0.05241	0.28509	0.11237
V67	0.07569	0.16178	0.29651	0.22186	0.06686	0.1773
V68	0.49169	0.09966	0.11881	0.07614	0.05511	0.15859
V69	0.34759	0.09975	0.10146	0.04058	0.08494	0.32567
V70	0.0409	0.05054	0.21995	0.50133	0.13271	0.05457
V71	0.06957	0.23695	0.07291	0.11564	0.35964	0.14529
V72	0.3434	0.16258	0.14694	0.05708	0.11175	0.17825
V73	0.05213	0.04471	0.11643	0.61801	0.11244	0.05628
V74	0.03295	0.158	0.05074	0.61045	0.10121	0.04665
V75	0.07297	0.59212	0.07583	0.07629	0.11418	0.06861
V76	0.023	0.04171	0.63131	0.05118	0.1934	0.0594
