Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.11181	0.03333	0.85486	0	0	0
V2	0.69512	0.19122	0	0.07032	0.04334	0
V3	0.0025	0.1171	0.1592	0	0	0.7212
V4	0.31346	0.59659	0	0.07247	0.01748	0
V5	0	0.05075	0	0.77464	0.17461	0
V6	0.13415	0.07065	0.14571	0.02667	0.0998	0.52302
V7	0	0.50988	0	0.02272	0.4674	0
V8	0.83588	0.11598	0	0.04814	0	0
V9	0.28019	0.23239	0	0.27226	0	0.21515
V10	0.54464	0.09528	0.0025	0.35758	0	0
V11	0.01037	0.98963	0	0	0	0
V12	0	0.05874	0	0	0	0.94126
V13	0.03419	0.63055	0.33526	0	0	0
V14	0.00811	0.05351	0	0.93838	0	0
V15	0.6135	0.13933	0	0.10859	0.13857	0
V16	0	0.03818	0	0.54685	0.28864	0.12633
V17	0	0.07234	0.07279	0	0	0.85487
V18	0.79692	0.20308	0	0	0	0
V19	0.71823	0.11745	0.15629	0	0.00803	0
V20	0.77479	0.12797	0.03795	0.05929	0	0
V21	0	0.07969	0	0	0	0.92031
V22	0.24095	0.09208	0	0.10253	0.56444	0
V23	0.06165	0.03405	0.38725	0.03482	0.48222	0
V24	0.19746	0.04155	0	0.173	0.58799	0
V25	0.54322	0.35854	0	0.09825	0	0
V26	0.34394	0.06271	0	0.00812	0.58522	0
V27	0	0.03656	0.11623	0	0	0.84721
V28	0.06643	0.3355	0.15265	0.26644	0	0.17898
V29	0.03084	0.79485	0.07424	0.01636	0	0.08371
V30	0.28092	0.28408	0.07932	0	0.16953	0.18615
V31	0.78222	0.08439	0.13339	0	0	0
V32	0	0.03672	0.37146	0.59183	0	0
V33	0.29516	0.48278	0.22206	0	0	0
V34	0	0.01008	0.61227	0.04512	0.33253	0
V35	0	0.0794	0.19611	0.69089	0.0336	0
V36	0.08397	0.65435	0.11393	0	0.14774	0
V37	0.04025	0.0265	0.82948	0	0	0.10377
V38	0	0.031	0.05845	0	0	0.91055
V39	0.65889	0.10272	0	0.23839	0	0
V40	0.03776	0.67473	0	0.197	0.04251	0.048
V41	0.83708	0.08098	0	0	0	0.08195
V42	0.34864	0.04777	0.58263	0	0	0.02095
V43	0.27669	0.53168	0	0.00677	0.18486	0
V44	0.02169	0.97831	0	0	0	0
V45	0.5664	0.39508	0	0	0	0.03852
V46	0	0.02906	0	0.3815	0.29537	0.29407
V47	0.06854	0.54745	0	0.19449	0.18944	8e-05
V48	0	0.78144	0.21856	0	0	0
V49	0.00668	0.99332	0	0	0	0
V50	0.00534	0.01103	0.30883	0.04518	0.58291	0.0467
V51	0	0.001	0	0.07014	0.92886	0
V52	0.01026	0.68579	0.30396	0	0	0
V53	0.17982	0.03158	0.05202	0.06824	0.66834	0
V54	0.09251	0.15495	0.69003	0.03719	0	0.02531
V55	0	0.04705	0.08928	0.08456	0.77911	0
V56	0	0.04938	0.85082	0.09979	0	0
V57	0.12038	0.49005	0	0	0.05034	0.33922
V58	0.04532	0.02273	0.93194	0	0	0
V59	0	0.0323	0	0.9677	0	0
V60	0.52404	0.07608	0	0.39988	0	0
V61	0.3096	0.20061	0	0.16588	0	0.32392
V62	0.70871	0.09342	0.03377	0.11103	0.038	0.01507
V63	0	0.66206	0	0.02651	0	0.31144
V64	0	0.11943	0	0.03908	0.84149	0
V65	0.66616	0.19843	0	0	0	0.13541
V66	0.58433	0.09714	0.08929	0	0.22923	0
V67	0	0.19485	0.34088	0.25709	0	0.20718
V68	0.89408	0.10592	0	0	0	0
V69	0.59536	0.09897	0	0	0	0.30567
V70	0	0.03631	0.23497	0.72872	0	0
V71	0.00423	0.3434	0	0.14706	0.34257	0.16274
V72	0.77144	0.19418	0.03439	0	0	0
V73	0.01049	0.03218	0.06559	0.89173	0	0
V74	0	0.14954	0	0.85046	0	0
V75	0	1	0	0	0	0
V76	0.013	0.02005	0.8476	0.04085	0.0785	0
V77	0.11269	0.18024	0.06727	0.63322	0	0.00658
V78	0.67731	0.18723	0.00442	0.09432	0	0.03673
V79	0	0.63609	0	0	0	0.36391
V80	0	0.68404	0	0	0	0.31596
V81	0.8061	0.17921	0.01469	0	0	0
V82	0	0.96304	0	0.02311	0.01385	0
V83	0.16742	0.2052	0	0.52397	0.07719	0.02622
V84	0.40072	0.07037	0.04798	0.48093	0	0
V85	0.87574	0.10128	0.02298	0	0	0
V86	0.24737	0.08495	0.0925	0.33029	0	0.24489
V87	0	0.02099	0	0.97901	0	0
V88	0	0.06794	0	0.63497	0	0.29709
V89	0	0.203	0.47599	0	0	0.32101
V90	0.06357	0.8151	0.12134	0	0	0
V91	0.03292	0.02845	0	0.18986	0.74878	0
V92	0	0.08297	0	0.05708	0.85994	0
V93	0.12553	0.12506	0	0.11205	0.21869	0.41867
V94	0	0.01029	0.25237	0.73735	0	0
V95	0	0.01145	0.35135	0.1778	0.45939	0
V96	0.03316	0.48225	0	0.04738	0.27609	0.16112
V97	0	0.00895	0	0.13746	0.85359	0
V98	0	0.09904	0	0.90096	0	0
V99	0	0.01414	0	0.98586	0	0
V100	0.00896	0.02778	0.5682	0.34207	0.05299	0
V101	0	0.40656	0.53115	0.06229	0	0
V102	0.85006	0.10741	0.04253	0	0	0
V103	0.74492	0.10963	0	0.14545	0	0
V104	0	0.02177	0.21857	0.75966	0	0
V105	0	0.03262	0	0	0	0.96738
V106	0	0.01775	0.66092	0	0	0.32134
V107	0.05685	0.71789	0.22526	0	0	0
V108	0	0.06568	0	0	0.16756	0.76676
V109	0	0.03528	0	0	0.12098	0.84374
V110	0.05776	0.17599	0.76626	0	0	0
V111	0	0.03634	0.96366	0	0	0
V112	0	0.35086	0	0.64914	0	0
V113	0.01287	0.11797	0.77351	0.04489	0.05076	0
V114	0.14883	0.03207	0.70729	0.11181	0	0
V115	0.50287	0.14362	0	0	0.07967	0.27385
V116	0.89275	0.10725	0	0	0	0
V117	0.60354	0.09088	0	0.08969	0.21589	0
V118	0.01575	0.86144	0.10816	0.01362	0.00103	0
V119	0.01398	0.98602	0	0	0	0
V120	0.09713	0.25696	0.08376	0.55268	0.00947	0
V121	0.26319	0.07484	0	0.26553	0	0.39644
V122	0.28167	0.07763	0	0.64069	0	0
V123	0.29645	0.08423	0	0.0238	0.08794	0.50758
V124	0	0.01169	0.3364	0.05057	0.60135	0
V125	0.04517	0.17384	0.74878	0.0168	0	0.01541
V126	0	0.32121	0	0	0	0.67879
V127	0.04347	0.02164	0.87016	0.06473	0	0
V128	0.40899	0.33396	0.08243	0.17462	0	0
V129	0.00139	0.03738	0.91763	0.04361	0	0
V130	0.56621	0.1974	0	0.2364	0	0
V131	0.00283	0.01824	0	0.06362	0.76987	0.14545
V132	0.00409	0.53176	0.46415	0	0	0
V133	0.04629	0.22735	0.65788	0.06848	0	0
V134	0.21622	0.78378	0	0	0	0
V135	0.08392	0.02978	0.81537	0	0	0.07093
V136	0.09334	0.86589	0.04077	0	0	0
V137	0.01729	0.19887	0.67198	0.01646	0.0954	0
V138	0	0.04106	0	0.51829	0.00176	0.43889
V139	0	0.07756	0.12963	0.01335	0.4349	0.34457
V140	0.67519	0.30453	0	0.02028	0	0
V141	0.28668	0.33161	0.09745	0.28426	0	0
V142	0.15602	0.84398	0	0	0	0
V143	0.08441	0.08914	0.73665	0.08979	1e-05	0
V144	0	0.23794	0	0.0802	0	0.68186
V145	0	0.00381	0	0.99619	0	0
V146	0.17575	0.03329	0.02747	0.04249	0.69866	0.02234
V147	0.54223	0.14911	0.06394	0	0	0.24473
V148	0.0037	0.1911	0.8052	0	0	0
V149	0	0.57162	0	0	0	0.42838
V150	0	0.00266	0	0.99734	0	0
V151	0	0.47599	0	0	0	0.52401
V152	0.10159	0.28606	0.52971	0.03323	0.04939	0
V153	0	0.04769	0.69383	0.25848	0	0
V154	0.42318	0.27451	0	0	0	0.30231
V155	0.08577	0.45555	0.05707	0	0.40162	0
V156	0	0.58005	0	0	0.41995	0
V157	0	0.15002	0	0.30349	0	0.54649
V158	0.02102	0.07118	0.9078	0	0	0
V159	0.17127	0.28569	0.36791	0.17513	0	0
V160	0.04778	0.01184	0.91844	0	0	0.02194
V161	0	0.57491	0	0.42509	0	0
V162	0.00379	0.68063	0	0.15756	0.15802	0
V163	0.02922	0.01523	0.95555	0	0	0
V164	0	0.41804	0.45458	0.12738	0	0
V165	0.01509	0.03923	0	0.06546	0.7854	0.09482
V166	0	0.02763	0	0.20411	0.42635	0.34191
V167	0	0.00969	0.44498	0.54533	0	0
V168	0.70437	0.0993	0	0.19633	0	0
V169	0.01751	0.02846	0.7627	0.19133	0	0
V170	0.49248	0.10426	0.06706	0.33602	0.00019	0
V171	0.05012	0.55687	0	0	0	0.39301
V172	0.08784	0.09716	0.60105	0.15695	0	0.057
V173	0.01686	0.03498	0.84991	0	0	0.09826
V174	0.68748	0.18883	0	0	0.12369	0
V175	0.06074	0.8192	0.12006	0	0	0
V176	0.00201	0.012	0.98598	0	0	0
V177	0.10524	0.1351	0.37398	0.01736	0.11545	0.25287
V178	0.01396	0.05972	0	0.0493	0.87702	0
V179	0	0.01802	0	0.81636	0.02199	0.14363
V180	0.31071	0.05432	0.16344	0.42004	0	0.0515
V181	0.68146	0.19236	0.02294	0.04548	0.01623	0.04153
V182	0.02246	0.10751	0.84893	0.0211	0	0
V183	0	0.00696	0	0.99304	0	0
V184	0.45311	0.49729	0	0	0.0496	0
V185	0.11933	0.67832	0	0	0.05924	0.14311
V186	0	0.00457	0.66012	0.33531	0	0
V187	0.3221	0.61018	0	0	0.06772	0
V188	0.06657	0.69424	0	0	0	0.23919
V189	0	0.09833	0.17654	0.05841	0.54386	0.12286
V190	0	0.23183	0	0.03414	0.57836	0.15568
V191	0	0.68473	0	0	0	0.31527
V192	0.63377	0.3084	0.05783	0	0	0
V193	0	0.1528	0	0	0	0.8472
V194	0	0.03349	0	0.2019	0.7646	0
V195	0	0.01899	0.84478	0.12098	0.01525	0
V196	0	0.00029	0	0.99971	0	0
V197	0.24758	0.03639	0	0.03511	0.68092	0
V198	0.12561	0.5017	0	0.19436	0.17833	0
V199	0	0.28867	0.0804	0.16168	0.46924	0
V200	0.07103	0.03138	0.62663	0.22126	0	0.0497
V201	0	0.01064	0	0.98936	0	0
V202	0.03515	0.10333	0.50972	0.03346	0.07106	0.24728
V203	0.57812	0.1098	0	0.31207	0	0
V204	0	0.11272	0	0.14814	0	0.73914
V205	0.01095	0.03509	0.95396	0	0	0
V206	0	0.05428	0.07342	0.87229	0	0
V207	0.49683	0.25177	0	0.2514	0	0
V208	0.42732	0.14722	0.4124	0.01306	0	0
V209	0.31154	0.57007	0	0	0	0.11839
V210	0.11155	0.04259	0.84585	0	0	0
V211	0.67232	0.10275	0.06819	0	0.099	0.05773
V212	0	0.31558	0.21353	0.47089	0	0
V213	0.03161	0.09924	0.30292	0.05986	0.50639	0
V214	0.86544	0.12368	0	0.01088	0	0
V215	0.0174	0.75208	0	0	0	0.23052
V216	0.12834	0.56315	0.30851	0	0	0
V217	0.14365	0.05416	0	0.10788	0.25009	0.44423
V218	0	0.37461	0	0.62539	0	0
V219	0.91459	0.08541	0	0	0	0
V220	0.05775	0.04569	0	0.89656	0	0
V221	0.08101	0.88666	0	0.03233	0	0
V222	0.08719	0.35546	0	0.2158	0.34156	0
V223	0	0.37626	0.26437	0	0	0.35937
V224	0	0.0117	0.48116	0.02808	0.47906	0
V225	0	0.07517	0	0	0	0.92483
V226	0.31985	0.10355	0.20835	0.33652	0.03172	0
V227	0.73299	0.07578	0	0.19123	0	0
V228	0.17231	0.27993	0.53058	0.01718	0	0
V229	0.19479	0.04547	0.41216	0.30505	0.04252	0
V230	0.04958	0.17619	0.77423	0	0	0
V231	0	0.04815	0	0.95185	0	0
V232	0.37604	0.07663	0	0.27541	0	0.27192
V233	0.87412	0.11274	0	0.01314	0	0
V234	0.5206	0.0704	0	0.01091	0.39809	0
V235	0.04075	0.03486	0	0.92438	0	0
V236	0.01255	0.02302	0.19052	0.04191	0.51247	0.21953
V237	0.0044	0.01757	0.8957	0.08233	0	0
V238	0.74147	0.07919	0	0.05662	0	0.12272
V239	0.61495	0.10726	0.08044	0.13637	0.06098	0
V240	0	0.27648	0	0.17871	0.54482	0
V241	0.59927	0.24016	0	0.16056	0	0
V242	0.25137	0.12244	0	0.20722	0.01444	0.40452
V243	0.00631	0.4492	0.54209	0.00239	0	0
V244	0.08653	0.06089	0	0.0036	0.55864	0.29035
V245	0.81037	0.08167	0	0	0	0.10796
V246	0	0.06429	0.24237	0.49492	0.19842	0
V247	0.18498	0.15621	0	0.16327	0	0.49554
V248	0.2914	0.07679	0	0.28962	0.3422	0
V249	0.30248	0.21215	0.4076	0.03248	0	0.04528
V250	0	0.02087	0	0.97913	0	0
V251	0.00052	0.6873	0.13446	0.17772	0	0
V252	0	0.01557	0	0.98443	0	0
V253	0	0.09108	0	0.51887	0.03799	0.35207
V254	0.06097	0.32947	0.04313	0.27505	0.2873	0.00408
V255	0.50322	0.39618	0.03661	0.04376	0	0.02023
V256	0	1	0	0	0	0
V257	0.0828	0.53206	0	0.02988	0.35192	0.00334
V258	0	0.27391	0.10936	0.61674	0	0
V259	0.00145	0.63878	0.35977	0	0	0
V260	0.12252	0.07315	0	0.04665	0.66189	0.09579
V261	0.62401	0.0915	0	0.01887	0.1766	0.08902
V262	0.08066	0.03644	0.8829	0	0	0
V263	0.01243	0.07996	0.70387	0.20375	0	0
V264	0.73267	0.09911	0.07347	0.00474	0.00917	0.08083
V265	0.01185	0.01867	0	0.09034	0.87914	0
V266	0	0.10888	0	0	0	0.89112
V267	0.15829	0.82261	0	0.01909	0	0
V268	0.90288	0.09712	0	0	0	0
V269	0	0.06863	0.09006	0.84132	0	0
V270	0.33379	0.61891	0	0	0.0473	0
V271	0	0.17487	0.23198	0	0	0.59315
V272	0	0.01404	0	0.1588	0.77245	0.05472
V273	0.0725	0.01538	0.00324	0.16249	0.73147	0.01492
V274	0	0.04026	0.12034	0.01165	0	0.82776
V275	0.74052	0.25948	0	0	0	0
V276	0.03451	0.37272	0.03055	0.06568	0	0.49653
V277	0.47904	0.09908	0	0	0.06146	0.36043
V278	0.15325	0.17024	0.06693	0.3335	0.27608	0
V279	0.03296	0.12087	0.18475	0.01334	0	0.64809
V280	0.0748	0.03648	0	0.88872	0	0
V281	0	1	0	0	0	0
V282	0	0.05747	0	0.13552	0.807	0
V283	0	0.54236	0	0.00578	0.45187	0
V284	0.01528	0.13675	0.34504	0.39974	0	0.10318
V285	0	0.02059	0	0.97941	0	0
V286	0.69314	0.11663	0.03368	0.15656	0	0
V287	0.0107	0.02489	0	0.16658	0.77532	0.02251
V288	0	0.39608	0	0	0.0361	0.56782
V289	0	0.1049	0.81221	0.08288	0	0
V290	0	0.00769	0.2094	0.78291	0	0
V291	0	0.04343	0	0.95657	0	0
V292	0.11997	0.13834	0	0.71906	0.02264	0
V293	0	0.06035	0	0.06303	0.87661	0
V294	0.64937	0.0988	0	0	0.24134	0.01048
V295	0	0.06952	0	0	0	0.93048
V296	0.01091	0.47952	0.05417	0.3585	0	0.09689
V297	0	0.09695	0	0	0	0.90305
V298	0	0.87354	0.12646	0	0	0
V299	0.15083	0.10763	0.74154	0	0	0
V300	0.81671	0.18329	0	0	0	0
V301	0.51907	0.48093	0	0	0	0
V302	0	0.33445	0.0198	0.64575	0	0
V303	0	0.89496	0.04069	0	0.06436	0
V304	0.01035	0.01706	0	0.05508	0.9175	0
V305	0	0.0342	0.17261	0.56742	0.002	0.22377
V306	0.29159	0.17583	0	0	0	0.53258
V307	0.22586	0.04047	0	0.04693	0.66469	0.02205
V308	0	0.00527	0	0.99473	0	0
V309	0	0.60055	0	0.39945	0	0
V310	0.05264	0.4614	0.26054	0	0	0.22541
V311	0.43055	0.07669	0	0	0	0.49276
V312	0.12969	0.0427	0	0.4753	0.35231	0
V313	0.10859	0.09243	0	0	0	0.79898
V314	0.21963	0.06151	0	0.71886	0	0
V315	0.17004	0.82996	0	0	0	0
V316	0.04076	0.09048	0	0.03072	0	0.83804
V317	0	0.0332	0	0.81757	0	0.14922
V318	0	0.01561	0	0.98439	0	0
V319	0.40958	0.24519	0.23744	0.10779	0	0
V320	0.32435	0.24459	0.34826	0.07493	0	0.00787
V321	0	0.72443	0	0.27557	0	0
V322	0.0104	0.01759	0.05306	0.06077	0.71067	0.14751
V323	0	0.3473	0	0.50215	0.15055	0
V324	0.02633	0.07883	0	0.31069	0.36165	0.2225
V325	0.06811	0.93189	0	0	0	0
V326	0.15657	0.84343	0	0	0	0
V327	0.09391	0.02199	0.8841	0	0	0
V328	0.19393	0.26689	0.18397	0.18102	0.17418	0
V329	0.01327	0.01558	0.67685	0.01452	0.27977	0
V330	0.02106	0.0153	0.96364	0	0	0
V331	0.80242	0.15308	0.00616	0.03833	0	0
V332	0	0.11554	0.13236	0.00617	0.36408	0.38185
V333	0.00808	0.04075	0.52931	0.42187	0	0
V334	0	0.46318	0.45867	0.07814	0	0
V335	0.1588	0.04072	0.76749	0	0	0.033
V336	0.34119	0.65881	0	0	0	0
V337	0.06092	0.24635	0.01209	0.03464	0.64601	0
V338	0.81233	0.09216	0	0	0.09552	0
V339	0.10531	0.12635	0.42669	0.27505	0	0.0666
V340	0.66366	0.33634	0	0	0	0
V341	0.25335	0.09315	0	0.65351	0	0
V342	0	0.04037	0	0.79141	0	0.16822
V343	0.00504	0.25034	0.06903	0	0	0.67558
V344	0.0219	0.80455	0	0	0.10085	0.07269
V345	0	0.00743	0	0.06975	0.92282	0
V346	0.16384	0.04612	0	0.54807	0.24197	0
V347	0.5322	0.21129	0	0.07926	0.17725	0
V348	0.1235	0.16529	0.71121	0	0	0
V349	0.77358	0.16693	0	0.05949	0	0
V350	0.49412	0.10363	0.09414	0.22414	0	0.08396
V351	0.05744	0.155	0	0	0	0.78756
V352	0	0.43109	0	0	0.23019	0.33871
V353	0	0.18925	0.81075	0	0	0
V354	0.11036	0.10006	0.24528	0	0.25796	0.28634
V355	0.00393	0.04343	0.95264	0	0	0
V356	0.57915	0.19593	0	0.22493	0	0
V357	0.35171	0.05954	0.44574	0.00758	0.13543	0
V358	0	0.0356	0	0	0	0.9644
V359	0.12784	0.13503	0	0.73713	0	0
V360	0.55252	0.0705	0	0.22877	0.14821	0
V361	0	1	0	0	0	0
V362	0	0.62535	0	0.37465	0	0
V363	0.82317	0.15328	0.00638	0	0.01716	0
V364	0	0.27337	0	0.00827	0.03615	0.68221
V365	0.42881	0.47381	0	0.09738	0	0
V366	0.10254	0.30416	0.54252	0.05078	0	0
V367	0	0.02293	0	0.77929	0.19778	0
V368	0	0.20587	0.02358	0.02175	0.08941	0.65938
V369	0.0108	0.05012	0	0.12796	0.75837	0.05274
V370	0.05107	0.10052	0.7156	0.127	0	0.00582
V371	0.00706	0.31024	0	0.55876	0	0.12394
V372	0.06	0.86111	0	0	0.07889	0
V373	0.89062	0.09016	0	0	0	0.01923
V374	0.17425	0.05277	0.23218	0.5408	0	0
V375	0.47693	0.07177	0.19264	0.05481	0.20385	0
V376	0	0.08695	0	0.13284	0	0.7802
V377	0.06688	0.03003	0.48231	0.01618	0.40459	0
V378	0	0.13074	0.15529	0	0	0.71397
V379	0.42829	0.08014	0.0687	0	0	0.42287
V380	0	0.04876	0	0.07743	0.87381	0
V381	0.34887	0.08664	0.29944	0.26505	0	0
V382	0	0.03442	0	0.31424	0.65133	0
V383	0.20276	0.07988	0.41498	0.30238	0	0
V384	0.04655	0.04192	0.91153	0	0	0
V385	0	0.05325	0	0	0	0.94675
V386	0.65153	0.10693	0.24154	0	0	0
V387	0.21675	0.05991	0	0.72334	0	0
V388	0.77774	0.1285	0.09376	0	0	0
V389	0.17937	0.15692	0	0	0	0.66371
V390	0	0.0707	0	0.85174	0	0.07756
V391	0.01763	0.03608	0	0.76951	0.16867	0.00811
V392	0	0.06614	0.51568	0.08034	0	0.33784
V393	0.01694	0.20783	0.45911	0.07219	0.04508	0.19885
V394	0	0.00777	0	0.99223	0	0
V395	0	0.06651	0.93349	0	0	0
V396	0.50219	0.13683	0	0.36098	0	0
V397	0	0.24432	0	0	0	0.75568
V398	0.03375	0.8456	0	0.00427	0.11639	0
V399	0.03156	0.01539	0.93672	0.01634	0	0
V400	0	0.05288	0	0.44186	0	0.50526
V401	0.19704	0.0503	0.74722	0	0.00544	0
V402	0.02051	0.04219	0	0.9373	0	0
V403	0	0.01634	0	0.03903	0.32853	0.6161
V404	0.00703	0.02625	0.96672	0	0	0
V405	0.41547	0.44806	0.05897	0.03535	0.04215	0
V406	0.05553	0.12092	0.17573	0.11601	0.11376	0.41804
V407	0.04438	0.03835	0.77178	0	0	0.1455
V408	0	0.14192	0	0.80422	0	0.05385
V409	0.8767	0.1233	0	0	0	0
V410	0.88913	0.11087	0	0	0	0
V411	0	0.03191	0	0.25917	0	0.70892
V412	0.63555	0.27135	0.02128	0.01842	0.05339	0
V413	0	0.12463	0	0.87537	0	0
V414	0.07214	0.11149	0	0.75295	0.06341	0
V415	0.01633	0.03352	0.38137	0.50032	0.00375	0.06471
V416	0	0.19393	0	0.36982	0.35305	0.08319
V417	0	0.07109	0.00614	0.1023	0	0.82047
V418	0.01007	0.10619	0.49349	0.18702	0.20323	0
V419	0	0.0548	0	0	0	0.9452
V420	0	0.03345	0	0	0	0.96655
V421	0.04455	0.07433	0.0152	0.14622	0.7197	0
V422	0.22755	0.37985	0	0	0.3926	0
V423	0	0.19332	0	0.80668	0	0
V424	0.81403	0.18597	0	0	0	0
V425	0	0.12643	0	0.03953	0.83403	0
V426	0	0.07047	0.12751	0	0	0.80202
V427	0.58461	0.19417	0.11167	0.10955	0	0
V428	0.24502	0.06403	0	0.69095	0	0
