Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00718	0	0.1006	0	0.42131	0	0.01081	0	0	0.46011
V2	0.64778	0	0	0	0.00819	0.30971	0.03433	0	0	0
V3	0.1036	0	0.11101	0	0.5276	0.01411	0.06001	0.17534	0	0.00833
V4	0.02001	0.05699	0.04251	0.00033	0.10138	0.06385	0.01828	0.01695	0.58787	0.09183
V5	0	0.10643	0.09039	0.07237	0.22071	0.07011	0.01883	0	0	0.42116
V6	0.01214	0	0.21268	0	0.68312	0.01748	0.00085	0.07372	0	0
V7	0.00637	0.37906	0.02348	0	0.45976	0.009	0.0354	0.08693	0	0
V8	0.0162	0.438	0.04788	0	0.16835	0	0.00271	0.32349	0	0.00336
V9	0.01005	0.01183	0.08563	0.10615	0.00424	0.02188	0.14446	0.58701	0.02482	0.00393
V10	0.0053	0	0.02936	0	0.75185	0.04678	0.00839	0.15831	0	0
V11	0.02298	0.43376	0.01216	0	0.17115	0.02081	0.00599	0.29625	0.0271	0.00981
V12	0	0.02556	0.17365	0.53038	0.05957	0.01956	0.08869	0.00467	0.00588	0.09203
V13	0.08896	0.03039	0.12469	0	0.0154	0.22462	0.33136	0.00506	0.1707	0.00883
V14	0.06922	0.39237	0.16493	0.02577	0.16757	0.07144	0.09158	0.01714	0	0
V15	0.19628	0.00761	0.09849	0.61031	0	0.0257	0.04085	0.0055	0.01526	0
V16	0	0.04421	0.1819	0.5553	0.02583	0.04454	0.02533	0	0.12254	0.00037
V17	0.01607	0.11806	0.05976	0	0.25212	0.08703	0.03732	0.00232	0	0.42732
V18	0.04052	0.07489	0.09878	0.33593	0.12319	0.00556	0.0166	0	0	0.30454
V19	0	0	0.08245	0.06892	0.17358	0.09068	0.01764	0.00068	0	0.56604
V20	0	0.24743	0.03137	0	0.07165	0.11374	0.4048	0.05754	0.00861	0.06485
V21	0.08994	0.36132	0.01314	0	0.13205	0.32892	0.02647	0.03142	0.00774	0.009
V22	0.00819	0	0.04914	0	0.13885	0	0.01069	0.35438	0.02744	0.41133
V23	0.29202	0.00591	0.59731	0	0.02581	0.00616	0	0.00085	0	0.07194
V24	0.03159	0.49928	0.04793	0	0.20437	0.00418	0.04827	0.0914	0.07299	0
V25	0.02251	0.0862	0.06931	0.01046	0.23011	0.12301	0.03133	0	0.17048	0.2566
V26	0.02719	0	0.05174	0	0	0	0.00566	0.91326	0	0.00215
V27	0	0	0.05616	0	0.62666	0	0.01841	0	0	0.29877
V28	0.29607	0	0.03893	0	0.12306	0.02206	0.02664	0.03218	0	0.46105
V29	0.01313	0.5507	0.02076	0	0.24035	0.08877	0.0093	0.02547	0	0.05153
V30	0.0075	0.02018	0.10959	0	0	0.33949	0.2131	0	0.30292	0.00722
V31	0.02311	0.25869	0.19582	0	0.16877	0	0	0.35272	0	0.00089
V32	0.47519	0	0	0	0.355	0.04603	0.02461	0	0.09073	0.00842
V33	0	0.02317	0.23098	0.52256	0	0.04161	0.16478	0	0.0169	0
V34	0.00017	0.00476	0.06597	0	0.48114	0	0.01359	0.01389	0.01852	0.40194
V35	0.01682	0.66546	0.01069	0	0.26483	0.0035	0.00845	0.03026	0	0
V36	0.04063	0.06893	0.02339	0	0	0.17193	0.61605	0.03655	0.03552	0.007
V37	0.00416	0.48784	0.01754	0	0.18878	0.04833	0.20238	0.04231	0	0.00867
V38	0.10739	0.0332	0.06218	0.18439	0	0.12085	0.45771	0	0.0326	0.00167
V39	0.0592	0.03877	0.08079	0.17376	0.0254	0.11521	0.44269	0.02078	0.03271	0.0107
V40	0.13328	0	0.73782	0	0.12587	0	0	0.00124	0.00179	0
V41	0.62117	0.04413	0	0	0.03011	0.00082	0.00595	0.00703	0.28519	0.00558
V42	0.00598	0.43986	0.0229	0	0.50336	0	0	0.00819	0	0.0197
V43	0.12412	0.01203	0.13918	0.05006	0.24142	0.07841	0.16657	0.02762	0.16058	0
V44	0.04474	0	0.54	0	0	0	0	0.41398	0.00128	0
V45	0.01705	0.01809	0.04063	0.01013	0.02076	0.04547	0.18996	0	0.63629	0.02162
V46	0.14681	0.07928	0.09155	0.25042	0.15288	0	0.01085	0.01361	0	0.25462
V47	0	0.0481	0.02209	0	0	0.19064	0.677	0	0.04675	0.01542
V48	0.00952	0.01358	0.07695	0	0.2198	0	0.01666	0	0.09179	0.5717
V49	0.16808	0	0	0	0	0	0	0.83192	0	0
V50	0.28641	0.14176	0	0	0.06645	0.46794	0.02148	0	0.01256	0.0034
V51	0.17074	0	0.6092	0	0.07974	0	0.00256	0.0753	0.05826	0.00421
V52	0	0.02151	0.20081	0.35112	0	0.08089	0.30905	0.00678	0.02984	0
V53	0.44661	0	0.12039	0.06353	0.05071	0	0.00587	0.18367	0	0.12922
V54	0	0	0.01491	0	0.21183	0.698	0.03869	0	0.02819	0.00838
V55	0	0.01319	0.09089	0.74033	0.0687	0.01807	0.04786	0	0.01249	0.00848
V56	0.15114	0	0.58563	0	0.09271	0.14975	0.00666	0	0.00736	0.00674
V57	0.02614	0	0.64488	0.14302	0	0.00943	0.01516	0.03522	0.11573	0.01041
V58	0.00203	0.15125	0.08394	0.13468	0.05734	0.49778	0.0421	0	0.02665	0.00423
V59	0.01487	0.10883	0.02551	0	0	0.1765	0.62784	0	0.03927	0.00719
V60	0.76064	0	0	0	0.08146	0.00022	0	0	0.15768	0
V61	0	0	0.03977	0.01924	0	0.82546	0.05037	0	0.0494	0.01576
V62	0.01495	0.02157	0.06295	0.00226	0.09669	0.08738	0.34759	0.00641	0.05153	0.30867
V63	0.00061	0.16449	0.03375	0	0.25874	0.48241	0.03125	0	0.01235	0.01639
V64	0.06007	0	0.33956	0.21985	0.00025	0	0.01081	0.33924	0	0.0302
V65	0.04565	0.02242	0.08754	0.35726	0.00635	0	0.05713	0.30179	0.10888	0.01298
V66	0.00373	0	0.05366	0	0.78282	0.02352	0.01827	0.02448	0	0.09353
V67	0.02633	0.14291	0.55271	0	0.06676	0.05688	0.06181	0.01346	0.06536	0.0138
V68	0.03756	0.00567	0.02547	0	0.03587	0	0.00986	0.36768	0.51789	0
V69	0.06186	0	0.92806	0	0	0	0	0	0.01009	0
V70	0.78584	0	0.0465	0	0	0.04017	0.02226	0.00529	0.09994	0
V71	0.04164	0	0.0105	0	0.00375	0	0.00117	0.92941	0	0.01353
V72	0.20371	0	0.08135	0.27626	0.27809	0	0.01093	0.00457	0	0.14507
V73	0.02212	0	0.05173	0	0.89815	0.01538	0.0055	0.00557	0	0.00154
V74	0	0	0.10665	0.21693	0.14191	0.03787	0.01873	0.00157	0	0.47633
V75	0	0.05797	0.20885	0.44804	0.04283	0.00998	0.02134	0.00577	0.20522	0
V76	0	0	0.00621	0.00184	0	0.86948	0.0551	0	0.05697	0.01041
V77	0	0.01419	0.04746	0.32867	0	0.33881	0.23287	0	0.02927	0.00873
V78	0.00316	0.41909	0.05761	0	0.18878	0.06332	0.21929	0	0	0.04875
V79	0	0.01816	0.0689	0.29519	0.01458	0.26096	0.03717	0	0.28945	0.0156
V80	0.44143	0	0.01998	0	0.10913	0.00264	0.02982	0	0.05296	0.34404
