HD30_PBMC_0	HD30_PBMC_1	HD30_PBMC_3	HD30_PBMC_7	HD31_PBMC_0	HD31_PBMC_1	HD31_PBMC_3	HD31_PBMC_7
ELOVL6	4.332545229125	4.15348809025	3.675869209	4.213995686875	2.348314545125	2.4522686445	2.796861928	2.96400084425
ELOVL7	1.251162539375	1.0223072635	1.309838670375	0.912446574	1.75848634425	1.72865673575	1.734558845375	1.40949843675
ELP2	40.702135375	36.75840237	43.689804525	44.27533656125	37.53031724125	39.95773553875	38.62079171125	38.71558895875
ELP3	22.50003255375	23.32789183375	21.59769922625	23.6255253625	19.72943410125	19.86900563625	21.273583955	19.42247402
ELP4	14.3314079725	12.629759055	12.52609396125	13.43288192875	14.5471549675	16.00067249625	13.13485617125	14.77001106
ELP5	28.9598707075	32.9873012025	32.1695584625	33.70377192375	37.09414883125	35.59624077375	34.46939350625	36.85486585375
ELP6	25.11511363	29.63535926375	26.20001066375	28.88532788125	25.2953049375	23.8657797975	29.84078709125	27.766490995
ELSPBP1	0	0	0	0	0	0	0	0
EMB	115.2389918875	78.768254265	116.417610875	108.9253126375	130.5279270375	144.654427225	132.0385077875	132.0059972875
EMBP1	1.506029778125	1.262973440375	2.0238262655	1.677390255	2.721860788375	3.369299811875	3.415607152625	2.931156439625
EMC1	21.2291994525	22.66384457125	20.784104495	22.24603313625	21.15703405	20.75756298375	22.71409647	21.63294409875
EMC10	99.33357005125	113.819129675	95.84897114875	100.6416513525	95.70602400375	88.99686009375	95.43175725125	107.9855923625
EMC2	21.12193707125	21.55026131875	24.4211425025	22.17800322	28.06785987625	29.5573953425	21.331078015	20.67822533375
EMC3	49.298952085	54.9884479075	54.0786529975	50.781120625	54.7530382475	61.44176554	53.33122640375	55.691171105
EMC4	83.545222505	85.89832146625	87.047645945	74.67255872875	80.79185133375	80.371552045	76.1604884225	81.223411445
EMC6	26.50298797	35.11039302125	36.15565212875	29.5573953425	35.32983312625	31.8461111775	41.23332382125	39.91414083
EMC7	56.11022472625	56.6200096775	55.19175239	48.13372234125	58.1483538125	53.983414895	52.019666915	56.591271895
EMC8	20.62936176375	22.91015244625	21.00744656	20.5006416925	19.94632197375	22.2721253075	22.87436442625	22.44797100625
EMC9	19.5157369425	24.5945734225	19.28861566875	23.99893691875	19.98661615125	19.272629635	19.284502415	22.6349131925
EMCN	0.61410130075	0.621811312375	0.723820023	0.92971812575	0.6519580005	0.70499876775	0.7795391665	0.47899628275
EMD	68.6675669425	61.21739080625	72.51647961	67.95580847875	76.22863446625	74.58752198	67.46958676375	79.76305930875
EME1	1.111920587125	1.454902066	1.84743888225	1.569203807125	1.260316179875	0.958536328375	1.29131790525	1.32565032925
EME2	19.935161685	27.61030655375	24.76923478875	22.25898711875	19.68845247875	17.47658930375	19.64999276625	22.37138472
EMG1	44.00979463375	43.558025255	47.86250463375	50.9187964275	48.9654050125	49.4535413825	43.8161164225	53.3463990725
EMID1	0.790775492125	0.529638408375	0.91734938725	0.609634077875	0.488497264	0.941482110875	0.5554410835	0.32113728175
EMILIN1	1.536994622625	1.960750046125	1.687065102625	2.29651253775	1.960750046125	2.177821266375	1.75172363925	1.1841655635
EMILIN2	76.93943428875	95.01435467	67.45627152375	62.56129681375	78.67147292625	76.1604884225	78.35367886125	78.44532946125
EMILIN3	0	0	0	0	0	0	0	0
EML1	0	0	0	0	0	0.079055265875	0	0
EML2	55.086435385	57.7943021475	55.4159819175	61.61900226625	48.55791609125	43.8645036175	48.7630974475	52.14715594875
EML3	136.6815752	145.4353659125	148.0720493	150.3157622125	121.2403838875	118.7221415125	130.016197675	138.99966525
EML4	62.21932772875	50.87042262625	65.989078165	65.157667645	62.29586385375	67.04751501375	64.9947947	60.36886182
EML5	4.473045987125	4.343548652	5.677938704375	5.994992823625	5.593386037375	6.583213923875	5.798671099875	5.13275687825
EML6	1.7828727145	1.5016940465	1.8312165905	2.752315141	2.107981055625	2.610216708375	1.63194357825	1.8064658395
EMP1	1.745193425125	1.780135993625	1.440059631	1.721024795125	1.3961537335	2.245469333625	1.68624728075	1.725713116875
EMP2	2.427693917125	1.79933010075	2.03804914025	1.762926972125	2.272167317	2.144823065625	2.192649337875	2.469233392
EMP3	356.7797872875	423.02443305	367.22524455	382.851679725	438.2741162875	400.667108475	390.761611425	409.7162430375
EMSY	18.98403283875	21.60449057625	18.7509536875	23.7562327075	20.37317503875	22.4057271125	21.47726071875	23.7826303275
EMX1	0.0876940649375	0.036929294875	0.0394980126875	0	0.1354729334375	0.146523966375	0.07590515575	0.141786493875
EMX2	0.10081539725	0.225130715	0.226402476375	0.095905266125	0.389448211125	0.07241958575	0.3092007485	0.177005072875
EMX2OS	1.779058861875	1.399758205875	1.64646905525	1.43301744425	1.7712034545	1.61729260825	1.801638838375	1.584719494625
EN1	0.07783577	0	0.22613845875	0.030433484625	0.248710939875	0.154972945625	0.299363659375	0.27428731825
EN2	0	0	0.02186801625	0.022986931375	0	0	0	0
ENAH	0.7101409935	0.696316796125	0.71866814025	0.732300298875	0.805932983375	0.970258700125	0.831841634	0.77381046425
ENAM	0.155606049625	0.10125000175	0.2194392745	0.2649870695	0.06297986975	0.154557543875	0.14096656125	0.083991988
ENC1	9.950347414125	9.3998322925	8.156188533375	7.26856005425	6.105528498125	5.69283953375	6.1364628975	6.531836635875
ENDOD1	8.827804447875	9.06811169725	9.675890409	8.856801200125	9.137150923625	9.97181593025	7.865811002	7.685913167125
ENDOG	16.94273974125	20.20736861375	14.58595717625	19.01789689375	21.273583955	17.63109632125	22.62784961625	25.41200982
ENDOU	0.2971845645	0.389448211125	0.288365519625	0.26905079975	0.193988849	0.328540139875	0.2275265915	0.305165584125
ENDOV	8.315989500875	11.68291147625	9.899091932875	10.257406537625	8.3008530575	7.3586241235	8.730058487125	9.352946567625
ENG	40.43665040625	47.46945370375	37.695181285	37.8590120125	29.79465377625	32.02733052	35.740755565	37.17105993625
ENGASE	112.7580803375	106.597002875	106.7966408	119.0697587	97.85292126	89.6145214	97.70036997875	112.5710778875
ENHO	4.623363834375	2.1308109875	4.995860999625	5.211354577	2.62798406525	3.67790814425	3.68823243	4.472155339375
ENKD1	10.6596360075	11.39193252375	10.522772433375	11.82575414375	8.770195699625	8.451281478375	7.885529395625	9.934468902375
ENKUR	0.3947091965	0.36341738825	0.39430094675	0.42928745375	0.992997311625	1.101033028125	0.8312781515	0.36545273475
ENO1	585.8362549375	637.1629835375	577.8366749	579.2432275125	541.2626691875	534.0066133125	617.10096745	604.1486777125
ENO2	38.0755523875	38.258627015	47.00039766125	53.29907034875	50.0139668425	49.68167824625	57.0607527575	57.94770928875
ENO3	18.35727137625	22.643247265	21.45927997	22.66384457125	18.122172645	18.692878235	21.2184137225	20.40083552125
ENOPH1	26.5420398375	26.41578891375	27.9273747225	28.23799573875	26.0258107925	28.5019663275	25.35986493	25.31112427
ENOSF1	60.83422258375	51.79132893125	69.82146303875	65.71836947625	44.2704324275	44.32519798	49.69364781125	46.58980913875
ENOX1	0.1131186085	0.071459301125	0	0.0735005255	0	0.058385125	0.11852606	0
ENOX2	8.36491439	10.56546476375	10.876556235	8.4857726215	8.363122035625	9.22743376375	8.540680416625	9.043970139875
ENPEP	0	0.01395694675	0	0.0129673335	0.029666264375	0	0	0.03512433575
ENPP1	1.746454863125	1.60792243325	1.912075269625	2.490244511875	2.10253944725	2.178541052	2.2563843605	1.97070424525
ENPP2	1.824346786875	1.9776767765	1.536307728375	1.92647622775	2.369552700375	2.652391853625	3.517070466625	2.315527204375
ENPP3	3.0435354905	4.178505495	4.087249577625	4.000144962875	4.02482497	5.362464141625	6.220949175625	4.869319849875
ENPP4	14.03679816375	10.57693419	11.74028668	10.0666605675	8.278146568875	9.12890953125	9.73005353275	8.4857726215
ENPP5	4.76186896225	3.701771477875	4.00226640025	4.101330639125	1.995359635875	1.908407016375	2.25972015175	2.619012637625
ENPP6	0.570214020875	0.50163651225	0.8360744935	0.4158415845	0.744822846125	0.78536283475	0.6519580005	0.449515293875
ENPP7	0.0507123045	0.14228612275	0	0.241406353625	0	0	0	0
ENSA	161.2794407625	151.2023196125	160.647386925	154.2425842375	176.5140784875	165.7954334375	152.380362625	162.18491625
ENTHD1	0.0302050585	0.028917088125	0.063231639375	0.06435602925	0.100417777125	0.071459301125	0.204848285	0.174709711375
ENTPD1	26.1514312475	26.31522415875	19.0636856	21.110348735	24.57299222125	25.77711315	24.55562348	23.7076879225
ENTPD2	0	0.125569324375	0.084538845875	0	0.26672990775	0	0.07743123025	0
ENTPD3	0.15922612125	0.118681461625	0.20780963925	0.277143929875	0.123857107125	0.142764131375	0.148228665875	0.1042963985
ENTPD4	106.5324183	86.61688514375	99.84768330875	110.3707863875	67.31109700375	73.82388464875	72.963021215	72.79712664875
ENTPD5	12.049957675	10.09744385675	10.8252851425	11.47487488125	11.0855141875	9.184019626	11.5951381225	10.33356586225
ENTPD6	92.8202910625	98.65001636375	88.30533506125	99.9632057325	72.627531875	72.85410079625	75.43435506875	82.2577831675
ENTPD7	2.940286377125	2.63689199625	2.706507091625	2.662788571125	2.210196752875	2.567171695	2.275408502625	2.499773174875
ENTPD8	0.236038696375	0.081034003	0.229755051	0.15133699325	0	0	0.075383602	0.175582931125
ENY2	110.237026025	109.1346207375	106.323113675	95.1932164375	129.37146545	117.9041550375	108.8587646625	105.7638235625
EOGT	6.96373762675	6.074709124125	7.932935152	5.814142586375	6.38984016275	7.642930381875	7.097074153875	6.67414881825
EOMES	19.1558353075	15.532012865	16.41493503875	14.26826828	19.64999276625	18.2980257575	19.894655475	21.0258036025
EP300	52.5386947875	52.00197776	49.234854235	52.79237371125	47.73748734875	51.71428800125	49.1547605	47.92879551
EP400	37.680760785	36.4920002325	35.654236605	38.46472769875	33.8838833125	32.97314957375	36.375750865	35.6300943425
EPAS1	1.41702055575	1.1020127745	1.734558845375	1.259853856375	1.990592553875	1.6354964095	2.019298405625	1.842192945375
EPB41	92.85894336875	74.1165181675	103.3559256725	99.431279075	88.6743910975	95.1932164375	95.53178831125	92.95202860625
EPB41L1	0.183196049375	0.12339660525	0.065482611375	0.21638888625	0.084284687125	0.18355726075	0.0792838365	0.176582327375
EPB41L2	13.39514848	13.30510961	11.3598999625	11.19752469875	11.482394195	12.63830106625	11.93409288125	9.210301878
EPB41L3	29.0128750225	38.94199854125	22.6739623175	22.24017523	32.57822397375	32.4401350225	26.82415931375	23.410852365
EPB41L4A	11.799310935	10.79421742875	11.70037816125	11.64280130875	11.11103768375	11.619359355	10.27370889075	11.73250565
EPB41L4A-AS2	0.342003538375	0.126970583375	0.2649870695	0.261612701	0.105019502125	0	0	0
EPB41L4B	0	0	0	0	0	0	0	0
EPB41L5	2.55225737925	1.904275735625	1.833385235375	2.337870183875	2.307062924875	2.62798406525	2.32911269375	2.26499270825
EPB42	0.326617780375	0.82929675475	0.747962074375	0.58491459375	0.371390333	0.4464820485	0.7982415525	1.20879333025
EPC1	55.85463581625	49.298952085	54.6754319375	56.67378707125	56.41238743	62.200268895	50.691379295	53.40814153125
EPC2	25.7094192375	24.1845955975	26.42329219625	27.940555745	27.2171677975	31.69372047875	27.85160256875	26.9232001325
EPCAM	0	0.105450369375	0.05465454025	0	0	0.05982624475	0	0
EPDR1	0.8492424495	0.875762331875	1.0774675645	1.270668484875	0.810962281	0.8455738245	1.0223072635	0.80968303175
EPG5	18.46310483375	18.71384893625	17.3884370975	17.49455830125	14.55127868375	15.0232004725	15.7932053425	14.4258071825
EPGN	0	0.20642388225	0.204460262125	0	0	1.163065749375	1.7002086825	0
EPHA1	14.76699316	13.0572312575	15.07143569375	18.80422034125	7.34414056175	7.666317089375	8.357653573625	7.888559944
EPHA10	1.84743888225	1.58613396175	1.32565032925	2.10398790575	2.11237299075	1.641144088875	1.864650756125	1.662562847375
EPHA2	1.65302809525	1.269657140375	1.61729260825	1.813756141	0.48729187225	0.4537250015	0.589315978	0.440712537625
EPHA3	0.312435897375	0.198049675	0.16582039175	0.100417777125	0.135986958375	0.1586181285	0.06297986975	0.165735539875
EPHA4	6.06611427725	5.426687910125	6.8371339735	7.37805224775	4.694192618	5.49600193975	5.3913300775	5.898791490375
EPHA5	0	0	0	0	0.001014057125	0	0	0
EPHA6	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0	0	0
EPHA8	0.050648835125	0	0	0.048171605	0	0	0	0
EPHB1	0.996074596125	0.4671290205	0.604162960875	1.018942866125	0.59200698225	0.751238915875	0.563591333625	0.605725290625
EPHB2	2.316768895625	2.9743412425	1.9232016625	1.65213820675	2.144823065625	2.24849276925	2.373177436625	2.78757290525
EPHB3	1.058998081125	1.157457459625	0.894033127875	0.991329443875	0.451199036625	0.68448679725	1.058998081125	1.0487956265
EPHB4	8.28370781875	8.795638108	8.532032586	10.396245790875	9.79943370725	9.455808686	10.076355485	11.12840543
EPHB6	28.98667260625	31.28397183375	33.89193735375	36.85486585375	31.31460685	35.04802525875	35.7754030775	34.93559305
EPHX1	37.7876583375	37.18549032125	38.65576895625	45.41496221375	35.0270046775	34.90476396625	32.85694667125	43.397023205
EPHX2	30.15766175875	28.5944105325	38.08746389	41.47147617625	32.25569693625	37.53031724125	40.52535782375	40.9053575775
EPHX3	0.775643649125	0.717022971	0.660138326375	0.58530693875	0.481322054875	0.352864601375	0.405378973	0.3197746725
EPHX4	0.26076012775	0.25416183225	0.56799269625	0.18526033325	0.56423056125	0.80328624925	0.912446574	0.41303821675
EPM2A	6.053761163625	5.023417201125	5.96244728275	6.4930653595	4.769506374125	4.926019906375	3.92369523925	5.06694005525
EPM2AIP1	21.86109872125	19.1137205075	21.69721468625	20.698094015	19.4248347175	22.83099406375	24.51594973875	22.6240527025
EPN1	69.50640401375	82.08886803875	65.2351028525	66.2256632025	60.442844425	58.87889455125	66.0682931025	70.5236029675
EPN2	4.372505954875	3.61792578275	4.113306358875	5.1396131365	3.763417310625	3.340569749375	4.02000944375	4.431118934
EPN3	0	0.04747421375	0.04836804725	0.068837057	0.13778824875	0.0541118235	0	0.04809526175
EPO	0	0.134733202875	0.114083049125	0.204460262125	0	0.273043078	0.11357889375	0
EPOP	0.35615504325	0.64677606775	0.4833589085	0.5977958745	0.679199475375	0.740702690125	0.807584880625	0.7509112500625
EPOR	8.346901198375	9.73977519325	9.65953799975	7.9128985075	9.65375997325	9.932806008375	11.6617849225	11.10831339375
EPPIN	3.612578088375	3.522723135625	3.54949121525	3.45643106575	4.1155146085	4.766327506	3.53551511025	3.73198182125
EPPK1	1.64901131475	1.9455168235	2.419153648625	2.499773174875	1.999617989125	2.067832060125	2.6430680865	2.53499394825
EPRS	43.21327244625	38.11300199125	45.53890031875	44.37189388	38.93792406375	45.914712905	45.5637417825	39.95243818875
EPS15	43.47962510125	37.63456604875	43.20663971625	38.190067505	44.48980899625	45.13747909	40.7529955175	41.153560975
EPS15L1	35.61909133	38.7763343275	35.03412437625	34.23625885	28.9598707075	28.95502967375	30.1808350975	33.11697127875
EPS8	2.938915076625	2.727981311375	2.97261788625	3.39927554225	2.573247098375	2.84936254175	2.026680782125	2.03804914025
EPS8L1	3.178080849125	5.058204616375	3.3976101305	3.35735159525	1.894985571	1.460549278875	1.950382541125	2.170723519125
EPS8L2	8.092830584	8.214307907375	10.33982717475	9.639127256625	8.895735636125	7.13333167875	9.184019626	8.9133094665
EPS8L3	0.10263663575	0	0.048020330625	0	0	0	0.410616415375	0
EPSTI1	39.54890040125	58.72336518875	44.48980899625	36.16677696625	44.95543647	42.85092248125	26.3836774725	23.6857231525
EPX	1.037205865125	0.889831026625	0.689997208375	0.8038092885	0.418234642625	0.455428006125	0.885157754125	0.771926412875
EPYC	0	0	0	0	0	0	0	0
EQTN	0	0	0	0	0	0	0	0
ERAL1	40.40616584875	39.4779030825	38.7763343275	39.1808832875	35.90069036125	37.96328559125	40.54987962875	42.03973265125
ERAP1	73.0530710825	66.4692450425	73.320300135	72.41431395875	62.9498100275	71.98685902875	66.01015667625	60.486084195
ERAP2	59.4694020225	61.04252183375	63.96759728625	62.776547375	64.48479579625	70.37008114625	61.32749205	54.47636245375
ERAS	0	0	0.071846726875	0.218527656625	0.11784409625	0	0	0
ERBB2	17.83895451	21.1422821225	14.37085277375	14.68645400125	4.433219191	4.02000944375	5.32423881025	6.445509882375
ERBB3	2.4347891915	2.7834992395	2.427693917125	2.368424596	2.680266804	3.33126351325	3.5768017	4.3774425975
ERBB4	0	0.028489735125	0	0	0	0	0	0
ERBIN	61.95362329625	52.11427126	59.975437815	56.63297903125	52.09746365125	52.58801268625	51.838066275	50.5132699925
ERC1	8.7020137815	7.34296641775	6.954806764625	7.691907661875	8.049470569875	8.44343779675	7.691907661875	7.7166337345
ERC2	0.154972945625	0.11519594775	0.02127298975	0.13986734125	0.028125414125	0.053996895375	0.086377912	0
ERC2-IT1	1.400138124625	2.026680782125	1.8064658395	1.429242044875	1.582012652875	1.553319683375	1.467181661	1.439344120125
ERCC1	69.1390858925	75.09584227	63.28240555125	69.1390858925	65.1858363975	69.3595849	78.700900205	77.6058082625
ERCC2	18.90543078625	19.4248347175	19.73770504	20.95052640875	17.83895451	17.11812387875	18.4339309925	21.51043341625
ERCC3	55.65943152375	55.12663626375	56.825087775	57.92360569125	60.78900365	65.71836947625	62.04444094	65.8847898475
ERCC4	10.62569503125	9.238015904	9.199563609	9.5240832145	8.94512886225	9.13046644475	8.680841439	9.617195717875
ERCC5	71.43878614	61.34747463375	70.49942495125	70.975542365	66.13009770375	67.76179317375	69.21300235875	68.92664813375
ERCC6	6.72729433275	6.011754147375	7.06313168225	7.021441267	5.968244144625	7.10155720175	6.820343207	5.61399582775
ERCC6L	0.724418624	0.570872241125	0.634180919875	0.77282293375	0.868704658375	1.288363076	1.3248772835	1.0674545015
ERCC6L2	8.565097771625	7.48462182525	9.981775720625	9.458946166375	9.766957144625	11.64280130875	9.43545161025	7.98539594125
ERCC8	9.26676899225	9.99757244775	9.133813120875	7.89469384375	8.90665573575	10.482607282375	9.56591665825	8.550694087875
EREG	8.624382687625	5.306071537125	5.051309768875	2.898780708125	4.845446084	4.5149603835	4.060293158875	4.113306358875
ERF	30.31169514125	33.05259599	31.2288729525	31.01493785625	29.12967935125	25.5139971775	29.625118275	32.1695584625
ERG	0.095435298875	0.81778602875	0.1761859855	0.35567019525	0.521814424125	1.5399384055	0.4024547435	0.696751419
ERGIC1	89.5507481325	93.51349712125	85.77188034375	85.05441872875	80.289214455	77.10277292	71.8188374275	80.1583916275
ERGIC2	19.3194571025	15.420748015	19.38058253625	20.4671569925	20.3445219925	20.39589537	20.40083552125	18.7921089825
ERGIC3	158.6861108625	162.0672892625	165.575815475	188.6357097875	151.2023196125	156.8413564125	159.679593675	165.164751625
ERH	124.810000825	120.0407288125	140.1598915625	131.0119271875	155.6125688125	148.411949975	139.3124913375	138.644777175
ERI1	6.954806764625	7.675581936625	9.23526466175	8.4665298885	9.940423546625	9.088766148125	9.28031221475	9.1242701235
ERI2	5.6055384115	3.152579795875	3.926084923125	3.459190015125	3.73198182125	3.810773117625	4.694192618	4.289222187
ERI3	30.98913446375	33.16540258625	33.37608613	34.78986090125	34.34083718375	31.08340284625	29.67770214875	36.4332148475
ERICH1	65.39345352125	64.33672577875	57.6118574175	58.87889455125	65.66213156	54.903666115	56.57946163125	58.6970469125
ERICH3	0.098688381	0.223611457625	0.080226202875	0.032112823375	0.066731267125	0.065762782125	0.14910013675	0.036546939
ERICH4	0.321892844625	0.30769747675	0.20031617025	0.3040959040625	0	0	0	0
ERICH5	0.06118300575	0	0.0589942853125	0.058874954625	0	0	0	0.06694485325
ERICH6	0.395186341125	0.425981399625	0.442647318	0.336073394875	0.418234642625	0.403097450625	0.344482274625	0.604417363875
ERICH6B	0	0	0.032318413375	0	0	0	0	0
ERLEC1	22.0695427425	19.70238939875	23.648399585	22.70454134125	22.11637808875	22.9310063925	21.59769922625	19.88239333
ERLIN1	17.72619900875	17.56088926	16.9896094775	17.34075785375	19.6204019075	19.64999276625	19.966038845	20.661262025
ERLIN2	19.63687322125	19.4716507725	19.81554295625	17.4246657475	19.8444906975	20.45256505375	19.98331747875	21.1518471025
ERMAP	17.80329563375	18.47185785375	17.52956049625	15.88450543625	16.71655943625	16.1647496425	17.1781575775	17.92545293875
ERMARD	30.67795748875	27.59151917	30.12055985125	29.59717076375	28.9002584975	28.6808502025	23.740005	27.1396657925
ERMN	9.043970139875	6.758982852875	8.10596777925	8.27505171175	10.57693419	12.66396937	12.0277472975	10.0787948405
ERMP1	17.714723265	16.130883405	17.3031129375	18.90033729875	16.98619173	17.397760855	19.771581055	19.714239945
ERN1	37.4129197225	34.90476396625	35.28434062875	38.196153515	31.70098776125	26.20658056	25.38225177375	33.3617991475
ERN2	2.2941933995	1.377799859125	1.70521764875	1.38955277925	1.767937286375	1.91093305825	1.81044853275	2.08655851025
ERO1A	32.23822709	29.59717076375	34.84954559125	27.5996200075	34.72735394875	35.03412437625	33.1724112375	30.2108176375
ERO1B	17.76917309625	15.47568404875	17.6660187525	17.72619900875	18.03818932375	16.65599290375	14.17896878375	16.1802854575
ERP27	16.604034665	15.29558368625	18.091235315	20.81622618375	19.4995418625	21.1422821225	22.972329535	19.02214792625
ERP29	216.3094185125	207.3070083875	230.4117588	243.2678699875	250.662516375	246.9076114375	241.0581788875	249.06939595
ERP44	30.2454116625	33.148551535	30.49826992	28.25906258125	33.69394612125	34.79786944125	30.922863975	30.75130787
ERRFI1	1.75848634425	1.445729494875	1.393452138625	1.131208777375	0.903450422625	1.009069033375	0.67268730775	0.8455738245
ERVFRD-1	0.114163662	0.184180340625	0.241137951875	0.267160732875	0.128643528	0.08903136725	0.093844810875	0.028010534625
ESAM	4.507602074875	4.00226640025	3.43999278725	4.678923487625	6.2763370055	7.16689028875	4.5872710035	4.706133176125
ESCO1	10.84716996125	8.932415539125	11.54776302875	9.479754042625	11.8906354175	11.93938424375	12.32936761875	11.30703653625
ESCO2	1.787672110875	1.899503246375	1.8196281015	1.440059631	2.02264308975	1.841545624125	2.239862447125	1.857792472625
ESD	84.633718155	73.79848246875	86.568231635	84.37241653625	87.9484682975	97.70036997875	88.75214074875	86.31841317
ESF1	13.4159925775	10.70481025625	11.12840543	9.708445209	11.04697085625	12.53666797625	11.93938424375	10.1674674505
ESM1	0.30769747675	0.16582039175	0.385995160625	0.329958336	0.89963683625	0.321892844625	0.081212415375	0.45667933125
ESPL1	1.088749354125	0.501154595625	0.7734142725	0.5273250455	0.492939149	0.27851878125	0.673361222125	0.82855707175
ESPN	1.063578870625	1.149568699125	1.361309295125	1.527390838125	1.124458527625	0.6519580005	0.566736020625	1.516936694
ESPNL	0.4839005905	0.40697566975	0.155606049625	0.366320539125	0.220662766375	0.31847701025	0.21759036075	0.266063090375
ESPNP	2.757373858	3.792871871375	3.0064458955	3.026088423	0.38612976375	0.789669548125	0.678379082625	0.469366029375
ESR1	0.8893325395	0.511612036625	0.53801586275	0.804297905	0.725128477875	0.549669115625	0.846133116125	0.408012889
ESR2	1.662562847375	2.373177436625	2.2110273195	2.447011069625	1.755610251125	1.928364808125	2.165264673	1.531656448875
ESRG	11.115679435	10.933001985	10.1355076245	9.075852729	10.047754423875	9.837873701375	9.345657067875	9.71759927525
ESRP1	0.022986931375	0.021030561375	0	0	0	0	0	0.02844715
ESRP2	10.263923116125	9.61159408875	10.247677534125	9.73005353275	8.547048344	8.83968777025	9.51926154875	9.08548933825
ESRRA	49.70666952875	55.2602751075	44.44504492375	52.51217056	48.09236229	44.42342335	43.278058845	43.0432559175
ESRRB	0.135013956	0.104428134875	0.256004524625	0.109763902375	0.261060419125	0.167857975125	0.098688381	0.274478740375
ESRRG	0.341418019375	0.26874278275	0.092277945125	0.295959775375	0.246085060875	0.27366193775	0.25182346575	0.22226395225
ESX1	0	0	0	0	0	0	0	0
ESYT1	129.5105117	127.4702715375	130.2148056625	145.07567365	111.6358778	117.7451862875	132.4173284	132.931611225
ESYT2	112.5334079375	91.38954729	126.9587989375	121.9111966375	110.7029041125	128.502164725	131.6528244125	116.06016695
ESYT3	0.11181057475	0.031876442875	0.03167816175	0.069813054125	0.010445847375	0.034769615125	0.065588766375	0
ETAA1	11.93409288125	8.989053905375	11.4857512225	11.3598999625	11.08860546125	12.11419598125	11.48886630375	12.43810064875
ETF1	44.59060464875	42.03973265125	40.73042437125	43.363676525	42.396006445	46.79761237375	49.2112452175	34.96899514125
ETFA	67.04751501375	64.207190835	66.9629653425	66.7665408525	62.41785965375	65.66213156	58.28307482875	59.8912344025
ETFB	59.6509033825	67.90900599125	61.0613531975	76.37032818	59.057629425	63.28240555125	57.8319260175	68.6675669425
ETFDH	22.94108011875	23.09452322625	24.8710562275	25.35551855625	25.25281946	27.9948748225	23.35549667875	19.9122804625
ETFRF1	19.99205332875	13.66457910625	21.43241378	17.04883134125	23.0813244575	25.35986493	22.83099406375	24.39823695625
ETHE1	49.175904935	54.38368333375	49.9581428825	46.864798615	43.52942709375	46.74087103875	50.781120625	48.56896831875
ETNK1	16.2005550675	16.4539806325	19.95392105125	19.79735796375	19.75341230625	19.69400627375	16.74749225	17.04883134125
ETNK2	1.0578001575	0.7734142725	0.931982975	0.9307539965	1.2541914365	1.106390698375	1.287733888	1.225731540875
ETNPPL	0	0	0	0	0	0	0	0
ETS1	463.5677585375	314.45754485	481.1912245	485.9159938125	393.870269175	450.3144658625	435.654583025	443.9236960125
ETS2	38.585075075	36.50410812375	30.79557510625	33.94178223625	37.695181285	34.530489415	31.40412480875	30.9081790475
ETV1	0.01205212075	0	0.022927924375	0	0.049555212875	0.077355426875	0.0523875725	0.02853232025
ETV2	0.403793722625	0.3144552115	0.6718183955	0.416158943375	0.76752132825	0.388979157375	0.735514211125	0.358488391625
ETV3	14.30005884875	15.26388431625	14.247326095	15.34388089	14.8744144425	13.760232815	15.7139830575	13.7577273975
ETV3L	0.097666549	0.184393442125	0.046501119625	0.276064504875	0.225430258625	0.21776350775	0.220662766375	0.347932083625
ETV4	0.33692244375	0.230467501875	0.058029853875	0.05846387875	0.860039143	0.2681891245	0.661312563125	0.57118956225
ETV5	0.211787454	0.20819072525	0.2980571605	0.16440507175	0.1729796685	0.2458390265	0.234769886375	0.203339027125
ETV6	42.41645962375	52.90404043875	40.66359116375	33.57482716	28.812472395	29.77991914375	26.33759448875	28.75033323
ETV7	2.4133847275	9.41333313325	4.530268194875	3.21025576975	4.772338231125	3.162885222625	1.034296343625	1.90161793975
EVA1A	0	0.046342400375	0.0485271875	0	0.1174838275	0	0	0.107602653
EVA1B	9.262446909	17.3884370975	10.11576343025	11.77533464	12.48939361125	11.31851217875	11.072839215	15.11660536
EVA1C	9.56591665825	10.014142559	11.19589463125	11.58516498875	7.950735196	8.895735636125	7.77895041075	8.241038762375
EVC	1.066016118	1.0219340205	1.21958644625	0.6571398815	0.566501781125	0.4902488355	0.69511245325	0.541037592875
EVC2	0.613743732625	0.515530370625	0.574045934625	0.523718249125	0.292697406375	0.26672990775	0.33528042825	0.207501377
EVI2A	164.91369385	131.1896994	172.5248081875	143.9514078125	189.5285861375	207.125451425	179.0786197125	162.3124902875
EVI2B	372.258874175	304.387921975	361.1366026375	334.527329125	379.517427675	414.94947855	404.51510785	369.15805375
EVI5	6.107404464625	5.447936090125	5.507796070125	3.780820131125	5.770532293125	5.9912531935	5.707511813875	4.93233008625
EVI5L	11.74028668	14.46636724875	10.61552688125	12.1822944225	11.3708444375	9.84530924425	11.0193164075	11.39683807875
EVL	640.2964242625	608.8855769125	687.9189605625	739.428098575	583.135735625	608.8855769125	665.9153183875	697.8913717125
EVPL	0.3146795275	0.33901119525	0.348388692375	0.265280102125	0.26642562075	0.195674920125	0.344715644625	0.445368851875
