HD30_PBMC_0	HD30_PBMC_1	HD30_PBMC_3	HD30_PBMC_7	HD31_PBMC_0	HD31_PBMC_1	HD31_PBMC_3	HD31_PBMC_7
ACACB	6.980924087875	5.552406181125	7.109981736625	7.6569158005	4.61735481025	4.82549479675	5.073602347125	5.79670292875
ACAD10	23.6370778625	24.79172598375	23.598968075	25.2388094175	23.96488958875	20.73238254	24.71256000875	21.5345765475
ACAD11	29.0607162625	26.45764358375	32.122561965	34.48287259375	28.19430097875	31.12863789	31.26055955625	29.76525824875
ACAD8	61.14603280125	57.39024345625	60.01173670625	60.537059815	54.13869714625	51.30789657375	61.4218072675	57.8983312625
ACAD9	34.99464874	42.37108748875	35.42487903625	35.576849415	34.9212768475	32.312044675	36.15565212875	32.9429755175
ACADL	0	0	0	0	0	0	0	0
ACADM	22.54092581375	23.237835695	22.82334176625	21.6849244575	25.43870640625	23.48224628125	22.85607773125	20.5196589725
ACADS	21.0679358825	23.1671266775	19.771581055	21.81013852125	17.18104108	15.61065904625	18.923609415	18.4760535175
ACADSB	16.719215945	13.71686263125	17.30802911375	16.0077567575	16.35992940375	17.538784545	17.03368160875	17.3517546075
ACADVL	276.5393122	303.4613761	267.507677925	316.007939625	260.2332904875	284.0405232625	288.4322228375	288.038055675
ACAN	0.4798038265	0.380218014875	0.415625426125	0.354212621	0.551233828125	0.5338714395	0.30456498525	0.63952835
ACAP1	239.6358929	233.2439834625	265.6056743	300.4379604375	260.85631275	254.036735175	297.8017433125	294.250773775
ACAP2	46.78580866375	40.5199995175	46.2971091025	38.12487465125	46.43407797875	50.0139668425	45.797356945	42.16686855
ACAP3	81.4364953525	89.10533466375	78.23677945625	82.228961575	76.0803825175	73.467768625	78.89695786375	86.78888241
ACAT1	21.55513752375	20.35779772875	22.5271609475	22.39498088625	20.5856221275	22.62219266625	22.09438868875	18.90996517875
ACAT2	20.80107822875	18.9883294375	21.0679358825	22.422823885	19.918775245	18.2885688525	17.0741012425	19.83410700125
ACBD3	21.117482455	19.338503185	21.21394123625	20.3840544475	22.04079502875	22.45364577375	21.41759871375	19.38394877125
ACBD4	33.19707629625	32.49816225625	35.4771115775	39.83422135125	30.33133019625	29.64385596375	30.72632984875	35.0270046775
ACBD5	24.94533193625	23.441448685	24.1845955975	22.03190215625	21.37275197375	23.30092114	19.70238939875	19.4927744375
ACBD6	24.458505765	26.617949415	24.83504390125	28.6568065375	24.15139190375	24.89388523375	22.8596332725	24.2399727925
ACBD7	4.553904038375	4.268191894375	4.436554163875	4.37824693675	5.0902724955	5.294248562125	4.8113824245	4.978978028375
ACCS	55.73939646375	49.5874036825	53.43768853125	57.363350725	31.7157465375	28.76547350125	32.2896939125	34.8639297075
ACCSL	0	0	0	0	0	0	0	0
ACD	20.5289773175	26.66113467	25.04222787	27.66953938625	21.74482719	20.5610204875	25.4034159725	25.2875562675
ACE	7.249165626125	7.6569158005	7.419510442625	6.922826062	8.666159155125	6.322411889375	8.0137739575	8.8177787995
ACE2	0	0	0	0	0	0.0546245215	0	0.0258444415
ACER1	1.5424268215	2.1940554595	1.41950573625	2.315527204375	1.392221874625	1.40291952475	1.639539502625	0.939395961
ACER2	1.28922234575	0.850247219	1.484874908	1.444673810625	1.839560605625	1.9310980505	2.37976723575	2.072845830125
ACER3	15.7746530725	19.53062656375	14.72916549	13.0754096375	16.19525607	16.4176811775	16.70729433125	14.57038591875
ACHE	0	0.121137218	0	0.026964539875	0	0.070322645625	0	0.14096656125
ACIN1	175.1800171	165.7954334375	180.2194386625	191.417808975	168.350265575	167.7861828375	178.267513625	179.337405125
ACKR1	0.09244630025	0	0.084997621625	0	0.063857408625	0	0	0
ACKR2	2.719229270625	3.156979556875	3.600763419375	2.537272315	3.720715691125	3.636740651125	3.42347443075	2.5180925995
ACKR3	5.370618705125	5.898791490375	7.114269191	5.173820035375	4.120487471	4.8605351585	6.122717880625	4.716399739625
ACKR4	0.667002576125	0.730696088625	0.619898815625	0.367244589375	0.606515998125	0.886368592	0.599989565875	0.831841634
ACLY	66.08680069875	71.95877914125	65.89890257875	67.51420363	59.80839953875	57.4807491825	62.32926374875	63.60023365125
ACMSD	0.382770631375	0.516430448875	0.22596739825	0.229755051	0.3729440015	0.35354425725	0.84462688	0.163493606125
ACO1	7.856925978625	9.360438604	7.531022575125	7.532958852875	7.419510442625	8.72156653475	7.537813849	8.2219551215
ACO2	63.21135447125	72.7198084975	59.24374416	66.49932314875	61.4218072675	57.25055409	59.6509033825	64.3529342675
ACOT1	1.33952632225	1.3800792585	1.248636586125	1.0573265485	0.81778602875	0.30418680025	0.944153415	0.68015135
ACOT11	2.564072974375	2.53030862025	1.478244533125	2.3542504175	1.77239321575	1.919634376	1.811695902125	1.990592553875
ACOT12	0	0.12990431725	0.043086070625	0	0.024382240625	0	0	0
ACOT13	7.246217158625	7.70588573475	8.113222881875	7.36928427	8.150338934125	8.770195699625	8.336776392125	7.5731447075
ACOT2	12.28874337625	14.744774905	13.03792518875	14.2260713325	10.8971209275	11.9776761225	13.35615635125	12.67250278125
ACOT4	1.598537136125	2.4501457295	2.08303174225	2.0977718125	1.05387367025	1.45985686525	1.30702466525	1.665460243625
ACOT6	0.101376013625	0	0.0935605888125	0.0950969631875	0	0	0	0.10813914975
ACOT7	9.626597705125	11.19589463125	9.961778916	9.447860924125	6.03807836075	6.07134263725	4.75312969475	6.194692165375
ACOT8	27.40125197	34.431252815	31.9401082975	30.887574595	26.95847725375	25.38225177375	28.2943481825	29.07099074125
ACOT9	60.42263507875	63.1176669725	53.54139348375	57.27367509375	55.01907657625	57.0017659225	56.47163564875	44.89531549875
ACOX1	13.13485617125	13.30256633375	12.72662560875	12.37402958	12.6864188775	13.6360211	13.5109317725	12.579221705
ACOX2	0.121518721375	0.2275265915	0.347441363875	0.446180563125	0.36545273475	0.084907668125	0.240647482625	0.085816262875
ACOX3	10.8857809975	12.80580484125	9.81919651375	11.16189839375	7.86894611925	8.28370781875	9.13046644475	10.2717314015
ACOXL	0.6320762655	0.58530693875	0.84462688	1.06424964575	0.62119693725	0.933089220875	0.814349298375	1.007993688
ACP1	93.75438363875	80.72062448125	102.542807	92.4351119725	90.786162395	96.89027485	97.11073253125	94.7342953075
ACP2	24.33532391875	30.2454116625	20.4916016	20.82067736125	22.16284652875	21.45927997	21.66501419	22.45976661625
ACP5	27.19403226375	36.5824569425	30.75810224	35.864983075	39.2151694175	35.8848197	34.06575833875	36.1898879475
ACP6	7.014033893375	8.248534971625	6.971667543375	8.66982800775	9.827496696	9.675890409	10.528715288	10.251542723875
ACP7	4.804952291625	4.42105222925	4.681360084625	4.606746854125	3.83714087	4.502845468125	4.176774357625	3.90189493125
ACPP	20.04604982375	21.04496411875	17.15201652875	13.6837129625	21.108151815	22.255898695	22.24603313625	17.0135403725
ACPT	0.2102317415	0.203339027125	0	0.2719589165	0.2787358025	0.0759921745	0.11249119925	0.0782125305
ACR	0.141309212875	0.0636117365	0	0	0	0.0748955276875	0.110211846625	0.07663058725
ACRBP	25.81038613125	26.74463008625	27.5627362925	25.61266863375	33.9026177125	33.00135368	26.0688820875	20.0316209175
ACRV1	0.1392573264375	0	0.127813348625	0	0.066455166375	0	0.214572328625	0
ACSBG1	0.233934057875	0.343715592125	0.349026176125	0.1863078395	0.461568854625	0.180532402375	0.301900290625	0.284186209
ACSBG2	0.1105415775	0.24450967475	0.282448008125	0.17077769175	0.24329909375	0.12136459675	0.170665148375	0.118178503125
ACSF2	15.76803412875	15.22682638125	10.77019687125	13.08096971625	12.69004413375	10.89972655125	10.55832141375	13.36221369375
ACSF3	25.49406372625	33.8673651275	29.3564731775	29.2314208175	27.82061083	26.45764358375	29.8217286625	29.99081326
ACSL1	49.904611375	57.9983254775	45.22254041375	49.49244498875	86.91245831875	74.13878320375	73.19103946	55.47634428875
ACSL3	16.22412139875	14.20500651125	16.10482872625	14.1512166825	18.41080727125	16.01646264125	17.23765209875	14.96769559375
ACSL4	33.346380125	37.36986853875	32.30416955875	27.6188852875	33.40475937375	35.96560351125	33.87256459375	28.4466906025
ACSL5	54.39685221125	52.58801268625	54.02640566125	52.4898326975	50.1765531675	49.4234229325	47.34578179875	46.64322085875
ACSL6	6.87596750975	5.56555243775	7.446796187375	8.0106631605	7.626059391625	7.68191605725	7.001255719625	7.163307362125
ACSM1	0.54876207	0.3166198045	0.37206235025	0.41536862525	0.452254417625	0.5986008805	0.169478526	0.336521471
ACSM2A	2.13402162625	1.431416256125	1.674876851625	1.747502475375	2.168875681125	1.839560605625	1.5853267705	1.9851747715
ACSM2B	0	0	0	0	0	0	0	0
ACSM3	3.35735159525	3.461158248	4.37824693675	3.661869120625	4.087249577625	4.687468438875	4.095360561625	3.735366882375
ACSM4	0.581050047375	0.30668578375	0.199088464625	0.050648835125	0.21138040825	0.35886529475	0.166149698125	0.50349319425
ACSM5	0	0.2516416455	0.10631539525	0.08262131225	0.208691925875	0.1989370523125	0	0
ACSM6	0.26849815375	0.387875911	0.262013370125	0.1329570685	0.2654086445	0.383413262	0.313011038	0.423774652375
ACSS1	74.1563152425	69.86131806125	70.9081895975	77.575778125	68.00328774375	68.92664813375	65.67882290875	72.152044185
ACSS2	24.5945734225	28.92253476625	24.88605425375	24.88605425375	27.81401575	27.733483745	28.08898637375	26.56730710375
ACSS3	0.290246410375	0.558934217875	0.408911269875	0.2814606475	0.54518814275	0.467900444625	0.3761799815	0.133541977625
ACTA1	0.06539682575	0.366632263375	0.346899696375	0.634519402625	0.462900837875	0.245064608625	0.38696783875	0.327770501625
ACTA2	2.90675258275	4.312860887	4.161261541875	3.977512831	6.957322237375	8.370962959625	7.747462717125	6.758982852875
ACTB	7246.923813375	8097.626363	5921.230373875	5789.844206625	6231.55763225	5921.230373875	5921.230373875	5921.230373875
ACTBL2	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0.025078178	0	0
ACTG1	1636.625081125	1714.47399275	1636.625081125	1588.63963375	1429.74962125	1429.74962125	1636.625081125	1472.4444725
ACTG2	0.163557323875	0.134339918625	0.06813917	0.232143789125	0.4464820485	1.8152508275	0.878283549125	0.450627262875
ACTL10	1.35889708675	2.339324522	2.307062924875	1.842897187125	2.165264673	1.78183634025	1.77239321575	2.700431494125
ACTL6A	32.4206938375	33.23860176125	34.69168741625	36.65182647625	35.576849415	35.6300943425	33.03338500875	33.52986178125
ACTL6B	0.24373593225	0.0972464731875	0	0	0	0	0	0
ACTL7A	0	0.06057075975	0	0	0	0	0	0
ACTL7B	0	0.125411891375	0	0.13249216475	0.0454165445	0	0	0.144731239125
ACTL8	0	0	0	0	0	0	0	0
ACTL9	0.1994792115	0	0.256004524625	0.255288722625	0.044274408125	0.22596739825	0.20642388225	0.0738868015
ACTN1	105.5221087125	107.299848275	111.7462509375	129.37146545	104.46332896625	110.82647835	127.2316248875	123.5094632
ACTN2	0.0235674275	0.021414018625	0	0.02282515975	0	0	0	0
ACTN3	0.09651371475	0.24313166025	0.14766400575	0.270104959	0.037448586125	0.13986734125	0	0.135013956
ACTN4	124.674177425	142.45479445	114.7913056125	119.9729944875	99.28021756	89.4522147875	101.29991917125	108.51555935
ACTR10	33.2713186225	26.94196848625	31.24983977	28.58432762625	35.593485865	34.94653066875	30.77200940875	30.70903586375
ACTR1A	57.14123480125	60.09261966875	55.3835310275	59.0728580275	57.60057974125	55.95829083125	61.53266161375	59.04465626125
ACTR1B	76.01741912125	81.8397753125	81.57353879875	87.43591933625	89.5507481325	86.14996253	95.87863275	103.73363534375
ACTR2	304.387921975	265.988043775	292.3379623125	252.0854077125	276.091744275	291.1595293375	275.2243624375	248.0519460375
ACTR3	213.2108316125	200.1923279125	222.942929625	205.47348375	231.9003486	237.0830170375	231.616074	200.9305634
ACTR3B	5.33867665925	5.848862758	6.301594713875	6.39929146375	6.732873896625	6.397174928375	5.5360890465	5.113600759625
ACTR3C	1.479763304	1.784632786625	1.8082642135	1.852454294125	1.269657140375	1.166556184375	1.57067466075	0.957435116
ACTR5	17.71055586625	20.55538593	18.74585086375	19.85022103125	18.60380512375	16.688495635	18.7993072125	18.77397222125
ACTR6	24.76473269125	20.1347008325	24.96063288625	22.33483951875	27.6275065425	28.43198690375	27.57317984625	27.438427035
ACTR8	17.14624148875	16.87030883875	16.0973489275	16.64291426875	13.54833790375	12.77512407375	14.28096743625	15.7223056075
ACTRT1	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0
ACTRT3	0.406143278125	0.128902995125	0.086199300375	0.042852549125	0.0636117365	0.153924658125	0.14068568125	0.237301662625
ACVR1	9.422094412	10.89020736125	10.214664415875	11.9475953675	12.39513788125	13.03792518875	12.2931114525	11.31851217875
ACVR1B	21.19811676375	22.0608796175	18.58329380625	17.56819939	18.51860645	14.62486308125	20.54175875125	19.24986350625
ACVR1C	0.627604970125	0.615904431125	0.995134597375	0.96663965925	1.28922234575	2.0288815185	1.628042457875	1.70275543175
ACVR2A	6.903294196375	5.847498576625	5.69580399825	5.1016016335	6.954806764625	6.454033658375	6.7821519385	6.652079004125
ACVR2B	2.571487032625	2.5090672685	3.250435518625	2.6747117025	2.238834651625	2.525059334875	2.369552700375	2.662788571125
