"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"KCTD18",48.385936,46.158436,51.969681,55.0564,53.406864,49.084036,,,,,,,,,,,47.997184,58.874929,24.990001,50.253921,46.389721,,50.580544,50.808384,54.405376,44.595684
"KCTD19",23.726641,23.435281,23.7169,22.382361,23.493409,23.338561,,,,,,,,,,,21.986721,24.920064,28.462225,22.800625,25.836889,,23.222761,24.462916,25.725184,22.638564
"KCTD2",55.830784,58.614336,56.731024,56.731024,59.413264,54.952569,,,,,,,,,,,50.509449,55.8009,57.198969,52.388644,57.836025,,58.003456,58.125376,63.011844,56.761156
"KCTD20",72.999936,70.7281,59.7529,68.112009,59.7529,65.739664,,,,,,,,,,,50.879689,92.428996,28.111204,64.866916,55.323844,,60.497284,83.850649,55.965361,76.860289
"KCTD21",41.190724,45.414121,30.107169,32.7184,44.7561,40.691641,,,,,,,,,,,43.983424,38.539264,58.171129,42.432196,43.507216,,33.977241,35.856144,39.513796,49.533444
"KCTD3",23.921881,13.075456,20.684304,21.921124,16.467364,26.925721,,,,,,,,,,,29.582721,13.264164,12.552849,65.351056,14.938225,,15.689521,13.549761,11.930116,52.736644
"KCTD4",14.295961,14.922769,13.7641,13.675204,13.756681,14.070001,,,,,,,,,,,15.178816,15.437041,20.557156,13.446889,14.538969,,14.44,14.318656,13.564489,14.205361
"KCTD5",45.252529,39.175081,39.879225,41.705764,37.4544,47.430769,,,,,,,,,,,35.426304,30.228004,38.825361,31.483321,36.204289,,35.319249,55.323844,34.480384,44.249104
"KCTD6",48.4416,27.836176,44.408896,44.943616,43.243776,43.970161,,,,,,,,,,,41.0881,33.814225,29.637136,45.589504,42.562576,,43.335889,52.200625,39.917124,43.731769
"KCTD7",34.468641,35.271721,37.234404,35.4025,35.748441,37.393225,,,,,,,,,,,31.595641,37.442161,35.236096,32.126224,36.917776,,37.675044,37.871716,34.621456,29.800681
"KCTD9",41.2164,33.085504,48.818169,72.522256,51.609856,55.294096,,,,,,,,,,,26.040609,39.3129,19.228225,63.409369,41.925625,,47.541025,75.429225,51.337225,61.559716
"KDELC1",15.382084,15.124321,17.884441,33.732864,22.581504,18.879025,,,,,,,,,,,16.200625,20.133169,16.769025,29.964676,20.412324,,21.9024,63.888049,18.8356,59.721984
"KDELC2",26.101881,21.911761,29.127609,53.5824,42.302016,42.302016,,,,,,,,,,,51.84,26.904969,23.386896,68.757264,35.652841,,42.133081,40.106889,32.103556,62.489025
"KDELR1",73.942801,53.158681,57.714409,59.552089,59.7529,79.0321,,,,,,,,,,,92.3521,52.287361,52.056225,84.364225,58.110129,,60.762025,81.993025,49.463089,97.6144
"KDELR2",84.400969,61.246276,64.609444,75.151561,71.048041,87.441201,,,,,,,,,,,98.644624,60.403984,30.371121,103.063104,67.092481,,65.983129,84.4561,65.189476,109.223401
"KDELR3",20.7936,24.275329,21.169201,24.196561,21.5296,24.275329,,,,,,,,,,,46.963609,23.843689,26.904969,45.724644,19.740249,,21.594609,22.071204,21.003889,62.346816
"KDM1A",42.928704,30.525625,38.925121,43.217476,42.667024,41.796225,,,,,,,,,,,32.421636,33.744481,33.570436,44.876601,40.284409,,43.678881,44.6224,38.825361,52.4176
"KDM1B",38.328481,46.036225,28.398241,22.335076,21.6225,33.837489,,,,,,,,,,,17.715681,16.801801,13.586596,21.585316,21.261321,,22.810176,32.353344,19.289664,21.150801
"KDM2A",70.023424,78.1456,75.568249,77.018176,75.986089,66.520336,,,,,,,,,,,62.995969,57.471561,37.847104,59.474944,74.4769,,77.951241,71.048041,77.246521,62.710561
"KDM2B",81.5409,45.414121,95.902849,80.982001,80.263681,79.156609,,,,,,,,,,,49.773025,44.302336,36.084049,53.071225,74.425129,,83.101456,82.555396,84.198976,67.322025
"KDM3A",35.271721,43.970161,39.375625,40.309801,41.512249,33.2929,,,,,,,,,,,28.718881,34.987225,14.1376,36.590401,37.5769,,40.602384,36.336784,39.325441,35.940025
"KDM3B",77.545636,88.1721,72.5904,73.925604,72.880369,68.773849,,,,,,,,,,,60.84,62.742241,40.8321,78.659161,64.818601,,71.284249,72.692676,66.732561,70.090384
"KDM4A",50.523664,49.519369,48.650625,52.359696,49.238289,48.692484,,,,,,,,,,,49.688401,41.126569,47.499664,46.936201,49.716601,,49.224256,51.609856,45.778756,52.243984
"KDM4B",42.745444,56.040196,52.2729,40.3225,39.476089,38.105929,,,,,,,,,,,40.691641,34.975396,37.0881,37.994896,42.968025,,39.904489,41.049649,38.675961,41.8609
"KDM4C",30.063289,25.150225,43.797924,34.281025,37.027225,28.323684,,,,,,,,,,,29.224836,25.979409,24.078649,30.272004,35.796289,,34.774609,27.478564,39.879225,22.963264
"KDM4D",21.095649,23.270976,22.118209,21.7156,21.123216,20.857489,,,,,,,,,,,21.9024,20.187049,26.4196,18.541636,21.169201,,22.014864,23.386896,20.830096,21.7156
"KDM5A",44.957025,49.406841,48.038761,49.829481,44.448889,38.402809,,,,,,,,,,,30.6916,30.448324,24.186724,42.003361,47.789569,,45.995524,47.623801,38.900169,41.396356
"KDM5B",41.744521,49.942489,40.220964,45.239076,43.454464,40.96,,,,,,,,,,,35.331136,33.918976,30.294016,40.857664,38.390416,,38.241856,28.590409,46.730896,53.100369
"KDM5C",44.635761,46.635241,49.434961,41.951529,46.280809,41.757444,,,,,,,,,,,41.654116,36.336784,51.022449,43.718544,43.191184,,46.335249,46.526041,47.955625,46.662561
"KDM5D",48.052624,35.200489,50.779876,50.9796,42.263001,54.051904,,,,,,,,,,,44.435556,43.797924,43.138624,39.841344,40.908816,,54.997056,20.711601,42.432196,27.836176
"KDM6A",32.913169,46.580625,34.727449,36.638809,33.304441,27.112849,,,,,,,,,,,22.429696,22.09,17.048641,30.217009,31.798321,,32.398864,39.879225,31.685641,29.495761
"KDM6B",65.853225,101.4049,54.774801,47.1969,50.324836,53.494596,,,,,,,,,,,39.853969,40.908816,40.870449,43.494025,53.816896,,54.125449,44.742721,48.1636,42.458256
"KDR",18.671041,20.286016,17.347225,18.395521,17.032129,20.620681,,,,,,,,,,,20.052484,22.420225,28.933641,67.881121,17.969121,,17.131321,16.679056,17.547721,106.853569
"KDSR",27.720225,18.740241,26.512201,26.388769,40.259025,33.918976,,,,,,,,,,,32.615521,22.439169,16.777216,42.341049,31.877316,,30.096196,31.933801,31.945104,42.797764
"KEAP1",65.044225,49.350625,55.487601,68.574961,65.691025,73.153809,,,,,,,,,,,65.561409,49.196196,33.663204,64.818601,64.995844,,58.0644,85.784644,60.543961,81.414529
"KEL",31.483321,33.466225,27.888961,27.815076,30.371121,33.005025,,,,,,,,,,,34.035556,37.478884,52.925625,30.338064,31.629376,,29.138404,29.116816,31.192225,30.569841
"KERA",10.188864,10.419984,10.252804,10.188864,9.809424,10.125124,,,,,,,,,,,10.080625,10.843849,10.634121,9.517225,10.067929,,10.1761,9.891025,9.7969,9.928801
"KGFLP2",15.737089,17.297281,16.851025,17.447329,15.713296,15.492096,,,,,,,,,,,16.3216,18.705625,16.638241,30.3601,17.214201,,20.958084,15.499969,16.144324,14.017536
"KHDC1",24.542116,27.952369,26.4196,31.798321,26.915344,24.720784,,,,,,,,,,,37.5769,22.146436,33.212169,20.575296,24.730729,,26.998416,38.044224,27.910089,23.222761
"KHDC1L",15.147664,16.638241,16.008001,15.178816,15.194404,15.2881,,,,,,,,,,,17.255716,15.062161,21.986721,12.404484,15.0544,,15.610401,14.5924,17.106496,14.1376
"KHDRBS1",77.510416,72.914521,78.712384,83.338641,78.234025,75.69,,,,,,,,,,,64.128064,55.323844,40.1956,73.891216,74.736025,,77.862976,85.840225,74.425129,85.229824
"KHDRBS2",22.401289,24.581764,28.3024,20.223009,21.538881,22.033636,,,,,,,,,,,27.373824,29.127609,33.825856,19.201924,22.287841,,21.603904,21.557449,22.4676,19.882681
"KHDRBS3",30.1401,32.7184,31.214569,26.615281,28.440889,31.719424,,,,,,,,,,,35.450116,33.570436,36.759969,54.361129,29.735209,,29.257281,26.142769,29.452329,63.888049
"KHK",35.473936,36.820624,33.269824,33.674809,36.397089,36.869184,,,,,,,,,,,40.538689,39.300361,49.210225,31.203396,35.307364,,34.668544,37.662769,37.613689,34.117281
"KHNYN",72.148036,71.9104,76.860289,70.207641,73.205136,72.914521,,,,,,,,,,,62.932489,61.230625,59.166864,63.489024,68.459076,,70.257924,73.6164,76.055841,66.471409
"KHSRP",49.928356,44.289025,49.308484,48.553024,46.812964,50.324836,,,,,,,,,,,50.098084,47.430769,52.041796,47.444544,48.108096,,48.804196,59.305401,44.195904,51.538041
"KIAA0020",33.039504,27.331984,37.711881,37.491129,38.093584,34.786404,,,,,,,,,,,35.1649,29.997529,28.047616,32.512804,37.773316,,38.266596,41.977441,37.466641,37.197801
"KIAA0040",41.512249,58.736896,61.042969,39.551521,44.515584,36.881329,,,,,,,,,,,55.487601,43.388569,37.638225,46.036225,44.515584,,41.499364,53.202436,42.1201,34.550884
"KIAA0087",10.923025,11.404129,10.995856,11.0224,10.725625,10.705984,,,,,,,,,,,10.745284,11.675889,11.309769,10.137856,10.883401,,11.009124,10.9561,10.517049,10.3041
"KIAA0090",34.234201,24.176889,34.786404,35.808256,33.965584,38.576521,,,,,,,,,,,33.802596,26.399044,29.095236,35.712576,32.069569,,35.485849,39.325441,31.393609,41.139396
"KIAA0100",54.641664,49.674304,56.175025,52.606009,51.337225,58.721569,,,,,,,,,,,50.637456,36.445369,34.869025,56.115081,52.606009,,52.186176,60.668521,46.539684,60.326289
"KIAA0101",34.363044,39.162564,48.594841,69.089344,59.197636,44.997264,,,,,,,,,,,55.130625,48.246916,38.1924,32.970564,53.787556,,50.069776,107.931321,74.511424,78.552769
"KIAA0114",57.335184,37.785609,80.496784,59.428681,71.081761,48.972004,,,,,,,,,,,105.842944,48.566961,49.126081,62.078641,69.538921,,74.960964,69.7225,61.528336,80.371225
"KIAA0125",25.674489,24.970009,74.252689,21.650409,21.169201,21.298225,,,,,,,,,,,44.502241,47.375689,33.732864,16.289296,22.591009,,22.733824,17.564481,20.748025,16.329681
"KIAA0141",47.004736,38.402809,44.609041,44.262409,41.679936,41.165056,,,,,,,,,,,37.051569,35.8801,37.124649,42.810849,41.899729,,44.7561,44.702596,42.915601,51.423241
"KIAA0146",34.539129,34.445161,23.980609,27.857284,22.306729,25.371369,,,,,,,,,,,21.911761,23.677956,26.853124,25.220484,23.726641,,25.010001,24.710841,21.576025,27.415696
"KIAA0174",52.345225,56.355049,54.982225,52.751169,54.6121,53.100369,,,,,,,,,,,43.270084,49.336576,39.012516,49.787136,51.638596,,54.804409,50.936769,57.820816,50.893956
"KIAA0182",46.294416,46.826649,49.758916,56.235001,39.853969,44.382244,,,,,,,,,,,44.382244,50.395801,35.497764,60.512841,47.955625,,53.831569,46.867716,33.837489,41.4736
"KIAA0195",38.031889,34.058896,36.881329,35.545444,37.307664,38.056561,,,,,,,,,,,37.417689,35.832196,40.8321,34.374769,37.136836,,36.012001,39.576681,36.747844,38.787984
"KIAA0196",66.341025,55.636681,63.968004,63.250209,64.128064,74.753316,,,,,,,,,,,58.629649,40.768225,58.9824,64.561225,59.923081,,56.115081,69.806025,68.608089,76.755121
"KIAA0226",35.5216,33.907329,43.626025,35.784324,34.386496,33.350625,,,,,,,,,,,37.015056,37.638225,34.070569,27.520516,33.200644,,35.010889,34.234201,38.081241,29.170801
"KIAA0232",55.011889,71.808676,41.538025,54.715609,49.294441,51.222649,,,,,,,,,,,34.869025,38.118276,33.362176,52.881984,43.837641,,48.776256,46.9225,50.495236,42.653961
"KIAA0240",63.5209,80.335369,73.650724,77.774761,77.827684,50.566321,,,,,,,,,,,56.746089,64.4809,24.2064,67.584841,73.547776,,77.810041,66.961489,74.011609,54.686025
"KIAA0247",104.611984,125.2161,97.318225,104.04,89.6809,105.165025,,,,,,,,,,,69.488896,68.757264,33.930625,69.8896,86.174089,,86.378436,95.6484,98.386561,71.014329
"KIAA0284",42.758521,46.253601,39.375625,45.077796,47.293129,48.497296,,,,,,,,,,,54.390625,40.742689,72.199009,55.845729,41.4736,,42.159049,38.5641,45.0241,53.173264
"KIAA0317",34.386496,44.568976,33.154564,35.426304,31.494544,32.798529,,,,,,,,,,,27.541504,24.443136,25.482304,25.857225,31.382404,,35.414401,34.245904,31.956409,32.092225
"KIAA0319",23.164969,36.917776,24.01,20.766249,20.729809,24.245776,,,,,,,,,,,21.958596,28.037025,34.023889,18.130564,24.910081,,22.202944,20.412324,21.492496,21.399876
"KIAA0319L",64.513024,71.554681,64.513024,64.545156,68.211081,61.905424,,,,,,,,,,,64.176121,50.993881,43.626025,56.610576,63.920025,,66.308449,67.059721,67.881121,69.472225
"KIAA0355",49.9849,52.316289,86.099841,61.074225,76.755121,55.875625,,,,,,,,,,,49.463089,57.320041,39.727809,78.251716,66.520336,,70.090384,48.497296,95.746225,86.657481
"KIAA0368",48.7204,35.8801,49.322529,52.229529,49.547521,50.367409,,,,,,,,,,,46.717225,41.499364,28.164249,63.792169,46.403344,,49.028004,50.580544,49.914225,54.523456
"KIAA0391",35.796289,34.058896,43.059844,42.680089,50.623225,41.589601,,,,,,,,,,,39.212644,39.012516,27.573001,35.4025,47.789569,,45.5625,49.505296,51.926436,49.2804
"KIAA0408",11.553201,12.236004,11.895601,11.242609,12.916836,11.471769,,,,,,,,,,,11.580409,12.5316,14.122564,18.1476,12.145225,,12.047841,11.703241,14.115049,11.122225
"KIAA0415",54.523456,60.155536,54.597321,52.678564,49.801249,52.809289,,,,,,,,,,,38.217124,45.185284,41.873841,43.441281,51.394561,,54.140164,47.141956,56.445169,47.032164
"KIAA0427",40.985604,39.551521,36.566209,34.480384,35.0464,40.043584,,,,,,,,,,,40.525956,47.872561,53.567761,52.751169,35.212356,,35.378704,32.7184,34.939921,48.080356
"KIAA0430",44.023225,59.182249,56.896849,43.230625,44.876601,41.165056,,,,,,,,,,,32.024281,36.312676,43.007364,42.3801,43.758225,,46.730896,47.761921,44.315649,42.784681
"KIAA0467",37.002889,34.433424,43.811161,35.545444,38.576521,36.796356,,,,,,,,,,,32.444416,26.563716,32.821441,35.176761,37.491129,,38.837824,35.6409,35.081929,32.787076
"KIAA0485",25.775929,24.512401,22.080601,22.221796,25.472209,24.314761,,,,,,,,,,,24.167056,24.820324,35.7604,46.553329,27.541504,,27.3529,21.464689,27.6676,24.029604
"KIAA0494",52.085089,47.527236,49.406841,52.142841,49.9849,51.509329,,,,,,,,,,,44.302336,46.730896,36.312676,51.494976,50.296464,,51.652969,53.523856,46.949904,54.538225
"KIAA0495",32.285124,29.452329,40.525956,34.539129,38.390416,33.350625,,,,,,,,,,,31.158724,34.117281,35.450116,36.650916,38.118276,,36.626704,25.715041,38.775529,36.784225
"KIAA0509",24.423364,26.604964,21.780889,21.911761,21.921124,24.364096,,,,,,,,,,,27.699169,31.505769,42.6409,21.483225,24.720784,,23.04,23.011209,22.221796,21.743569
"KIAA0513",44.903401,48.344209,24.482704,29.073664,31.775769,40.7044,,,,,,,,,,,35.259844,68.343289,29.354724,24.990001,33.466225,,32.0356,26.450449,31.013761,32.364721
"KIAA0528",76.983076,66.781584,87.366409,84.070561,87.385104,75.203584,,,,,,,,,,,62.995969,73.839649,44.528929,86.044176,85.5625,,82.955664,78.836641,93.954249,70.660836
"KIAA0556",42.837025,50.580544,43.864129,38.725729,39.162564,43.837641,,,,,,,,,,,29.691601,29.7025,26.337424,41.113744,38.912644,,39.388176,38.638656,40.386025,46.457856
"KIAA0562",27.583504,23.921881,32.296489,33.547264,31.460881,28.121809,,,,,,,,,,,27.541504,24.720784,21.659716,30.3601,32.626944,,30.426256,31.832164,26.163225,30.724849
"KIAA0564",32.205625,23.193856,36.735721,40.462321,41.113744,46.172025,,,,,,,,,,,35.343025,53.173264,23.396569,39.69,38.452401,,42.315025,46.226401,41.744521,34.597924
"KIAA0586",35.307364,33.350625,43.850884,40.297104,46.457856,38.775529,,,,,,,,,,,38.8129,39.037504,35.545444,34.9281,45.995524,,40.96,47.128225,44.515584,43.850884
"KIAA0649",45.091225,38.850289,41.8609,40.220964,37.884025,52.345225,,,,,,,,,,,54.0225,41.062464,48.385936,41.899729,40.0689,,34.480384,29.452329,42.850116,52.142841
"KIAA0664",51.652969,45.252529,51.638596,49.900096,51.194025,53.890281,,,,,,,,,,,52.085089,49.942489,57.6081,50.495236,53.963716,,51.998521,50.822641,55.100929,48.483369
"KIAA0664L3",38.0689,42.211009,61.340224,53.450721,59.382436,37.124649,,,,,,,,,,,43.1649,46.498761,49.505296,42.575625,61.324561,,64.096036,56.640676,65.221776,38.266596
"KIAA0748",26.904969,28.217344,35.772361,40.0689,58.0644,23.882769,,,,,,,,,,,23.765625,32.878756,30.272004,23.551609,57.866449,,50.027329,40.908816,40.602384,21.390625
"KIAA0753",49.617936,50.865424,52.504516,52.765696,54.110736,49.519369,,,,,,,,,,,40.908816,41.512249,57.805609,50.865424,50.069776,,48.469444,56.190016,53.538489,52.969284
"KIAA0754",21.874329,22.127616,24.591681,27.081616,27.815076,20.994724,,,,,,,,,,,18.369796,23.251684,28.998225,32.569849,28.686736,,28.8369,18.696976,35.7604,19.669225
"KIAA0776",38.477209,26.357956,41.190724,45.873529,41.809156,40.246336,,,,,,,,,,,43.2964,29.899024,18.258529,45.037521,42.758521,,40.538689,42.536484,37.271025,42.667024
"KIAA0802",16.096144,17.698849,22.391824,17.156164,16.386304,16.826404,,,,,,,,,,,17.935225,19.219456,23.697424,19.465744,15.233409,,16.305444,15.610401,15.9201,32.8329
"KIAA0894",81.162081,96.707556,91.910569,95.218564,92.390544,78.907689,,,,,,,,,,,67.486225,89.056969,59.706529,105.083001,98.109025,,96.924025,73.410624,117.115684,61.732449
"KIAA0895",11.874916,12.638025,12.425625,11.799225,12.524521,11.8336,,,,,,,,,,,13.942756,12.666481,12.709225,11.978521,11.868025,,14.025025,10.942864,12.103441,14.010049
"KIAA0895L",33.860761,32.160241,29.2681,32.993536,33.942276,33.7561,,,,,,,,,,,30.780304,29.680704,41.563809,36.204289,30.0304,,31.494544,40.220964,31.550689,38.601369
"KIAA0907",74.149321,66.389904,91.718929,77.035729,86.266944,71.690089,,,,,,,,,,,66.846976,51.796809,42.133081,82.737216,82.192356,,78.180964,79.780624,81.5409,73.96
"KIAA0913",46.977316,52.809289,45.954841,44.342281,42.016324,44.849809,,,,,,,,,,,41.9904,44.3556,43.454464,42.211009,46.553329,,46.403344,41.938576,46.403344,45.118089
"KIAA0922",54.626881,60.9961,80.784144,58.706244,64.400625,42.458256,,,,,,,,,,,33.918976,48.469444,41.951529,48.888064,60.84,,63.123025,46.362481,74.321641,47.8864
"KIAA0947",71.859529,51.136801,90.801841,90.231001,91.5849,72.505225,,,,,,,,,,,68.095504,61.811044,29.975625,81.234169,85.1929,,87.291649,81.486729,95.296644,79.459396
"KIAA1009",29.257281,31.013761,31.528225,32.160241,30.902481,28.922884,,,,,,,,,,,25.260676,39.980329,27.846729,34.070569,28.858384,,29.615364,29.800681,27.04,26.553409
"KIAA1024",13.557124,18.139081,14.600041,14.356521,14.055001,14.017536,,,,,,,,,,,19.509889,15.163236,17.264025,12.873744,12.866569,,14.645929,13.980121,13.897984,14.930496
"KIAA1033",91.355364,97.042201,89.832484,71.048041,72.267001,87.011584,,,,,,,,,,,56.115081,54.184321,26.656569,79.869969,70.913241,,61.293241,69.022864,57.532225,93.412225
"KIAA1045",21.3444,23.580736,20.313049,19.289664,20.3401,21.178404,,,,,,,,,,,22.137025,20.994724,25.542916,20.286016,22.733824,,20.223009,20.115225,20.930625,21.095649
"KIAA1107",16.289296,17.089956,15.657849,19.811401,18.653761,19.616041,,,,,,,,,,,14.961424,18.130564,16.670889,24.226084,16.305444,,17.3889,13.980121,17.464041,18.386944
"KIAA1109",23.892544,32.592681,27.510025,27.050401,24.940036,23.193856,,,,,,,,,,,21.9024,23.415921,21.548164,24.462916,25.563136,,29.116816,25.7049,27.060804,24.7009
"KIAA1143",53.450721,48.427681,59.9076,65.496649,65.141041,51.494976,,,,,,,,,,,53.714241,55.160329,20.349121,59.629284,62.204769,,61.669609,71.351809,63.968004,62.220544
"KIAA1147",56.475225,39.664804,71.267364,61.183684,65.61,54.140164,,,,,,,,,,,50.055625,52.171729,42.784681,52.867441,71.774784,,64.609444,55.398249,60.140025,70.997476
"KIAA1161",25.472209,28.387584,26.368225,27.846729,26.040609,24.960016,,,,,,,,,,,27.415696,29.235649,31.854736,25.593481,26.584336,,26.915344,27.4576,27.092025,27.857284
"KIAA1191",72.012196,48.0249,86.3041,83.010321,82.228624,79.673476,,,,,,,,,,,83.028544,101.525776,34.234201,79.887844,78.411025,,84.107241,87.534736,81.793936,109.599961
"KIAA1199",24.860196,23.464336,19.864849,20.575296,20.1601,23.970816,,,,,,,,,,,22.316176,26.904969,32.512804,18.861649,20.775364,,21.261321,20.007729,19.784704,22.486564
"KIAA1210",11.895601,12.538681,11.669056,12.201049,11.778624,17.447329,,,,,,,,,,,12.524521,12.285025,14.085009,11.075584,11.2225,,11.826721,12.659364,12.1104,11.978521
"KIAA1211",17.4724,16.524225,16.224784,16.024009,15.484225,15.992001,,,,,,,,,,,15.358561,38.1924,19.909444,13.476241,13.520329,,15.335056,13.417569,14.107536,24.453025
"KIAA1217",23.04,24.960016,22.733824,22.667121,23.6196,23.290276,,,,,,,,,,,34.000561,25.613721,32.285124,33.258289,22.915369,,23.068809,31.595641,24.631369,32.787076
"KIAA1239",11.573604,11.634921,11.323225,11.4921,11.249316,11.3569,,,,,,,,,,,11.095561,13.227769,12.013156,13.8384,11.055625,,11.148921,10.916416,11.309769,11.048976
"KIAA1244",13.359025,14.348944,13.315201,13.1044,13.571856,14.478025,,,,,,,,,,,22.014864,15.062161,18.7489,18.1476,13.645636,,13.593969,12.8881,14.326225,16.883881
"KIAA1257",17.1396,22.099401,16.192576,15.960025,16.443025,16.752649,,,,,,,,,,,17.081689,18.498601,20.566225,15.9201,17.547721,,17.098225,16.152361,16.966161,18.037009
"KIAA1267",85.655025,100.140049,100.661089,103.4289,98.783721,78.198649,,,,,,,,,,,77.9689,69.455556,32.558436,89.283601,95.413824,,105.904681,88.247236,103.876864,80.8201
"KIAA1274",34.821801,33.860761,36.493681,32.114889,30.052324,32.171584,,,,,,,,,,,43.191184,30.713764,50.951044,37.933281,31.013761,,30.151081,33.802596,30.558784,69.0561
"KIAA1279",44.209201,30.991489,45.373696,48.413764,51.782416,63.2025,,,,,,,,,,,50.140561,28.355625,18.301284,73.051209,47.513449,,44.930209,53.978409,42.016324,83.429956
"KIAA1310",31.539456,30.173049,32.387481,35.462025,32.467204,32.114889,,,,,,,,,,,28.270489,33.767721,32.103556,30.151081,32.341969,,33.547264,35.856144,33.269824,30.846916
