gene_symbol,ACD,ACN,ALO,ATD,BCC,BU,CHA,DLE,ENL,ICD,LL,MEL,MF,NS,PS,RR,SAR,SCC,SJS,WA,WPO
C20orf118,21.589,21.064,25.980,16.977,20.073,19.122,18.283,27.329,26.800,20.673,21.350,24.914,22.300,19.082,23.202,18.557,18.200,20.810,19.280,21.783,18.045
C20orf12,23.389,28.588,21.770,36.825,35.837,28.233,33.983,21.443,32.967,29.759,41.032,35.246,22.468,31.629,26.553,33.564,61.193,27.035,25.800,51.942,33.736
C20orf132,18.917,18.247,17.290,18.577,19.240,18.111,17.983,16.750,20.092,19.123,21.900,20.896,20.907,19.900,21.131,22.286,27.210,19.280,23.810,20.917,18.441
C20orf134,54.000,72.274,231.580,57.291,48.420,71.656,76.667,259.686,98.800,67.182,58.979,56.057,88.527,51.607,71.281,50.743,61.580,60.810,103.240,55.850,57.927
C20orf135,26.733,25.803,45.140,18.800,17.647,24.356,21.950,40.700,31.350,20.355,24.964,22.614,21.900,21.514,29.549,25.057,23.820,19.150,29.620,23.533,24.409
C20orf141,75.333,51.820,60.800,33.727,46.067,62.056,57.167,67.257,66.583,47.445,62.864,57.550,64.473,48.632,66.073,63.100,27.427,50.750,75.540,44.633,42.455
C20orf141 /// LOC100288797,67.233,56.470,112.520,55.168,59.867,58.311,59.800,130.971,55.450,65.827,62.536,69.100,77.995,60.400,66.220,68.657,36.080,63.220,108.760,59.467,63.818
C20orf144,13.367,12.858,23.620,11.182,12.120,13.289,12.567,16.857,10.717,12.200,13.229,14.350,11.491,12.914,15.536,16.486,12.960,12.550,15.900,12.017,12.118
C20orf151,50.178,42.657,127.820,29.182,30.907,47.267,43.033,126.529,75.250,50.327,47.671,37.543,50.745,35.839,50.464,33.457,41.540,34.990,51.200,43.250,46.136
C20orf152,28.797,35.268,27.105,29.222,27.273,27.250,20.829,23.875,24.783,36.273,27.120,29.432,32.197,32.536,36.171,23.575,30.905,31.488,37.560,36.688,30.441
C20orf160,49.011,69.821,29.800,89.541,54.323,62.878,43.825,28.029,59.625,50.055,56.525,72.893,50.936,69.343,58.143,69.307,27.150,56.455,38.420,115.033,76.514
C20orf165,19.044,20.543,66.560,16.014,18.100,21.522,20.983,77.929,26.283,20.727,21.664,25.550,23.368,18.636,22.332,19.929,27.487,19.520,25.240,16.717,17.264
C20orf166,91.633,84.303,65.360,86.573,74.207,72.522,55.817,65.486,74.283,107.655,82.536,74.929,96.168,76.357,87.641,86.314,32.200,79.790,103.240,75.000,83.209
C20orf173,24.711,24.910,24.740,27.364,31.727,24.922,25.650,31.914,28.783,30.082,28.729,31.379,34.173,27.404,26.038,27.400,18.253,31.810,27.160,23.000,23.318
C20orf177,118.289,235.646,69.920,159.264,131.540,137.356,124.367,45.986,165.733,134.873,238.679,135.914,362.827,152.007,201.695,135.157,285.587,183.220,216.860,347.267,294.218
C20orf181,50.933,51.682,167.960,42.150,33.020,49.311,48.983,201.957,75.467,42.027,53.779,48.371,61.418,42.125,44.837,42.786,45.660,37.190,51.380,44.183,44.636
C20orf186,18.589,16.355,25.300,21.477,22.287,19.378,17.833,22.843,20.683,26.409,25.786,25.007,24.836,20.379,21.134,28.957,13.993,23.740,23.560,16.717,17.191
C20orf187,24.656,20.885,10.620,25.886,30.873,20.011,21.550,10.929,25.617,31.373,27.186,33.207,33.823,25.143,24.276,30.229,9.960,30.990,26.760,21.300,19.936
C20orf194,217.044,213.537,87.500,229.459,132.233,202.822,240.025,84.450,220.208,101.691,384.189,150.586,114.552,189.741,165.081,220.079,259.287,108.920,175.190,236.083,203.723
C20orf195,40.989,43.466,147.640,34.123,31.260,31.756,29.367,158.086,29.217,38.918,31.364,36.114,46.377,31.550,37.933,33.086,39.813,33.160,40.800,33.450,35.973
C20orf196,27.561,31.551,39.375,26.026,27.707,29.594,26.292,36.982,28.963,31.780,30.677,30.530,52.068,27.434,32.264,27.336,59.483,35.093,41.110,34.554,37.173
C20orf197,10.544,10.423,8.740,12.355,9.293,10.033,10.467,9.414,10.583,11.164,13.379,9.293,13.432,11.125,8.862,10.986,22.153,10.260,12.300,9.750,10.482
C20orf20,82.189,137.522,89.960,150.414,126.933,147.367,97.100,78.714,217.917,143.464,154.186,183.200,286.636,94.993,97.432,113.700,202.047,148.770,219.920,142.033,162.636
C20orf200,71.000,62.720,64.610,70.164,64.590,57.339,54.017,60.936,64.633,79.368,69.904,78.404,82.475,64.327,61.634,83.493,25.310,62.310,76.810,58.833,56.650
C20orf201,73.100,59.116,156.260,66.691,59.453,63.378,54.783,138.471,45.717,75.345,62.421,62.443,73.345,66.625,85.037,80.000,37.740,59.990,96.720,61.883,71.900
C20orf202,25.428,26.145,19.100,30.950,28.183,27.439,22.467,20.893,23.583,38.900,24.171,32.482,41.905,30.743,29.612,23.943,17.183,37.275,29.530,28.883,28.273
C20orf203,42.967,32.133,21.990,58.164,75.877,41.028,46.983,30.679,56.892,66.368,81.329,113.300,54.423,62.113,54.093,91.979,14.903,78.740,53.420,37.325,32.941
C20orf24,1525.263,2335.076,472.240,1316.748,1500.758,2360.893,2635.244,453.795,2931.650,1062.518,1991.990,1509.757,2149.227,1234.739,2556.868,1099.176,1334.622,2533.560,2501.860,1490.322,2691.130
C20orf26,16.256,15.015,14.313,14.044,15.331,14.970,15.189,14.671,17.433,15.718,16.245,24.679,16.376,15.415,17.030,16.676,15.616,16.103,18.000,14.050,13.742
C20orf27,110.278,118.570,261.210,100.239,106.383,147.261,72.983,323.836,59.383,137.073,69.664,131.361,246.223,90.698,110.075,75.879,111.363,122.350,139.810,94.367,84.523
C20orf29,55.989,97.181,50.140,70.448,50.060,89.494,54.033,64.957,84.842,60.118,64.357,68.671,73.514,51.464,69.149,70.136,62.553,58.645,110.500,76.650,94.773
C20orf3,915.478,1713.315,2065.340,680.014,781.193,726.656,2620.000,958.600,1588.667,737.964,2029.450,1038.586,785.895,1045.496,510.556,1506.786,884.767,559.580,1054.780,1325.000,802.936
C20orf30,1026.150,1294.062,508.430,682.661,670.787,1028.778,696.658,377.479,1217.408,393.600,1244.050,1103.432,1253.355,892.405,793.903,719.821,992.793,666.995,791.580,1570.633,1264.405
C20orf4,276.622,244.460,130.800,247.295,295.500,299.356,171.950,114.071,224.267,255.191,203.971,276.357,282.595,263.546,253.915,219.600,311.127,276.350,286.020,250.500,227.309
C20orf43,454.271,423.083,382.280,483.855,387.305,468.416,623.717,350.063,842.907,321.573,628.510,477.913,538.169,418.371,412.603,353.980,470.120,378.980,557.704,458.030,415.411
C20orf46,38.544,38.229,22.460,78.864,38.193,47.933,33.267,22.900,28.350,62.773,33.457,46.471,39.027,51.618,49.062,44.200,38.853,52.730,29.540,74.667,51.182
C20orf54,62.017,59.489,27.160,44.402,61.483,53.906,51.967,23.857,55.200,60.645,55.296,53.204,53.180,48.846,72.896,55.721,23.333,64.855,56.480,48.550,51.868
C20orf57,22.722,20.798,17.360,23.768,29.407,22.867,24.600,18.243,22.367,21.791,25.500,35.421,24.223,25.907,25.269,28.314,15.280,31.100,25.720,22.300,19.682
C20orf62,20.596,19.783,16.240,25.126,25.420,19.833,20.311,19.419,22.578,51.967,27.388,29.621,27.526,23.651,22.730,28.629,12.931,25.320,26.053,19.928,19.515
C20orf7,93.593,117.581,86.327,98.923,91.902,90.137,60.783,78.876,63.867,109.845,77.760,105.260,98.589,108.650,89.709,61.471,201.622,93.363,79.113,134.961,118.424
C20orf70,18.944,16.684,20.460,17.773,19.187,19.522,20.283,20.400,24.000,17.627,23.121,23.500,23.573,18.479,18.135,22.557,16.207,20.620,19.000,18.200,17.036
C20orf71,40.011,34.411,37.120,41.327,52.747,37.122,37.700,36.029,55.967,56.564,51.179,65.729,59.877,42.389,43.003,46.000,17.500,57.140,48.240,31.317,32.982
C20orf72,295.456,314.363,210.760,448.936,335.553,383.811,402.617,166.700,110.867,395.591,316.657,382.536,389.327,457.407,351.998,322.443,385.867,293.450,281.520,305.833,408.309
C20orf79,20.556,18.088,18.680,18.991,22.593,18.656,19.917,19.300,19.233,21.773,19.771,24.064,23.327,20.054,21.605,20.400,12.793,23.350,22.380,16.667,17.055
C20orf85,13.867,12.937,13.700,12.900,13.660,12.822,12.733,13.357,12.183,13.036,14.407,14.221,13.668,12.971,13.854,15.957,11.400,13.830,14.860,12.867,12.564
C20orf94,48.900,40.965,85.940,25.632,56.427,25.633,25.417,93.814,64.433,24.855,30.471,31.479,27.459,33.611,35.434,34.914,128.740,45.350,40.720,28.667,34.327
C20orf96,25.856,21.911,27.040,19.964,23.660,22.878,21.500,26.114,26.667,25.555,26.357,28.250,25.300,21.743,24.404,24.886,45.280,21.680,35.040,22.950,23.318
C21orf104,28.989,23.766,35.890,25.973,25.747,23.950,26.308,40.707,24.450,30.177,25.954,28.732,30.091,26.000,29.824,25.279,17.577,28.910,34.250,23.775,25.118
C21orf105,21.244,20.718,22.340,18.445,18.287,21.444,20.567,23.600,26.033,24.591,21.150,19.757,21.150,19.561,20.734,20.900,14.180,18.850,23.020,20.317,20.145
C21orf116,17.589,12.461,16.700,21.641,25.180,17.500,16.850,20.057,21.867,27.709,25.407,32.471,23.518,21.429,17.560,22.714,17.080,27.920,21.020,16.350,14.409
C21orf117,18.033,16.064,11.600,14.009,16.047,15.844,15.867,11.714,17.017,16.509,15.857,17.179,17.791,15.861,16.631,16.243,11.727,17.080,20.660,15.867,15.573
C21orf119,56.989,93.702,73.500,49.759,52.880,58.256,46.200,72.143,35.083,104.873,39.600,63.936,61.918,62.089,78.711,48.986,52.293,68.990,78.140,95.133,73.118
C21orf121,23.378,18.993,12.920,27.291,31.687,22.000,23.517,13.914,20.517,29.864,44.943,46.350,24.750,28.086,29.479,32.614,10.707,30.350,26.880,19.017,15.900
C21orf122,42.622,59.262,90.560,42.700,38.593,37.956,38.367,136.214,44.100,50.636,43.229,42.836,58.968,42.871,43.430,49.286,46.067,37.510,53.800,64.483,46.164
C21orf125,22.178,24.075,17.520,30.977,21.007,22.311,24.667,18.657,29.400,29.136,26.350,22.693,23.332,23.196,22.696,23.586,15.147,27.380,33.100,20.667,24.409
C21orf128,14.844,14.427,19.160,14.814,15.280,16.367,15.550,20.586,17.117,15.209,15.721,17.871,16.064,14.857,15.224,15.529,11.733,15.880,15.780,13.350,13.391
C21orf129,28.922,26.339,26.740,32.773,29.680,24.344,26.433,26.800,22.783,34.245,26.214,213.929,28.086,31.900,30.474,29.371,18.227,29.150,31.060,31.883,26.627
C21orf130,8.633,8.740,9.520,8.032,8.260,8.856,8.633,9.257,9.667,8.555,9.550,8.843,8.473,8.614,8.660,8.671,15.313,8.230,9.500,9.700,8.282
C21orf131,10.644,10.178,8.260,10.309,10.857,10.656,10.742,8.571,10.767,10.055,11.207,11.218,10.391,10.314,10.577,11.907,8.493,10.810,11.780,10.892,10.395
C21orf15,28.900,22.840,21.760,31.420,23.927,24.839,23.258,22.671,21.350,29.314,24.775,26.486,26.818,24.905,24.799,27.714,33.163,24.390,28.820,23.308,23.709
C21orf2,71.865,68.213,96.317,63.442,61.548,61.713,60.386,84.371,89.343,67.740,67.586,62.538,65.764,60.592,63.460,60.616,68.920,53.311,82.357,71.371,53.539
C21orf29,17.463,15.409,18.000,16.556,17.044,15.652,15.889,18.919,16.672,17.624,16.117,16.126,16.729,16.004,16.933,18.048,15.933,15.370,21.233,16.500,16.552
C21orf30,48.767,50.579,44.780,52.505,43.800,42.800,44.883,42.000,39.600,51.400,45.029,39.900,47.050,43.543,51.566,50.729,45.013,42.090,51.180,51.183,53.055
C21orf33,409.311,545.940,501.290,319.518,315.213,378.772,486.342,310.664,595.000,279.818,445.868,362.064,446.048,389.820,339.729,429.350,1020.470,314.425,391.440,641.342,365.895
C21orf34,19.478,20.487,64.000,20.425,25.407,17.400,17.808,53.907,23.217,21.182,20.854,20.414,17.832,22.666,18.952,16.957,30.033,22.185,17.340,31.775,20.418
C21orf37,11.778,11.914,12.300,12.564,28.367,10.433,9.967,8.857,9.950,11.918,9.843,10.743,10.564,11.436,12.091,9.986,13.647,11.770,10.380,17.550,14.109
C21orf41,19.278,16.403,22.580,16.141,18.213,18.489,18.183,28.200,20.833,18.727,19.029,18.693,20.145,17.146,19.091,17.457,14.373,18.790,21.040,17.233,16.391
C21orf45,60.522,144.924,120.420,106.679,144.996,125.856,143.978,79.738,44.283,123.321,87.919,90.995,159.024,84.198,114.850,95.114,183.320,115.007,54.240,133.728,167.118
C21orf49,28.194,26.146,21.160,30.448,30.997,25.200,26.175,23.279,29.317,37.177,29.632,33.371,32.016,29.725,28.668,32.900,17.393,29.755,34.470,23.750,21.723
C21orf56,52.711,59.830,122.360,77.355,127.587,75.667,20.517,113.143,22.883,97.882,25.071,85.329,107.373,65.504,74.877,24.271,37.907,86.490,49.180,81.633,71.764
C21orf57,157.574,158.193,146.413,149.329,147.129,153.430,90.811,165.200,86.550,123.194,75.736,122.576,185.098,146.927,162.084,73.581,125.742,124.180,167.033,182.500,126.736
C21orf58,30.509,31.004,34.883,30.367,29.544,30.480,25.472,34.983,25.719,34.892,26.187,27.596,32.903,27.223,32.109,28.983,23.533,27.753,48.593,27.256,28.720
C21orf59,221.433,209.995,290.570,139.218,221.120,219.733,241.283,216.479,147.850,126.441,138.336,168.396,225.470,180.768,222.479,111.129,186.493,199.690,118.200,205.633,219.305
C21orf62,27.194,24.971,24.970,24.052,63.653,25.544,29.692,26.321,26.933,28.955,29.982,29.164,33.989,25.339,27.510,28.857,15.980,29.805,34.490,26.875,25.464
C21orf63,199.844,205.332,139.240,207.505,54.707,151.422,552.317,71.429,714.583,124.136,178.371,49.150,61.595,192.468,224.958,209.471,219.620,111.780,51.020,231.933,170.564
C21orf67,53.530,55.394,77.973,54.841,58.313,50.567,45.467,85.824,52.028,67.324,55.193,64.531,69.579,53.686,57.159,61.371,29.951,58.553,66.747,58.928,56.394
C21orf7,19.744,37.067,19.220,37.336,27.747,29.422,31.067,18.900,17.733,30.482,20.814,20.886,40.609,29.804,27.749,29.243,165.613,30.910,236.200,59.617,96.809
C21orf70,54.522,81.864,107.660,43.895,34.800,71.950,53.525,124.229,68.533,48.368,47.914,49.461,64.461,43.514,49.521,43.957,55.593,39.995,67.430,63.683,75.782
C21orf71,19.533,20.701,18.380,18.509,21.260,15.756,17.617,21.943,19.867,20.018,19.143,16.643,15.109,18.596,17.829,16.657,34.480,15.220,18.500,26.717,16.891
C21orf74,19.389,19.684,17.880,21.023,18.970,17.728,19.075,19.871,24.117,20.555,22.125,22.889,24.736,19.018,18.024,19.864,13.983,19.820,23.670,18.350,17.259
C21orf81,91.489,72.156,211.620,82.445,67.573,67.922,85.917,248.029,79.967,79.382,83.771,81.364,85.659,78.554,79.224,88.457,94.227,74.720,78.260,83.550,72.555
C21orf82,16.600,18.062,13.640,15.032,16.153,13.544,13.817,14.771,15.983,13.564,17.786,17.393,17.750,18.011,18.604,16.086,28.940,15.910,16.100,40.150,16.336
C21orf84,17.300,15.188,23.070,14.214,16.067,16.678,16.567,24.671,16.625,18.377,16.904,17.911,17.795,15.773,18.479,16.007,14.373,16.295,18.650,15.092,15.173
C21orf88,24.233,19.814,23.040,18.943,23.893,21.850,21.833,24.264,24.167,19.618,20.500,23.989,21.402,20.836,22.724,18.707,13.860,20.985,24.010,20.692,19.023
C21orf89,21.419,18.217,25.040,16.411,18.676,19.978,20.883,28.314,21.167,19.824,21.210,20.674,21.486,18.827,23.689,21.833,13.907,20.470,25.513,18.161,17.961
C21orf90,31.367,35.471,61.610,29.089,27.410,32.372,30.708,68.043,43.458,32.632,38.564,36.179,36.950,29.323,30.210,37.979,31.060,29.110,40.180,27.783,27.368
C21orf91,333.350,407.329,850.530,384.273,559.253,267.933,1097.117,892.971,498.942,627.264,811.307,413.618,404.334,468.150,469.398,888.357,332.153,435.580,515.850,332.667,306.759
C21orf93,46.367,37.404,31.340,48.395,46.773,40.667,38.333,30.071,39.233,58.218,41.064,52.957,59.764,43.511,44.066,46.000,23.773,46.530,53.580,41.050,38.818
C21orf94,9.744,9.972,8.780,8.745,9.380,9.633,9.600,9.386,11.200,9.718,10.429,10.029,9.145,9.014,9.376,8.957,9.600,9.370,9.680,9.983,10.000
C21orf96,166.411,43.341,20.220,106.264,66.960,106.622,80.300,31.529,99.883,52.291,54.793,72.864,86.568,57.193,51.892,40.929,97.880,61.310,177.740,45.967,71.245
C22orf13,314.900,314.136,317.520,280.345,252.580,343.867,572.350,319.886,566.950,329.500,505.521,370.464,410.977,254.225,233.320,284.414,840.400,287.410,428.680,468.017,390.400
C22orf15,37.550,36.464,30.790,42.891,48.517,36.100,45.417,39.643,45.775,48.409,53.668,54.571,60.016,37.113,46.176,53.143,16.757,54.780,66.920,32.808,39.918
C22orf23,25.922,26.881,42.540,21.600,27.627,23.533,24.600,27.229,20.150,23.109,25.379,28.421,27.236,24.864,26.997,28.557,18.100,24.580,32.100,27.167,24.182
C22orf24,29.222,31.636,31.180,31.255,33.567,27.422,24.650,33.386,28.267,36.709,29.886,34.521,37.564,28.414,27.799,33.814,17.927,32.380,34.420,23.133,28.864
C22orf25,179.389,168.114,159.800,187.468,110.040,213.222,117.200,240.800,114.117,152.627,139.171,206.279,206.564,139.054,154.592,143.400,671.493,121.930,421.600,176.900,212.473
C22orf26,62.522,50.364,58.160,47.609,48.500,47.378,46.100,80.143,57.383,66.427,56.464,59.200,62.468,51.096,61.667,63.157,40.780,50.990,71.860,47.683,49.218
C22orf27,140.078,97.141,56.300,133.459,182.833,134.422,114.250,76.814,119.950,169.027,111.643,149.286,151.232,137.939,232.389,135.829,170.213,185.770,127.120,78.133,87.855
C22orf28,494.961,419.658,301.720,348.157,492.500,508.872,854.325,269.057,603.883,330.877,773.432,450.050,448.934,469.039,654.148,649.707,361.713,547.990,510.990,396.517,501.677
C22orf29,134.356,171.908,118.290,225.423,496.317,167.289,139.317,105.857,186.050,265.795,142.271,146.221,152.882,171.395,144.303,116.550,157.583,183.885,121.370,173.333,150.518
C22orf30,111.669,110.764,86.095,105.414,116.708,127.633,249.521,88.404,94.612,128.782,139.784,111.802,92.911,95.604,92.443,169.036,149.712,103.647,152.915,74.675,95.027
C22orf31,35.711,53.684,78.260,32.373,33.093,32.544,30.833,75.857,42.150,37.873,40.486,40.107,33.505,36.789,42.266,36.371,41.773,34.970,41.520,38.550,35.191
C22orf32,517.937,884.225,483.613,495.233,435.942,524.226,406.767,218.614,674.578,586.258,461.526,569.776,781.921,699.185,684.523,271.467,313.158,497.923,588.587,884.672,541.397
C22orf33,11.144,10.548,14.920,9.005,9.840,10.811,10.517,13.457,11.117,10.155,11.193,10.879,10.968,9.968,11.143,10.457,11.680,10.490,12.340,10.233,9.655
C22orf34,43.044,36.646,73.670,33.761,34.880,42.372,45.008,80.964,56.558,36.645,46.146,46.479,56.420,35.413,45.303,42.279,33.603,41.325,59.140,40.325,41.568
C22orf36,68.378,53.205,69.200,93.877,89.983,70.106,50.158,58.064,55.592,66.395,50.264,73.082,68.348,64.780,73.357,46.793,82.577,86.795,57.860,88.883,64.218
C22orf37,18.444,15.981,15.760,15.582,16.400,21.533,24.050,21.186,29.967,15.873,23.750,17.921,31.541,15.996,17.959,24.357,22.353,15.810,67.360,14.600,18.191
C22orf39,110.017,169.290,188.200,102.134,80.050,100.550,79.942,121.807,103.333,139.341,123.521,91.911,139.295,126.952,99.108,70.814,140.080,84.510,130.260,215.483,119.264
C22orf40,53.344,53.847,100.140,64.673,61.573,63.633,59.883,112.329,64.767,57.227,60.736,64.771,69.705,51.682,48.795,63.600,107.280,51.720,87.880,70.183,62.518
C22orf41,17.189,23.898,23.100,16.705,17.707,20.622,20.667,20.957,22.683,22.145,18.050,19.864,20.582,18.425,22.743,17.529,20.353,20.990,22.620,23.000,22.009
C22orf42,15.772,16.275,14.230,19.791,18.227,13.506,12.633,14.871,14.058,23.859,16.704,19.864,19.334,17.523,15.494,20.629,11.960,17.915,16.920,17.175,14.645
C22orf43,28.422,26.432,26.620,28.005,25.283,27.844,25.800,28.357,27.983,35.173,28.143,27.943,29.007,26.389,27.283,27.964,26.277,27.555,33.800,23.450,23.627
C22orf45,20.544,21.146,22.160,22.800,22.780,19.178,20.100,24.193,20.150,24.409,21.725,24.568,22.605,23.750,20.896,24.757,16.017,23.945,25.430,22.750,18.536
C22orf46,36.700,40.391,35.620,46.995,45.713,39.089,31.783,32.471,30.583,41.155,31.757,44.336,53.423,36.468,39.347,36.600,39.360,52.040,58.380,48.150,45.973
C22orf9,398.519,632.609,467.960,459.980,403.658,406.337,527.817,485.086,387.378,630.506,478.174,367.457,298.902,391.239,357.437,402.571,590.476,456.307,560.480,399.122,409.794
C2CD2,274.100,611.588,696.420,306.168,170.487,342.144,455.233,444.871,278.133,1310.109,283.614,237.143,176.877,489.054,236.548,340.043,476.367,327.520,93.060,431.933,351.000
C2CD2L,63.500,56.076,50.540,76.770,62.423,71.889,63.558,55.271,55.233,104.368,60.161,67.625,79.257,67.607,65.382,71.193,140.957,70.960,104.520,44.158,46.627
C2CD3,68.856,55.234,65.480,86.842,123.502,72.228,65.967,68.275,92.483,71.307,97.857,71.648,68.002,67.334,54.193,83.739,104.778,52.482,123.725,68.546,77.352
C2CD4A,11.722,13.000,8.660,12.223,14.527,13.911,22.600,8.614,16.100,12.664,11.671,12.164,12.141,11.289,11.773,13.371,11.827,30.130,11.540,11.333,19.727
C2CD4B,32.450,45.567,336.160,26.230,21.393,30.889,31.975,385.464,51.967,25.723,34.107,31.111,35.314,29.061,36.059,29.843,50.867,23.855,35.500,35.317,36.805
C2CD4C,65.544,67.523,73.980,62.468,71.020,71.822,70.083,91.529,142.933,100.809,116.714,100.050,81.341,72.146,73.224,101.729,20.107,73.630,72.640,64.033,61.682
C2orf14,9.644,9.463,9.140,7.927,8.573,9.122,9.083,9.886,9.350,8.591,8.736,8.571,9.118,8.471,8.870,8.957,8.860,8.490,9.300,8.950,8.391
C2orf15,12.278,12.091,10.000,10.686,10.833,11.344,12.600,9.657,11.867,12.664,10.650,9.593,11.945,11.093,12.465,11.043,16.987,10.870,12.720,13.467,11.918
C2orf16,52.967,45.725,29.240,50.832,51.647,41.889,36.600,34.514,43.450,86.855,61.514,62.600,54.323,49.339,46.798,76.171,18.220,52.840,61.380,60.283,56.818
C2orf18,300.833,283.613,188.473,246.065,191.622,279.363,205.883,201.305,168.117,230.600,194.895,202.269,176.018,236.908,215.309,229.433,208.504,226.460,327.993,200.461,274.167
C2orf19,57.844,51.477,37.900,64.677,59.040,53.611,54.717,35.929,38.567,71.673,68.136,74.436,63.336,56.643,65.625,88.271,18.153,65.350,81.040,48.183,53.636
C2orf24,239.928,209.641,445.280,396.675,282.810,260.767,291.525,427.343,417.567,264.723,325.682,285.861,314.734,307.927,272.194,252.400,280.890,322.575,416.720,231.267,213.373
C2orf27A,69.589,59.245,61.540,59.182,73.800,68.989,69.800,56.371,75.767,78.573,75.807,78.757,77.995,69.550,75.114,78.500,36.387,70.240,74.620,76.100,62.664
C2orf28,1450.578,2014.178,803.580,1151.409,1101.927,1193.156,1061.500,584.457,1653.067,972.591,1675.693,1467.207,1518.005,1420.868,1334.484,1258.971,795.313,1028.880,1086.440,2129.533,1427.500
C2orf29,330.767,399.296,236.560,367.677,265.307,364.533,402.483,246.571,147.533,394.609,178.121,321.464,476.164,251.718,285.896,204.429,716.900,328.280,345.000,337.350,434.373
C2orf3,46.356,49.874,42.873,47.117,58.380,41.274,35.372,31.700,33.033,42.164,41.057,45.500,49.053,56.075,53.787,32.833,68.204,57.430,33.707,68.711,54.297
C2orf34,19.439,30.206,41.170,30.620,36.890,24.728,42.567,33.164,20.883,33.682,30.493,28.725,31.723,26.980,22.970,44.036,41.297,38.600,20.830,28.775,22.973
C2orf39,30.456,25.837,15.800,32.191,38.720,30.656,29.750,14.043,26.300,31.773,28.257,38.886,31.545,30.868,32.464,35.314,12.707,34.760,41.220,29.633,29.527
C2orf40,68.878,275.702,132.720,159.095,28.207,38.733,50.517,45.957,78.500,152.300,79.043,60.779,29.795,183.229,122.327,87.457,109.173,29.300,19.500,820.917,188.409
C2orf42,84.033,92.655,55.940,126.082,114.127,118.133,106.233,48.957,301.767,90.500,154.271,137.250,133.977,104.214,91.115,115.771,169.020,91.560,148.440,110.000,112.445
C2orf43,86.459,90.978,34.080,83.741,75.904,88.470,101.117,29.829,49.611,66.724,82.743,83.607,96.827,81.011,83.908,104.438,85.331,85.833,64.020,86.100,106.694
C2orf44,50.367,43.372,33.500,43.900,52.300,47.522,55.667,30.500,59.000,34.227,53.143,48.686,63.841,38.800,41.599,50.843,176.280,41.240,66.880,48.500,52.200
C2orf46,17.489,17.080,23.820,21.141,19.413,18.256,19.050,29.871,22.350,20.882,21.543,23.536,22.368,18.893,19.703,19.857,14.980,20.410,23.740,13.350,17.173
C2orf47,351.256,579.890,355.120,207.055,234.880,341.733,515.417,324.743,273.200,207.709,359.650,234.857,390.605,281.464,418.004,350.186,473.100,284.890,369.340,450.200,470.482
C2orf49,80.781,97.239,107.680,74.767,87.164,82.993,86.178,89.138,63.956,68.233,74.926,61.486,71.626,100.012,98.210,70.119,203.444,82.657,59.180,103.867,110.333
C2orf50,24.711,24.091,26.280,25.786,29.133,21.700,23.467,24.929,31.283,25.209,28.450,29.857,30.941,24.211,26.548,28.614,19.447,28.300,32.280,24.200,24.318
C2orf51,24.889,20.856,17.380,21.391,30.147,24.656,23.617,17.186,31.667,27.000,30.179,33.236,32.005,24.264,26.935,29.371,12.667,30.830,30.240,21.250,21.609
C2orf52,9.022,10.101,8.920,9.277,8.593,9.267,9.200,8.586,9.117,9.527,9.057,9.293,9.436,8.946,9.475,9.157,10.733,8.450,8.680,9.983,9.336
C2orf53,40.622,62.429,48.020,64.941,49.287,47.456,50.467,50.671,50.917,78.418,54.393,53.307,58.264,48.439,48.109,58.986,24.213,53.020,58.300,50.150,50.636
C2orf54,68.822,90.832,125.880,89.573,92.473,63.822,49.650,106.629,43.633,319.318,40.357,49.021,43.200,83.818,88.573,53.171,125.793,95.250,28.000,40.133,50.164
C2orf55,50.219,82.508,132.273,67.386,38.060,56.481,55.283,104.086,197.606,57.027,75.326,40.448,78.567,71.717,56.069,48.167,62.698,50.940,52.427,105.194,74.921
C2orf56,56.841,71.303,50.153,73.950,50.689,67.885,58.389,47.710,102.994,42.724,77.324,57.050,64.329,62.890,55.652,44.081,171.102,53.773,62.520,77.778,88.021
C2orf57,37.011,36.429,70.480,35.191,39.067,41.267,36.533,79.386,33.083,39.764,37.007,39.171,47.341,36.989,45.422,37.643,23.733,41.820,60.040,39.583,45.755
C2orf58,12.389,12.125,13.020,12.259,12.420,11.167,11.250,12.071,14.733,12.655,13.143,12.900,12.959,12.443,11.619,12.314,16.980,12.260,13.580,12.583,11.391
C2orf60,55.415,57.877,61.500,70.088,50.202,51.589,64.539,87.214,79.550,60.836,67.933,58.571,57.232,56.083,51.238,51.481,122.049,51.967,66.400,49.817,62.379
C2orf61,18.467,18.407,20.880,17.436,16.987,16.900,15.750,25.343,15.117,19.655,16.907,18.507,25.459,17.600,18.101,16.743,13.927,18.270,22.940,19.467,18.673
C2orf63,25.233,21.282,15.900,35.609,20.913,25.267,25.967,16.957,19.250,21.227,23.000,22.214,15.505,22.504,18.267,19.057,49.060,18.470,17.020,21.583,28.873
C2orf64,214.683,263.452,291.010,262.952,181.963,203.978,279.992,208.979,265.467,225.000,337.943,254.332,276.477,272.879,203.028,220.500,366.047,165.100,235.360,377.825,261.977
C2orf65,17.925,15.601,11.275,14.493,17.858,16.331,16.104,12.279,18.338,16.002,18.616,19.561,16.603,15.172,16.487,18.571,15.782,18.003,21.610,14.125,13.075
