gene_symbol,ACD,ACN,ALO,ATD,BCC,BU,CHA,DLE,ENL,ICD,LL,MEL,MF,NS,PS,RR,SAR,SCC,SJS,WA,WPO
A1BG,45.644,61.417,65.780,37.914,54.613,45.733,32.300,48.771,43.383,36.982,37.150,63.021,73.991,39.511,49.280,38.014,53.807,40.170,63.860,52.400,58.109
A1BG-AS,38.178,34.519,86.360,24.482,29.987,42.600,34.033,96.671,64.833,28.864,43.671,38.186,48.605,27.146,33.880,26.900,72.527,31.040,53.500,28.067,29.300
A1CF,23.611,23.415,15.680,36.891,37.507,22.667,22.600,15.200,28.000,51.627,42.864,42.971,32.518,31.868,29.158,48.729,13.873,39.190,36.000,31.300,26.173
A2LD1,30.439,36.945,28.000,27.491,25.563,32.228,38.558,23.257,45.550,28.850,49.082,31.057,37.352,29.339,34.005,45.714,28.163,27.985,33.210,36.408,33.736
A2M,919.756,927.875,617.080,1069.455,369.327,766.728,336.567,636.486,797.358,95.423,1264.536,1370.796,612.443,852.941,632.981,817.079,2197.830,295.665,150.790,1572.000,1160.441
A2ML1,44.817,135.814,127.880,86.868,154.903,161.528,109.833,132.886,48.850,157.495,35.739,51.086,30.645,106.886,317.049,65.364,93.047,274.295,18.880,40.283,206.891
A4GALT,93.844,99.332,130.700,62.700,45.187,88.678,64.583,120.157,107.300,57.127,73.636,62.300,79.809,68.125,73.913,71.643,73.587,47.090,84.920,110.867,93.791
A4GNT,19.144,19.243,14.720,17.109,18.953,17.056,17.883,15.943,16.700,20.664,17.543,18.764,22.623,18.461,19.274,18.329,15.153,19.040,25.240,17.417,17.391
AAA1,16.689,13.967,12.740,16.432,17.280,14.906,15.633,13.200,17.317,20.668,18.796,20.321,18.332,16.238,15.520,19.386,11.533,17.685,20.200,15.058,15.432
AAAS,160.067,138.675,137.480,143.436,140.907,171.611,102.267,135.157,116.750,200.682,107.893,147.950,199.995,134.825,153.146,107.757,120.000,139.000,170.280,94.033,78.982
AACS,543.811,911.916,504.800,680.686,304.573,435.233,569.617,214.800,195.850,577.345,171.086,360.914,213.795,862.893,457.390,444.300,239.140,498.630,132.340,1258.500,468.627
AACSP1,11.456,12.183,17.240,13.705,19.093,12.622,12.583,16.314,13.833,12.391,12.693,12.900,13.036,12.657,12.523,11.600,15.220,13.190,12.700,20.333,12.218
AADAC,58.478,133.785,29.480,72.318,77.813,86.256,119.050,38.529,40.017,153.955,40.643,58.007,29.368,151.950,121.909,57.886,72.007,127.740,28.460,29.317,23.209
AADACL2,147.900,368.979,169.800,249.032,324.720,284.978,205.333,178.300,42.483,740.700,105.807,115.157,21.591,636.179,594.005,99.114,391.060,709.730,9.340,71.533,91.264
AADAT,46.700,44.646,29.260,49.059,71.093,38.133,31.833,21.171,30.150,50.973,58.229,60.386,34.545,48.825,43.598,49.457,38.053,42.740,36.580,64.233,53.809
AAGAB,130.400,122.546,65.873,77.452,100.460,123.567,126.917,67.790,92.767,93.439,101.605,98.317,129.527,89.900,98.481,122.257,144.869,120.783,153.127,115.711,157.721
AAK1,129.149,94.255,95.589,160.808,117.283,140.687,200.219,134.145,119.662,100.319,144.780,114.698,148.081,101.209,100.932,116.047,89.013,110.103,326.340,99.421,130.877
AAMP,398.911,399.929,174.320,435.250,356.613,508.789,271.850,254.300,213.150,543.336,238.621,377.771,424.600,424.471,439.789,273.571,194.193,403.390,441.040,414.067,410.582
AANAT,12.900,15.763,22.540,12.895,14.273,15.511,13.250,21.429,13.083,12.809,14.350,16.279,15.827,13.496,14.776,14.157,12.880,14.050,18.180,14.333,13.064
AARS,545.556,445.128,246.520,485.259,469.380,621.500,635.383,221.829,469.983,356.236,481.793,596.664,552.177,444.996,474.725,460.700,437.580,424.830,429.760,493.883,477.155
AARS2,123.494,136.933,164.950,167.207,131.917,120.661,130.250,160.479,171.200,96.782,107.643,136.421,95.398,117.575,132.761,95.179,185.850,99.910,156.920,117.475,110.673
AARSD1,82.589,74.718,58.450,70.841,74.140,76.522,106.958,56.093,83.525,70.300,61.143,76.800,84.993,62.863,69.341,54.486,67.463,66.230,55.950,85.833,95.459
AASDH,134.961,169.155,79.590,111.216,125.753,105.983,140.875,61.114,138.117,87.609,136.325,115.211,103.782,152.688,136.482,101.557,207.570,122.425,91.230,150.083,147.091
AASDHPPT,175.493,375.533,170.007,241.279,319.138,230.707,313.928,134.100,263.333,149.788,348.340,203.040,295.206,248.256,307.740,318.205,267.318,278.133,194.987,343.211,357.621
AASS,36.167,44.346,85.670,50.316,59.343,28.606,62.842,58.286,35.383,23.382,27.511,36.918,19.930,38.261,67.570,37.614,84.203,43.100,13.980,53.375,42.295
AATF,450.967,349.302,204.900,419.332,445.113,521.211,493.100,172.557,350.400,427.491,265.486,410.000,722.118,379.179,425.348,284.300,427.393,407.880,662.380,349.450,429.018
AATK,140.456,152.429,33.960,174.345,135.513,137.089,100.367,28.700,151.950,250.482,166.907,181.314,156.527,150.193,152.220,226.186,22.547,143.640,161.320,131.267,126.782
ABAT,43.756,61.755,51.407,42.679,74.680,46.156,69.500,31.695,75.572,29.848,135.026,41.243,58.045,56.070,37.840,89.710,143.044,50.053,89.220,105.467,98.573
ABCA1,181.456,311.994,156.670,179.375,203.273,256.511,195.408,172.700,330.700,140.439,399.714,165.445,142.123,210.720,197.250,248.957,324.020,201.790,589.665,183.846,317.602
ABCA11P,47.733,42.562,23.720,59.977,39.973,34.589,38.383,22.171,32.300,64.345,32.679,40.271,32.964,74.668,37.418,30.171,38.787,43.950,20.000,78.383,55.073
ABCA12,97.944,265.950,167.120,155.505,271.427,181.789,133.250,129.471,20.583,567.227,22.221,82.571,25.573,259.100,667.634,28.871,209.313,585.270,11.340,73.067,211.782
ABCA13,8.867,14.290,21.093,8.206,11.378,8.100,9.044,8.205,7.739,8.821,7.921,11.124,11.000,12.957,8.656,8.076,9.458,20.860,8.313,29.722,13.421
ABCA17P,19.467,19.987,15.260,16.009,12.887,13.611,18.183,15.357,17.767,17.782,17.414,21.129,32.709,15.893,15.145,16.286,29.160,14.040,14.780,31.583,20.836
ABCA2,47.778,50.376,108.253,40.056,32.829,44.637,38.356,101.476,38.989,54.500,35.933,42.002,81.256,42.552,43.619,36.776,69.667,37.747,79.893,39.389,37.221
ABCA3,94.344,108.520,103.880,100.514,52.887,56.344,72.133,95.157,72.433,73.045,57.543,77.050,84.309,84.882,65.511,75.700,93.413,43.940,78.580,145.950,74.000
ABCA4,26.494,40.709,46.700,30.566,35.630,26.633,20.725,32.771,21.992,30.795,24.200,32.229,29.470,36.125,25.225,26.700,18.673,46.645,24.320,36.583,32.441
ABCA5,197.661,87.351,80.390,280.750,80.130,84.217,135.342,72.893,50.900,235.268,83.086,100.900,33.502,206.588,102.454,84.143,362.343,95.100,34.960,129.333,84.918
ABCA6,50.211,68.969,106.000,51.541,14.547,30.989,20.283,60.786,29.300,12.936,50.850,28.107,77.959,83.114,39.907,32.329,121.293,13.990,12.140,136.967,70.300
ABCA7,86.344,100.766,144.960,164.473,58.667,86.978,98.633,172.543,78.667,102.882,62.614,76.736,116.873,77.164,76.626,66.129,106.173,73.370,250.800,90.800,101.391
ABCA8,138.767,256.648,76.307,100.177,28.449,51.022,71.733,41.819,53.306,20.033,129.340,71.545,23.144,238.412,129.535,120.190,177.760,20.277,17.120,473.639,145.661
ABCA9,33.741,35.593,53.380,21.048,13.309,23.741,17.867,33.524,24.989,14.382,24.264,18.021,15.441,44.181,27.969,20.933,108.096,13.743,14.620,47.228,24.579
ABCB1,26.283,25.685,26.690,31.789,16.853,18.478,21.883,20.986,21.833,16.345,25.650,20.104,35.675,26.495,23.504,32.143,42.630,18.410,30.410,46.708,31.359
ABCB1 /// ABCB4,72.556,62.358,118.620,47.555,23.487,34.289,44.650,129.429,90.617,20.027,75.414,43.386,60.764,46.946,44.363,64.343,179.760,19.800,32.760,112.967,76.345
ABCB10,158.444,200.284,77.840,199.900,135.960,188.100,128.100,71.271,78.717,141.355,207.071,141.750,283.400,179.036,217.046,124.243,348.353,191.000,206.680,308.917,382.300
ABCB11,14.783,13.806,12.760,12.364,16.030,12.950,13.600,11.750,15.000,13.318,14.311,14.282,14.032,13.698,15.050,14.821,12.790,13.635,17.010,13.100,12.464
ABCB4,30.178,26.728,24.520,24.857,20.113,23.733,25.367,25.850,18.408,18.232,20.986,32.500,22.748,27.309,27.326,25.150,62.037,17.910,20.470,34.233,27.827
ABCB5,16.939,17.617,13.045,16.875,17.288,15.822,15.512,14.000,17.254,19.468,18.702,57.159,17.687,17.408,17.190,19.200,11.003,17.540,21.145,20.017,17.777
ABCB6,77.239,73.512,193.600,99.489,90.160,103.150,117.950,225.836,87.617,82.841,62.893,98.679,64.716,70.834,94.230,63.364,73.670,106.090,63.780,79.383,88.209
ABCB7,194.133,270.144,217.120,163.795,133.687,143.811,159.283,178.286,245.433,156.245,166.086,125.764,187.277,208.932,234.574,143.486,418.007,161.000,201.160,305.900,258.345
ABCB8,52.939,53.803,38.130,50.477,42.207,50.222,45.925,38.464,41.950,69.795,38.343,53.593,60.320,40.454,46.280,39.586,45.407,43.830,67.380,40.558,42.336
ABCB9,35.111,27.857,29.867,28.147,34.989,36.281,33.678,25.695,45.611,32.706,36.717,38.324,36.706,29.260,33.383,36.390,21.418,32.607,38.133,26.661,24.627
ABCC1,259.150,270.203,286.680,269.902,494.387,332.578,158.792,328.164,240.258,201.682,226.164,218.061,256.130,185.970,296.213,204.193,1083.997,347.440,466.390,179.117,330.841
ABCC10,173.372,128.234,121.100,307.000,147.540,205.606,144.425,132.500,325.358,148.105,209.586,331.896,192.148,167.077,156.075,135.921,221.410,168.975,364.120,128.708,192.773
ABCC11,22.300,18.951,19.050,28.041,31.033,20.667,20.783,20.407,24.292,34.341,26.471,40.104,31.734,25.595,21.510,27.350,13.527,32.560,27.710,20.125,19.577
ABCC12,13.044,13.190,25.820,13.282,73.020,12.633,12.867,22.550,14.983,15.500,15.529,16.432,16.095,13.952,14.979,14.171,11.320,15.850,17.940,12.667,12.186
ABCC13,15.458,13.138,14.165,14.390,16.280,13.792,16.650,13.900,18.592,15.948,18.461,19.032,16.435,14.438,14.739,17.050,11.752,16.555,15.580,13.604,13.209
ABCC2,28.811,23.509,36.900,26.086,23.433,21.822,22.000,40.700,21.200,28.609,23.629,55.600,25.991,23.543,28.642,22.786,32.967,25.600,29.600,22.033,23.327
ABCC3,75.816,66.340,65.964,89.785,55.555,80.147,57.287,63.686,59.107,122.698,92.934,60.676,67.366,87.403,63.360,72.623,87.616,58.820,102.220,49.300,67.418
ABCC4,37.158,45.775,27.865,29.242,28.663,37.931,56.067,24.636,53.538,25.557,61.955,30.661,39.514,34.662,33.129,51.614,76.140,33.155,19.930,29.496,55.218
ABCC5,95.385,70.796,54.713,135.765,80.060,110.759,74.694,51.571,58.306,106.976,161.310,127.900,65.691,91.226,87.444,97.090,200.200,97.923,83.400,82.411,103.088
ABCC6,20.233,24.085,31.033,20.094,18.064,18.844,22.700,22.890,18.617,18.403,18.133,20.881,19.814,23.977,20.992,18.171,19.644,19.577,28.827,62.256,21.336
ABCC6P1,12.111,10.816,10.020,10.477,10.867,10.689,10.767,9.714,11.300,11.345,10.414,11.171,11.236,10.679,10.692,10.614,11.407,10.990,12.720,12.717,11.264
ABCC8,33.900,34.223,68.970,30.209,32.400,30.572,28.825,74.443,30.158,32.436,32.439,40.200,43.307,33.513,38.447,35.229,20.610,34.340,37.410,33.408,30.941
ABCC9,18.111,20.129,24.032,16.889,13.217,14.798,16.127,18.511,16.987,15.387,17.493,16.756,14.075,19.440,15.711,16.083,15.601,13.726,13.996,23.727,21.395
ABCD1,39.589,34.120,32.020,42.923,44.200,42.600,35.342,31.879,30.383,50.032,44.714,68.296,57.061,39.432,43.807,54.721,45.360,52.430,95.190,34.383,34.532
ABCD2,9.222,8.358,9.100,8.536,8.380,8.167,9.017,10.143,9.417,8.255,9.957,8.686,13.664,9.714,8.398,10.843,13.860,9.140,9.780,19.117,8.655
ABCD3,408.889,533.681,412.920,493.568,441.557,359.322,426.442,226.800,354.558,443.477,299.004,258.104,178.739,567.429,641.071,276.793,369.683,461.900,158.620,558.800,502.827
ABCD4,107.067,87.827,43.680,127.395,93.050,95.456,97.558,37.993,72.533,76.682,91.661,99.089,94.252,98.586,85.042,75.271,89.857,81.535,108.360,117.650,107.314
ABCE1,423.694,390.615,385.410,414.295,421.107,458.067,461.492,337.286,419.625,317.736,340.579,326.457,547.143,408.907,532.976,302.679,717.187,489.850,188.370,341.758,576.814
ABCF1,393.711,390.101,299.960,517.418,511.420,554.567,741.483,299.186,453.500,566.327,413.400,524.521,596.464,423.796,423.066,451.457,308.087,539.970,499.560,361.917,482.855
ABCF2,142.800,123.319,283.010,125.335,142.300,211.300,123.237,335.375,77.758,129.755,68.532,182.132,190.877,119.665,173.022,88.536,111.647,173.958,112.720,90.379,123.589
ABCF3,159.122,170.083,102.780,170.755,135.280,182.778,94.033,90.143,75.333,180.555,97.993,135.907,163.591,147.336,166.977,111.114,216.140,156.580,202.480,185.450,179.727
ABCG1,70.139,123.723,103.850,116.900,149.630,144.983,160.275,162.207,249.492,288.355,287.911,112.961,305.200,156.875,238.189,199.407,372.577,269.325,414.210,148.567,183.627
ABCG2,24.667,37.256,21.940,45.023,30.180,29.978,28.733,26.700,69.217,27.164,87.793,36.929,74.818,31.896,27.714,37.229,44.633,31.830,22.740,48.467,52.627
ABCG4,37.400,43.046,33.200,45.955,42.447,49.244,53.050,38.514,38.967,37.809,40.729,39.129,37.709,34.861,56.577,48.557,20.673,60.230,51.640,32.500,34.936
ABCG5,13.100,13.262,13.880,12.341,13.340,12.600,14.167,15.371,15.083,13.018,16.286,26.021,14.086,12.814,13.467,16.500,11.647,15.110,16.300,11.933,12.309
ABCG8,18.667,18.428,13.040,16.355,18.327,18.278,16.000,13.029,17.283,22.182,18.814,17.457,18.750,17.393,19.175,19.300,11.373,17.970,20.460,17.067,16.945
ABHD1,30.144,27.119,20.027,24.423,31.520,27.563,28.161,19.186,29.183,30.667,35.686,36.867,30.515,27.786,33.304,40.029,14.713,33.010,35.127,26.583,22.830
ABHD10,160.489,182.014,128.010,121.668,118.080,129.789,192.233,105.436,228.117,109.491,264.354,159.111,203.409,169.088,133.607,199.343,330.577,118.375,151.280,265.067,181.036
ABHD11,95.748,93.819,95.080,109.273,92.462,84.485,67.472,88.305,81.522,125.048,91.426,136.581,106.677,97.662,87.971,88.914,74.211,100.013,111.680,113.767,96.691
ABHD12,171.378,281.303,189.500,149.632,206.371,236.919,111.972,125.367,164.144,417.773,251.100,266.460,243.594,250.624,244.161,207.838,274.564,238.600,489.193,203.072,183.642
ABHD12B,16.067,57.356,61.010,17.389,35.643,19.606,21.842,41.100,12.758,226.155,18.089,33.014,11.027,55.575,25.033,21.250,40.067,69.225,11.010,37.850,19.341
ABHD13,26.172,39.720,43.780,25.743,34.597,25.822,31.392,36.750,29.275,30.400,53.139,25.218,30.677,40.337,41.668,31.807,76.097,47.655,28.090,61.908,51.395
ABHD14A,123.878,163.279,152.520,112.227,79.233,124.456,48.517,137.071,210.017,84.200,135.879,165.314,299.882,140.596,132.357,114.671,105.480,99.170,215.860,313.967,167.518
ABHD14A /// ACY1,133.300,209.405,142.400,177.386,126.687,261.422,139.317,112.314,80.050,164.518,108.571,245.086,235.909,164.532,233.440,152.557,137.187,218.890,147.140,237.150,171.991
ABHD14B,221.300,319.584,375.720,264.818,240.087,240.722,77.367,169.900,66.400,334.764,103.257,283.364,487.364,269.389,190.698,138.700,388.687,199.790,328.140,416.317,196.409
ABHD15,54.978,64.534,49.740,55.486,42.760,57.844,47.717,38.129,50.250,33.682,55.421,44.864,104.132,48.507,40.444,54.043,120.340,37.440,83.840,95.717,70.491
ABHD2,129.398,211.644,285.853,102.370,123.031,125.993,190.117,225.300,165.353,90.277,221.417,149.206,112.171,134.569,139.634,201.512,256.221,109.997,179.970,196.075,186.795
ABHD3,183.067,316.822,113.040,164.377,141.473,357.967,108.083,70.429,423.967,76.491,457.793,193.207,488.005,152.211,153.367,154.571,207.207,163.340,548.720,277.550,554.618
ABHD4,97.228,100.609,37.270,139.866,93.423,107.228,76.767,29.200,69.425,128.845,115.679,108.975,98.534,121.764,124.031,127.621,65.330,103.045,120.960,116.142,112.382
ABHD5,137.336,427.599,600.320,93.530,110.377,116.844,111.508,237.543,61.721,283.048,75.775,114.800,52.357,230.667,184.248,104.204,149.608,192.328,71.220,276.042,150.641
ABHD6,108.303,172.179,203.275,102.878,57.358,91.125,102.237,104.129,102.496,116.498,107.752,85.423,59.532,154.162,92.889,63.254,153.685,85.732,68.985,110.096,78.055
ABHD8,36.289,42.265,41.220,30.418,32.520,32.956,24.467,32.100,21.783,47.100,25.614,29.321,37.136,33.307,42.275,34.929,26.120,32.390,68.620,29.067,27.473
ABI1,387.852,373.315,504.620,416.618,488.942,434.930,538.883,476.514,453.667,360.548,614.626,290.162,496.361,563.637,538.690,376.186,461.524,519.250,355.913,377.189,492.494
ABI2,180.407,168.767,177.883,146.046,243.638,145.330,234.931,139.929,173.547,110.330,164.900,237.223,138.276,166.068,140.149,175.881,178.076,117.997,99.507,224.989,171.761
ABI3,112.822,86.458,72.300,90.432,81.233,122.256,108.767,110.457,93.417,77.291,126.600,118.093,168.891,88.368,114.526,148.129,128.140,100.070,422.480,82.033,117.800
ABI3BP,496.552,504.411,79.500,254.806,1245.902,298.996,253.239,75.633,276.639,34.015,236.852,180.440,299.671,358.096,257.074,388.938,290.293,63.090,11.547,739.044,750.188
ABL1,378.900,523.530,153.560,510.395,430.067,524.467,379.617,147.871,246.783,277.100,310.986,407.871,342.073,474.146,368.060,454.643,182.267,319.960,265.520,524.750,527.582
ABL2,157.993,154.639,85.507,126.552,95.031,199.489,198.578,88.005,191.406,93.361,178.057,196.426,100.509,92.563,88.213,132.805,248.449,82.647,129.907,109.983,210.764
ABLIM1,882.867,1085.350,1064.580,993.605,1212.553,794.061,1426.108,772.243,174.392,1258.932,289.904,386.114,291.473,1170.339,1062.773,552.850,1190.150,1382.365,335.690,797.675,687.336
ABLIM2,47.658,49.659,78.048,59.458,43.884,47.151,77.733,85.860,78.873,59.504,55.953,55.816,53.999,49.287,42.687,46.920,49.421,52.720,49.164,38.590,40.378
ABLIM3,87.356,92.298,71.120,85.673,65.540,99.633,72.467,74.057,117.533,67.100,115.214,94.843,70.082,112.729,63.892,99.543,156.127,57.580,69.080,268.600,135.273
ABO,24.000,41.589,58.647,22.983,20.049,37.500,38.317,72.552,60.467,20.279,36.864,25.857,35.342,25.580,28.179,28.929,38.624,22.030,29.760,21.250,21.788
ABP1,19.844,27.822,27.860,49.323,22.033,25.444,18.033,25.943,16.017,26.800,14.679,25.064,53.641,25.975,28.241,19.471,38.273,24.030,111.120,50.500,44.309
ABR,220.889,216.606,156.690,365.852,169.403,257.056,216.542,146.514,162.583,206.086,254.243,213.675,214.980,204.214,216.928,193.421,353.627,191.425,362.650,197.508,221.091
ABRA,10.011,9.577,12.170,8.975,9.377,9.506,9.517,12.757,9.558,9.032,9.650,10.075,10.430,9.652,10.071,9.736,10.940,9.730,10.570,11.750,9.591
ABT1,213.922,235.773,75.760,173.791,208.893,213.167,115.650,68.986,119.817,202.100,119.214,250.286,366.059,216.207,242.701,124.171,108.560,240.580,221.100,179.017,196.500
ABTB1,53.447,46.858,39.280,57.305,43.893,70.131,39.153,38.017,43.483,52.375,44.010,46.740,68.845,50.259,51.301,49.383,32.412,45.948,118.456,43.467,40.307
ABTB2,71.283,80.500,92.230,54.514,87.940,55.972,78.967,60.557,63.542,68.445,64.757,67.764,52.082,69.634,73.091,69.857,41.550,61.620,73.600,81.117,64.786
ACAA1,446.794,557.372,623.040,351.368,298.380,480.422,527.158,452.700,499.958,287.841,529.775,373.561,419.582,396.005,430.545,377.964,349.987,406.405,690.460,593.375,485.282
ACAA2,366.206,717.132,669.140,150.323,414.580,319.483,342.333,311.707,310.775,160.091,342.482,311.954,361.359,313.080,224.057,222.007,412.273,241.680,334.580,628.917,431.327
ACACA,188.556,259.351,197.620,237.207,248.727,243.939,207.217,157.157,192.025,225.673,134.511,180.968,114.936,201.086,219.473,153.064,172.170,255.990,80.280,297.458,184.127
ACACB,124.920,167.221,400.427,146.127,102.824,85.217,202.931,232.826,103.425,104.555,119.937,153.012,80.105,196.608,92.974,159.426,221.924,96.882,108.640,337.967,91.670
ACAD10,40.800,38.444,54.055,36.951,37.325,43.478,31.529,56.246,41.350,43.384,33.830,37.327,43.578,36.622,42.351,30.996,51.750,37.023,47.505,34.108,32.448
ACAD11 /// NPHP3,173.033,113.346,195.240,365.714,111.847,142.767,273.433,241.271,170.817,158.645,258.879,168.350,93.864,237.414,125.548,158.271,217.167,103.970,144.000,224.200,137.173
ACAD8,164.600,460.278,486.700,213.468,195.073,180.156,210.267,226.514,21.867,396.691,65.943,186.950,155.845,306.586,275.081,106.543,104.340,213.160,99.020,378.017,255.191
ACAD9,222.828,261.260,206.390,322.261,182.963,243.983,285.192,153.364,320.742,328.441,194.657,174.554,153.732,323.887,271.551,178.129,229.970,267.635,168.280,196.233,175.455
ACADL,27.228,27.038,15.570,24.018,14.830,14.578,37.300,13.136,14.050,33.055,16.604,17.418,15.407,50.025,19.472,20.350,28.530,16.655,14.330,98.200,19.514
ACADM,582.822,1719.473,1167.180,517.186,722.993,430.567,470.000,456.343,846.017,526.809,918.043,930.443,862.436,937.343,553.695,635.571,413.800,639.970,351.860,1628.450,799.082
ACADS,85.478,114.514,186.440,91.714,63.440,100.333,104.067,174.771,85.450,66.082,83.271,84.143,125.077,83.418,79.963,78.886,84.220,68.130,179.540,170.850,98.318
ACADSB,84.556,106.190,72.040,129.293,61.813,49.800,117.083,36.307,52.758,129.755,106.950,69.239,68.432,130.718,83.585,129.993,149.010,54.240,45.580,256.958,97.486
ACADVL,1003.967,923.934,1028.320,1529.791,801.193,1132.844,1468.100,714.486,685.450,1304.918,363.093,884.779,704.741,1095.914,909.360,442.743,545.953,902.650,1302.980,896.500,781.509
ACAN,41.383,32.887,56.675,34.139,34.678,39.861,34.800,60.100,37.238,37.516,38.211,45.684,44.751,35.046,40.572,36.586,21.978,35.145,53.455,34.408,42.552
ACAP1,93.937,57.271,53.873,64.782,46.120,73.263,71.667,64.790,75.656,51.721,78.579,53.105,336.811,45.531,62.210,102.610,151.236,52.780,355.680,49.294,54.506
ACAP2,172.641,288.264,325.940,245.482,215.242,218.633,183.011,313.767,170.933,317.058,259.260,190.293,263.768,288.998,267.205,221.157,292.616,300.583,223.307,307.528,309.352
ACAP3,126.744,115.095,47.970,596.757,141.920,195.494,72.850,50.350,36.708,534.882,48.104,93.993,113.914,236.263,152.470,79.357,113.683,192.525,106.360,86.458,72.132
ACAT1,194.874,312.714,249.013,209.739,107.773,193.174,217.194,135.676,120.450,212.900,221.400,218.264,251.558,334.860,207.086,185.271,179.642,155.417,135.780,499.239,255.873
ACAT2,346.578,785.488,976.760,260.350,289.353,279.000,165.867,302.200,90.233,306.700,223.243,306.836,272.368,461.579,367.060,324.286,507.020,463.370,134.060,649.650,350.073
ACBD3,469.800,479.201,288.190,286.357,308.970,365.794,702.483,212.243,635.908,303.827,648.479,367.571,210.195,415.438,460.065,429.507,547.637,376.805,300.180,449.950,472.277
ACBD4,75.444,69.266,54.280,102.236,75.860,69.311,55.417,57.686,50.367,100.200,58.871,82.950,108.145,85.918,71.103,65.186,42.520,65.840,121.340,80.150,51.145
ACBD5,285.017,303.030,142.050,269.918,219.287,220.439,199.317,106.814,252.225,363.068,331.761,174.929,244.214,354.011,334.630,219.443,376.773,288.985,244.050,395.225,364.900
ACBD6,227.878,332.161,242.020,195.018,226.460,218.000,261.050,198.214,355.433,217.973,295.086,194.879,288.736,202.136,221.993,173.600,298.147,182.970,187.640,363.983,296.855
ACCN1,31.611,36.010,19.800,27.159,36.347,32.589,29.400,21.614,36.550,33.682,38.236,44.400,42.768,34.496,40.395,40.086,14.980,39.400,41.380,27.700,22.427
ACCN2,43.233,49.228,37.740,59.468,50.473,40.989,42.942,39.450,65.308,67.577,53.950,63.161,72.768,46.348,39.362,49.579,26.720,50.605,46.100,54.350,43.845
ACCN3,17.267,15.681,24.040,18.118,18.387,17.489,15.567,22.714,17.633,23.809,16.864,23.107,22.218,18.025,19.040,14.443,29.847,18.330,24.920,12.833,12.955
ACCN4,49.722,34.465,34.760,34.400,40.547,41.322,41.883,30.329,55.967,48.118,50.150,55.343,51.286,41.164,53.174,52.743,23.220,43.280,51.380,35.000,31.873
ACCN5,12.467,12.326,9.000,11.450,10.993,11.933,11.300,9.186,12.517,11.582,12.193,11.121,11.518,11.282,11.593,12.543,10.140,11.610,12.340,11.200,11.400
ACCS,142.933,140.847,136.340,391.400,103.253,114.522,136.000,232.600,128.800,159.500,142.386,151.257,128.827,198.071,122.347,111.271,328.573,82.220,352.760,199.667,109.173
ACD,168.956,107.275,87.000,168.895,178.353,194.733,105.017,83.357,78.450,110.782,78.900,146.814,249.318,127.207,145.580,106.029,254.340,123.420,337.080,123.717,131.673
ACE,48.611,59.715,34.130,55.541,26.180,44.161,26.508,41.136,39.875,24.677,64.254,34.821,58.791,40.159,43.473,61.979,96.607,27.715,79.650,70.692,69.468
ACE2,15.189,17.006,14.830,17.484,17.410,14.000,100.258,17.071,20.075,18.727,16.739,17.179,15.916,16.661,22.859,26.950,24.980,29.030,14.160,17.075,17.100
ACER1,92.156,237.763,230.420,65.355,130.727,110.322,71.067,123.129,33.400,223.536,34.164,96.443,44.868,207.896,239.181,47.857,70.067,264.270,34.580,94.550,60.136
ACER3,174.262,194.541,65.804,159.889,227.653,191.687,266.017,55.994,254.827,73.747,331.686,154.433,108.570,126.216,145.845,162.211,253.785,127.890,141.924,189.027,241.689
ACHE,36.563,32.753,32.740,26.292,26.731,30.556,31.067,31.805,38.656,32.355,31.636,32.081,45.400,29.815,38.117,29.952,26.300,27.860,39.747,29.567,27.782
ACIN1,189.567,142.719,171.960,142.773,170.200,224.411,141.417,166.129,50.950,140.891,73.329,163.507,231.014,149.118,133.682,96.314,141.547,144.290,221.560,148.633,143.718
ACLY,484.719,728.666,896.527,645.203,620.196,666.559,735.661,596.871,665.567,383.570,529.588,580.776,784.100,586.442,464.684,438.490,419.238,493.190,500.087,916.228,538.467
ACMSD,10.489,9.934,8.660,10.691,10.920,9.989,9.717,9.214,11.050,10.809,11.086,11.493,10.514,9.982,9.670,10.000,9.407,10.850,11.060,10.167,10.018
ACN9,32.678,46.728,56.340,59.277,63.767,56.200,29.133,24.043,26.483,50.736,29.200,113.143,135.177,62.536,71.690,27.586,55.220,115.620,28.640,94.433,91.036
ACO1,345.711,857.087,414.040,309.791,173.307,329.644,470.467,101.771,722.033,235.091,541.679,401.014,249.291,486.000,221.187,471.243,378.040,250.840,67.500,783.533,399.009
ACO2,344.567,231.582,140.850,306.205,271.593,388.272,312.333,92.336,190.858,282.723,237.257,384.311,372.957,303.755,376.993,255.179,136.433,340.875,321.120,321.900,280.145
ACOT1 /// ACOT2,155.933,517.958,412.360,94.632,79.733,95.344,251.633,119.286,66.433,99.391,263.700,317.507,131.473,321.125,98.119,195.557,160.047,142.710,124.820,641.717,213.091
ACOT11,37.711,37.149,60.000,39.527,40.427,49.631,38.483,69.514,50.554,40.895,41.805,41.275,38.143,34.135,42.174,34.268,39.212,46.158,45.785,31.862,38.995
ACOT12,10.178,8.986,8.380,9.336,8.933,9.278,10.017,8.114,10.117,9.200,9.586,9.314,9.755,9.575,9.656,9.200,9.727,9.420,10.580,9.217,9.582
ACOT13,284.633,743.834,683.400,237.168,241.267,341.344,121.617,458.100,346.217,278.536,381.729,309.000,438.618,352.568,522.086,128.114,818.840,346.510,349.460,724.350,679.227
