Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
ascites7873R1	0.0102722479668243	0	0.00127718783210456	0	0	0.143043402892579	0.0739913189092499	0	0	0.0164306778155152	0	0	0.328766113012978	0	0	0.201491812392512	0	0.0178159434903136	0.0721587617958058	0	0.0464685041303376	0.0882840297617803	9999	0.550932857986894	0.839642022874807
ascites7873R2	0.013853381597851	0	0.00301661708932243	0	0	0.13229103927933	0.0564526490922536	0	0	0	0.0182770963381417	0	0.41750917955181	0	0	0.170415139832166	0.00380327104340322	0.0082641742360155	0.0538340996483796	0	0.051606026229667	0.0706773260616601	9999	0.548189194677905	0.838500659207912
ascites7882R1	0.0199563545515332	0	0.00422432299498584	0.00704487102944128	0	0.195741825284576	0.0584025635467038	0	0	0	0.0264176448091702	0	0.4181254128313	0.0599567740727553	0	0.078915490646148	0.00226355938346613	0.0274513637366525	0.0451158935387957	0	0.040425178524049	0.0159587450504227	9999	0.351775992920301	0.940997450177557
ascites7882R2	0	0	0.0103349579755584	0	0	0.175399100583026	0.0935468846133364	0	0	0	0.0547413173862109	0	0.505725414589362	0.00670027680684356	0	0.0269194224113743	0.00198003697978725	0.0102032991491782	0.0388412000380538	0	0.0417736654281557	0.0338344240391133	9999	0.41805101681136	0.911438271714218
ascites7892R1	0.0304455672759802	0	0.000215462065813482	0.0297374615358537	0.010217431932013	0.182617162140287	0.0780415496706353	0	0	0.0255906518351678	0.0299292998299655	0	0.441597403488245	0	0	0.00818643949536124	0	0.0272962621909558	0.0170216913367132	0	0.0423249826892471	0.0767786345137613	9999	0.406396635907027	0.916938676003642
ascites7892R2	0.0365050269147834	0	0.00047802019666491	0.0278190506765085	0	0.237034936903021	0.0683513106461217	0	0	0	0.0485026710912318	0	0.413222263128825	0.0107202711476652	0	0.0108054552055384	0	0.0372313446093516	0.00780918752013367	0	0.0416798501412347	0.0598406118189199	9999	0.391094266236363	0.923220667320634
