B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils
HD30PBMC0,0,0,0,0.102686065443673,0.0458792454392099,0.0112054398029749,0,0,0,0,0.304335900438744,0,0.535893348875398,0,0,0,0,0,0,0,0,0
HD30PBMC1,0,0,0,0.0869604042953963,0.0283312076849483,0,0,0,0,0,0.2823014850081,0,0.602406903011555,0,0,0,0,0,0,0,0,0
HD30PBMC3,0,0,0,0.106995919807224,0.0859688172675624,0.0434103279799396,0,0,0,0,0.271297519041366,0,0.492327415903907,0,0,0,0,0,0,0,0,0
HD30PBMC7,0,0.00727321354863091,0,0.115131515397753,0.0922811768507746,0.051915573392344,0,0,0,0,0.27750441538193,0,0.455894105428567,0,0,0,0,0,0,0,0,0
HD31PBMC0,0,0.00948670551278764,0,0.179718575518327,0,0.123544306428243,0,0,0,0,0.0252279716286313,0,0.662022440912011,0,0,0,0,0,0,0,0,0
HD31PBMC1,0,0.017653876792556,0,0.162725626358207,0,0.170455246767238,0,0,0,0,0,0,0.649165250081999,0,0,0,0,0,0,0,0,0
HD31PBMC3,0,0,0,0.181374578174798,0.0164576432833184,0.14504451561156,0,0,0,0,0.0169575084689347,0,0.640165754461389,0,0,0,0,0,0,0,0,0
HD31PBMC7,0,0.000151487819421689,0,0.177067000756433,0,0.158575192787169,0,0,0.00245814981709663,0,0.0579095746094798,0,0.6038385942104,0,0,0,0,0,0,0,0,0
