Epithelial.Cell.Airway,Canonical.Epithelial.Cell,Epithelial.Cell.Placental,placental.pericyte,pulmonary.artery.endothelial.cell,vein.endothelial.cell,Glomerular.Endothelial.Cell,articular.chondrocyte.of.knee.joint,Canonical.Endothelial,hair.follicular.keratinocyte,Cardiac.Fibroblast,mononuclear.cell,myometrial.cell,kidney.epithelial.cell,subcutaneous.preadipocyte,Osteoblast,epithelial.cell.of.umbilical.artery,bronchus.fibroblast.of.lung,Smooth.Muscle,hair.follicle.dermal.papilla.cell,thoracic.aorta.endothelial.cell,epithelial.cell.of.proximal.tubule,Endometrial.or.Mammary.Endothelial,Skeletal.Muscle.Myoblast,skeletal.muscle.satellite.cell,Melanocyte,mesenchymal.stem.cell.of.Whartons.jelly,fibroblast.of.villous.mesenchyme
ascites7873R1,0.0944555988071937,0,0,0,0,0,0.0369587536628188,0.0615123062244269,0,0,0.0865366701755629,0.415302227863068,0,0,0,0,0.1677313542237,0,0,0,0,0,0,0,0,0.0119110146296868,0,0.125592074413543
ascites7873R2,0.104181414015099,0,0,0,0,0,0.0591727027308007,0.0498968573824091,0,0,0.0905150329253189,0.404553769913337,0,0,0,0,0.124141634222951,0,0,0,0,0,0,0,0,0.0366511490399627,0,0.13088743977012
ascites7882R1,0.0699676048956739,0,0,0,0,0,0.023480204206176,0.0145138752952063,0,0,0.0129116330964875,0.364366841667405,0,0,0,0,0.128623756270504,0,0,0,0,0.0890058569900645,0,0.0892227439318273,0,0.0159866600034753,0.0772119627895645,0.114708860853615
ascites7882R2,0.0741445381404588,0,0,0,0,0,0.00214578060172285,0.0111578499501465,0,0,0.00808695615713338,0.389709223964875,0,0,0,0,0.0859514907007283,0,0,0,0,0.140359244493012,0,0.0931063524480873,0,0.013979434155581,0.0865991086740972,0.0947600207141576
ascites7892R1,0.0481777449751867,0,0,0,0,0,0.00899700533847017,0.00545193804048941,0,0,0,0.448230425997253,0,0,0,0,0.0299233531838583,0,0,0,0,0.157249849066689,0,0.0967600960257234,0,0.0094262638311677,0.0822256981081583,0.113557625433004
ascites7892R2,0.0577242880975475,0,0,0,0,0,0.0164790057782124,0.00762788539737666,0,0,0,0.471480476720389,0,0,0,0,0.0791918855977681,0,0,0,0,0.112964597413719,0,0.0850061345043965,0,0.00339116371979405,0.0525058525736004,0.113628710197197
