CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell
ascites7873R1,0.124707031780238,0,0.00649941670619881,0,0.198911038191342,0,0.0571961773482322,0,0,0,0.045122745209601,0.269858254369612,0,0,0,0,0.263600267111086,0,0,0.0341050692836893
ascites7873R2,0.164941901148527,0,0.00425201030072286,0,0.168618801865692,0,0.0527060953845579,0,0,0,0.0261677828343533,0.317659897838687,0,0,0,0,0.240339809070482,0,0,0.0253137015569782
ascites7882R1,0.127221487578759,0,0.0145544745596058,0,0.182158466055758,0,0.119541385480131,0,0,0,0.0398381675920938,0.208567546738769,0,0,0,0,0.263095678248843,0,0,0.0450227937460397
ascites7882R2,0.127619742130824,0,0.00966771388549503,0,0.178485134900658,0.00203881167031503,0.127156073226644,0,0,0,0.0400023590411739,0.189653802429284,0,0,0,0,0.26964802045831,0.00283893587089341,0,0.0528894063864032
ascites7892R1,0.0628070777340104,0,0.065776198136029,0,0.228791802960373,0,0.123451573614832,0,0,0,0.0341690437656161,0.150488306474311,0,0,0,0,0.260923633705279,0.0261319872048799,0,0.0474603764046687
ascites7892R2,0.0806730609819298,0,0.0316867541090086,0,0.199829776223674,0,0.120782559128429,0,0,0,0.0451343660447861,0.16153263933355,0,0,0,0,0.273957610798055,0.0368775306260097,0,0.0495257027545578
