Mixture	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	P-value	Correlation	RMSE
ascites7873R1	0.227484449393619	0	0.061304911708286	0	0.138253144595625	0.0134757075476564	0.123692800884445	0	0.0156373670079306	0.00647047779516849	0.0330956268042177	0.200299197030279	0	0	0.0341576843709993	0.120610779483907	0	0.00967868047221951	0.00885706191282221	0.00698211099282416	9999	0.388401105711132	0.926780364490327
ascites7873R2	0.214616273239426	0	0.0627607244365431	0	0.108272699962655	0.0202442882589769	0.149439985436616	0	0.00727962065418823	0.0161086210846828	0.0216445153397568	0.317138345906149	0	0.0111753485557719	0.00644749649785643	0.0400035491238267	0	0.0105591425780828	0.0136982380700534	0.000611150855414882	9999	0.428650855989394	0.906367112012747
ascites7882R1	0.0765117845346241	0.00272539063800538	0.0378429716745041	0	0.0147020642612144	0.0167147952323568	0.320780580650836	0	0	0.0253862237585631	0.0231455379510403	0.315098537864851	0	0.0144242306826076	0.0454148684894205	0.0708906280213375	0	0.0235449481134684	0.0114211375099337	0.00139630061723742	9999	0.339532520654682	0.946213524331658
ascites7882R2	0.11679423535246	0.0140761301530645	0.0241111106438275	0	0.052146572827327	0.0133858361500851	0.267815316740884	0	0.00881288102776704	0.0343195528467199	0.0271227764708909	0.285007821059012	0	0	0.0201985142769058	0.103090686890361	0	0.0208885024443166	0.00970015294354803	0.00252991017283011	9999	0.356632845028275	0.938571680748247
ascites7892R1	0.0167360609243978	0	0.141565428182805	0	0.174991064732049	0.0371538561383164	0.204380170678268	0	0	0	0.00458421887008448	0.216206164418738	0	0.00336761148979428	0.02996146423481	0.0884701613513692	0	0.0508942058276166	0.011148439817343	0.0205411533344083	9999	0.428574801100634	0.90338020356366
ascites7892R2	0.101856303461432	0	0.107255232740899	0	0.0844040211427317	0.0248613302883386	0.274667461736034	0	0.00501322976017242	0.00781771380011327	0.021383864246461	0.205400950836405	0.00392089481343719	0.0130333388503934	0.0049327089435189	0.0467452835241062	0	0.0704186148826549	0.0122551895483083	0.0160338614249949	9999	0.369874403959102	0.929526927988382
