Epithelial.Cell.Airway	Canonical.Epithelial.Cell	Epithelial.Cell.Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular.Endothelial.Cell	articular.chondrocyte.of.knee.joint	Canonical.Endothelial	hair.follicular.keratinocyte	Cardiac.Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth.Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial.or.Mammary.Endothelial	Skeletal.Muscle.Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
ascites7873R1	0	0.1281	0.0314	0	0	0	0	0.0429	0.0383	0.007	0.0257	0.2808	0.0505	0.076	0.0399	0	0.0252	0.0144	0.0273	2e-04	0.0242	0.0813	0.0542	0.0034	0	0.0488	0	5e-04
ascites7873R2	0.0121	0.1031	0.0377	0	0	0	0	0.0397	0.0455	1e-04	0.0123	0.3121	0.0398	0.0704	0.031	0	0.0239	0.0384	0.0241	0.007	0.0112	0.0794	0.0484	0.0053	0.0116	0.0471	0	0
ascites7882R1	0.0252	0.1551	0.0506	0	0	0	0	0.0302	0.024	0	0.0177	0.2208	0.0443	0.1181	0.0211	0	0.0284	0.0255	0.0161	0	0.0023	0.1102	0.056	0.0081	0.0045	0.0418	0	0
ascites7882R2	0.0237	0.15	0.0475	0	0	0	0	0.0198	0.028	0	0.013	0.2033	0.0496	0.1221	0	0	0.0132	0.0419	0.027	0	0.0153	0.1166	0.0452	0.0117	0.0391	0.033	0	0
ascites7892R1	0.0142	0.1601	0.0543	0	0	0	0	0.0379	0.0181	0	0.018	0.2199	0.0656	0.1142	0.0154	0	0.0042	0.0305	0.0209	0.0016	0.0263	0.1165	0.0394	0.0038	0.0041	0.035	0	0
ascites7892R2	0	0.1718	0.0487	0	0	0	0	0.0198	0.0163	0	0.0147	0.2378	0.0764	0.1089	0	0	0.0063	0.0331	0.0273	0.0014	0.0225	0.1013	0.0452	0.0069	0.0276	0.0337	0	0
