Epithelial.Cell.Airway	Canonical.Epithelial.Cell	Epithelial.Cell.Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular.Endothelial.Cell	articular.chondrocyte.of.knee.joint	Canonical.Endothelial	hair.follicular.keratinocyte	Cardiac.Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth.Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial.or.Mammary.Endothelial	Skeletal.Muscle.Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
HD30PBMC0	0.0084	0.0037	0.0386	0	0	0	0.0238	0.006	0.0484	0	0.0122	0.6614	0.0342	0.0076	0.0369	0	0	0.0556	0	0	0	0	0.0492	0	0	0.0141	0	0
HD30PBMC1	0.0047	0	0.0334	0	0	0	0.0417	0.0052	0.0407	0.0144	0.0152	0.667	0.044	0.0082	0.0253	0	0	0.0264	0	0	0	0	0.0504	0.0026	0	0.0209	0	0
HD30PBMC3	0.0059	0	0.0425	0	0	0	0.0357	0	0.0574	0	0.0224	0.6635	0.0338	0.0197	0.0332	0	0	0.0306	0	0	0	0	0.0263	0.0039	0	0.025	0	0
HD30PBMC7	0.0133	0	0.0434	0	0	0	0.0447	0.003	0.0629	0	0.0234	0.6483	0.0316	0.012	0.029	0	0	0.0372	0	0	0	0.0058	0.0206	0.0083	0	0.0164	0	0
HD31PBMC0	0.0096	0	0.0345	0	0	0	0.047	0.0036	0.0447	0.0029	0.0066	0.7067	0.0572	0.0094	0.0236	0	0	0.0189	0	0	0	0	0.0073	0	0	0.028	0	0
HD31PBMC1	0.0161	0	0.0243	0	0	0	0.0392	0.0042	0.0502	0	0.0069	0.7134	0.0592	0.0016	0.0194	0	0	0.0299	0	0	0	0	0.0059	0	0	0.0297	0	0
HD31PBMC3	0.0067	0	0.0318	0	0	0	0.0492	0.0038	0.0467	0.0083	0.0057	0.6968	0.0412	0.0159	0.0384	0	0	0.0369	0	0	0	0	0	0	0	0.0186	0	0
HD31PBMC7	0.0113	0	0.0295	0	0	0	0.0443	0.0047	0.0521	0.0062	0.01	0.694	0.0622	0.0224	0.0188	0	0	0.0218	0	0	0	0	0	0	0	0.0226	0	0
