CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell
HD30PBMC0,0.250140210094291,0.380171708757487,0.162183621384645,0,0.0628660874785884,0.000691544456654369,0,0,0,0,0,0,0,0,0,0,0.143946827828334,0,0,0
HD30PBMC1,0.292605887132213,0.459481793306245,0.110880753601371,0,0.0113099432192417,0.0163633702178268,0,0,0,0,0,0,0,0,0,0,0.109358252523103,0,0,0
HD30PBMC3,0.241055442621948,0.297190398055435,0.221277620722171,0,0.0794241136279066,0,0,0,0,0,0,0,0,0,0,0,0.161052424972539,0,0,0
HD30PBMC7,0.200746577064021,0.319592352737745,0.229573525952126,0,0.0760228599444746,0,0,0,0,0,0,0,0,0,0,0,0.174064684301633,0,0,0
HD31PBMC0,0.26951699006011,0.29385908135883,0.167102450362825,0,0.0724826864892796,0.00646479894301344,0,0,0,0,0,0,0,0,0,0,0.190573992785941,0,0,0
HD31PBMC1,0.255315954275275,0.262682436460254,0.190884951794186,0,0.0863471322963782,0,0,0,0,0,0,0,0,0,0,0,0.204769525173906,0,0,0
HD31PBMC3,0.294265881092107,0.279865206342701,0.189954627224998,0,0.039507223272456,0.0160869959115112,0,0,0,0,0,0,0,0,0,0,0.180320066156225,0,0,0
HD31PBMC7,0.240968643105736,0.338770797689379,0.194342150737471,0,0.0327668745972353,0.0170619287294615,0,0,0,0,0,0,0,0,0,0,0.176089605140716,0,0,0
