CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
HD30PBMC0	0.162500507300489	0.11658579641374	0.0521734447754195	0.182583885972806	0.0772876257402997	0.0491214440342396	0.02620740239809	0.154610617510741	0.178929275854175
HD30PBMC1	0.149146214592844	0.131881082595966	0.0591789019041268	0.18288649841457	0.0794766968997218	0.0485553063684987	0.0281812829943383	0.151231695749225	0.16946232048071
HD30PBMC3	0.182682815382513	0.0992115995524211	0.0489916351784068	0.162321663790911	0.0773396379134465	0.0489749312500573	0.0255923399867733	0.167523326652547	0.187362050292924
HD30PBMC7	0.180365061734729	0.093916054430677	0.0466780006070397	0.154298238809728	0.0920968469503801	0.057301568863594	0.02483169225638	0.163189071526508	0.187323464820964
HD31PBMC0	0.171780231049364	0.144473934985634	0.0728620942425096	0.102003746276684	0.0975551017118574	0.0606684751513497	0.0272257717308011	0.17401785369204	0.149412791159759
HD31PBMC1	0.186364866137479	0.143144517010146	0.0628115460564849	0.0923464394993488	0.0991499703591699	0.0650654651843468	0.0279553362347078	0.179362047756951	0.143799811761366
HD31PBMC3	0.190964152534153	0.128828775968322	0.0603196059327891	0.109021984217964	0.0865837014068979	0.0571513973028134	0.0279224352471141	0.180393006880791	0.158814940509155
HD31PBMC7	0.182998188923855	0.124367322967806	0.0566428055739049	0.115415667328462	0.0915919584367196	0.0570911815556226	0.0263751095879519	0.186180663323302	0.159337102302376
