CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.24204	0	0.40257	0.21905	0	0.13633
V2	0.29716	0.148	0	0.20228	0.08168	0.27088
V3	0.10467	0.08075	0.06873	0.04327	0	0.70257
V4	0.10588	0.43985	0	0.1727	0.05061	0.23095
V5	0.07214	0.05556	0	0.7418	0.08974	0.04075
V6	0.18991	0.03532	0.03182	0.15469	0.08887	0.4994
V7	0.04402	0.41171	0	0.21249	0.16895	0.16283
V8	0.36273	0.07499	0.02541	0.18989	0.03039	0.31658
V9	0.14777	0.17299	0	0.28303	0.03125	0.36496
V10	0.26163	0.04962	0	0.40536	0.05173	0.23165
V11	0	0.69887	0	0.09373	0.0119	0.1955
V12	0.10727	0.0652	0.03546	0.03393	0	0.75813
V13	0.02841	0.56045	0.09293	0.14509	0	0.17312
V14	0.08981	0.02661	0	0.82688	0.00416	0.05255
V15	0.26947	0.10196	0	0.2417	0.1037	0.28317
V16	0.11109	0.01365	0	0.54034	0.14585	0.18907
V17	0.10464	0.06705	0.05629	0.03516	0	0.73686
V18	0.35383	0.18368	0.04859	0.10405	0.01162	0.29823
V19	0.34789	0.07949	0.09543	0.14445	0.03152	0.30121
V20	0.33039	0.09026	0.06177	0.20247	0.00629	0.30882
V21	0.10662	0.07506	0.00838	0.037	0.0262	0.74674
V22	0.17935	0.06681	0	0.31909	0.25993	0.17483
V23	0.19676	0	0	0.35039	0.35387	0.09899
V24	0.16852	0.0164	0	0.37745	0.26685	0.17077
V25	0.21158	0.31003	0	0.21328	0.0439	0.22121
V26	0.24451	0.02262	0	0.27331	0.29523	0.16434
V27	0.10087	0.04881	0.06271	0.04523	0	0.74239
V28	0.08476	0.25969	0.02557	0.28337	0.02	0.32662
V29	0	0.56605	0.02636	0.14835	0	0.25923
V30	0.14366	0.232	0	0.13021	0.10888	0.38524
V31	0.37452	0.04974	0.11269	0.1251	0	0.33796
V32	0.11284	0.01373	0.08178	0.68329	0	0.10836
V33	0.13191	0.42704	0.08474	0.12455	0	0.23175
V34	0.16717	0	0.1244	0.38534	0.22321	0.09988
V35	0.09226	0.06146	0	0.66153	0.07929	0.10546
V36	0.03743	0.51994	0	0.1637	0.09426	0.18467
V37	0.18128	0	0.32428	0.18339	0	0.31104
V38	0.1064	0.04699	0.05455	0.03047	0	0.76159
V39	0.29787	0.06411	0	0.33837	0.04338	0.25626
V40	0.02104	0.50095	0	0.23979	0.0449	0.19331
V41	0.33144	0.06148	0.05552	0.07821	0.00598	0.46738
V42	0.25131	0.02451	0.23088	0.15739	0	0.33591
V43	0.10983	0.41201	0	0.15895	0.08962	0.22959
V44	0	0.70525	0	0.08515	0.00758	0.20202
V45	0.17978	0.3232	0.03328	0.09779	0.01229	0.35366
V46	0.10027	0.02531	0	0.37322	0.12255	0.37865
V47	0.05484	0.39884	0	0.25531	0.09387	0.19715
V48	0.00584	0.62193	0.04987	0.14148	0.02066	0.16021
V49	0	0.67711	0	0.0972	0.02644	0.19925
V50	0.1499	0	0	0.33716	0.34606	0.16689
V51	0.10645	0	0	0.40688	0.42115	0.06551
V52	0.01712	0.56751	0.07833	0.16579	0	0.17125
V53	0.20016	0	0	0.34908	0.33582	0.11494
V54	0.14953	0.1339	0.23198	0.23604	0	0.24855
V55	0.12076	0.03856	0	0.38875	0.37189	0.08003
V56	0.17634	0.01851	0.34241	0.38434	0	0.0784
V57	0.05617	0.2898	0	0.06173	0.04894	0.54336
V58	0.18953	0	0.40346	0.23906	0	0.16796
V59	0.08087	0.01661	0	0.85999	0.00671	0.03581
V60	0.26341	0.0303	0	0.4569	0.03369	0.2157
V61	0.17426	0.14681	0	0.21419	0.04669	0.41806
V62	0.29224	0.05926	0	0.2267	0.08936	0.33244
V63	0.01502	0.38906	0	0.09426	0.01091	0.49075
V64	0.0872	0.13046	0	0.33805	0.35208	0.09221
V65	0.24872	0.16544	0.02431	0.10064	0.03635	0.42454
V66	0.33745	0.0482	0	0.21461	0.18408	0.21566
V67	0.09724	0.15607	0.08387	0.30929	0	0.35353
V68	0.41951	0.06311	0.05506	0.13097	0.00949	0.32185
V69	0.28114	0.07615	0.03154	0.07389	0.02775	0.50954
V70	0.12002	0.00275	0	0.74625	0.07257	0.05842
V71	0.06479	0.25608	0	0.23839	0.12713	0.3136
V72	0.27153	0.15424	0.03313	0.11635	0.042	0.38275
V73	0.10346	0.00186	0	0.81569	0.0271	0.05189
V74	0.05381	0.15183	0	0.73943	0.00471	0.05022
V75	0	0.69361	0	0.10554	0.01207	0.18878
V76	0.18182	0	0.37235	0.35436	0	0.09147
V77	0.09454	0.14995	0	0.55418	0.01654	0.18478
V78	0.23465	0.14703	0.02305	0.1886	0.0279	0.37877
V79	0.02438	0.40703	0.00755	0.03967	0.00404	0.51733
V80	0.01646	0.42442	0	0.04813	0.01241	0.49858
V81	0.34526	0.15086	0.07741	0.11652	0	0.30994
V82	0	0.63496	0	0.13321	0.0298	0.20203
V83	0.10494	0.16211	0	0.46096	0.05356	0.21843
V84	0.22266	0.03006	0	0.50918	0.05667	0.18143
V85	0.4191	0.05935	0.08755	0.11113	0	0.32287
V86	0.16776	0.05509	0.02043	0.33661	0.02853	0.39157
V87	0.06728	0.02419	0	0.86394	0	0.0446
V88	0.09575	0.04843	0	0.48241	0.02367	0.34974
V89	0.12143	0.18815	0.14977	0.10779	0	0.43286
V90	0.01096	0.62278	0.02436	0.13333	0.02745	0.18113
V91	0.12739	0.00519	0	0.43798	0.32693	0.10251
V92	0.09828	0.08238	0	0.35318	0.36112	0.10503
V93	0.15139	0.09269	0	0.20632	0.10547	0.44413
V94	0.10486	0	0.01014	0.80449	0.0446	0.03591
V95	0.14546	0	0	0.46842	0.32317	0.06295
V96	0.07263	0.36347	0	0.18953	0.12027	0.2541
V97	0.10813	0.00084	0	0.45023	0.38672	0.05409
V98	0.07086	0.08527	0	0.76139	0.02989	0.05259
V99	0.0626	0.02381	0	0.88949	0	0.02409
V100	0.14366	0	0.1869	0.54227	0.0047	0.12247
V101	0.0682	0.37821	0.13954	0.23854	0	0.17551
V102	0.40893	0.06801	0.09184	0.11217	0	0.31906
V103	0.32236	0.06626	0	0.25285	0.06667	0.29186
V104	0.11065	0	0	0.77636	0.05294	0.06004
V105	0.10815	0.05103	0.04207	0.02507	0	0.77367
V106	0.15689	0.00224	0.23106	0.12505	0	0.48477
V107	0.02249	0.61741	0.07169	0.11942	0	0.16899
V108	0.08672	0.06345	0	0.07172	0.0757	0.70241
V109	0.0925	0.05049	0	0.05888	0.07064	0.72749
V110	0.16166	0.18412	0.29885	0.18111	0	0.17427
V111	0.19379	0	0.43368	0.27597	0	0.09656
V112	0.04478	0.30558	0	0.55744	0.00212	0.09008
V113	0.16429	0.10292	0.30178	0.3126	0	0.11841
V114	0.2286	0	0.28265	0.36443	0	0.12432
V115	0.23372	0.10187	0	0.12335	0.08362	0.45744
V116	0.41218	0.06127	0.04911	0.14833	0.0124	0.31671
V117	0.32233	0.04222	0	0.26826	0.15398	0.21321
V118	0.00034	0.62666	0.0021	0.15209	0.04441	0.17441
V119	0	0.67298	0	0.11467	0.0089	0.20344
V120	0.09678	0.22051	0	0.50613	0.04964	0.12694
V121	0.19411	0.04306	0	0.28795	0.02899	0.44589
V122	0.18253	0.03832	0	0.62425	0.03759	0.1173
V123	0.22255	0.04875	0	0.13628	0.08217	0.51025
V124	0.15143	0	0	0.3818	0.38543	0.08135
V125	0.13279	0.16004	0.2457	0.22724	0	0.23423
V126	0.06739	0.22829	0.02829	0.04485	0	0.63117
V127	0.19245	0	0.36219	0.34647	0	0.09889
V128	0.1695	0.28811	0	0.2659	0.066	0.21049
V129	0.18615	0	0.38323	0.32792	0	0.10271
V130	0.23825	0.15859	0	0.31518	0.04239	0.24559
