Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33698	0.13787	0.26597	0.10797	0.15121
V2	0.06028	0.81015	0.03783	0.0458	0.04595
V3	0.06852	0	0.50608	0.40083	0.02457
V4	0.00525	0	0.22486	0.04009	0.7298
V5	0.00444	0	0.0482	0.07919	0.86817
V6	0.35498	0.02087	0.30166	0.19493	0.12756
V7	0.00637	0.01373	0.42168	0.05774	0.50048
V8	0.00788	0	0.9326	0.05943	9e-05
V9	0.05494	0	0.30886	0.60852	0.02767
V10	0.48226	0.00315	0.50461	0	0.00998
V11	0.02644	0.00757	0.09301	0.05082	0.82217
V12	0.07669	0	0.2326	0.261	0.4297
V13	0.12721	0.04815	0.03309	0.36801	0.42354
V14	0.16811	0	0.0808	0.6198	0.13129
V15	0.01628	0.02425	0	0.89006	0.06941
V16	0.61175	0.09751	0.00014	0.28293	0.00767
V17	0.05839	0.23969	0.00306	0.04253	0.65633
V18	0.09248	0.44932	0.26714	0.17732	0.01374
V19	0.01789	0	0	0.08877	0.89334
V20	0	0	0.7832	0.20051	0.01629
V21	0.01927	0.25683	0.12497	0.13091	0.46804
V22	0.84289	0.08414	0.0615	0	0.01146
V23	0.06573	0.01031	0.01341	0.10468	0.80587
V24	0.43883	0.13647	0.00525	0.0238	0.39565
V25	0.01711	0.02454	0.00837	0.36398	0.586
V26	0.47098	0.21945	0.05079	0.0224	0.23638
V27	0.12317	0.50702	0.17442	0.00174	0.19365
V28	0.02842	0.07667	0.23642	0.59697	0.06152
V29	0	0	0.38108	0.58013	0.03879
V30	0.75347	0.11641	0.01624	0.00442	0.10947
V31	0.42625	0.17135	0	0.19246	0.20993
V32	0.95689	0	0	0	0.04311
V33	0.01816	0.19106	0.00454	0.09076	0.69549
V34	0.12221	0.87167	0	0.00492	0.0012
V35	0.09915	0.63501	0.24773	0.01812	0
V36	0.02419	0.1624	0.16065	0.06879	0.58396
V37	0.74605	0	0	0	0.25395
V38	0.12718	0.00292	0.51917	0.17234	0.17839
V39	0.32403	0.02426	0.34224	0	0.30947
V40	0.22587	0.65511	0.001	0.081	0.03702
V41	0.05653	0.86002	0	0.00445	0.07901
V42	0.88995	0.03781	0.01156	0	0.06068
V43	0.50161	0.11691	0.37599	0.00497	0.00052
V44	0.03987	0.27728	0.5629	0	0.11996
V45	0.04465	0.70351	0.08624	0.11575	0.04986
V46	0.11816	0.79043	0.05237	0.02203	0.01701
V47	0	0	0.99371	0	0.00629
V48	0.17261	0.13442	0.24174	0.29015	0.16108
V49	0.48768	0.15681	0.24094	0.10834	0.00623
V50	0.02398	0	0.97602	0	0
V51	0.10059	0.2643	0.1894	0.04569	0.40001
V52	0.06053	0.92915	0	0.00767	0.00265
V53	0.0254	0.20827	0.00156	0.7226	0.04217
V54	0.22617	0	0.00629	0.51554	0.25199
V55	0.07659	0	0	0.86974	0.05367
V56	0.06874	0	0	0.7451	0.18616
V57	0.16158	0.10847	0.58455	0.01309	0.13231
V58	0.05641	0	0.12933	0.16563	0.64862
V59	0.89308	0.01694	0.08998	0	0
V60	0.43067	0.22581	0.12262	0.09575	0.12514
V61	0.18236	0.00269	0.02061	0.18168	0.61266
V62	0.05434	0.00531	0.30246	0.11023	0.52765
V63	0.38597	0.27584	0.05057	0.01923	0.26838
V64	0.96903	0.01714	0.01384	0	0
V65	0.08768	0.08946	0.03805	0.58304	0.20176
V66	0.02231	0	0.15922	0.76688	0.05159
V67	0.00323	0	0.33202	0.07822	0.58653
V68	0.47319	0	0.42724	0.01567	0.08391
V69	0.61359	0.1157	0.20742	0.00077	0.06252
V70	0.06771	0.75273	0.02926	0.12698	0.02332
V71	0.10044	0.81317	0.02698	0.04885	0.01057
V72	0.03925	0.3933	0.01075	0.02634	0.53036
V73	0.0551	0	0.11095	0.53843	0.29552
V74	0.00649	0.07139	0.0032	0.77583	0.14309
V75	0.48617	0.18038	0.3263	0	0.00715
V76	0.00186	0	0.01638	0.85301	0.12875
V77	0.01562	0	0.95691	0.02747	0
V78	0	0	0.99161	0	0.00839
V79	0.07988	0.41315	0.02789	0.11293	0.36615
V80	0.12361	0.74857	0	0.03947	0.08834
V81	0.00584	0	0.99416	0	0
V82	0.25646	0.1955	0.0231	0.49492	0.03001
V83	0.09767	0.08605	0.0165	0.49943	0.30035
V84	0.08294	0.15584	0	0.04677	0.71445
V85	0	0	1	0	0
V86	0.02625	0.27018	0.33392	0.3464	0.02325
