B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58309	0	0.14814	0.26877
V2	0.16657	0.08536	0.03386	0.71422
V3	0.04457	0.6621	0	0.29333
V4	0.89205	0.08037	0	0.02758
V5	0.09592	0.51261	0.2459	0.14557
V6	0.07087	0.90743	0.00251	0.01919
V7	0.14387	0.39465	0.06446	0.39702
V8	0.10558	0.02825	0.83184	0.03432
V9	0.25303	0.25606	0.00857	0.48233
V10	0	0.03283	0.91758	0.04959
V11	0.19351	0.38697	0.41952	0
V12	0.00203	0.62898	0.36674	0.00225
V13	0.27219	0.7165	0	0.01131
V14	0.05998	0.93906	0	0.00096
V15	0.11287	0.63348	0.10968	0.14396
V16	0.93432	0.02032	0	0.04536
V17	0.08111	0.90068	0	0.01822
V18	0.59014	0.36168	0.01405	0.03413
V19	0.1585	0.83532	0	0.00617
V20	0.16724	0.49459	0	0.33817
V21	0.10673	0.0807	0.78124	0.03134
V22	0.00166	0.10135	0.2089	0.68808
V23	0.3838	0.05056	0.56565	0
V24	0.98673	0.01327	0	0
V25	0.35322	0.25679	0.1099	0.28009
V26	0.40612	0.40189	0	0.19199
V27	0.11748	0.04624	0.00213	0.83416
V28	0	0.06802	0.93198	0
V29	0.4477	0.03299	0.49177	0.02754
V30	0.08727	0.24574	0.2749	0.39209
V31	0.19758	0.21784	0.28923	0.29535
V32	0.09765	0.01273	0.02514	0.86448
V33	0.02278	0.54009	0.35152	0.08561
V34	0.10612	0.05861	0.80244	0.03283
V35	0.1611	0.74935	0.06895	0.02059
V36	0	0.04752	0.4941	0.45838
V37	0.57388	0.06354	0.07365	0.28892
V38	0.45989	0	0.14668	0.39342
V39	0.16087	0.59725	0.11776	0.12412
V40	0.08557	0.8556	0.05884	0
V41	0	0.72392	0.02909	0.247
V42	0.23987	0.01996	0.2071	0.53307
V43	0.11399	0.37696	0.49097	0.01808
V44	0	0.10064	0.74516	0.1542
V45	0.0863	0.62396	0.21317	0.07658
V46	0.83562	0.06702	0.09557	0.00179
V47	0.45409	0.20647	0.29858	0.04087
V48	0.83021	0.1467	0	0.02309
V49	0.75562	0.16312	0	0.08127
V50	0.05669	0.87065	0.07267	0
V51	0.31076	0.42923	0.24393	0.01608
V52	0	0.14177	0.82697	0.03125
V53	0.75819	0.1187	0.12311	0
V54	0.42802	0.21117	0.35108	0.00972
V55	0.2176	0.14187	0.23712	0.40341
V56	0.05703	0	0.08209	0.86089
V57	0.09418	0.89445	0.00321	0.00816
V58	0.68838	0	0	0.31162
V59	0.44254	0.43162	0.0865	0.03933
V60	0.12317	0.17572	0.32921	0.37191
V61	0.83228	0.08096	0	0.08676
V62	0.91602	0.02279	0.0377	0.02349
V63	0.00178	0.8681	0.11443	0.0157
V64	0	0.88579	0	0.11421
V65	0.01328	0	0.08874	0.89798
V66	0.22033	0.72152	0	0.05815
V67	0.13675	0.36462	0.49863	0
V68	0.17616	0.15106	0	0.67278
V69	0	0.35188	0.60857	0.03955
V70	0.55573	0.16002	0.16376	0.12049
V71	0.16035	0.08168	0.38423	0.37373
V72	0.59624	0.16325	0.07195	0.16856
V73	0.14767	0.64725	0.12908	0.076
V74	0.01959	0.25476	0.72565	0
V75	0.74134	0	0.16404	0.09462
V76	0	0.19458	0.17748	0.62794
V77	0.03095	0.30918	0	0.65987
V78	0.32126	0.12277	0.17747	0.3785
V79	0	0.12805	0.79528	0.07667
V80	0.35634	0.02345	0.53725	0.08297
V81	0.02392	0.19474	0.78134	0
V82	0	0.09527	0.89895	0.00577
V83	0.14431	0.19251	0.05992	0.60326
V84	0.42292	0.03648	0.15342	0.38718
V85	0.09168	0.35408	0.39651	0.15774
V86	0.00814	0.07791	0.86808	0.04586
V87	0.02324	0.87167	0.04446	0.06063
V88	0.17021	0.06222	0.27517	0.4924
V89	0.01055	0.00661	0.21133	0.77152
V90	0.01693	0.928	0.04492	0.01015
V91	0.0192	0.77629	0.183	0.02151
V92	0.47289	0.02013	0.37523	0.13175
V93	0.90449	0	0	0.09551
V94	0	0.49966	0	0.50034
V95	0.25687	0.46389	0.14369	0.13555
V96	0.08847	0.09963	0.00931	0.80258
V97	0.70913	0.10535	0.18552	0
