CD19B	CD56NK	CD4MemoryT	CD14
V1	0.45719	0.06431	0.18687	0.29162
V2	0.1767	0.1495	0.08702	0.58678
V3	0.09426	0.57428	0.0295	0.30196
V4	0.71503	0.15313	0.03229	0.09955
V5	0.13253	0.45148	0.21937	0.19661
V6	0.10075	0.78171	0.02563	0.09191
V7	0.16413	0.36655	0.09745	0.37187
V8	0.15532	0.06148	0.67531	0.10789
V9	0.23031	0.27037	0.06759	0.43173
V10	0.06623	0.06674	0.74312	0.1239
V11	0.20419	0.35336	0.36358	0.07887
V12	0.06586	0.54059	0.30796	0.08559
V13	0.24365	0.64789	0.01651	0.09195
V14	0.09428	0.81713	0.01211	0.07647
V15	0.13884	0.54873	0.11765	0.19479
V16	0.7485	0.0832	0.05912	0.10918
V17	0.10855	0.78057	0.01924	0.09164
V18	0.46627	0.35946	0.06442	0.10985
V19	0.16432	0.73816	0.01431	0.0832
V20	0.17616	0.44815	0.04201	0.33369
V21	0.15471	0.09642	0.6421	0.10678
V22	0.08354	0.15289	0.20244	0.56113
V23	0.33888	0.07984	0.4971	0.08418
V24	0.78841	0.0641	0.06807	0.07942
V25	0.29737	0.26804	0.13881	0.29578
V26	0.3314	0.39292	0.04218	0.2335
V27	0.14457	0.11968	0.06555	0.6702
V28	0.05472	0.07495	0.79276	0.07758
V29	0.38002	0.06839	0.44345	0.10814
V30	0.13395	0.2499	0.2473	0.36885
V31	0.20425	0.22997	0.2624	0.30338
V32	0.13087	0.09819	0.07526	0.69568
V33	0.08323	0.46736	0.29613	0.15327
V34	0.15457	0.07835	0.65947	0.10762
V35	0.16676	0.6524	0.08213	0.09871
V36	0.06862	0.09898	0.40909	0.42331
V37	0.44656	0.1249	0.1232	0.30535
V38	0.36904	0.06108	0.18903	0.38085
V39	0.1708	0.52323	0.12537	0.18059
V40	0.1171	0.74095	0.07266	0.06929
V41	0.05507	0.61571	0.05658	0.27264
V42	0.2276	0.09487	0.21081	0.46673
V43	0.1491	0.33771	0.41108	0.10211
V44	0.06758	0.12064	0.60162	0.21016
V45	0.12165	0.54105	0.19257	0.14473
V46	0.658	0.11207	0.14599	0.08394
V47	0.37547	0.21912	0.28596	0.11945
V48	0.66017	0.20574	0.03617	0.09793
V49	0.597	0.22538	0.02805	0.14957
V50	0.09364	0.75018	0.07947	0.07672
V51	0.27466	0.39369	0.22994	0.10171
V52	0.07411	0.1428	0.67597	0.10712
V53	0.60144	0.15789	0.165	0.07567
V54	0.35893	0.21899	0.3257	0.09638
V55	0.21582	0.17836	0.22763	0.37819
V56	0.10777	0.09135	0.1161	0.68479
V57	0.11653	0.77325	0.02612	0.0841
V58	0.52696	0.06264	0.08334	0.32706
V59	0.36079	0.40787	0.1148	0.11653
V60	0.15931	0.19778	0.28783	0.35508
V61	0.6547	0.1482	0.04578	0.15133
V62	0.72759	0.07499	0.10482	0.0926
V63	0.05509	0.7449	0.10768	0.09233
V64	0.04985	0.76502	0.0075	0.17762
V65	0.087	0.08526	0.12454	0.70321
V66	0.20588	0.63453	0.0309	0.12869
V67	0.16524	0.32848	0.41996	0.08632
V68	0.18293	0.19645	0.0625	0.55812
V69	0.07117	0.31518	0.49554	0.11811
V70	0.44308	0.19069	0.1876	0.17862
V71	0.18459	0.12799	0.33059	0.35683
V72	0.46733	0.19865	0.11824	0.21579
V73	0.16183	0.56267	0.13113	0.14437
V74	0.09642	0.23676	0.59279	0.07403
V75	0.58265	0.04673	0.21015	0.16046
V76	0.06595	0.22006	0.18253	0.53146
V77	0.09476	0.31561	0.04224	0.54739
V78	0.27782	0.16718	0.19084	0.36416
V79	0.05625	0.13628	0.6551	0.15237
V80	0.31676	0.06463	0.46667	0.15194
V81	0.09798	0.18536	0.63494	0.08172
V82	0.05303	0.10006	0.76211	0.0848
V83	0.16448	0.22355	0.10148	0.51049
V84	0.34368	0.10385	0.17934	0.37313
V85	0.13512	0.32482	0.33453	0.20553
V86	0.09194	0.09087	0.70197	0.11523
V87	0.07043	0.74306	0.0574	0.12911
V88	0.18791	0.12131	0.25374	0.43705
V89	0.08845	0.08925	0.2055	0.6168
V90	0.06263	0.79602	0.05601	0.08534
V91	0.07139	0.66495	0.16343	0.10022
V92	0.39062	0.07205	0.34944	0.1879
V93	0.73355	0.05913	0.03968	0.16764
V94	0.07152	0.44301	0.0452	0.44027
V95	0.23561	0.42221	0.15239	0.18979
V96	0.12573	0.15963	0.06971	0.64494
V97	0.56351	0.14226	0.21174	0.08249
V98	0.56948	0.31896	0.02353	0.08803
V99	0.65956	0.08639	0.16935	0.0847
V100	0.11574	0.07278	0.71084	0.10064
V101	0.09156	0.10199	0.05729	0.74916
V102	0.7712	0.09077	0.04428	0.09375
V103	0.08493	0.11439	0.12203	0.67865
V104	0.06354	0.84867	0.01072	0.07707
V105	0.08452	0.82012	0.01827	0.07709
V106	0.13756	0.48184	0.27254	0.10806
V107	0.19227	0.22462	0.46405	0.11905
V108	0.15728	0.68394	0.08933	0.06945
V109	0.06805	0.1987	0.48084	0.2524
V110	0.08577	0.78083	0.04134	0.09207
V111	0.76646	0.03945	0.10728	0.08681
V112	0.16051	0.12035	0.36957	0.34957
V113	0.2024	0.16279	0.18455	0.45026
V114	0.24517	0.1116	0.11465	0.52858
V115	0.04784	0.68039	0.19381	0.07797
V116	0.16019	0.32378	0.31078	0.20525
V117	0.54914	0.27918	0.05959	0.11208
V118	0.17214	0.54039	0.04939	0.23807
V119	0.15633	0.14234	0.08852	0.61282
V120	0.11384	0.10722	0.6872	0.09175
V121	0.48389	0.17349	0.11918	0.22344
V122	0.80623	0.04619	0.0529	0.09469
V123	0.06082	0.49309	0.06352	0.38257
V124	0.53886	0.31263	0.02311	0.1254
V125	0.32909	0.40853	0.16896	0.09342
V126	0.1007	0.20218	0.08532	0.6118
V127	0.18827	0.1125	0.24734	0.45189
V128	0.09852	0.0905	0.13753	0.67345
V129	0.47026	0.25745	0.16805	0.10424
V130	0.04878	0.59929	0.27398	0.07795
V131	0.06195	0.79565	0.00612	0.13628
V132	0.78139	0.04646	0.06953	0.10261
V133	0.75821	0.05684	0.09111	0.09384
V134	0.13868	0.39228	0.13367	0.33537
V135	0.13158	0.09395	0.1906	0.58387
V136	0.23162	0.40442	0.03626	0.32769
V137	0.53352	0.08314	0.24608	0.13726
V138	0.2059	0.3989	0.16917	0.22603
V139	0.30533	0.24188	0.19345	0.25934
V140	0.09723	0.15485	0.09008	0.65785
V141	0.10698	0.19763	0.4427	0.25269
V142	0.66138	0.04204	0.21867	0.07791
V143	0.35952	0.29065	0.09172	0.25811
V144	0.18591	0.20565	0.17417	0.43426
V145	0.04089	0.68902	0.19248	0.07761
V146	0.1171	0.09174	0.07712	0.71404
V147	0.75647	0.06574	0.06068	0.11712
V148	0.15711	0.12581	0.47825	0.23883
V149	0.24109	0.48679	0.19442	0.0777
V150	0.11883	0.26274	0.47713	0.1413
V151	0.20039	0.58052	0.0465	0.17258
V152	0.21899	0.43118	0.19635	0.15348
