Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.33858	0.13451	0.26524	0.11097	0.15071
V2	0.0628	0.80553	0.03917	0.0466	0.0459
V3	0.06766	0	0.50054	0.40454	0.02725
V4	0.00496	0	0.22488	0.04392	0.72624
V5	0.00418	0	0.04837	0.08357	0.86388
V6	0.35569	0.01761	0.29988	0.19896	0.12786
V7	0.00607	0.01344	0.42176	0.06104	0.4977
V8	0.00764	0	0.93001	0.06061	0.00174
V9	0.05397	0	0.30326	0.61164	0.03112
V10	0.48506	0.00197	0.50184	0	0.01113
V11	0.02645	0.00695	0.0933	0.05481	0.81849
V12	0.07626	0	0.23053	0.26658	0.42663
V13	0.12704	0.04648	0.03316	0.37366	0.41966
V14	0.16604	0	0.07913	0.62263	0.1322
V15	0.01589	0.02348	0	0.88743	0.07319
V16	0.60977	0.09255	0.00157	0.28607	0.01003
V17	0.05945	0.23916	0.00403	0.04601	0.65135
V18	0.09365	0.44602	0.26556	0.17963	0.01515
V19	0.01782	0	0	0.09346	0.88872
V20	0	0	0.77857	0.2031	0.01833
V21	0.02002	0.25612	0.12489	0.13484	0.46412
V22	0.84367	0.08173	0.06219	0	0.01241
V23	0.06606	0.00938	0.01384	0.10957	0.80116
V24	0.44203	0.13266	0.00671	0.02672	0.39189
V25	0.01694	0.02375	0.00863	0.37006	0.58061
V26	0.47309	0.21657	0.05172	0.02433	0.23429
V27	0.12521	0.50572	0.17447	0.00296	0.19164
V28	0.02796	0.07511	0.23254	0.60018	0.0642
V29	0	0	0.37506	0.58293	0.04201
V30	0.7543	0.11341	0.01759	0.00569	0.10901
V31	0.4277	0.16719	0	0.19637	0.20875
V32	0.95619	0	0	0	0.04381
V33	0.01873	0.19062	0.00532	0.09487	0.69046
V34	0.12487	0.86781	0	0.00539	0.00194
V35	0.10133	0.63203	0.24773	0.01891	0
V36	0.02466	0.16223	0.16058	0.07268	0.57986
V37	0.7475	0	0	0	0.2525
V38	0.12698	0.00248	0.51663	0.17606	0.17785
V39	0.32702	0.02191	0.34205	3e-04	0.30871
V40	0.22776	0.64966	0.00289	0.08228	0.03742
V41	0.05912	0.85732	0	0.0051	0.07845
V42	0.89112	0.03506	0.01275	0	0.06107
V43	0.50339	0.1157	0.37354	0.00577	0.00159
V44	0.04058	0.27663	0.56301	0	0.11978
V45	0.04681	0.69945	0.08653	0.11709	0.05011
V46	0.12058	0.78545	0.0539	0.02264	0.01743
V47	0	0	0.99218	0	0.00782
V48	0.17262	0.13227	0.23953	0.29471	0.16087
V49	0.48861	0.15355	0.23972	0.1105	0.00762
V50	0.02406	0	0.97594	0	0
V51	0.10185	0.26279	0.18951	0.04859	0.39725
V52	0.06321	0.92526	0	0.00813	0.00341
V53	0.02547	0.20433	0.00205	0.72245	0.04569
V54	0.22415	0	0.00621	0.51946	0.25018
V55	0.07512	0	0	0.86718	0.0577
V56	0.06759	0	0	0.74618	0.18623
V57	0.16233	0.1077	0.58364	0.01439	0.13193
V58	0.05631	0	0.12861	0.1711	0.64397
V59	0.89528	0.01427	0.09045	0	0
V60	0.43249	0.222	0.1227	0.0982	0.12461
V61	0.18308	0.0012	0.02103	0.18741	0.60727
V62	0.05439	0.00459	0.30189	0.11463	0.52449
V63	0.38865	0.27272	0.05162	0.0212	0.26581
V64	0.971	0.01379	0.01521	0	0
V65	0.08707	0.08725	0.03778	0.58689	0.20102
V66	0.0215	0	0.15583	0.76755	0.05512
V67	0.0029	0	0.33194	0.08221	0.58296
V68	0.47473	0	0.42405	0.01697	0.08424
V69	0.61494	0.11379	0.20675	0.00177	0.06275
V70	0.06987	0.74686	0.03075	0.12839	0.02414
V71	0.1028	0.8076	0.02875	0.04963	0.01122
V72	0.04065	0.39258	0.01204	0.02914	0.52559
V73	0.05426	0	0.10919	0.54323	0.29332
V74	0.00633	0.06978	0.00338	0.77619	0.14432
V75	0.48805	0.17931	0.32443	0	0.00821
V76	0.00145	0	0.01609	0.85169	0.13077
V77	0.01555	0	0.95573	0.02865	7e-05
V78	0	0	0.99008	0	0.00992
V79	0.08131	0.41083	0.02903	0.11616	0.36266
V80	0.12619	0.7455	0	0.04059	0.08772
V81	0.00591	0	0.99409	0	0
V82	0.25506	0.1905	0.02372	0.49799	0.03273
V83	0.09727	0.08402	0.0167	0.50429	0.29773
V84	0.08398	0.15557	0	0.05055	0.7099
V85	0	0	1	0	0
V86	0.02682	0.26771	0.33049	0.34953	0.02546
V87	0.4956	0.01918	0.04062	0.40932	0.03527
V88	0.30857	0.17564	0.04414	0.16327	0.30839
V89	0.04972	0.07382	0.85066	0.02581	0
V90	0.01682	0.17133	0.04767	0.09214	0.67204
V91	0	0	0.09291	0.85219	0.0549
V92	0.21946	0.03009	0.01852	0.04607	0.68586
V93	0.00791	0.08161	0.1766	0.48125	0.25264
V94	0.03541	0.16808	0.01387	0.20872	0.57391
V95	0.05826	0.22436	0.01228	0.0918	0.61331
V96	0.81492	0.00072	0.01906	0.00748	0.15783
V97	0.14828	0.0195	0.03711	0.10155	0.69356
V98	0.0577	0.37945	0.17477	0.10292	0.28516
V99	0.52144	0.15163	0	0.18543	0.1415
V100	0.53594	0.17069	0.04307	0.03553	0.21477
V101	0.0715	0.91752	0.00056	0.00741	0.003
V102	0.31068	0.255	0.13194	0.08422	0.21816
V103	0.10567	0	0	0.05352	0.84081
V104	0.05073	0.40466	0.07125	0.02909	0.44428
V105	0.00759	0	0.03341	0.0914	0.8676
V106	0.06076	0.76541	0.13447	0.00538	0.03398
V107	0.05659	0.19953	0.70341	0.03283	0.00765
V108	0.02295	0.14912	0.82793	0	0
V109	0.05787	0.22026	0.0499	0.24275	0.42922
V110	0.18421	0.52923	0.18096	0.08716	0.01845
V111	0.29508	0.2118	0.49312	0	0
V112	0.1802	0	0.1126	0.43811	0.26909
V113	0.22539	0	0.09972	0.13058	0.54431
V114	0.58975	0.08581	0.04406	0.14278	0.1376
V115	0.88374	0	0	0	0.11626
V116	0.00594	0	0	0.06971	0.92435
V117	0.04958	0	0.85536	0.06585	0.0292
V118	0.03852	0	0	0.8778	0.08369
V119	0.35437	0.00443	0.43585	0.20235	0.003
V120	0.0033	0	0.85978	0.09415	0.04277
V121	0.19283	0.73491	0	0.00574	0.06652
V122	0.0389	0.40591	0.07809	0.20021	0.27689
V123	0.50327	0.04444	0.07299	0.16209	0.21721
V124	0.20963	0.11125	0.05619	0.19396	0.42897
V125	0.05239	0.4444	0.4964	0	0.00681
V126	0.15474	0.18124	0.21823	0.09667	0.34913
V127	0.28365	0	0.68342	0.02945	0.00348
V128	0.20516	0.77925	0	0	0.0156
V129	0.27283	0.02283	0.28211	0.14806	0.27416
V130	0.03892	0.53108	0.03217	0.19146	0.20637
V131	0.00901	0	0.26995	0.68336	0.03768
V132	0.35719	0.01663	0	0.30439	0.32179
V133	0.00578	0.02595	0.56681	0.07856	0.3229
V134	0.07432	0	0.81471	0.01523	0.09574
V135	0.02707	0.07097	0.7539	0.01947	0.12859
V136	0.99963	0	0	0	0.00037
V137	0.93105	0.03106	0	0.00733	0.03056
V138	0.24396	0.14479	0.07204	0.11526	0.42395
V139	0.12528	0	0.18094	0.65086	0.04292
V140	0.01757	0	0.14188	0.04983	0.79072
V141	0.02433	0.2031	0.6817	0.07989	0.01098
V142	0.20576	0	0.33728	0.11065	0.34631
V143	0.02201	0.18309	0.50045	0.12443	0.17002
V144	0.5136	0.23882	0.06285	0.09298	0.09176
V145	0	0	0.97167	0.00795	0.02038
V146	0.03735	0.36397	0	0.27345	0.32523
V147	0.10389	0.03623	0.73446	0.08738	0.03805
V148	0.16035	0.79834	0	0.02306	0.01825
V149	0.00236	0	0	0.87559	0.12205
V150	0.15247	0.17485	0.59778	0	0.0749
V151	0.4585	0.01852	0.00233	0.36964	0.15102
V152	0.00633	0	0.12783	0.73015	0.13569
V153	0.17834	0.17294	0.46932	0.03603	0.14336
V154	0.12052	0.60049	0.01216	0.02826	0.23857
V155	0.03308	0	0.15523	0.75742	0.05427
V156	0.09952	0.00428	0.41594	0.13399	0.34626
V157	0.09024	0.03009	0.17416	0.24889	0.45662
V158	0.18902	0	0.45234	0.0381	0.32054
V159	0.12111	0.2581	0.00727	0.54461	0.06891
V160	0.45064	0.16846	0.08777	0.03223	0.26089
V161	0.19708	0.0094	0.05265	0.03451	0.70636
V162	0	0	1	0	0
V163	0.04303	0	0.00408	0.0819	0.87098
V164	0.94277	0.05088	0.00634	0	0
V165	0.62087	0.22483	0.07813	0.02928	0.04689
V166	0.04903	0	0.27071	0.55189	0.12837
V167	0.0464	0.66364	0.00757	0.11012	0.17226
V168	0	0	1	0	0
V169	0.06709	0.70519	0.14605	0.06244	0.01922
V170	0.25023	0.41548	0.04684	0.15775	0.1297
V171	0.32854	0.07486	0.39264	0.14653	0.05743
V172	0.17164	0.22162	0.0595	0.03314	0.5141
V173	0.22168	0.10826	0.09318	0.36322	0.21366
V174	0.21102	0	0.37228	0.17388	0.24283
V175	0.07318	0.13721	0.11542	0.16229	0.51189
V176	0.40836	0.01564	0	0.54908	0.02691
V177	0.21262	0.00195	0.62739	0.14773	0.01032
V178	0.29723	0.02091	0.4954	0.091	0.09547
V179	0.08436	0	0	0.05605	0.85959
V180	0.02176	0	0.33583	0.03125	0.61117
