CD19B	CD56NK	CD4MemoryT	CD14
V1	0.44476	0.076	0.18089	0.29836
V2	0.17518	0.15808	0.08856	0.57818
V3	0.09271	0.55884	0.04429	0.30416
V4	0.69238	0.15093	0.04038	0.11631
V5	0.12983	0.44714	0.21883	0.2042
V6	0.09809	0.75069	0.04701	0.10422
V7	0.16141	0.36414	0.10245	0.372
V8	0.15061	0.08788	0.64029	0.12122
V9	0.22557	0.27126	0.07286	0.43031
V10	0.06645	0.09575	0.70189	0.13591
V11	0.19742	0.35529	0.35427	0.09302
V12	0.06576	0.53095	0.30531	0.09799
V13	0.2353	0.62361	0.03629	0.1048
V14	0.0922	0.78256	0.03606	0.08918
V15	0.13585	0.53546	0.12647	0.20222
V16	0.72537	0.0839	0.0646	0.12613
V17	0.10584	0.74895	0.04127	0.10393
V18	0.45078	0.35097	0.07448	0.12377
V19	0.15909	0.7085	0.03659	0.09582
V20	0.17253	0.43909	0.05278	0.3356
V21	0.15012	0.11945	0.6104	0.12004
V22	0.08557	0.16626	0.19564	0.55253
V23	0.32552	0.09809	0.47603	0.10036
V24	0.76389	0.06562	0.0728	0.09769
V25	0.28875	0.27024	0.13978	0.30123
V26	0.3206	0.38509	0.05313	0.24118
V27	0.14579	0.12887	0.06825	0.65708
V28	0.056	0.10445	0.74748	0.09208
V29	0.36618	0.08525	0.42512	0.12344
V30	0.13199	0.25814	0.2406	0.36927
V31	0.19968	0.23852	0.2547	0.30711
V32	0.13251	0.10969	0.07685	0.68095
V33	0.08188	0.46301	0.29233	0.16278
V34	0.14995	0.10329	0.62583	0.12092
V35	0.16199	0.63027	0.09704	0.1107
V36	0.0702	0.11981	0.38981	0.42018
V37	0.43449	0.13155	0.12241	0.31155
V38	0.35957	0.07444	0.18241	0.38358
V39	0.16616	0.51156	0.13332	0.18895
V40	0.11377	0.71247	0.09086	0.0829
V41	0.05628	0.59836	0.06977	0.27559
V42	0.22347	0.1093	0.20307	0.46416
V43	0.14482	0.34172	0.39867	0.11479
V44	0.06785	0.14364	0.57146	0.21706
V45	0.11873	0.52985	0.19678	0.15464
V46	0.63689	0.11532	0.14664	0.10115
V47	0.36254	0.22503	0.27902	0.1334
V48	0.6389	0.20182	0.04517	0.11411
V49	0.57804	0.22092	0.03796	0.16308
V50	0.0913	0.72165	0.09732	0.08973
V51	0.26517	0.39011	0.2296	0.11512
V52	0.07389	0.16492	0.64147	0.11972
V53	0.58184	0.16043	0.16502	0.09271
V54	0.34556	0.22602	0.31681	0.11161
V55	0.21139	0.1891	0.22031	0.3792
V56	0.11083	0.10516	0.11361	0.67039
V57	0.11332	0.74298	0.04719	0.0965
V58	0.51323	0.07023	0.08357	0.33298
V59	0.34761	0.40027	0.12207	0.13005
V60	0.15673	0.20931	0.27779	0.35616
V61	0.6347	0.14779	0.05185	0.16565
V62	0.7045	0.07732	0.10822	0.10996
V63	0.05536	0.71748	0.123	0.10415
V64	0.05081	0.73515	0.02957	0.18447
V65	0.09084	0.09986	0.12183	0.68747
V66	0.19922	0.6123	0.04869	0.13979
V67	0.16041	0.3324	0.4075	0.09969
V68	0.1807	0.20139	0.06726	0.55066
V69	0.07081	0.32273	0.4768	0.12965
V70	0.42937	0.19535	0.18537	0.18991
V71	0.18133	0.144	0.31649	0.35819
V72	0.45375	0.20057	0.1199	0.22578
V73	0.15745	0.54836	0.1398	0.15439
V74	0.09462	0.25088	0.56621	0.0883
V75	0.56524	0.05684	0.20342	0.1745
V76	0.06828	0.22931	0.17843	0.52399
V77	0.09569	0.31499	0.0501	0.53922
V78	0.27075	0.17623	0.18649	0.36653
V79	0.05656	0.15878	0.62208	0.16258
V80	0.30542	0.0839	0.44617	0.16451
V81	0.09591	0.20355	0.60442	0.09612
V82	0.05433	0.12647	0.72013	0.09907
V83	0.16309	0.2286	0.10319	0.50513
V84	0.3343	0.11487	0.1746	0.37623
V85	0.13231	0.33002	0.32491	0.21275
V86	0.09052	0.11665	0.66494	0.12789
V87	0.06939	0.71475	0.07628	0.13958
V88	0.18524	0.13618	0.24352	0.43505
V89	0.09086	0.1058	0.19744	0.6059
V90	0.06227	0.76358	0.07629	0.09786
V91	0.07007	0.64576	0.1719	0.11228
V92	0.37843	0.08781	0.33537	0.19839
V93	0.71179	0.06154	0.04495	0.18172
V94	0.0728	0.4359	0.0552	0.4361
V95	0.22822	0.41653	0.15645	0.1988
V96	0.12762	0.16741	0.07249	0.63248
V97	0.54518	0.14768	0.208	0.09913
V98	0.55028	0.30946	0.03643	0.10383
V99	0.63852	0.09124	0.1679	0.10234
V100	0.11307	0.09987	0.67289	0.11416
V101	0.09545	0.11343	0.05988	0.73124
V102	0.74757	0.09031	0.05078	0.11134
V103	0.08864	0.12668	0.12011	0.66457
V104	0.06351	0.81121	0.03547	0.0898
V105	0.08247	0.78585	0.04174	0.08993
V106	0.13391	0.47493	0.27132	0.11984
V107	0.1864	0.2361	0.44587	0.13164
V108	0.15243	0.65919	0.10517	0.08321
V109	0.06852	0.21473	0.45977	0.25699
V110	0.08381	0.75005	0.06184	0.1043
V111	0.74227	0.04351	0.10959	0.10463
V112	0.15819	0.13818	0.35255	0.35109
V113	0.1988	0.17317	0.18007	0.44796
V114	0.24081	0.12209	0.11288	0.52422
V115	0.04831	0.65942	0.20153	0.09075
V116	0.15624	0.32804	0.30293	0.2128
V117	0.53152	0.27345	0.0678	0.12723
V118	0.1682	0.52661	0.0619	0.24329
V119	0.15619	0.1513	0.08961	0.6029
V120	0.1109	0.13099	0.65245	0.10566
V121	0.46982	0.1769	0.12017	0.23311
V122	0.78162	0.0479	0.05805	0.11243
V123	0.06199	0.48388	0.07342	0.3807
V124	0.52148	0.3041	0.03508	0.13935
V125	0.3172	0.40205	0.17321	0.10754
V126	0.10196	0.20889	0.08765	0.6015
V127	0.18549	0.12739	0.23755	0.44956
V128	0.10084	0.10453	0.13487	0.65975
V129	0.45449	0.25675	0.16939	0.11937
V130	0.04927	0.58473	0.27512	0.09088
V131	0.06162	0.76317	0.02918	0.14603
V132	0.75782	0.04908	0.07328	0.11983
V133	0.73424	0.05899	0.09555	0.11122
V134	0.13652	0.3894	0.13715	0.33692
V135	0.13242	0.10921	0.1835	0.57487
V136	0.22558	0.39677	0.04732	0.33033
V137	0.51703	0.09325	0.23826	0.15146
V138	0.20039	0.39609	0.17064	0.23289
V139	0.29607	0.24688	0.19058	0.26646
V140	0.09992	0.16431	0.09099	0.64478
V141	0.10502	0.21285	0.4243	0.25783
V142	0.64039	0.05132	0.2128	0.09549
V143	0.34801	0.28877	0.09771	0.26551
V144	0.18322	0.21361	0.17107	0.4321
V145	0.04171	0.66724	0.20061	0.09044
V146	0.11913	0.10401	0.07876	0.69809
V147	0.73364	0.06748	0.06517	0.13371
V148	0.1534	0.14463	0.45693	0.24503
V149	0.23305	0.47689	0.19832	0.09174
V150	0.11623	0.27298	0.45862	0.15217
V151	0.19441	0.56385	0.06016	0.18158
V152	0.21229	0.42633	0.19707	0.1643
V153	0.12336	0.655	0.04752	0.17411
V154	0.21879	0.43184	0.23551	0.11386
V155	0.38124	0.19078	0.25838	0.16961
V156	0.0817	0.19763	0.53278	0.18788
V157	0.26686	0.20992	0.27142	0.2518
V158	0.09556	0.10018	0.0718	0.73247
V159	0.71073	0.10717	0.04259	0.13952
V160	0.55086	0.06821	0.1037	0.27723
V161	0.22189	0.09505	0.07811	0.60494
V162	0.11187	0.32637	0.10626	0.45549
V163	0.12349	0.46251	0.16281	0.25119
V164	0.2865	0.32649	0.12351	0.2635
V165	0.07892	0.30062	0.04412	0.57635
V166	0.08584	0.17261	0.10354	0.63801
V167	0.31476	0.07835	0.05709	0.54981
V168	0.24693	0.52161	0.09861	0.13285
V169	0.20442	0.13252	0.08355	0.57951
V170	0.14268	0.10525	0.42137	0.3307
V171	0.14654	0.27042	0.45965	0.12339
V172	0.57781	0.0562	0.26311	0.10288
V173	0.09655	0.20859	0.08268	0.61218
V174	0.08648	0.22621	0.10574	0.58158
V175	0.10684	0.09175	0.61074	0.19066
V176	0.04733	0.70351	0.15832	0.09083
V177	0.04705	0.82532	0.03022	0.0974
V178	0.05259	0.6706	0.03711	0.23971
V179	0.18428	0.09494	0.32572	0.39506
V180	0.06308	0.76333	0.09031	0.08329
V181	0.17418	0.18978	0.42671	0.20933
V182	0.26308	0.22349	0.3747	0.13873
V183	0.17459	0.69963	0.0361	0.08968
V184	0.80722	0.04009	0.0535	0.09919
V185	0.45473	0.40343	0.04693	0.09492
V186	0.13711	0.45301	0.2264	0.18348
V187	0.77368	0.04806	0.07287	0.10539
V188	0.11417	0.27514	0.04483	0.56586
V189	0.64716	0.07612	0.06073	0.21599
V190	0.53149	0.068	0.29853	0.10198
V191	0.18585	0.24354	0.44613	0.12448
V192	0.25944	0.44651	0.07576	0.21829
V193	0.48051	0.09601	0.23102	0.19245
V194	0.06978	0.79027	0.03576	0.10418
V195	0.06115	0.10337	0.73613	0.09935
V196	0.0916	0.14906	0.06358	0.69576
V197	0.35176	0.1195	0.07292	0.45582
V198	0.09589	0.4697	0.29962	0.13479
V199	0.1886	0.11175	0.18263	0.51701
V200	0.14579	0.51903	0.05035	0.28484
V201	0.12098	0.50889	0.17347	0.19666
V202	0.0702	0.10292	0.60188	0.22499
V203	0.1667	0.41141	0.31515	0.10674
V204	0.0619	0.50305	0.04256	0.39249
V205	0.0679	0.12521	0.69991	0.10698
V206	0.09006	0.15631	0.65663	0.097
V207	0.16235	0.24374	0.08949	0.50442
V208	0.23399	0.12927	0.53112	0.10562
V209	0.25848	0.44408	0.09275	0.20469
V210	0.10603	0.66431	0.10445	0.12521
V211	0.36025	0.08997	0.07918	0.4706
V212	0.41492	0.10035	0.37069	0.11404
V213	0.50448	0.09266	0.13932	0.26355
V214	0.28388	0.21514	0.17065	0.33033
V215	0.2676	0.16672	0.06402	0.50166
V216	0.10841	0.09883	0.07121	0.72155
V217	0.08452	0.46617	0.20381	0.24549
V218	0.12482	0.43097	0.16354	0.28067
V219	0.12784	0.57318	0.04341	0.25556
V220	0.0514	0.71494	0.03541	0.19824
V221	0.64749	0.05922	0.0505	0.24278
V222	0.27431	0.19197	0.30908	0.22464
V223	0.05639	0.19876	0.59032	0.15454
V224	0.79667	0.04018	0.06464	0.09851
V225	0.0838	0.74926	0.07762	0.08932
V226	0.27182	0.14284	0.48018	0.10515
V227	0.63279	0.05224	0.20412	0.11086
V228	0.60657	0.11683	0.10342	0.17318
V229	0.06841	0.10288	0.71445	0.11425
V230	0.09444	0.11367	0.07168	0.72021
V231	0.07931	0.31186	0.12849	0.48035
V232	0.08443	0.58774	0.03103	0.29679
V233	0.44761	0.14695	0.20032	0.20512
V234	0.06913	0.77763	0.05513	0.0981
V235	0.31739	0.12262	0.43791	0.12208
V236	0.08973	0.14049	0.6142	0.15558
V237	0.18679	0.09699	0.08178	0.63444
V238	0.14285	0.50601	0.22466	0.12647
V239	0.11007	0.40328	0.05544	0.43121
V240	0.39929	0.10026	0.36453	0.13591
V241	0.06722	0.09585	0.68766	0.14926
V242	0.13784	0.66155	0.10509	0.09552
V243	0.22791	0.11351	0.50296	0.15562
V244	0.20668	0.0833	0.54665	0.16337
V245	0.46863	0.3104	0.08261	0.13837
V246	0.09449	0.20353	0.59064	0.11133
V247	0.17449	0.09402	0.64034	0.09115
V248	0.09813	0.11965	0.08914	0.69308
V249	0.05275	0.1196	0.67832	0.14933
V250	0.61676	0.05347	0.22587	0.10391
V251	0.7634	0.08127	0.05129	0.10404
V252	0.04754	0.72548	0.14427	0.08271
V253	0.31021	0.14174	0.1726	0.37545
V254	0.04684	0.79207	0.07107	0.09001
V255	0.0765	0.77684	0.02884	0.11782
V256	0.17902	0.25196	0.40892	0.1601
V257	0.34541	0.1636	0.22219	0.2688
V258	0.17902	0.29385	0.34074	0.18639
V259	0.07778	0.31361	0.48476	0.12384
V260	0.05037	0.3081	0.54781	0.09372
V261	0.48867	0.09456	0.20246	0.21432
V262	0.14529	0.13616	0.06797	0.65059
V263	0.05584	0.81048	0.02998	0.1037
V264	0.18118	0.11953	0.35413	0.34515
V265	0.10189	0.09751	0.15379	0.64681
V266	0.5175	0.35138	0.04169	0.08943
V267	0.06355	0.23901	0.24713	0.45031
V268	0.32776	0.09972	0.16174	0.41078
V269	0.04962	0.50986	0.31249	0.12803
V270	0.50996	0.08652	0.23817	0.16535
V271	0.63116	0.11487	0.07351	0.18046
V272	0.08518	0.70739	0.04073	0.1667
V273	0.11853	0.11068	0.084	0.68679
V274	0.55838	0.05793	0.19637	0.18733
V275	0.05528	0.10423	0.74132	0.09917
V276	0.39909	0.34707	0.04659	0.20724
V277	0.09263	0.25915	0.16372	0.4845
V278	0.09641	0.14249	0.25927	0.50183
V279	0.54084	0.11428	0.13783	0.20705
V280	0.09556	0.10018	0.0718	0.73247
V281	0.43528	0.09752	0.16143	0.30578
V282	0.09671	0.14048	0.6217	0.14111
V283	0.19533	0.52495	0.0838	0.19592
V284	0.06294	0.7703	0.07639	0.09036
V285	0.1063	0.09228	0.70999	0.09144
V286	0.21709	0.50035	0.11985	0.16271
V287	0.1128	0.74239	0.04165	0.10316
V288	0.06645	0.31064	0.33961	0.2833
V289	0.24728	0.25647	0.34284	0.1534
V290	0.66116	0.19143	0.05315	0.09427
V291	0.39769	0.12623	0.36996	0.10612
V292	0.7564	0.04954	0.04672	0.14734
V293	0.26636	0.08618	0.51901	0.12845
V294	0.12599	0.376	0.0393	0.45871
V295	0.0803	0.23674	0.18502	0.49794
V296	0.18086	0.18071	0.47692	0.1615
V297	0.13185	0.09637	0.10675	0.66503
V298	0.26367	0.1591	0.47243	0.1048
V299	0.11685	0.30696	0.05546	0.52073
V300	0.07471	0.12039	0.21862	0.58628
V301	0.14353	0.17631	0.49872	0.18144
V302	0.51804	0.34241	0.0368	0.10275
V303	0.04365	0.53903	0.30373	0.1136
V304	0.09989	0.10846	0.57328	0.21837
V305	0.14578	0.21777	0.36479	0.27166
V306	0.63456	0.13992	0.08822	0.1373
V307	0.05561	0.80388	0.0429	0.0976
V308	0.21306	0.26871	0.25427	0.26396
V309	0.27953	0.33231	0.06091	0.32726
V310	0.11527	0.33749	0.15259	0.39465
V311	0.41381	0.45269	0.03893	0.09457
V312	0.11351	0.6441	0.13833	0.10406
V313	0.08309	0.17944	0.06753	0.66995
V314	0.06684	0.45583	0.12136	0.35597
V315	0.13542	0.5604	0.06095	0.24323
V316	0.26623	0.19233	0.32383	0.21761
V317	0.10996	0.61401	0.06752	0.20851
V318	0.08136	0.51243	0.04583	0.36039
V319	0.09635	0.13187	0.65145	0.12034
V320	0.1126	0.20271	0.4971	0.18759
V321	0.50956	0.35976	0.04128	0.0894
V322	0.19156	0.33804	0.09669	0.37372
V323	0.11627	0.11086	0.11996	0.65291
V324	0.51638	0.2754	0.09715	0.11108
V325	0.2593	0.57122	0.07808	0.09139
V326	0.05165	0.51632	0.10688	0.32515
V327	0.08601	0.20935	0.12795	0.57669
V328	0.09251	0.10863	0.57363	0.22523
V329	0.18492	0.18163	0.17181	0.46164
V330	0.32573	0.08401	0.29888	0.29138
V331	0.29634	0.15589	0.08472	0.46304
V332	0.08229	0.13601	0.18353	0.59817
V333	0.34303	0.13811	0.33437	0.1845
V334	0.3021	0.08628	0.31262	0.299
V335	0.07053	0.34833	0.39667	0.18446
V336	0.17106	0.61348	0.04869	0.16677
V337	0.24277	0.39174	0.25085	0.11465
V338	0.04062	0.83273	0.03687	0.08978
V339	0.14443	0.08927	0.66729	0.099
V340	0.09599	0.26826	0.40739	0.22836
V341	0.09681	0.12016	0.10093	0.6821
V342	0.23043	0.08202	0.48955	0.198
V343	0.78795	0.05506	0.05226	0.10473
V344	0.53545	0.18753	0.1852	0.09182
V345	0.06124	0.10311	0.74346	0.09218
V346	0.2176	0.18117	0.24939	0.35184
V347	0.10796	0.10352	0.1476	0.64092
V348	0.08677	0.57829	0.13927	0.19567
V349	0.2869	0.21548	0.32292	0.1747
V350	0.06253	0.69597	0.15793	0.08357
V351	0.08073	0.12037	0.33084	0.46806
V352	0.09064	0.10152	0.65087	0.15697
V353	0.69704	0.07111	0.07739	0.15445
V354	0.07968	0.6061	0.19524	0.11898
V355	0.24542	0.1456	0.37749	0.23149
V356	0.10123	0.1119	0.1263	0.66057
V357	0.13565	0.34582	0.23604	0.28249
V358	0.42399	0.16317	0.08856	0.32428
V359	0.45073	0.12101	0.07512	0.35314
V360	0.43178	0.41374	0.05344	0.10104
V361	0.04556	0.43242	0.43034	0.09168
V362	0.04076	0.82697	0.04257	0.0897
V363	0.17703	0.18277	0.37499	0.26521
V364	0.16712	0.13463	0.52911	0.16914
V365	0.24974	0.10758	0.06308	0.57961
V366	0.1017	0.59825	0.09792	0.20213
V367	0.44662	0.19146	0.04597	0.31595
V368	0.10745	0.63368	0.09801	0.16086
V369	0.06074	0.39239	0.45423	0.09264
V370	0.25201	0.29604	0.33422	0.11772
V371	0.17733	0.62969	0.05355	0.13943
V372	0.18204	0.13655	0.13987	0.54154
V373	0.11589	0.20446	0.3726	0.30705
V374	0.62433	0.06131	0.21877	0.09558
V375	0.1053	0.12565	0.15872	0.61033
V376	0.10048	0.11915	0.12612	0.65425
V377	0.62537	0.05341	0.0574	0.26382
V378	0.07369	0.12042	0.33809	0.4678
V379	0.28442	0.24335	0.05375	0.41848
V380	0.17141	0.1523	0.19365	0.48264
V381	0.57247	0.07241	0.12638	0.22873
V382	0.11191	0.10709	0.6822	0.0988
V383	0.65494	0.0575	0.09205	0.19551
V384	0.43319	0.13975	0.15114	0.27592
V385	0.67607	0.06287	0.11521	0.14586
V386	0.26944	0.09682	0.1623	0.47144
V387	0.45167	0.19315	0.19224	0.16294
V388	0.29827	0.34119	0.15248	0.20806
V389	0.32917	0.48411	0.04389	0.14283
V390	0.25344	0.27925	0.37335	0.09395
V391	0.3402	0.16889	0.06275	0.42816
V392	0.33291	0.25854	0.1704	0.23815
V393	0.2411	0.2659	0.29084	0.20216
V394	0.13016	0.27115	0.12774	0.47095
V395	0.20038	0.38847	0.18487	0.22628
V396	0.04805	0.81261	0.03551	0.10383
V397	0.60534	0.13432	0.13008	0.13027
V398	0.35296	0.19249	0.12186	0.33269
V399	0.18049	0.50297	0.14738	0.16916
