mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.27867	0.20703	0.21789	0.17437	0.12204
V2	0.06444	0.69922	0.08824	0.10928	0.03881
V3	0.05432	0.15057	0.34698	0.4249	0.02323
V4	0.01447	0.10153	0.20311	0.10016	0.58072
V5	0.01928	0.05218	0.06389	0.15155	0.7131
V6	0.27896	0.13729	0.22711	0.2563	0.10034
V7	0.00992	0.1571	0.34606	0.11064	0.37628
V8	0.01053	0.23907	0.63843	0.09614	0.01583
V9	0.04615	0.10319	0.21459	0.61788	0.01819
V10	0.38422	0.18826	0.3612	0.03277	0.03355
V11	0.03595	0.07721	0.09921	0.11617	0.67146
V12	0.07042	0.10032	0.1877	0.32947	0.31209
V13	0.1144	0.0864	0.04384	0.45091	0.30444
V14	0.13469	0.06392	0.06992	0.64635	0.08513
V15	0.01742	0.05238	0.01042	0.88813	0.03166
V16	0.48005	0.12339	0.02134	0.35729	0.01793
V17	0.06641	0.22705	0.03322	0.11109	0.56223
V18	0.08102	0.41133	0.2408	0.25225	0.0146
V19	0.03134	0.04521	0.01384	0.16928	0.74033
V20	0.00149	0.19565	0.54231	0.23725	0.0233
V21	0.02272	0.26286	0.13145	0.20739	0.37558
V22	0.69343	0.15948	0.06547	0.0458	0.03583
V23	0.07379	0.05869	0.03268	0.18359	0.65124
V24	0.40349	0.1554	0.03088	0.09627	0.31397
V25	0.02272	0.05945	0.02495	0.45857	0.43431
V26	0.41927	0.22762	0.06741	0.08931	0.19639
V27	0.12139	0.46957	0.18851	0.05187	0.16866
V28	0.02428	0.13754	0.17451	0.62563	0.03804
V29	0.0023	0.10961	0.26787	0.5951	0.02513
V30	0.63059	0.1619	0.03432	0.07281	0.10038
V31	0.36881	0.16847	0.02439	0.27566	0.16267
V32	0.78097	0.09053	0.01397	0.05576	0.05877
V33	0.02668	0.18743	0.03223	0.16836	0.5853
V34	0.13703	0.76363	0.04487	0.05447	0
V35	0.09729	0.57233	0.25824	0.06873	0.00341
V36	0.02905	0.20714	0.15885	0.13678	0.46818
V37	0.63995	0.07729	0.00737	0.06639	0.20901
V38	0.10302	0.16907	0.37616	0.22119	0.13056
V39	0.27628	0.15726	0.27042	0.05575	0.24029
V40	0.22523	0.53962	0.04501	0.15705	0.03308
V41	0.06274	0.76106	0.05313	0.0517	0.07137
V42	0.72702	0.11809	0.02628	0.05941	0.0692
V43	0.40257	0.23347	0.28213	0.06184	0.01999
V44	0.03431	0.36553	0.45929	0.03828	0.10259
V45	0.04309	0.59661	0.12142	0.19847	0.04041
V46	0.12538	0.68019	0.10169	0.07751	0.01523
V47	0.00267	0.25242	0.69387	0.028	0.02304
V48	0.14406	0.19027	0.19225	0.35506	0.11835
V49	0.39028	0.21879	0.19441	0.17633	0.02019
V50	0.02079	0.25964	0.67688	0.02696	0.01574
V51	0.09756	0.28431	0.18453	0.10775	0.32584
V52	0.06943	0.8256	0.04938	0.05559	0
V53	0.02398	0.16367	0.02189	0.77211	0.01836
V54	0.18549	0.05081	0.02078	0.5739	0.16903
V55	0.06217	0.04095	0.00914	0.86387	0.02387
V56	0.06125	0.03477	0.01527	0.77738	0.11133
V57	0.13468	0.25829	0.43706	0.06032	0.10967
V58	0.06514	0.06687	0.12512	0.24553	0.49733
V59	0.71225	0.12294	0.08179	0.05822	0.02479
V60	0.36916	0.23829	0.11911	0.16806	0.10538
V61	0.1729	0.05984	0.03591	0.27006	0.46128
V62	0.05366	0.12555	0.25292	0.17292	0.39495
V63	0.35704	0.26565	0.07051	0.08454	0.22226
V64	0.78598	0.10704	0.02711	0.05231	0.02756
V65	0.07494	0.10715	0.04535	0.64052	0.13204
V66	0.02163	0.07196	0.11758	0.76134	0.02749
V67	0.01092	0.12362	0.28215	0.13722	0.44609
V68	0.37948	0.15735	0.3093	0.07359	0.08028
V69	0.4961	0.20328	0.17188	0.06267	0.06606
V70	0.06756	0.62221	0.07538	0.218	0.01686
V71	0.10594	0.69299	0.07922	0.11459	0.00726
V72	0.04454	0.35294	0.04666	0.09141	0.46446
V73	0.0507	0.06487	0.09373	0.59479	0.19592
V74	0.00994	0.08074	0.01835	0.80965	0.08132
V75	0.39968	0.26892	0.25734	0.04891	0.02515
V76	0.00703	0.04168	0.02399	0.85903	0.06828
V77	0.01902	0.24034	0.6596	0.06504	0.016
V78	0.00297	0.25459	0.68411	0.03556	0.02278
V79	0.07926	0.35916	0.05917	0.19408	0.30833
V80	0.13465	0.64385	0.03789	0.10414	0.07946
V81	0.01136	0.25231	0.69291	0.02718	0.01624
V82	0.20594	0.17276	0.03954	0.55903	0.02274
V83	0.08597	0.102	0.03109	0.57611	0.20484
V84	0.09184	0.16333	0.02323	0.11654	0.60506
V85	0.00263	0.25229	0.69345	0.03525	0.01638
V86	0.02336	0.28578	0.26451	0.40747	0.01887
V87	0.38275	0.08003	0.0457	0.45933	0.03218
V88	0.27373	0.18413	0.0603	0.24137	0.24047
V89	0.04047	0.27965	0.60107	0.06475	0.01406
V90	0.02444	0.18339	0.06761	0.16254	0.56202
V91	0.00523	0.05754	0.07451	0.84028	0.02244
V92	0.21371	0.08333	0.03743	0.1153	0.55023
V93	0.00959	0.13353	0.14517	0.54006	0.17164
V94	0.03984	0.16666	0.03642	0.29795	0.45912
V95	0.06396	0.21442	0.0389	0.16632	0.5164
V96	0.6631	0.09424	0.03093	0.07767	0.13405
V97	0.14656	0.07655	0.0517	0.17429	0.5509
V98	0.05395	0.36229	0.17721	0.17134	0.23521
V99	0.44292	0.16038	0.01711	0.26543	0.11415
V100	0.46324	0.19676	0.05796	0.10278	0.17926
V101	0.07886	0.81027	0.05613	0.05474	0
V102	0.27436	0.26308	0.13129	0.15243	0.17884
V103	0.12103	0.03803	0.01836	0.12356	0.69902
V104	0.0516	0.37434	0.09927	0.08709	0.3877
V105	0.02003	0.05483	0.04958	0.16146	0.71409
V106	0.06137	0.68249	0.1751	0.05024	0.03081
