Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02059	0.04545	0	0	0.08728	0.00492	0.01022	0.0013	0	0.83024
V2	0.60185	0.02587	0.0568	0	0.02402	0.23055	0.05628	0.00463	0	0
V3	0.11606	0.09301	0.08007	0.00427	0.41593	0.01755	0.10738	0.11184	0.00737	0.04653
V4	0.01052	0.1161	0.0113	0	0.03032	0.08883	0.0235	0.01294	0.43316	0.27333
V5	0.01267	0.12628	0.00737	0.04581	0	0.0633	0.0189	0	0	0.72567
V6	0.00552	0.11624	0.1621	0.0166	0.58056	0.03514	0.00333	0.04603	0.00775	0.02675
V7	0	0.5874	0	0.00107	0.25756	0.01273	0.07193	0.05278	0.0043	0.01222
V8	0	0.64236	0.03842	0.00135	0.00549	0.02273	0.0387	0.2115	0.02451	0.01494
V9	0.00995	0.00617	0.10032	0.07631	0.02517	0.02357	0.29456	0.40789	0.02747	0.0286
V10	0	0.12445	0	0	0.65369	0.07183	0.02373	0.10624	0	0.02007
V11	0.00714	0.63296	0	0	0.00538	0.04717	0.04002	0.1936	0.04646	0.02726
V12	0.03677	0.04636	0.2175	0.35642	0.00675	0.00271	0.10134	0	0.01625	0.21589
V13	0.09487	0.01872	0.11902	0.00308	0.03912	0.12609	0.47211	0.00589	0.07877	0.04232
V14	0.07266	0.49363	0.13629	0.05104	0.02707	0.049	0.14006	0.00654	0.0133	0.01041
V15	0.29879	0.02814	0.2036	0.40162	0.00794	0.01865	0.02674	0.00051	0.01332	7e-04
V16	0.04103	0.08254	0.27367	0.41164	0.01962	0.05008	0	0	0.0975	0.02392
V17	0.01743	0.14197	0	0	0	0.07049	0.04886	0.00483	0	0.71642
V18	0.08567	0.08398	0.06694	0.19223	0	0.00807	0	0	0.00027	0.56284
V19	0.0084	0	0	0.03176	0	0.07448	0.01786	0.00571	0	0.86179
V20	0	0.25627	0	0.00319	0	0.00821	0.55559	0.03374	0	0.14301
V21	0.09635	0.47469	0.01797	0	0.00729	0.30832	0.06151	0.01958	0.00638	0.00792
V22	0	0	0	0	0	0.01424	0.03155	0.19594	0.01912	0.73914
