B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58719	0	0.1379	0.27491
V2	0.15576	0.08823	0.01631	0.7397
V3	0.0332	0.66802	0	0.29878
V4	0.9024	0.07651	0	0.02109
V5	0.08893	0.52782	0.2343	0.14895
V6	0.06184	0.92278	0	0.01538
V7	0.13554	0.40688	0.04842	0.40917
V8	0.09755	0.03115	0.83812	0.03317
V9	0.24468	0.25965	0	0.49567
V10	0	0.03627	0.91763	0.0461
V11	0.18813	0.39859	0.41328	0
V12	0	0.64539	0.35461	0
V13	0.26667	0.72582	0	0.00751
V14	0.04876	0.95124	0	0
V15	0.10637	0.65153	0.09508	0.14703
V16	0.94852	0.0137	0	0.03778
V17	0.07194	0.91384	0	0.01421
V18	0.59579	0.3729	0	0.03131
V19	0.15078	0.84693	0	0.00229
V20	0.15709	0.49834	0	0.34457
V21	0.09895	0.08286	0.78766	0.03053
V22	0	0.10409	0.1914	0.70452
V23	0.38309	0.05068	0.56623	0
V24	0.99661	0.00339	0	0
V25	0.35089	0.26512	0.09686	0.28713
V26	0.40183	0.40516	0	0.19301
V27	0.10066	0.03815	0	0.86119
V28	0	0.06712	0.93288	0
V29	0.44999	0.03342	0.4912	0.02538
V30	0.07755	0.25339	0.26412	0.40493
V31	0.19105	0.22484	0.27991	0.3042
V32	0.08221	0.01291	0.0054	0.89949
V33	0.01441	0.55602	0.34203	0.08755
V34	0.09826	0.06028	0.80955	0.0319
V35	0.15635	0.77092	0.05356	0.01917
V36	0	0.04901	0.48224	0.46875
V37	0.57738	0.06594	0.06113	0.29554
V38	0.45973	0	0.13506	0.40521
V39	0.15534	0.61456	0.10371	0.12638
V40	0.07821	0.88018	0.04161	0
V41	0	0.73916	0.01025	0.25059
V42	0.23219	0.02164	0.19504	0.55114
V43	0.10713	0.38848	0.48612	0.01827
V44	0	0.10316	0.74035	0.15649
V45	0.07943	0.64202	0.20085	0.0777
V46	0.8476	0.06755	0.08485	0
V47	0.45596	0.21257	0.29179	0.03967
V48	0.83811	0.14472	0	0.01716
V49	0.76067	0.16217	0	0.07717
V50	0.04878	0.89537	0.05585	0
V51	0.30873	0.44194	0.2339	0.01544
V52	0	0.14512	0.82719	0.0277
V53	0.76661	0.12087	0.11253	0
V54	0.42923	0.21732	0.34535	0.0081
V55	0.21061	0.1467	0.22641	0.41628
V56	0.04134	0	0.06308	0.89558
V57	0.08566	0.90953	0	0.00481
V58	0.68674	0	0	0.31326
V59	0.44409	0.44482	0.07329	0.0378
V60	0.11413	0.18144	0.3203	0.38412
V61	0.84049	0.07724	0	0.08227
V62	0.93365	0.02196	0.02632	0.01807
V63	0	0.89029	0.09717	0.01254
V64	0	0.8889	0	0.1111
V65	0	0	0.06806	0.93194
V66	0.21358	0.73039	0	0.05602
V67	0.13016	0.37563	0.49421	0
V68	0.16259	0.14642	0	0.69099
V69	0	0.36082	0.60123	0.03795
V70	0.56025	0.16501	0.15406	0.12068
V71	0.15198	0.08468	0.37718	0.38616
V72	0.60142	0.1685	0.05989	0.17018
V73	0.14219	0.66593	0.1152	0.07668
V74	0.00945	0.2627	0.72785	0
V75	0.75213	0	0.155	0.09287
V76	0	0.19945	0.15895	0.6416
V77	0.01601	0.30809	0	0.67591
V78	0.31722	0.12709	0.16591	0.38978
V79	0	0.13134	0.79292	0.07574
V80	0.35548	0.02397	0.5369	0.08365
V81	0.01367	0.20032	0.78601	0
V82	0	0.09653	0.90143	0.00204
V83	0.13376	0.19901	0.04331	0.62392
V84	0.42147	0.03828	0.14173	0.39852
V85	0.08417	0.36499	0.38892	0.16192
V86	0	0.07994	0.87568	0.04437
V87	0.01562	0.89682	0.0273	0.06026
V88	0.16103	0.06489	0.26489	0.5092
V89	0	0.00749	0.19558	0.79693
V90	0.00894	0.9562	0.0269	0.00796
V91	0.01135	0.799	0.16903	0.02062
V92	0.47505	0.02087	0.37093	0.13315
V93	0.9112	0	0	0.0888
V94	0	0.49644	0	0.50356
V95	0.25334	0.47807	0.13089	0.1377
V96	0.07305	0.09726	0	0.82969
V97	0.71643	0.10702	0.17656	0
V98	0.71733	0.28022	0	0.00245
V99	0.84782	0.03869	0.11349	0
V100	0.03429	0.05433	0.88402	0.02736
