B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.56967	0	0.17268	0.25764
V2	0.18599	0.08229	0.07076	0.66097
V3	0.06551	0.6297	0.02511	0.27968
V4	0.86485	0.09518	0	0.03997
V5	0.11065	0.4793	0.27047	0.13957
V6	0.08803	0.8449	0.04298	0.02409
V7	0.15958	0.36807	0.09911	0.37323
V8	0.12449	0.02559	0.81296	0.03696
V9	0.26408	0.24053	0.04339	0.452
V10	0.00527	0.03044	0.90701	0.05728
V11	0.2055	0.36312	0.43139	0
V12	0.02352	0.58617	0.38549	0.00482
V13	0.28149	0.68669	0.01382	0.018
V14	0.0814	0.88702	0.0248	0.00678
V15	0.12696	0.59249	0.14202	0.13853
V16	0.89283	0.03217	0.01633	0.05867
V17	0.09878	0.84574	0.03152	0.02397
V18	0.576	0.33942	0.04529	0.03928
V19	0.17345	0.79493	0.01891	0.01271
V20	0.18233	0.46925	0.02651	0.3219
V21	0.12486	0.08009	0.76189	0.03316
V22	0.0261	0.0966	0.23805	0.63926
V23	0.38129	0.0535	0.55966	0.00554
V24	0.94547	0.02347	0.03106	0
V25	0.35521	0.24064	0.13769	0.26645
V26	0.40818	0.3861	0.01725	0.18847
V27	0.14441	0.04996	0.0397	0.76592
V28	0	0.07608	0.92392	0
V29	0.44098	0.03642	0.49098	0.03162
V30	0.10597	0.23068	0.29652	0.36683
V31	0.20964	0.2046	0.30765	0.27811
V32	0.12747	0.01537	0.0663	0.79086
V33	0.04153	0.50508	0.37111	0.08228
V34	0.12448	0.05919	0.78145	0.03487
V35	0.17261	0.70039	0.10368	0.02331
V36	0	0.04901	0.51366	0.43733
V37	0.56138	0.0618	0.10059	0.27623
V38	0.45556	0	0.17361	0.37083
V39	0.17281	0.5585	0.14861	0.12009
V40	0.10365	0.79876	0.0976	0
V41	0.00399	0.68524	0.07072	0.24005
V42	0.2525	0.01974	0.23167	0.49609
V43	0.12957	0.35341	0.49937	0.01765
V44	0	0.09985	0.74906	0.15109
V45	0.10183	0.58351	0.24001	0.07466
V46	0.80292	0.06875	0.11896	0.00937
V47	0.44829	0.19603	0.31278	0.04289
V48	0.80869	0.15681	0	0.0345
V49	0.73995	0.17056	0	0.08949
V50	0.0763	0.81309	0.11061	0
V51	0.31494	0.40258	0.26552	0.01696
V52	0.01163	0.1379	0.8135	0.03697
V53	0.73592	0.11758	0.1465	0
V54	0.42413	0.20068	0.36268	0.01251
V55	0.22962	0.13382	0.25892	0.37764
V56	0.0865	0	0.12478	0.78872
V57	0.11024	0.83434	0.04303	0.0124
V58	0.67066	0	0.02946	0.29987
V59	0.43805	0.40428	0.1156	0.04207
V60	0.1404	0.1657	0.34613	0.34776
V61	0.80931	0.09494	0	0.09575
V62	0.87395	0.02838	0.06437	0.0333
V63	0.0208	0.81005	0.15003	0.01912
V64	0.01589	0.86301	0.00474	0.11636
V65	0.04268	0	0.13422	0.8231
V66	0.22924	0.67878	0.03207	0.05991
V67	0.15177	0.34219	0.50604	0
V68	0.19543	0.14612	0.03268	0.62577
V69	0.01436	0.33154	0.614	0.04011
V70	0.54279	0.15232	0.18471	0.12018
V71	0.17595	0.07846	0.39659	0.349
V72	0.58123	0.15502	0.09812	0.16563
V73	0.15998	0.60528	0.15985	0.07489
V74	0.04336	0.24051	0.71613	0
V75	0.7148	0	0.18666	0.09854
V76	0	0.1859	0.21563	0.59846
V77	0.05813	0.3043	0.01504	0.62253
V78	0.32624	0.11617	0.20158	0.35601
V79	0	0.1254	0.79427	0.08033
V80	0.35656	0.02683	0.53501	0.08159
V81	0.04815	0.18603	0.76581	0
V82	0	0.09789	0.88745	0.01465
V83	0.16363	0.18058	0.09488	0.56091
V84	0.42128	0.03621	0.17787	0.36464
V85	0.10736	0.33158	0.41092	0.15014
V86	0.03393	0.07726	0.84096	0.04785
V87	0.04168	0.81337	0.08323	0.06172
V88	0.1868	0.05964	0.29534	0.45822
V89	0.03904	0.0082	0.24074	0.71202
V90	0.03698	0.86289	0.0856	0.01453
V91	0.03804	0.72463	0.21396	0.02337
V92	0.46515	0.0228	0.3829	0.12915
V93	0.88856	0	0	0.11144
V94	0.02304	0.46893	0.03737	0.47066
V95	0.26366	0.43345	0.1712	0.13169
V96	0.11475	0.09825	0.04765	0.73935
V97	0.68723	0.1043	0.20442	0.00405
V98	0.70011	0.27948	0	0.0204
V99	0.80124	0.04292	0.14394	0.0119
V100	0.06789	0.05336	0.84663	0.03213
V101	0.07308	0.05967	0.00797	0.85928
V102	0.91574	0.0423	0	0.04196
V103	0.03267	0.04253	0.12983	0.79497
V104	0.04442	0.91393	0.02897	0.01269
V105	0.07121	0.88639	0.03687	0.00553
V106	0.12181	0.5168	0.33476	0.02663
V107	0.1845	0.22024	0.55487	0.04039
V108	0.15612	0.73217	0.11171	0
V109	0	0.18519	0.6067	0.20812
V110	0.06674	0.84512	0.06445	0.02369
V111	0.91247	0	0.06164	0.02589
V112	0.13801	0.07236	0.45056	0.33907
V113	0.21431	0.10829	0.20165	0.47575
V114	0.28483	0.03475	0.1037	0.57673
V115	0.00629	0.74091	0.25212	0.00068
V116	0.14275	0.32801	0.37853	0.1507
V117	0.6788	0.24542	0.03194	0.04384
V118	0.17727	0.57863	0.04888	0.19522
V119	0.15449	0.07321	0.07577	0.69653
V120	0.06955	0.09788	0.81631	0.01626
V121	0.60398	0.12415	0.09696	0.17491
V122	0.93041	0.00053	0.01648	0.05258
V123	0.00609	0.53534	0.06836	0.39022
V124	0.66774	0.27325	0	0.05901
V125	0.3927	0.4124	0.18401	0.01088
V126	0.06699	0.15116	0.07838	0.70347
V127	0.18849	0.04759	0.28556	0.47836
V128	0.06813	0.00402	0.14759	0.78026
V129	0.57728	0.23112	0.16475	0.02685
V130	0.00317	0.64913	0.34715	0.00056
V131	0.0361	0.88366	0.01052	0.06972
V132	0.91633	0	0.02822	0.05544
V133	0.90118	0.00906	0.05064	0.03913
V134	0.12008	0.40571	0.15063	0.32358
V135	0.1101	0.0128	0.21521	0.66189
V136	0.26629	0.40904	0.01233	0.31234
V137	0.65097	0.03432	0.24374	0.07097
V138	0.21862	0.4091	0.19381	0.17847
V139	0.36214	0.21285	0.20573	0.21928
V140	0.06259	0.0901	0.08578	0.76153
V141	0.05944	0.18009	0.55178	0.20868
V142	0.80413	0	0.19587	0
V143	0.44434	0.26322	0.07401	0.21844
V144	0.18884	0.16435	0.19152	0.45528
V145	0	0.74992	0.24989	0.00019
V146	0.11037	0.00102	0.07835	0.81026
V147	0.90006	0.01505	0.01711	0.06778
V148	0.12987	0.09351	0.58578	0.19083
V149	0.26483	0.50699	0.22818	0
V150	0.08213	0.26556	0.58328	0.06903
V151	0.22007	0.61919	0.04903	0.11172
V152	0.23709	0.44599	0.23233	0.08459
V153	0.12086	0.7419	0.03605	0.10118
V154	0.24655	0.45755	0.27976	0.01614
V155	0.47338	0.15167	0.28338	0.09158
V156	0.02094	0.17006	0.69319	0.11581
V157	0.31203	0.169	0.31791	0.20106
V158	0.07033	0	0.0829	0.84677
V159	0.88045	0.0496	0	0.06995
V160	0.71464	0	0.05776	0.2276
V161	0.25877	0	0.04833	0.6929
V162	0.08194	0.31789	0.10633	0.49385
V163	0.10278	0.50011	0.19201	0.20509
V164	0.35169	0.31363	0.11693	0.21776
V165	0.02662	0.28882	0	0.68456
V166	0.02827	0.10275	0.10601	0.76297
V167	0.40025	0	0	0.59975
V168	0.29446	0.56069	0.09525	0.0496
V169	0.23316	0.04845	0.05952	0.65887
V170	0.11139	0.03516	0.54518	0.30827
V171	0.12832	0.26438	0.57703	0.03028
V172	0.71862	0	0.2622	0.01918
V173	0.05552	0.15161	0.07054	0.72234
V174	0.03319	0.17599	0.10781	0.68302
V175	0.05789	0.03155	0.79379	0.11677
V176	0.0092	0.7933	0.19676	0.00074
V177	0.02373	0.93669	0.01228	0.02731
V178	0.01176	0.77428	0.02509	0.18887
V179	0.17928	0.0126	0.408	0.40013
V180	0.03393	0.86375	0.10232	0
V181	0.16374	0.15502	0.53782	0.14341
V182	0.29967	0.19946	0.45033	0.05054
V183	0.1939	0.78184	0.01929	0.00497
V184	0.9778	0	0.0222	0
V185	0.57808	0.39902	0.01256	0.01034
V186	0.12251	0.48749	0.27861	0.11139
V187	0.93159	0.00154	0.03269	0.03418
V188	0.08715	0.25108	0	0.66177
V189	0.82872	0.00909	0.01036	0.15184
V190	0.65785	0.01484	0.30985	0.01746
V191	0.18495	0.23082	0.55437	0.02986
V192	0.31354	0.46646	0.06029	0.15971
V193	0.60695	0.03181	0.23839	0.12285
V194	0.04929	0.897	0.02439	0.02933
V195	0.00656	0.06712	0.89889	0.02743
V196	0.04403	0.0812	0.04061	0.83416
V197	0.45509	0.04023	0.02857	0.47612
V198	0.06581	0.51143	0.37764	0.04513
V199	0.19889	0.0197	0.20776	0.57365
V200	0.14457	0.57276	0.03052	0.25215
V201	0.1016	0.55723	0.21149	0.12968
V202	0.00248	0.04955	0.78832	0.15965
V203	0.16679	0.43745	0.39032	0.00544
V204	0.01354	0.5599	0.01982	0.40675
V205	0.00903	0.09373	0.86925	0.02798
V206	0.03915	0.13202	0.82883	0
V207	0.16405	0.202	0.07306	0.56089
V208	0.24807	0.08997	0.65258	0.00938
V209	0.31195	0.46659	0.08008	0.14138
V210	0.09538	0.74513	0.11609	0.04341
V211	0.4666	0	0.0392	0.49419
V212	0.50553	0.05137	0.41824	0.02485
V213	0.6512	0.0212	0.11536	0.21224
V214	0.34634	0.16852	0.17891	0.30623
V215	0.33209	0.0981	0.0232	0.54661
V216	0.09507	0	0.07002	0.83491
V217	0.04306	0.50616	0.25597	0.19481
V218	0.10338	0.46039	0.19206	0.24417
V219	0.12162	0.64263	0.02329	0.21245
V220	0.0132	0.82629	0.02731	0.13319
V221	0.82219	0	0	0.17781
V222	0.31962	0.15042	0.36604	0.16391
V223	0	0.17363	0.75588	0.07048
V224	0.96893	0	0.03107	0
V225	0.06869	0.84707	0.08424	0
V226	0.30619	0.10557	0.58166	0.00658
V227	0.78873	0	0.18441	0.02686
V228	0.77285	0.06099	0.06378	0.10238
V229	0.00977	0.06077	0.88988	0.03958
V230	0.05773	0.03119	0.07179	0.8393
V231	0.01996	0.30244	0.14054	0.53707
V232	0.0558	0.67476	0	0.26944
V233	0.56683	0.0914	0.20261	0.13916
V234	0.04843	0.87646	0.05722	0.01788
V235	0.37494	0.079	0.51796	0.0281
V236	0.03444	0.10342	0.78682	0.07532
V237	0.20532	0	0.05818	0.73651
V238	0.13451	0.5522	0.27689	0.0364
V239	0.08307	0.42294	0.03269	0.4613
V240	0.48859	0.0493	0.41383	0.04827
V241	0.00429	0.03596	0.88925	0.0705
V242	0.14118	0.74068	0.11536	0.00278
V243	0.23948	0.06439	0.62314	0.07299
V244	0.20636	0.01482	0.69592	0.0829
V245	0.59946	0.29037	0.05232	0.05785
V246	0.04743	0.18414	0.74899	0.01944
V247	0.15456	0.05271	0.79273	0
V248	0.0641	0.03246	0.09072	0.81272
V249	0	0.08003	0.85708	0.06289
V250	0.76799	0	0.21195	0.02006
V251	0.93164	0.03698	0.00107	0.03031
V252	0.00749	0.81697	0.17554	0
V253	0.3867	0.06943	0.17914	0.36472
V254	0.02	0.89455	0.07938	0.00607
V255	0.05846	0.89403	0.00508	0.04243
V256	0.17407	0.23787	0.51026	0.0778
V257	0.43131	0.1066	0.24122	0.22087
V258	0.17619	0.2858	0.42403	0.11399
V259	0.027	0.32088	0.62086	0.03126
V260	0	0.31027	0.68973	0
V261	0.62101	0.02786	0.20134	0.14979
V262	0.14317	0.05934	0.03833	0.75917
V263	0.03189	0.92792	0.00871	0.03149
V264	0.17322	0.04847	0.44855	0.32976
V265	0.06397	0	0.16968	0.76635
V266	0.66222	0.33649	0.0013	0
V267	0	0.20074	0.3149	0.48436
V268	0.41373	0.01175	0.16161	0.41291
V269	0	0.56386	0.39986	0.03628
V270	0.64332	0.02334	0.24484	0.0885
V271	0.80229	0.05856	0.02796	0.11118
V272	0.06567	0.81112	0.03014	0.09307
V273	0.10559	0.01655	0.08059	0.79727
V274	0.70763	0	0.17719	0.11518
V275	0	0.06915	0.90263	0.02822
V276	0.51454	0.33566	0.00515	0.14465
V277	0.04422	0.22635	0.19183	0.5376
V278	0.04722	0.06702	0.32737	0.55839
V279	0.69235	0.05276	0.11284	0.14205
V280	0.07033	0	0.0829	0.84677
V281	0.56011	0.02281	0.14933	0.26775
V282	0.0462	0.10402	0.78975	0.06003
V283	0.21997	0.5726	0.07706	0.13037
V284	0.04005	0.87288	0.08693	0.00014
V285	0.05789	0.0403	0.90181	0
V286	0.2511	0.53919	0.12477	0.08494
V287	0.10957	0.83583	0.03134	0.02326
V288	0.00275	0.30731	0.44422	0.24571
V289	0.27824	0.23947	0.41369	0.06861
V290	0.84196	0.14973	0.00831	0
V291	0.48473	0.08207	0.4207	0.01249
V292	0.9211	0	0	0.0789
V293	0.29373	0.03528	0.63276	0.03823
V294	0.10925	0.38846	0	0.50229
V295	0.02025	0.196	0.22483	0.55893
V296	0.17301	0.14845	0.59824	0.08029
V297	0.12105	0	0.10428	0.77467
V298	0.29608	0.1259	0.57379	0.00423
V299	0.09251	0.29194	0.0236	0.59195
V300	0	0.0348	0.27285	0.69235
V301	0.11627	0.1419	0.63498	0.10685
V302	0.6597	0.32062	0	0.01968
V303	0	0.59753	0.38536	0.0171
V304	0.04713	0.05478	0.74617	0.15192
V305	0.12013	0.18491	0.46648	0.22848
V306	0.8016	0.08818	0.04709	0.06313
V307	0.03137	0.90443	0.04034	0.02386
V308	0.23027	0.24658	0.30429	0.21887
V309	0.34862	0.32105	0.02679	0.30354
V310	0.0864	0.33401	0.17513	0.40446
V311	0.52486	0.45909	0.00562	0.01043
V312	0.10676	0.71703	0.16386	0.01234
V313	0.00349	0.11843	0.05125	0.82682
V314	0.01371	0.49855	0.13559	0.35215
V315	0.1315	0.62202	0.05248	0.19401
V316	0.30718	0.15219	0.38657	0.15406
V317	0.09667	0.69114	0.06616	0.14603
V318	0.04486	0.57092	0.02598	0.35824
V319	0.04568	0.09733	0.81872	0.03826
V320	0.07001	0.17511	0.6397	0.11517
V321	0.65188	0.34658	0.00154	0
V322	0.2088	0.33244	0.08536	0.3734
V323	0.09404	0.01367	0.1271	0.76519
V324	0.657	0.2489	0.07016	0.02395
V325	0.31203	0.61986	0.0681	0
V326	0	0.57789	0.11594	0.30617
V327	0.03229	0.15661	0.13698	0.67412
V328	0.03587	0.05537	0.7477	0.16106
V329	0.19198	0.11959	0.19312	0.4953
V330	0.39777	0.00801	0.34356	0.25067
V331	0.3736	0.0847	0.05332	0.48838
V332	0.01932	0.05322	0.22073	0.70673
V333	0.41846	0.08632	0.38595	0.10926
V334	0.36311	0.00997	0.3664	0.26052
V335	0.01418	0.35945	0.51389	0.11248
V336	0.18586	0.68709	0.03283	0.09423
V337	0.28062	0.406	0.29719	0.01618
V338	0	0.93977	0.03597	0.02426
V339	0.11329	0.02969	0.84628	0.01075
V340	0.04682	0.25476	0.52851	0.1699
V341	0.05935	0.03098	0.10544	0.80423
V342	0.24353	0.01352	0.61555	0.1274
V343	0.93793	0.01643	0.00433	0.04132
V344	0.67421	0.14902	0.17677	0
V345	0.01281	0.07233	0.91486	0
V346	0.23814	0.12588	0.29797	0.33801
V347	0.077	0.00205	0.16483	0.75613
V348	0.05754	0.64665	0.16682	0.12899
V349	0.3378	0.18264	0.38118	0.09838
V350	0.02708	0.78022	0.19269	0
V351	0.01728	0.04284	0.43089	0.50899
V352	0.03446	0.05156	0.83738	0.07659
V353	0.87006	0.01236	0.0315	0.08607
V354	0.04789	0.67807	0.24334	0.03069
V355	0.27163	0.09299	0.46179	0.17359
V356	0.06842	0.01639	0.1372	0.77799
V357	0.11189	0.34874	0.29312	0.24625
V358	0.55281	0.10094	0.05202	0.29423
V359	0.58974	0.04829	0.03089	0.33108
V360	0.54925	0.41318	0.02168	0.01588
V361	0	0.46072	0.53928	0
V362	0	0.93359	0.04586	0.02055
V363	0.16712	0.13971	0.47325	0.21991
V364	0.14954	0.0907	0.66985	0.08991
V365	0.30456	0.01396	0.02216	0.65932
V366	0.08364	0.67207	0.10709	0.1372
V367	0.58387	0.13352	0	0.28262
V368	0.0956	0.71354	0.10628	0.08458
V369	0.00785	0.41646	0.57569	0
V370	0.28971	0.29042	0.40249	0.01739
V371	0.19545	0.70054	0.04372	0.06028
V372	0.19152	0.05176	0.14797	0.60875
V373	0.07515	0.16466	0.48313	0.27706
V374	0.78437	0.01054	0.20509	0
V375	0.06837	0.03857	0.17824	0.71482
V376	0.0663	0.02901	0.13485	0.76984
V377	0.79936	0	0	0.20064
V378	0.00297	0.04406	0.44294	0.51004
V379	0.35887	0.20157	0.00887	0.43069
V380	0.16962	0.07837	0.22593	0.52609
V381	0.73746	0.00015	0.09439	0.168
V382	0.07027	0.06943	0.85227	0.00803
V383	0.83172	0	0.04132	0.12696
V384	0.55604	0.07541	0.13841	0.23015
V385	0.84538	0.0043	0.07385	0.07647
V386	0.32552	0.00196	0.1703	0.50221
V387	0.57081	0.15283	0.1917	0.08467
V388	0.36781	0.33443	0.15464	0.14311
V389	0.41802	0.50776	0.0137	0.06052
V390	0.28387	0.27038	0.44575	0
