CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1598	0.01352	0.69211	0.07419	0	0.06038
V2	0.39746	0.12236	0.03629	0.15052	0.16265	0.13072
V3	0.21993	0.07026	0.20791	0.05562	0.02839	0.41788
V4	0.19608	0.37751	0.01416	0.13661	0.15	0.12564
V5	0.06995	0.05237	0	0.59145	0.26448	0.02175
V6	0.24217	0.02975	0.15006	0.10075	0.16789	0.30938
V7	0.08921	0.33803	0	0.10046	0.41235	0.05994
V8	0.47003	0.06152	0.072	0.15445	0.07274	0.16925
V9	0.2389	0.15224	0.01599	0.27544	0.10295	0.21448
V10	0.33103	0.04447	0.05434	0.35034	0.10288	0.11694
V11	0.09764	0.63875	0.02874	0.08036	0.07901	0.07551
V12	0.23126	0.04764	0.1056	0.05479	0.04589	0.51483
V13	0.10872	0.4553	0.23989	0.09533	0.03164	0.06912
V14	0.10299	0.02943	0	0.75432	0.08019	0.03306
V15	0.35357	0.08352	0.0029	0.17262	0.24514	0.14225
V16	0.1137	0.02071	0	0.41856	0.33331	0.11372
V17	0.22127	0.05393	0.17304	0.05234	0.02784	0.47158
V18	0.47785	0.14648	0.08342	0.07267	0.06585	0.15373
V19	0.41647	0.06609	0.18445	0.0737	0.12067	0.13863
V20	0.42412	0.07417	0.11965	0.15762	0.06209	0.16236
V21	0.23334	0.05769	0.06986	0.05505	0.08359	0.50048
V22	0.18439	0.06169	0	0.14754	0.52206	0.08432
V23	0.13832	0.01302	0.19421	0.1176	0.49413	0.04271
V24	0.16292	0.02499	0	0.19082	0.53959	0.08168
V25	0.31725	0.25313	0.02714	0.17559	0.11061	0.11628
V26	0.24407	0.03037	0	0.09083	0.55823	0.07649
V27	0.20896	0.03524	0.19091	0.06142	0.03068	0.47278
V28	0.14539	0.22708	0.12177	0.26063	0.07596	0.16917
V29	0.10398	0.49651	0.09095	0.1275	0.05106	0.13001
V30	0.21984	0.19198	0.08126	0.07266	0.23173	0.20254
V31	0.4524	0.04203	0.21049	0.08446	0.03587	0.17476
V32	0.09354	0.02302	0.2427	0.5546	0.02834	0.05781
V33	0.20716	0.35649	0.20415	0.08962	0.03201	0.11056
V34	0.09925	0.00071	0.36247	0.13394	0.35944	0.04418
V35	0.09042	0.05847	0.08805	0.54401	0.16549	0.05356
V36	0.12335	0.421	0.06845	0.08903	0.21996	0.07821
V37	0.13429	0.01208	0.6312	0.07836	0	0.14407
V38	0.22116	0.03067	0.16879	0.05036	0.02632	0.50268
V39	0.38942	0.05412	0.04121	0.29541	0.08347	0.13637
V40	0.1107	0.41919	0	0.19676	0.16774	0.1056
V41	0.46271	0.04724	0.09691	0.05914	0.06439	0.26961
V42	0.24955	0.02859	0.46756	0.08671	0.01221	0.15538
V43	0.18888	0.34622	0	0.09854	0.25188	0.11448
V44	0.10328	0.6444	0.02842	0.07379	0.06765	0.08246
V45	0.29618	0.28151	0.08208	0.07881	0.07196	0.18945
V46	0.13506	0.02192	0	0.30684	0.32963	0.20655
V47	0.11129	0.34817	0	0.19356	0.25423	0.09275
V48	0.09216	0.51423	0.14253	0.08099	0.1098	0.06029
V49	0.09665	0.61554	0.01285	0.07503	0.12372	0.0762
V50	0.11247	0.00228	0.12331	0.11629	0.56391	0.08174
V51	0.06482	0.01051	0	0.1181	0.7767	0.02987
V52	0.09671	0.46521	0.19734	0.10995	0.06129	0.06949
V53	0.17874	0.01197	0	0.1275	0.62836	0.05343
V54	0.13584	0.11643	0.45691	0.13429	0.04993	0.1066
V55	0.08778	0.04164	0	0.1355	0.69996	0.03513
V56	0.09438	0.03686	0.62514	0.20883	0	0.03479
V57	0.17307	0.29578	0.04391	0.06103	0.15987	0.26634
V58	0.10956	0.00961	0.71457	0.09143	0	0.07484
V59	0.08786	0.02182	0	0.77181	0.09408	0.02442
V60	0.34366	0.02886	0.01913	0.41139	0.08994	0.10703
V61	0.26743	0.12494	0.03483	0.19716	0.11804	0.2576
V62	0.36338	0.05041	0.08885	0.16942	0.14095	0.18698
V63	0.12947	0.40077	0.03434	0.12075	0.07128	0.24339
V64	0.06767	0.10422	0	0.10311	0.69008	0.03493
V65	0.3662	0.13731	0.07976	0.07712	0.0958	0.2438
V66	0.36013	0.045	0.09256	0.09793	0.29412	0.11027
V67	0.13258	0.13868	0.23918	0.28136	0.02807	0.18013
V68	0.53393	0.05149	0.08943	0.09723	0.06285	0.16507
V69	0.40072	0.0588	0.07739	0.05678	0.08252	0.32379
V70	0.10389	0.01545	0.1236	0.605	0.11883	0.03322
V71	0.11884	0.22375	0	0.16557	0.3416	0.15025
V72	0.38579	0.1291	0.10499	0.08207	0.10757	0.19048
V73	0.10976	0.00995	0.01614	0.71763	0.11317	0.03334
V74	0.0729	0.13441	0	0.68497	0.08295	0.02477
V75	0.08651	0.64241	0.0115	0.0933	0.09377	0.07251
V76	0.10861	0.00035	0.59129	0.14155	0.11549	0.0427
V77	0.1354	0.12974	0.05205	0.51878	0.07219	0.09183
V78	0.34536	0.12464	0.08662	0.16741	0.07433	0.20164
V79	0.14537	0.41944	0.05035	0.05625	0.05455	0.27405
V80	0.13765	0.43755	0.03828	0.06481	0.06947	0.25224
V81	0.45167	0.1205	0.12568	0.0752	0.06826	0.15869
V82	0.09266	0.57958	0.0016	0.10896	0.14045	0.07675
V83	0.156	0.13876	0	0.40645	0.19057	0.10821
V84	0.26579	0.03137	0.06648	0.43489	0.09917	0.10231
V85	0.51863	0.04928	0.1454	0.07429	0.05132	0.16108
V86	0.23309	0.04691	0.11513	0.31566	0.06743	0.22178
V87	0.0732	0.02741	0	0.79084	0.07951	0.02904
V88	0.14927	0.03999	0	0.48474	0.12137	0.20462
V89	0.15923	0.15652	0.36832	0.07619	0	0.23975
V90	0.11081	0.51948	0.09921	0.08447	0.10401	0.08201
V91	0.09783	0.01892	0	0.19664	0.6392	0.0474
V92	0.07226	0.07106	0	0.11133	0.70154	0.04381
V93	0.22288	0.07405	0	0.15273	0.28272	0.26761
V94	0.08141	0.01383	0.16338	0.66403	0.05446	0.02289
V95	0.09379	0.0099	0.15928	0.21935	0.48815	0.02954
V96	0.13019	0.30718	0	0.11401	0.30385	0.14477
V97	0.06504	0.0181	0	0.16611	0.72626	0.02449
V98	0.08374	0.07565	0	0.66999	0.14096	0.02966
V99	0.06641	0.02767	0	0.80786	0.07971	0.01835
V100	0.10176	0.01168	0.34758	0.34446	0.13255	0.06196
V101	0.09452	0.30922	0.34346	0.17563	0.01113	0.06604
V102	0.50545	0.05629	0.15697	0.0748	0.04827	0.15821
V103	0.41645	0.05592	0.05241	0.2064	0.11856	0.15026
V104	0.09908	0.00707	0.12797	0.65317	0.07634	0.03638
V105	0.22951	0.03247	0.13076	0.04757	0.0329	0.52679
V106	0.15363	0.01071	0.51012	0.06827	0	0.25728
V107	0.11885	0.51022	0.18897	0.07864	0.03501	0.06831
V108	0.19427	0.04973	0.04216	0.06537	0.22555	0.42292
V109	0.20405	0.03467	0.03392	0.05479	0.21196	0.46061
V110	0.12462	0.15021	0.57213	0.07778	0	0.07527
V111	0.09687	0.0172	0.73812	0.10457	0	0.04325
V112	0.09076	0.26018	0	0.52355	0.08386	0.04166
V113	0.10914	0.08828	0.51371	0.14094	0.09736	0.05058
V114	0.17882	0.00658	0.53637	0.21805	0	0.06018
V115	0.33175	0.08385	0.04856	0.0881	0.17595	0.2718
V116	0.52504	0.05013	0.08564	0.11378	0.06335	0.16205
V117	0.37405	0.03869	0	0.16117	0.31315	0.11295
V118	0.09557	0.52696	0.07954	0.10591	0.11488	0.07714
V119	0.09353	0.61458	0.02718	0.10431	0.07255	0.08786
V120	0.1344	0.17853	0.04149	0.42943	0.14852	0.06764
V121	0.28028	0.03409	0.04226	0.28646	0.06671	0.29021
V122	0.22709	0.03773	0	0.5507	0.11829	0.06618
V123	0.30897	0.03691	0.03538	0.10304	0.18456	0.33115
V124	0.10299	0.00113	0.13373	0.12423	0.60015	0.03777
V125	0.11261	0.13871	0.51517	0.13666	0	0.09684
V126	0.18699	0.22437	0.09162	0.05948	0.05129	0.38627
V127	0.12251	2e-04	0.65358	0.17682	0	0.0469
V128	0.2482	0.23104	0.08933	0.20888	0.11973	0.10283
V129	0.09896	0.0173	0.68029	0.15645	0	0.047
V130	0.33565	0.13191	0.02744	0.27685	0.10643	0.12171
V131	0.11399	0.01177	0	0.11262	0.64147	0.12015
V132	0.10314	0.38766	0.30313	0.08394	0.05525	0.06687
V133	0.12645	0.17572	0.44159	0.17032	0.03282	0.0531
V134	0.16261	0.50169	0.01777	0.08073	0.14117	0.09602
V135	0.14809	0.0143	0.616	0.09567	0	0.12594
V136	0.12252	0.54359	0.06652	0.0885	0.09148	0.08737
V137	0.11446	0.15286	0.42136	0.11788	0.14937	0.04408
V138	0.17884	0.01663	0.00498	0.39591	0.14505	0.25859
V139	0.14879	0.05619	0.06799	0.0913	0.40598	0.22974
V140	0.36705	0.21361	0.08232	0.12944	0.07096	0.13662
V141	0.20404	0.23203	0.09314	0.28776	0.0889	0.09413
V142	0.13669	0.53653	0.03355	0.11698	0.06591	0.11033
V143	0.13764	0.06236	0.50048	0.17318	0.05879	0.06756
V144	0.19316	0.15747	0.05687	0.15136	0.05873	0.38241
V145	0.07333	0.01158	0	0.81079	0.0718	0.03251
V146	0.15943	0.0213	0	0.10538	0.61646	0.09742
V147	0.34331	0.09329	0.14995	0.10243	0.041	0.27002
V148	0.1048	0.16484	0.59967	0.07577	0	0.05492
V149	0.15172	0.37916	0.03863	0.07498	0.05712	0.29839
V150	0.06927	0.01251	0	0.80827	0.09163	0.01832
V151	0.16964	0.32005	0.04239	0.06114	0.07575	0.33104
V152	0.13002	0.21523	0.32029	0.12318	0.117	0.09428
V153	0.09281	0.03827	0.4965	0.33545	0	0.03697
V154	0.29632	0.19916	0.06915	0.05226	0.05558	0.32753
V155	0.12034	0.30822	0.00819	0.08553	0.3889	0.08883
V156	0.08289	0.38713	0	0.08478	0.39092	0.05429
V157	0.16092	0.10631	0.04985	0.27173	0.07208	0.3391
V158	0.10899	0.05717	0.70659	0.07343	0	0.05381
V159	0.16425	0.21357	0.24901	0.23272	0.05979	0.08066
V160	0.11526	0.00104	0.71214	0.07969	0	0.09187
