CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.19298	0	0.1145	0.40987	0	0.28264
V2	0.12722	0.16401	0	0.15536	0.02184	0.53157
V3	0	0.04793	0	0	0	0.95207
V4	0	0.46472	0	0.13173	0.00285	0.40071
V5	0.06514	0.05492	0	0.73938	0.031	0.10955
V6	0.06552	0.02918	0	0.09912	0.03186	0.77433
V7	0	0.4114	0	0.21615	0.036	0.33645
V8	0.18369	0.08047	0	0.12373	0.01503	0.59709
V9	0.01926	0.18324	0	0.15563	0.00216	0.63971
V10	0.14041	0.05164	0	0.30826	0.01505	0.48464
V11	0	0.59154	0	0.05656	0	0.35191
V12	0	0.04214	0	0	0	0.95786
V13	0	0.55065	0	0.15712	0.00214	0.2901
V14	0.07776	0.01555	0	0.772	0.00416	0.13053
V15	0.12558	0.10827	0	0.18319	0.02584	0.55711
V16	0.0828	0	0	0.50691	0.05635	0.35394
V17	0	0.03957	0	0	0	0.96043
V18	0.14609	0.22001	0	0.06777	0.01229	0.55384
V19	0.17407	0.07918	0	0.11069	0.033	0.60305
V20	0.16162	0.0993	0	0.13752	0.01711	0.58446
V21	0	0.04848	0	0	0	0.95152
V22	0.12945	0.04383	0	0.38846	0.08986	0.34839
V23	0.15453	0	0	0.51891	0.13419	0.19237
V24	0.12422	0	0	0.43275	0.09189	0.35114
V25	0.02919	0.39563	0	0.17629	0.00369	0.3952
V26	0.1828	0	0	0.38412	0.10668	0.3264
V27	0	0.02671	0	0	0	0.97329
V28	0	0.25301	0	0.15703	0.00243	0.58754
V29	0	0.49238	0	0.09991	0	0.40772
V30	0	0.24552	0	0.08738	0.01845	0.64865
V31	0.19951	0.04793	0.01663	0.08685	0.00832	0.64076
V32	0.08671	0.00213	0	0.63709	0.02674	0.24733
V33	0	0.46246	0	0.1084	0.00567	0.42347
V34	0.13506	0	0	0.53422	0.12285	0.20787
V35	0.05898	0.0642	0	0.6023	0.02902	0.24551
V36	0	0.51726	0	0.17362	0.00845	0.30067
V37	0.09522	0	0.07056	0.23445	0	0.59977
V38	0	0.02764	0	0	0	0.97236
V39	0.15776	0.06935	0	0.25363	0.01334	0.50592
V40	0	0.5085	0	0.19555	0	0.29595
V41	0.13235	0.05985	0	0.00804	0.01208	0.78768
V42	0.1225	0.0216	0.04526	0.14806	0	0.66258
V43	0	0.44054	0	0.13365	0.01139	0.41442
V44	0	0.59575	0	0.04884	0	0.35541
V45	0.00834	0.33309	0	0.04412	0.00294	0.61151
V46	0.02877	0.01578	0	0.23757	0.02894	0.68895
V47	0	0.39656	0	0.21158	0.0187	0.37316
V48	0	0.58134	0	0.14389	0.00145	0.27332
V49	0	0.57485	0	0.06717	0	0.35797
V50	0.10804	0	0	0.45311	0.11998	0.31887
V51	0.10735	0	0	0.60277	0.15011	0.13976
V52	0	0.55009	0	0.16273	0.00139	0.28579
V53	0.15766	0	0	0.48801	0.12282	0.23151
V54	0.06052	0.13723	0	0.2413	0.05333	0.50762
V55	0.12798	0.0015	0	0.5572	0.13425	0.17907
V56	0.16584	0.0024	0.07811	0.56395	0.02097	0.16873
V57	0	0.17554	0	0	0	0.82446
V58	0.1417	0	0.10606	0.39612	0	0.35612
V59	0.07801	0	0	0.82606	0.00409	0.09184
V60	0.14973	0.02356	0	0.34555	0.0101	0.47106
V61	0.03289	0.15896	0	0.11341	0.00669	0.68806
V62	0.14461	0.06041	0	0.17074	0.02586	0.59839
V63	0	0.24216	0	0	0	0.75784
V64	0.0676	0.13415	0	0.46893	0.11393	0.21539
V65	0.06591	0.17681	0	0.03954	0.00982	0.70792
V66	0.22585	0.03828	0	0.26405	0.06554	0.40627
V67	0	0.15759	0	0.1788	0.01043	0.65318
V68	0.22529	0.06165	0	0.07432	0.01724	0.62151
V69	0.10131	0.07921	0	0.00999	0.01174	0.79775
V70	0.098	0	0	0.73804	0.03279	0.13117
V71	0	0.23347	0	0.16331	0.0237	0.57952
V72	0.07892	0.16222	0	0.05364	0.0131	0.69211
V73	0.08508	0	0	0.77951	0.0127	0.12271
V74	0.01743	0.19332	0	0.65285	0.00129	0.13511
V75	0	0.58926	0	0.06317	0	0.34757
V76	0.16213	0	0	0.5297	0.12038	0.18778
V77	0.01418	0.17815	0	0.40127	0	0.4064
V78	0.06248	0.15772	0	0.09699	0.00848	0.67433
V79	0	0.24824	0	0	0	0.75176
V80	0	0.25641	0	0	0	0.74359
V81	0.15245	0.17344	0	0.07498	0.01673	0.58241
V82	0	0.54072	0	0.09031	0	0.36897
V83	0.01737	0.18344	0	0.32701	0.00722	0.46495
V84	0.14508	0.01963	0	0.44874	0.02471	0.36184
V85	0.22734	0.0563	0	0.06441	0.02096	0.63098
V86	0.048	0.05689	0	0.18816	0.00973	0.69722
V87	0.0618	0.01324	0	0.80598	0.00177	0.11721
V88	0.01528	0.05069	0	0.27791	0.00106	0.65506
V89	0	0.20385	0.01807	0.07749	0	0.70059
V90	0	0.58476	0	0.13057	0	0.28468
V91	0.11091	0	0	0.55181	0.11555	0.22173
V92	0.09134	0.06402	0	0.48674	0.12018	0.23771
V93	0.03306	0.09398	0	0.11597	0.02018	0.7368
V94	0.08976	0	0	0.80544	0.02827	0.07653
V95	0.12661	0	0	0.62495	0.12625	0.12219
V96	0	0.37665	0	0.17917	0.02515	0.41903
V97	0.11076	0	0	0.63323	0.13987	0.11614
V98	0.04309	0.10912	0	0.70645	0.00914	0.13219
V99	0.06307	0.01188	0	0.85856	0.00018	0.06632
V100	0.1117	0	0	0.56386	0.06633	0.25812
V101	0	0.40356	0	0.21587	0.01684	0.36373
V102	0.21779	0.06888	0.00036	0.06949	0.0211	0.62237
V103	0.16207	0.06882	0	0.18141	0.01926	0.56844
V104	0.08779	0	0	0.75276	0.02678	0.13267
V105	0	0.03163	0	0	0	0.96837
V106	0.05126	0	0.04079	0.10285	0	0.80509
V107	0	0.58886	0	0.1295	0	0.28164
V108	0	0.03361	0	0	0.00284	0.96355
V109	0	0.02675	0	0	0.00183	0.97141
V110	0.07576	0.21865	0.07004	0.28385	0	0.3517
V111	0.17118	0	0.12554	0.50443	0	0.19885
V112	0	0.37083	0	0.43033	0	0.19884
V113	0.11821	0.12138	0	0.421	0.08767	0.25175
V114	0.17897	0	0.08011	0.4859	0.00019	0.25483
V115	0.07237	0.10314	0	0.05966	0.01783	0.747
V116	0.22095	0.0599	0	0.0871	0.01624	0.61581
V117	0.21644	0.02803	0	0.28688	0.0544	0.41425
V118	0	0.58229	0	0.13945	0	0.27826
V119	0	0.57695	0	0.06848	0	0.35457
V120	0.00124	0.30432	0	0.43101	0.00696	0.25647
V121	0.06697	0.04396	0	0.15385	0.00613	0.7291
V122	0.12934	0.03066	0	0.56872	0.01721	0.25407
V123	0.07747	0.04766	0	0.06301	0.01823	0.79363
V124	0.12859	0	0	0.56845	0.14422	0.15873
V125	0.04481	0.16983	0.04715	0.24948	0.00293	0.48581
V126	0	0.14543	0	0	0	0.85457
V127	0.16176	0	0.10372	0.52818	0	0.20633
V128	0.00179	0.37155	0	0.22539	0.01079	0.39047
V129	0.15986	0	0.10827	0.51679	0	0.21508
V130	0.08699	0.18937	0	0.22248	0.00725	0.49391
V131	0.09125	0	0	0.38349	0.10237	0.42289
V132	0	0.45538	0	0.13667	0.0179	0.39005
V133	0.05488	0.28334	0	0.34739	0.05564	0.25874
V134	0	0.58563	0	0.12464	0	0.28973
V135	0.13289	0	0.08328	0.30032	0	0.4835
V136	0	0.52604	0	0.08514	0	0.38883
V137	0.05565	0.27415	0	0.37044	0.07276	0.22701
V138	0.03197	0.0249	0	0.22963	0.00603	0.70747
V139	0.02513	0.05794	0	0.13914	0.04325	0.73455
V140	0.07316	0.30964	0	0.11746	0.00723	0.49252
V141	0	0.35635	0	0.26583	0.00569	0.37213
V142	0	0.52326	0	0.08417	0	0.39257
V143	0.13491	0.06597	0	0.40634	0.07842	0.31436
V144	0	0.11245	0	0	0	0.88755
V145	0.05974	0	0	0.82114	0.00021	0.11892
V146	0.11724	0	0	0.3752	0.10256	0.405
V147	0.07608	0.11531	0	0.04774	0.01106	0.74981
V148	0.0511	0.282	0.07144	0.31729	0	0.27818
V149	0	0.23104	0	0	0	0.76896
V150	0.06505	0	0	0.87772	0.0018	0.05543
V151	0	0.20131	0	0	0	0.79869
V152	0	0.34549	0	0.21057	0.0258	0.41815
V153	0.13773	0.01341	0	0.60567	0.072	0.17119
V154	0	0.14142	0	0	0	0.85858
V155	0	0.38253	0	0.18549	0.03207	0.39991
V156	0	0.43667	0	0.17497	0.02939	0.35897
V157	0	0.06945	0	0.02947	0	0.90108
V158	0.15557	0.05102	0.1094	0.40432	0	0.27968
V159	0	0.38676	0	0.3035	0.01671	0.29303
V160	0.13344	0	0.10348	0.36349	0	0.39958
V161	0	0.42661	0	0.24097	0	0.33242
V162	0	0.50552	0	0.20956	0.00331	0.28161
V163	0.1678	0	0.13121	0.46981	0	0.23117
V164	0	0.3981	0	0.22678	0.01721	0.3579
V165	0.09562	0	0	0.39212	0.1031	0.40917
V166	0.0315	0.01632	0	0.19489	0.03695	0.72034
V167	0.10219	0	0	0.74074	0.0398	0.11727
V168	0.17711	0.05652	0	0.23394	0.01503	0.51741
V169	0.13651	0	0.04925	0.55227	0.02736	0.23461
V170	0.16843	0.04951	0	0.37711	0.03355	0.3714
V171	0	0.2215	0	0	0	0.7785
V172	0.09876	0.08819	0	0.35308	0.04772	0.41224
V173	0.12602	0	0.08606	0.29924	0	0.48868
V174	0.12835	0.17013	0	0.12286	0.02929	0.54937
V175	0	0.58712	0	0.1346	0	0.27828
V176	0.16766	0	0.13586	0.51681	0	0.17968
V177	0.03484	0.09169	0	0.11976	0.03378	0.71993
V178	0.11506	0.01003	0	0.49402	0.12763	0.25325
V179	0.02952	0.01192	0	0.44729	0.00154	0.50973
V180	0.08721	0.02896	0	0.32287	0.0115	0.54947
V181	0.06158	0.16103	0	0.07798	0.01206	0.68736
V182	0.10397	0.10944	0.07797	0.38416	0	0.32446
V183	0.06616	0	0	0.87286	0	0.06098
V184	0	0.45475	0	0.12108	0.00811	0.41605
V185	0	0.46277	0	0.10193	0	0.4353
V186	0.12388	0	0	0.70694	0.06804	0.10113
V187	0	0.49141	0	0.109	0.0064	0.39318
V188	0	0.48342	0	0.07326	0	0.44332
V189	0.06344	0.05709	0	0.29866	0.07903	0.50179
V190	0	0.18308	0	0.1597	0.03716	0.62005
V191	0	0.25782	0	0	0	0.74218
V192	0.03332	0.26502	0	0.06555	0.00831	0.6278
V193	0	0.08648	0	0	0	0.91352
V194	0.1071	0	0	0.57187	0.11628	0.20475
V195	0.15274	0	0	0.5737	0.10802	0.16553
V196	0.06344	0	0	0.8564	0.0041	0.07607
V197	0.16184	0	0	0.43811	0.11675	0.2833
V198	0	0.38515	0	0.2212	0.02025	0.37339
V199	0.02119	0.27703	0	0.37746	0.06796	0.25636
V200	0.12115	0	0	0.42539	0.05235	0.40111
V201	0.05921	0	0	0.79439	0	0.14641
V202	0.03224	0.06857	0	0.12888	0.0354	0.7349
V203	0.14383	0.07168	0	0.29396	0.01049	0.48004
V204	0	0.04678	0	0	0	0.95322
V205	0.17415	0	0.12545	0.49581	0	0.20459
V206	0.064	0.05645	0	0.76232	0.01178	0.10545
V207	0.01927	0.21904	0	0.15925	0.00251	0.59993
V208	0.16741	0.12052	0	0.2559	0.0542	0.40196
V209	0	0.23353	0	0	0	0.76647
V210	0.19349	0	0.11095	0.39958	0	0.29599
V211	0.09378	0.06906	0	0.06894	0.02517	0.74306
V212	0	0.3533	0	0.415	0.01661	0.21509
V213	0.12736	0.05809	0	0.47848	0.11545	0.22062
V214	0.19468	0.08168	0	0.10605	0.02042	0.59717
V215	0	0.49653	0	0.07271	0	0.43076
V216	0	0.48653	0	0.11229	0.00866	0.39251
