10	0.05312	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02519	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02061	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03425	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02495	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01524	BPMixAlpha4_sc.tsv_SC.tsv
10	0.0352	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01365	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03849	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00555	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03321	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02092	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04685	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01436	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02051	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03015	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01735	BPMixAlpha4_sc.tsv_SC.tsv
10	0.06662	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03093	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03524	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01732	BPMixAlpha4_sc.tsv_SC.tsv
10	0.0226	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03731	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01476	BPMixAlpha4_sc.tsv_SC.tsv
10	0.05176	BPMixAlpha4_sc.tsv_SC.tsv
10	0.0592	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01319	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00173	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04273	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02539	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03023	BPMixAlpha4_sc.tsv_SC.tsv
10	0.0079	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02373	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01403	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03155	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00929	BPMixAlpha4_sc.tsv_SC.tsv
10	0.06018	BPMixAlpha4_sc.tsv_SC.tsv
10	0.0434	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03043	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01915	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01227	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02479	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03289	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02025	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02067	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04384	BPMixAlpha4_sc.tsv_SC.tsv
10	0.05742	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04503	BPMixAlpha4_sc.tsv_SC.tsv
10	0.05406	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01273	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04944	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01976	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04749	BPMixAlpha4_sc.tsv_SC.tsv
10	0.05217	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03007	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00886	BPMixAlpha4_sc.tsv_SC.tsv
10	0.01891	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04882	BPMixAlpha4_sc.tsv_SC.tsv
10	0.06327	BPMixAlpha4_sc.tsv_SC.tsv
10	0.02348	BPMixAlpha4_sc.tsv_SC.tsv
10	0.04938	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03245	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00441	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00203	BPMixAlpha4_sc.tsv_SC.tsv
10	0.00442	BPMixAlpha4_sc.tsv_SC.tsv
10	0.03919	BPMixAlpha4_sc.tsv_SC.tsv
