Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
FBXW8,22.375,15,23.375,22.63636364,20.66666667,15.33333333,30,28,16.5,14.2,17.4375,18.5,19.18181818,20.375,22.2,20.66666667,21.58333333,24.25,22.66666667,19.68181818,13.38461538,23,24.5,17.6,16.25
FBXW9,91.375,144.5,110.25,136.0909091,86.66666667,94.66666667,118.3333333,85.8,111.5,69.6,88.0625,90.83333333,76.81818182,72.125,82,79,125.1666667,124.4166667,75.83333333,75,67.34615385,92,58.16666667,50.6,97.25
FCAMR,12.125,15.5,10.875,12.36363636,12.66666667,13,11.66666667,12.2,16.16666667,13.8,14.375,14.66666667,13.72727273,13,14.6,231,13.58333333,13.41666667,12,13.95454545,16.19230769,13.5,12.91666667,15,14.75
FCAR,31.625,17,13.125,16.18181818,14.33333333,19.66666667,15,22.4,19.5,18.2,187.9375,80.66666667,30.54545455,37,30.6,25,21.25,16.83333333,17.33333333,17.27272727,17.26923077,14,13.58333333,649,20.75
FCER1A,10,9,8.625,10.54545455,10,9.666666667,8.666666667,10,407.3333333,81,459.5625,132.1666667,69.63636364,15.875,60,27.33333333,5119.666667,332.5833333,1323.166667,178,34.88461538,10,181.1666667,156,38
FCER1G,14.125,14,20.625,17.27272727,15.33333333,13,15.66666667,15,42.83333333,97.4,5820.5625,6157.666667,4870.454545,6140.75,3149,5592.333333,441.1666667,227.8333333,495.1666667,252.4545455,148.5384615,151,855.6666667,2674.6,571.75
FCER2,44.875,42,26.125,31.09090909,35,37.66666667,19.33333333,31.6,35,31.6,55.0625,63.5,50.63636364,69.5,922,59.33333333,37.66666667,28.58333333,30.83333333,34.5,40.30769231,52.5,28,33.8,269
FCF1,11.75,9,14.875,17.45454545,22,14.66666667,22.33333333,25,66.66666667,51.6,27.25,27.16666667,30.72727273,34.125,40.4,14.66666667,33,36.16666667,115.1666667,116.6818182,183.6538462,30,130.3333333,53,40
FCGBP,70.25,51.5,45.875,46.09090909,50.66666667,65.66666667,45.33333333,66,73.5,445,87.6875,88.66666667,167.0909091,86.625,48.2,57,136.9166667,93,55.16666667,248.2727273,257.0769231,262.5,95,70,100.25
FCGR1A,13.125,11,11.125,10.54545455,11,11.66666667,12.66666667,10.8,11.33333333,14,17.375,13,16.90909091,21.75,12.8,19,11.91666667,13.33333333,11.5,11.63636364,11.84615385,12,15.66666667,17.2,12.5
FCGR1B,14.75,23,17.5,18.63636364,18.66666667,18,13.66666667,18.2,69.16666667,39.6,1187.0625,403.5,1530.090909,4141.125,409.4,1356.666667,80.91666667,39.83333333,17.66666667,27.90909091,28.84615385,20,24.91666667,1278.8,27
FCGR2A,41.125,20,21.625,20.63636364,15.66666667,34.33333333,81,29,68.5,153,1918.0625,1529.833333,985.1818182,1046.875,268.4,896,619.1666667,73.91666667,37,33.36363636,38.11538462,31.5,79.83333333,7253.4,72.5
FCGR2B,16.875,24,20.5,19.18181818,14.33333333,23.33333333,89,19.4,60.83333333,100.2,149.75,138.8333333,989.5454545,748,1833.2,414.3333333,558,68.5,33.16666667,28.09090909,46.53846154,32.5,52.5,925.4,1628.5
FCGR2C,102.75,65.5,53.625,60.36363636,54,78.33333333,51.66666667,68.2,111.6666667,126,1584.4375,1243.166667,1162.545455,1432.75,1013.8,430,606.1666667,125,68.5,87.59090909,97.65384615,71.5,121.4166667,6001.2,1132.25
FCGR3B,21.375,37,23.25,23.09090909,23,46.33333333,28,20.6,177.3333333,831.8,896.8125,4746.5,111.9090909,169,43.6,74,75,62.66666667,82.5,57.22727273,133.1538462,187,166.3333333,13638,118.25
FCGRT,239.25,387.5,397.375,694,483,68.66666667,80.33333333,648.4,303.3333333,122.2,1772.125,1358.166667,1514.545455,1315.75,1927.2,699,1714.916667,1931,972.5,276.1363636,138.6923077,73,149.75,2430.8,149
FCHO1,166.25,70,65.25,82.18181818,81.66666667,146.6666667,69,82.4,91.66666667,139,186.5,238.5,123.4545455,135.875,192.6,114.6666667,215.25,170.5833333,170.8333333,227.1818182,106.6923077,143.5,142.9166667,271.8,148.5
FCHO2,337.125,521.5,494.375,375.8181818,249.3333333,326.3333333,365.6666667,387.8,140.8333333,52.2,233.6875,254.6666667,1312.363636,746.5,1426,790.6666667,101.6666667,128.3333333,74.83333333,29.5,56.03846154,29,248.1666667,1212.6,29.5
FCHSD1,36.375,40,37,40.45454545,24.66666667,61,32.33333333,33.8,31.16666667,47.2,50.6875,62.16666667,33.81818182,35.25,36.2,35,54.91666667,53.41666667,50,76.72727273,52.76923077,41.5,68.5,75.2,46.75
FCHSD2,27.75,43.5,47.125,66.18181818,29,34,22.66666667,35.2,73.16666667,59.8,79.75,43,49.36363636,43.75,55.2,44,99.91666667,88,148.5,42.27272727,36.15384615,56.5,51.33333333,92.8,61
FCN1,33.375,17,18.25,18.54545455,28.66666667,18.66666667,19.66666667,24.8,265.3333333,113.8,8696.625,7322,847.5454545,1529.75,167.2,1067.333333,3283,157.4166667,57,231.7727273,92.11538462,21,221.1666667,1832.4,239.75
FCN2,111.125,77,62.875,61.63636364,76.66666667,77.33333333,66.33333333,63.4,71.66666667,79.4,106.5625,101.5,69.09090909,74.375,69.4,64.33333333,77.08333333,86,79.83333333,66.77272727,80.73076923,63,46.5,97.2,110.25
FCN3,21.875,21.5,15.375,20,15.66666667,20.33333333,16.33333333,19.8,24.33333333,17,21.875,22.16666667,19.54545455,19.625,18.2,18.66666667,22,20.25,25.33333333,21,25.11538462,20.5,16.25,23.8,23.25
FCRL1,11.5,12,12.125,11,10.66666667,11.33333333,11.66666667,10.8,22.16666667,414.8,13.9375,19.16666667,11.54545455,11.875,12.8,11.33333333,29.58333333,12.58333333,11.5,13.13636364,22.30769231,12,13.75,17.6,912
FCRL2,59,50,47.625,47.63636364,61.33333333,49.66666667,52.66666667,44.6,49.83333333,71.4,64.375,60,50.54545455,50.375,47.2,46.33333333,59.75,63.25,65.5,53.22727273,62.69230769,52.5,65.58333333,88.4,118.25
FCRL3,20,19.5,12.625,17.54545455,16,17.66666667,13,18.6,22.83333333,27.6,18.9375,19.33333333,20.54545455,20.875,16.4,21.33333333,21.33333333,22.16666667,18.5,25.59090909,36.57692308,25,42.66666667,18,187
FCRL4,15.375,12.5,12.25,11.90909091,11.66666667,14,10.66666667,12.4,14.5,14.8,17.125,14.66666667,13.18181818,13,11.6,18,13.83333333,12.5,12.33333333,13.13636364,16.11538462,12.5,12.58333333,16,24.5
FCRL5,7.5,9,7.75,8,7.666666667,7.666666667,8,7.4,8,12.6,8.375,7.5,7.636363636,7.875,7.8,8,8.25,7.666666667,10.33333333,8.090909091,8.461538462,7,7.583333333,8.6,16.25
FCRLA,8.375,8,11,7.818181818,11.33333333,7.333333333,152,8.2,8.333333333,58.4,7.75,7.5,26.54545455,19,8,29.66666667,10.41666667,8.5,46.5,7.272727273,8.423076923,8,8.5,8.4,1065.5
FCRLB,31.5,67.5,159.875,56.72727273,258.3333333,60.66666667,168.6666667,42.6,32.66666667,55.2,36.875,41.83333333,225.7272727,131.25,196.4,141.6666667,54.08333333,27.41666667,21.33333333,36,46.30769231,54,67.58333333,48.2,66.5
FDFT1,1487.5,4104.5,2317,1573.181818,2674.333333,3944.666667,1551.333333,1003.6,2356,1333.8,943.75,773.5,1387.363636,1096.375,1415,1780.666667,2001.083333,2202.5,1389.833333,1225.5,930.1923077,2883,1410.666667,701.8,1610
FDPS,635.75,1677,1246.875,1794.090909,3595.666667,1867.666667,1305.666667,651.8,1373.333333,471.6,500.5,438.3333333,1067,832.375,969.6,1800,1224,1316.416667,1057.333333,440.7272727,363.7692308,1724.5,522.9166667,355.2,492.75
FDPSL2A,17.125,18,17.375,19,19.33333333,22,18,21.6,20.5,28,26.875,21.83333333,32,37.75,33.4,23.66666667,18.16666667,19.58333333,23.33333333,26.22727273,31.84615385,18,17.41666667,29.2,42.25
FDX1,538.625,770.5,708.75,781.8181818,902.3333333,740.6666667,873,480.2,620.6666667,173,482.125,871.5,6609.272727,4704.125,3162.4,7832.333333,980.1666667,990.1666667,797.5,658.1363636,529.7692308,1233,1424.666667,69.4,64.5
FDX1L,217.25,105.5,265.5,241.6363636,218.6666667,131,345.6666667,200.8,87.66666667,73.8,95.8125,116.3333333,202,151.75,149.6,286,112.6666667,105.5833333,75.5,99.22727273,81.88461538,130,72.41666667,81.4,101.5
FDXACB1,41.75,86.5,53.5,69.36363636,79.66666667,57,67.66666667,51.8,73.5,62.8,93.625,100,99.45454545,110,96.2,67.33333333,99.41666667,73.75,110.8333333,91.68181818,137.2692308,114,329.75,51.4,95.5
FDXR,106.625,174.5,154.875,180.4545455,151.6666667,152,82.33333333,239.4,35.16666667,37.2,43.8125,37.66666667,50.72727273,49.375,76.2,52,67.41666667,52.08333333,45,45.54545455,29.53846154,195.5,41.66666667,43.2,37
FECH,78.125,46.5,170.75,112.2727273,123,49.66666667,74,71.4,118.3333333,187.6,68.4375,79.83333333,132.3636364,107.25,114.8,142,110.8333333,173.1666667,281.5,60.86363636,46.5,75.5,82.83333333,47.4,22.25
FEM1A,118.625,158.5,193.375,202.5454545,212,236.6666667,190.3333333,124.4,122.1666667,123.2,182.5,203.8333333,243.7272727,228.875,205.8,309.3333333,162.3333333,187.5833333,136.8333333,170.2272727,131.1538462,234.5,364.75,134.6,121.75
FEM1B,57.625,219.5,178.875,106,101,285.6666667,88.66666667,84.6,178,87.4,216.875,283.8333333,483.7272727,445.375,274.6,531,347.0833333,385.8333333,217.3333333,183.4090909,139.4615385,238.5,656.5,66.8,44.25
FEM1C,128.25,141,209.375,190.3636364,315,162.6666667,380.6666667,249,80.33333333,83.4,71.125,117.1666667,235.4545455,456.75,210.2,625.3333333,78.5,76.91666667,66.83333333,75.68181818,66,128.5,149.3333333,186.4,32
FEN1,241,206,492.25,1017.818182,205.3333333,318.6666667,1104,124.8,2943.833333,334.4,136.75,164.5,499.8181818,249.5,273.2,430.6666667,346.0833333,409.75,557.8333333,200.1818182,167.2692308,2417.5,278.9166667,129.8,142.25
FER,158.375,110.5,276.625,160.9090909,139.3333333,165.6666667,298.6666667,265.4,96.5,100,88.375,85.83333333,129.7272727,123.75,89,140.3333333,117.75,93.25,127.1666667,72.72727273,95.84615385,89,111.4166667,67,85.5
FER1L4,37.375,83.5,47.125,49.27272727,40,45.66666667,34,76.6,53.5,43.2,51.875,45.83333333,41.27272727,43.875,42,51.33333333,44.08333333,49.41666667,41,41.36363636,56.57692308,45.5,37.33333333,42.2,61.5
FER1L5,24.5,24.5,16.625,19.72727273,17.66666667,26.33333333,17.66666667,19.4,21.5,26.4,25.25,22,21,23.875,21,22.66666667,20.58333333,20,19.5,24,25.57692308,23,19.5,21.4,27.5
FERD3L,51.125,65.5,34.375,46.90909091,39.66666667,50.66666667,34.33333333,52.6,53.83333333,48,56.1875,58.5,41.81818182,41.75,40,62.33333333,50.66666667,44.91666667,44.16666667,54.40909091,71,41,51.66666667,39.6,72
FERMT1,98.875,577,72.875,46.36363636,117.3333333,995,47.66666667,139.6,158.8333333,37.4,53.4375,50.16666667,41.72727273,35.5,36.4,48.33333333,25.41666667,33.58333333,25.33333333,44.04545455,59.80769231,40,30.91666667,46.2,67.5
FERMT2,4479,71,4212.875,2193,4505.666667,80.66666667,4679,2874,73.16666667,16.8,12.875,12,49.45454545,12.625,13.4,341.6666667,13.58333333,12.5,14,13.13636364,13.42307692,11.5,12.75,10.8,13.25
FERMT3,112.125,35,53.375,479.9090909,37.66666667,60.66666667,36.33333333,50,424,1384.6,1093.5,1051.5,1982.727273,1955.125,2046,1921.666667,1226,1133.833333,1347.666667,873.3181818,244.9230769,1431.5,453.6666667,945.8,177.75
FES,51.875,44.5,62.75,120.2727273,54.66666667,49.33333333,52.66666667,74,111.6666667,51.8,454.5625,222.5,129.8181818,134.75,124,76,726.6666667,609.8333333,391.5,32.04545455,32.76923077,71,210.75,378.6,45.5
FETUB,31,19.5,16.875,20.54545455,19.66666667,35.33333333,20,23.8,25,28.8,23.875,22.33333333,20.09090909,20.625,21.4,27.33333333,25.5,25.75,22.16666667,21.09090909,23.92307692,21,25.75,23.2,27.5
FEV,32.625,60,29.875,36.36363636,38.33333333,39.66666667,33.66666667,31.6,50.66666667,54.2,51.0625,46.83333333,39.63636364,39.25,38.4,35.33333333,34.75,38,33.16666667,40.04545455,56.34615385,36.5,26.41666667,45.6,55
FEZ1,50.5,40,47.25,55.36363636,51.66666667,40.66666667,54,52,33.66666667,45,45.375,44.66666667,39.27272727,37.875,40.6,37,43.08333333,40.5,39.16666667,33.95454545,50.5,40,34.58333333,40.4,39.5
FEZ2,23.375,20.5,19.875,20.09090909,26.33333333,20,24,17,22.16666667,27.6,27.3125,25.5,19.27272727,20.25,20.8,20.33333333,24.16666667,23.5,25.33333333,21.18181818,25.11538462,23,26.25,24.2,26.75
FEZF2,19.75,14,10.5,13.09090909,11,13.33333333,10.33333333,14.4,12.66666667,16.2,15.5625,14,12.90909091,12.75,13.2,14.33333333,14,13.5,13.66666667,13.13636364,15.19230769,12,15.5,15.2,15.25
FFAR1,14.5,11.5,11.125,10.90909091,11.33333333,10.33333333,10.66666667,10.8,12.33333333,14.2,12.75,12.33333333,11.09090909,11.875,11.6,11,11.91666667,14,12.33333333,10.45454545,11.11538462,14.5,14.66666667,10.4,11.25
FFAR2,23.875,24,22.625,21.63636364,21,21.66666667,18,22,30.83333333,25.4,254.625,280.3333333,23.72727273,39.25,21.4,49.33333333,25.33333333,26.08333333,23.16666667,21.13636364,24.19230769,21.5,24,2331.8,33.5
FFAR3,64.125,57,54.5,53.54545455,58,51.66666667,53.66666667,58.8,39.5,71.8,80.5625,87.16666667,57.81818182,59.875,65.4,55.33333333,68.16666667,63.16666667,58.33333333,46.09090909,58,53.5,56,128.2,61.25
FGA,7.25,8.5,7.625,7.727272727,7.333333333,7.333333333,7.666666667,7.2,8,7.8,7.75,7.333333333,7.727272727,7.875,7.2,8.333333333,8.5,7.083333333,8,7.545454545,8,7,8.083333333,8.4,8.25
FGB,10.625,12.5,9.75,9.909090909,9.333333333,10.33333333,11.33333333,9.6,10,9.6,12.25,11.33333333,9.545454545,9.75,9.8,10.66666667,9.5,11.08333333,10.16666667,10.90909091,11.46153846,9.5,10.66666667,12.4,13
FGD1,66,147,122.5,129.5454545,62.33333333,73.33333333,97.33333333,93,49.66666667,55.6,48.125,44.5,38.27272727,41.25,34,37.33333333,31.5,36,28.5,42.36363636,53.92307692,30.5,37.08333333,44.2,53.75
FGD2,254.125,132.5,66.875,95.63636364,103.3333333,158.3333333,58.33333333,115.2,104.3333333,167,255.0625,322.1666667,116.4545455,141,142,121.3333333,218.8333333,224.75,178.8333333,115.5454545,128.1153846,109.5,101.3333333,100.2,219.5
FGD3,28.25,21,21.75,20.18181818,20.66666667,23.33333333,18.66666667,24.8,24.33333333,19.2,109.9375,202.8333333,56.27272727,65.125,44.6,30,49.75,38,33.33333333,193.4090909,60.26923077,242.5,132.75,327.8,36.75
FGD4,51.5,102,76.625,218.5454545,109,188.6666667,199,106.8,95,54.8,347.5625,471.6666667,893,677,181.8,432.3333333,307.8333333,144.5,30.33333333,24.5,33.11538462,22.5,15.5,679,48
FGD5,33.75,42,56.25,641.7272727,28.33333333,29.66666667,38.33333333,32.2,90.5,27.6,39.75,37,153.1818182,121.75,61.6,104.3333333,67.83333333,64.33333333,49.83333333,36.04545455,35.61538462,24,32.08333333,53.2,33.75
FGD6,34.625,51.5,43.125,63.54545455,39.33333333,43,28,35,22.66666667,22,58.6875,51.5,137.6363636,144.5,192,114,51.16666667,119.0833333,29.5,20,29.53846154,19.5,24.41666667,23.2,24.5
FGF1,157.75,92,208.75,52.45454545,86.33333333,52.33333333,154.3333333,83.6,65.5,49.6,71.5625,65.83333333,47.90909091,53.75,54.4,46.33333333,46.33333333,49.08333333,51.33333333,56.68181818,69.96153846,53.5,56.5,66.2,87.5
FGF10,23.75,20.5,23.375,17.81818182,21.66666667,18.33333333,15.66666667,100.8,18.33333333,24.2,22.6875,24.33333333,19.27272727,20.625,19,27.33333333,19.5,20.5,18.33333333,18.40909091,22.15384615,15.5,14.83333333,25.2,29
FGF11,81.5,455,57.875,52.90909091,50,143.6666667,48.33333333,82,44.33333333,90.6,66.875,83.33333333,56.18181818,55.5,55.6,67.66666667,66.16666667,66.16666667,43.33333333,63.31818182,61.92307692,55.5,48.66666667,72.4,79.25
FGF12,13.5,12.5,11.25,15.27272727,12,10.66666667,26,11.8,13.66666667,14.6,13.875,12.83333333,11.18181818,12,11,13,12.16666667,12.16666667,12.83333333,12.90909091,14.11538462,12,14.33333333,13.4,16.25
FGF13,15.625,23,120.875,22,40.66666667,17,26.33333333,77.6,47.83333333,106.4,21.625,17.83333333,17.72727273,28.25,17,18,13.83333333,14.08333333,43.66666667,18.13636364,21.11538462,15,18.5,71.6,23.25
FGF14,23.5,37.5,19.5,21.90909091,23,27.66666667,16,20.8,30.33333333,24.6,29.1875,25.83333333,21.36363636,20.5,19,25.33333333,23.91666667,26.33333333,22.5,24.68181818,30.73076923,18,20.66666667,29,30.25
FGF16,22.125,36.5,25.5,61.36363636,20.33333333,26,19,26.6,26.83333333,20,30.375,33.33333333,23.63636364,27,23.8,33.66666667,21.66666667,25.25,23.16666667,26.09090909,27.84615385,25,25.83333333,30.4,27.75
FGF17,102.625,54.5,51.625,67.18181818,66.66666667,66.33333333,94.66666667,74.8,63.16666667,98.2,76.9375,64,79.45454545,86.625,65.2,69.33333333,92.5,93.66666667,82.66666667,58.86363636,75.11538462,54.5,65.5,99,103
FGF18,137,32,39.25,46.72727273,66,31.33333333,67,49.8,23.33333333,71.4,49.6875,39.33333333,49.72727273,66,58.2,56.33333333,80,75.25,71.16666667,36.04545455,48.80769231,46.5,42.33333333,73.4,73.5
FGF19,23.25,30,24,26.54545455,26,31,26.66666667,25.8,25,33.6,32.9375,33.5,26.90909091,29.25,28.4,27.66666667,27.91666667,27.58333333,27.66666667,28.63636364,32.19230769,24.5,34.5,35,34.25
FGF2,535.125,49,1136.5,148.2727273,144.3333333,36,257.3333333,598.8,39,63.2,48.6875,53.16666667,47.90909091,48.375,45.4,52.66666667,43.58333333,42.08333333,45,42.31818182,51.26923077,67,43.25,54.2,55
FGF20,19.875,10.5,12,12.45454545,11.33333333,13,12.66666667,13,12.83333333,13.8,13.5,11.83333333,12.45454545,12.125,11.6,12.66666667,14.66666667,12.41666667,11.66666667,11.77272727,11.76923077,12,12.91666667,16,15
FGF21,95,63,60.625,68.45454545,72.66666667,64.66666667,66.33333333,72.8,63,73.4,79.5,76.33333333,66.36363636,68.625,66.4,63.33333333,82.16666667,87.75,83.83333333,61.45454545,75,59,64.33333333,91.6,87.5
FGF22,60.375,99.5,57.625,56,44,90.33333333,43.66666667,54.2,71.16666667,46.8,94,69,52.81818182,54.375,48.6,54,62.83333333,61.08333333,55.5,62.81818182,78.34615385,57,50.16666667,78.2,105.25
FGF23,37.5,51,30.875,33.18181818,37,37.66666667,30.33333333,34.4,40.33333333,57.8,45.1875,46.83333333,38.72727273,39.625,36.4,37.66666667,43.91666667,40.58333333,35.16666667,35.13636364,42.53846154,35.5,45.66666667,39.2,45
FGF3,51.25,30.5,29.625,30,34.66666667,28.33333333,26.33333333,36.6,26.33333333,42.4,34.125,34.83333333,32.36363636,31.625,33.2,40,37.91666667,44.08333333,43.33333333,27.45454545,31.61538462,27,38.75,41,35.75
FGF4,26.625,29.5,23.375,27.27272727,21.66666667,28.33333333,25,23.4,25,30,27.1875,34,24.54545455,22.875,23.8,27.66666667,23.58333333,24.83333333,23.33333333,24.95454545,26.15384615,24.5,23.25,26.6,25
FGF5,64,40.5,63,25.27272727,24,21.66666667,118,49.4,26.66666667,25.4,27.3125,28.5,20.81818182,21,22.2,19.66666667,22.41666667,25.75,19.83333333,25.5,26.53846154,22,29.08333333,26.6,29.25
FGF6,119.875,96.5,66.375,84.81818182,81.33333333,137,64.33333333,95.4,71.66666667,102.8,108,102,89,92.125,88.6,114,72.75,76.5,74.5,88.40909091,104.8461538,77,69.58333333,80.8,111.75
FGF7,7.5,7,8,7,9,6,7,10,6.5,6.8,6.6875,6.833333333,6.818181818,6.625,6.8,8.333333333,7.583333333,7.333333333,6.833333333,6.409090909,6.730769231,7,7.833333333,7,6.75
FGF8,41.5,21,18.875,21.72727273,19.33333333,22.33333333,25,27.6,16.83333333,25.6,22.75,22.83333333,22.18181818,24.25,21.6,27,23.41666667,25.41666667,21.83333333,19.40909091,21.15384615,22,30.16666667,28.2,31.25
FGF9,24.25,23.5,211.25,19.54545455,17.66666667,21.33333333,23.66666667,24.4,49.66666667,48.6,38.5625,22.33333333,21,19.75,21,19.33333333,25.58333333,23.83333333,22.16666667,73.22727273,119.3076923,21,42.41666667,28.6,87.75
FGFBP1,43.75,8758.5,35.75,42.90909091,35.33333333,5469.666667,28.33333333,47,50,67.8,54.4375,58.16666667,46.09090909,46,45.8,49,40.83333333,44.08333333,36.83333333,46.09090909,49.88461538,44,47.16666667,48.8,51
FGFBP2,14,14.5,11,12.45454545,11,11.66666667,18,12.4,15.16666667,501.2,17.6875,139.8333333,20.63636364,18.375,12.2,19.33333333,17.66666667,18.83333333,14.16666667,47.72727273,1378.076923,383,6041.833333,50.4,36.5
FGFBP3,11.25,12.5,12.375,12.36363636,11.33333333,14.66666667,12.33333333,12.8,20.83333333,23,12.4375,10.33333333,11.72727273,11,12.6,12.66666667,12.08333333,10.66666667,12.66666667,18.31818182,14.26923077,14,12,10.2,15.5
FGFR1,81.5,37.5,84.25,101.6363636,67,54.33333333,101,195.2,291,465.4,275.5,236.8333333,129.7272727,142.5,172.8,107.3333333,265.3333333,331.4166667,270.1666667,243.7727273,291.9230769,113,268.3333333,278.4,408.75
FGFR1OP,148.75,99.5,224.625,176.1818182,184,114.3333333,170,140,185,77.6,73.1875,61.66666667,166.6363636,121.125,148.8,241.3333333,126,178.4166667,258.5,79.18181818,64.19230769,224,80.08333333,271.8,63
FGFR1OP2,101.25,112.5,336,226.1818182,150,131.3333333,97,128.2,572,612,516.75,405.3333333,311.5454545,295.875,415.2,260.3333333,150,151.6666667,235.6666667,1261.545455,628.9615385,847,770.9166667,644.2,550.25
FGFR2,82.375,55,53.5,57.36363636,60.66666667,43,60,69.6,48.66666667,62.4,65.875,54.66666667,62.72727273,62.875,60.6,74.66666667,67.16666667,64.16666667,70.66666667,53.5,53,55.5,63.08333333,74.8,74
FGFR3,22.75,2004,48.75,45.09090909,20.33333333,2097,35.33333333,21.8,27.5,23.4,20.875,19.66666667,17.54545455,18.25,17.8,21.33333333,23.16666667,25.33333333,34.5,16.86363636,20,22,18.25,25,23.75
FGFR4,40,33.5,32.125,45,29.66666667,32,284.6666667,39.6,44.83333333,40,41.3125,41.33333333,34.72727273,31.25,32.2,42,37.58333333,37.83333333,42.5,37.90909091,40.26923077,36,44.91666667,43,43.75
FGFRL1,247.25,130.5,213.625,175.9090909,286.6666667,73.33333333,119.6666667,198.8,64.83333333,91.2,76.625,203.5,157.0909091,168.25,98.8,108.6666667,68.91666667,63.75,62.33333333,88.09090909,96.15384615,87,101.75,70.4,86.5
FGG,1091.5,421,1870.375,200.8181818,1292.666667,180.3333333,336.3333333,1283.2,24.83333333,20,23.0625,20.5,15.63636364,16.125,15.6,17.33333333,15.83333333,16.41666667,17.66666667,19.18181818,21.07692308,17,17.41666667,23.6,21.5
FGGY,76.75,107.5,176.875,109.5454545,198.3333333,99,145,203,121.5,104.6,72,73.16666667,234.6363636,197.625,136.6,181.3333333,154,163,89.16666667,49.5,59.73076923,111.5,75,100.2,80.75
FGL1,88,65,75,78,85,89,75.33333333,73.2,108.8333333,88,107.1875,96.5,67.54545455,66.375,71.8,64,88,89.58333333,86.16666667,76.5,99.76923077,65.5,65.91666667,115.6,147
FGL2,14.25,12,107.375,12.72727273,11,11,3930,1597.4,373.8333333,1045.4,5679.6875,5749.833333,1180.636364,3333,1511.8,814.3333333,4207.333333,4369.666667,717.6666667,359.7727273,189.0384615,220,172.5833333,5109,336
