Tool-Reference	CellType	Sample	Prediction	Answer	Error	SqError
GEDIT-HPCA	Monocytes	HD30PBMC1	0.3809	0.214	0.1669	0.02785561
GEDIT-HPCA	B Cells	HD30PBMC1	0.0548	0.048	0.0068	4.624e-05
GEDIT-HPCA	NK	HD30PBMC1	0.1985	0.168	0.0305	0.00093025
GEDIT-HPCA	T Cells	HD30PBMC3	0.4415	0.58	0.1385	0.01918225
GEDIT-HPCA	Monocytes	HD30PBMC3	0.2729	0.153	0.1199	0.01437601
GEDIT-HPCA	B Cells	HD30PBMC3	0.0518	0.042	0.0098	9.604e-05
GEDIT-HPCA	NK	HD30PBMC3	0.1727	0.148	0.0247	0.00061009
GEDIT-HPCA	T Cells	HD30PBMC7	0.4339	0.578	0.1441	0.02076481
GEDIT-HPCA	Monocytes	HD30PBMC7	0.2429	0.135	0.1079	0.01164241
GEDIT-HPCA	B Cells	HD30PBMC7	0.0834	0.066	0.0174	0.00030276
GEDIT-HPCA	NK	HD30PBMC7	0.1673	0.132	0.0353	0.00124609
GEDIT-HPCA	T Cells	HD31PBMC0	0.4268	0.59	0.1632	0.02663424
GEDIT-HPCA	Monocytes	HD31PBMC0	0.326	0.181	0.145	0.021025
GEDIT-HPCA	B Cells	HD31PBMC0	0.0951	0.091	0.0041	1.681e-05
GEDIT-HPCA	NK	HD31PBMC0	0.0615	0.045	0.0165	0.00027225
GEDIT-HPCA	T Cells	HD31PBMC1	0.4575	0.623	0.1655	0.02739025
GEDIT-HPCA	Monocytes	HD31PBMC1	0.318	0.17	0.148	0.021904
GEDIT-HPCA	B Cells	HD31PBMC1	0.0949	0.093	0.0019	3.61e-06
GEDIT-HPCA	NK	HD31PBMC1	0.0436	0.034	0.0096	9.216e-05
GEDIT-HPCA	T Cells	HD31PBMC3	0.4838	0.654	0.1702	0.02896804
GEDIT-HPCA	Monocytes	HD31PBMC3	0.3343	0.175	0.1593	0.02537649
GEDIT-HPCA	B Cells	HD31PBMC3	0.0646	0.061	0.0036	1.296e-05
GEDIT-HPCA	NK	HD31PBMC3	0.0631	0.049	0.0141	0.00019881
GEDIT-HPCA	T Cells	HD31PBMC7	0.486	0.636	0.15	0.0225
GEDIT-HPCA	Monocytes	HD31PBMC7	0.3012	0.144	0.1572	0.02471184
GEDIT-HPCA	B Cells	HD31PBMC7	0.0715	0.097	0.0255	0.00065025
GEDIT-HPCA	NK	HD31PBMC7	0.0791	0.036	0.0431	0.00185761
GEDIT-ImmunoStates	T Cells	HD30PBMC0	0.4056	0.514	0.1084	0.01175056
GEDIT-ImmunoStates	Monocytes	HD30PBMC0	0.3825	0.155	0.2275	0.05175625
GEDIT-ImmunoStates	B Cells	HD30PBMC0	0.0465	0.043	0.0035	1.225e-05
GEDIT-ImmunoStates	NK	HD30PBMC0	0.1552	0.178	0.0228	0.00051984
GEDIT-ImmunoStates	T Cells	HD30PBMC1	0.3666	0.457	0.0904	0.00817216
GEDIT-ImmunoStates	Monocytes	HD30PBMC1	0.4548	0.214	0.2408	0.05798464
GEDIT-ImmunoStates	B Cells	HD30PBMC1	0.0503	0.048	0.0023	5.29e-06
GEDIT-ImmunoStates	NK	HD30PBMC1	0.1163	0.168	0.0517	0.00267289
GEDIT-ImmunoStates	T Cells	HD30PBMC3	0.4992	0.58	0.0808	0.00652864
GEDIT-ImmunoStates	Monocytes	HD30PBMC3	0.3272	0.153	0.1742	0.03034564
GEDIT-ImmunoStates	B Cells	HD30PBMC3	0.0404	0.042	0.0016	2.56e-06
GEDIT-ImmunoStates	NK	HD30PBMC3	0.1138	0.148	0.0342	0.00116964
GEDIT-ImmunoStates	T Cells	HD30PBMC7	0.4921	0.578	0.0859	0.00737881
GEDIT-ImmunoStates	Monocytes	HD30PBMC7	0.3022	0.135	0.1672	0.02795584
GEDIT-ImmunoStates	B Cells	HD30PBMC7	0.0689	0.066	0.0029	8.41e-06
GEDIT-ImmunoStates	NK	HD30PBMC7	0.1112	0.132	0.0208	0.00043264
GEDIT-ImmunoStates	T Cells	HD31PBMC0	0.4845	0.59	0.1055	0.01113025
GEDIT-ImmunoStates	Monocytes	HD31PBMC0	0.394	0.181	0.213	0.045369
GEDIT-ImmunoStates	B Cells	HD31PBMC0	0.0736	0.091	0.0174	0.00030276
GEDIT-ImmunoStates	NK	HD31PBMC0	0.0	0.045	0.045	0.002025
GEDIT-ImmunoStates	T Cells	HD31PBMC1	0.5025	0.623	0.1205	0.01452025
GEDIT-ImmunoStates	Monocytes	HD31PBMC1	0.375	0.17	0.205	0.042025
GEDIT-ImmunoStates	B Cells	HD31PBMC1	0.0826	0.093	0.0104	0.00010816
GEDIT-ImmunoStates	NK	HD31PBMC1	0.0	0.034	0.034	0.001156
GEDIT-ImmunoStates	T Cells	HD31PBMC3	0.5395	0.654	0.1145	0.01311025
GEDIT-ImmunoStates	Monocytes	HD31PBMC3	0.3981	0.175	0.2231	0.04977361
GEDIT-ImmunoStates	B Cells	HD31PBMC3	0.0559	0.061	0.0051	2.601e-05
GEDIT-ImmunoStates	NK	HD31PBMC3	0.0	0.049	0.049	0.002401
GEDIT-ImmunoStates	T Cells	HD31PBMC7	0.5493	0.636	0.0867	0.00751689
GEDIT-ImmunoStates	Monocytes	HD31PBMC7	0.3614	0.144	0.2174	0.04726276
GEDIT-ImmunoStates	B Cells	HD31PBMC7	0.0674	0.097	0.0296	0.00087616
GEDIT-ImmunoStates	NK	HD31PBMC7	0.0111	0.036	0.0249	0.00062001
GEDIT-LM22	T Cells	HD30PBMC0	0.3741	0.514	0.1399	0.01957201
GEDIT-LM22	Monocytes	HD30PBMC0	0.3905	0.155	0.2355	0.05546025
GEDIT-LM22	B Cells	HD30PBMC0	0.0	0.043	0.043	0.001849
GEDIT-LM22	NK	HD30PBMC0	0.1925	0.178	0.0145	0.00021025
GEDIT-LM22	T Cells	HD30PBMC1	0.3074	0.457	0.1496	0.02238016
GEDIT-LM22	Monocytes	HD30PBMC1	0.439	0.214	0.225	0.050625
GEDIT-LM22	B Cells	HD30PBMC1	0.0	0.048	0.048	0.002304
GEDIT-LM22	NK	HD30PBMC1	0.1952	0.168	0.0272	0.00073984
GEDIT-LM22	T Cells	HD30PBMC3	0.4551	0.58	0.1249	0.01560001
GEDIT-LM22	Monocytes	HD30PBMC3	0.3408	0.153	0.1878	0.03526884
GEDIT-LM22	B Cells	HD30PBMC3	0.0	0.042	0.042	0.001764
GEDIT-LM22	NK	HD30PBMC3	0.1645	0.148	0.0165	0.00027225
GEDIT-LM22	T Cells	HD30PBMC7	0.484	0.578	0.094	0.008836
GEDIT-LM22	Monocytes	HD30PBMC7	0.2959	0.135	0.1609	0.02588881
GEDIT-LM22	B Cells	HD30PBMC7	0.013	0.066	0.053	0.002809
GEDIT-LM22	NK	HD30PBMC7	0.158	0.132	0.026	0.000676
GEDIT-LM22	T Cells	HD31PBMC0	0.4465	0.59	0.1435	0.02059225
GEDIT-LM22	Monocytes	HD31PBMC0	0.3874	0.181	0.2064	0.04260096
GEDIT-LM22	B Cells	HD31PBMC0	0.015	0.091	0.076	0.005776
GEDIT-LM22	NK	HD31PBMC0	0.0691	0.045	0.0241	0.00058081
GEDIT-LM22	T Cells	HD31PBMC1	0.4842	0.623	0.1388	0.01926544
GEDIT-LM22	Monocytes	HD31PBMC1	0.375	0.17	0.205	0.042025
GEDIT-LM22	B Cells	HD31PBMC1	0.022	0.093	0.071	0.005041
GEDIT-LM22	NK	HD31PBMC1	0.0498	0.034	0.0158	0.00024964
GEDIT-LM22	T Cells	HD31PBMC3	0.504	0.654	0.15	0.0225
GEDIT-LM22	Monocytes	HD31PBMC3	0.4004	0.175	0.2254	0.05080516
GEDIT-LM22	B Cells	HD31PBMC3	0.0	0.061	0.061	0.003721
GEDIT-LM22	NK	HD31PBMC3	0.0519	0.049	0.0029	8.41e-06
GEDIT-LM22	T Cells	HD31PBMC7	0.5227	0.636	0.1133	0.01283689
GEDIT-LM22	Monocytes	HD31PBMC7	0.3508	0.144	0.2068	0.04276624
GEDIT-LM22	B Cells	HD31PBMC7	0.0008	0.097	0.0962	0.00925444
GEDIT-LM22	NK	HD31PBMC7	0.0717	0.036	0.0357	0.00127449
dtangle-BLUEPRINT	T Cells	HD30PBMC0	0.47152	0.514	0.04248	0.0018045504
dtangle-BLUEPRINT	Monocytes	HD30PBMC0	0.16723	0.155	0.01223	0.0001495729
dtangle-BLUEPRINT	B Cells	HD30PBMC0	0.12949	0.043	0.08649	0.0074805201
dtangle-BLUEPRINT	NK	HD30PBMC0	0.17854	0.178	0.00054	2.916e-07
dtangle-BLUEPRINT	T Cells	HD30PBMC1	0.44196	0.457	0.01504	0.0002262016
dtangle-BLUEPRINT	Monocytes	HD30PBMC1	0.18966	0.214	0.02434	0.0005924356
dtangle-BLUEPRINT	B Cells	HD30PBMC1	0.13057	0.048	0.08257	0.0068178049
dtangle-BLUEPRINT	NK	HD30PBMC1	0.17827	0.168	0.01027	0.0001054729
dtangle-BLUEPRINT	T Cells	HD30PBMC3	0.51189	0.58	0.06811	0.0046389721
dtangle-BLUEPRINT	Monocytes	HD30PBMC3	0.14608	0.153	0.00692	4.78864e-05
dtangle-BLUEPRINT	B Cells	HD30PBMC3	0.1295	0.042	0.0875	0.00765625
dtangle-BLUEPRINT	NK	HD30PBMC3	0.16203	0.148	0.01403	0.0001968409
dtangle-BLUEPRINT	T Cells	HD30PBMC7	0.50948	0.578	0.06852	0.0046949904
dtangle-BLUEPRINT	Monocytes	HD30PBMC7	0.1364	0.135	0.0014	1.96e-06
dtangle-BLUEPRINT	B Cells	HD30PBMC7	0.15114	0.066	0.08514	0.0072488196
dtangle-BLUEPRINT	NK	HD30PBMC7	0.15463	0.132	0.02263	0.0005121169
dtangle-BLUEPRINT	T Cells	HD31PBMC0	0.47505	0.59	0.11495	0.0132135025
dtangle-BLUEPRINT	Monocytes	HD31PBMC0	0.18865	0.181	0.00765	5.85225e-05
dtangle-BLUEPRINT	B Cells	HD31PBMC0	0.15688	0.091	0.06588	0.0043401744
dtangle-BLUEPRINT	NK	HD31PBMC0	0.10588	0.045	0.06088	0.0037063744
dtangle-BLUEPRINT	T Cells	HD31PBMC1	0.48987	0.623	0.13313	0.0177235969
dtangle-BLUEPRINT	Monocytes	HD31PBMC1	0.18795	0.17	0.01795	0.0003222025
dtangle-BLUEPRINT	B Cells	HD31PBMC1	0.16109	0.093	0.06809	0.0046362481
dtangle-BLUEPRINT	NK	HD31PBMC1	0.09689	0.034	0.06289	0.0039551521
dtangle-BLUEPRINT	T Cells	HD31PBMC3	0.50348	0.654	0.15052	0.0226562704
dtangle-BLUEPRINT	Monocytes	HD31PBMC3	0.17827	0.175	0.00327	1.06929e-05
dtangle-BLUEPRINT	B Cells	HD31PBMC3	0.14341	0.061	0.08241	0.0067914081
dtangle-BLUEPRINT	NK	HD31PBMC3	0.11307	0.049	0.06407	0.0041049649
dtangle-BLUEPRINT	T Cells	HD31PBMC7	0.50611	0.636	0.12989	0.0168714121
dtangle-BLUEPRINT	Monocytes	HD31PBMC7	0.16925	0.144	0.02525	0.0006375625
dtangle-BLUEPRINT	B Cells	HD31PBMC7	0.14804	0.097	0.05104	0.0026050816
dtangle-BLUEPRINT	NK	HD31PBMC7	0.11834	0.036	0.08234	0.0067798756
dtangle-HPCA	T Cells	HD30PBMC0	0.36924	0.514	0.14476	0.0209554576
dtangle-HPCA	Monocytes	HD30PBMC0	0.2296	0.155	0.0746	0.00556516
dtangle-HPCA	B Cells	HD30PBMC0	0.10751	0.043	0.06451	0.0041615401
dtangle-HPCA	NK	HD30PBMC0	0.10168	0.178	0.07632	0.0058247424
dtangle-HPCA	T Cells	HD30PBMC1	0.33599	0.457	0.12101	0.0146434201
dtangle-HPCA	Monocytes	HD30PBMC1	0.26122	0.214	0.04722	0.0022297284
dtangle-HPCA	B Cells	HD30PBMC1	0.10489	0.048	0.05689	0.0032364721
dtangle-HPCA	NK	HD30PBMC1	0.09548	0.168	0.07252	0.0052591504
dtangle-HPCA	T Cells	HD30PBMC3	0.40521	0.58	0.17479	0.0305515441
dtangle-HPCA	Monocytes	HD30PBMC3	0.20154	0.153	0.04854	0.0023561316
dtangle-HPCA	B Cells	HD30PBMC3	0.11013	0.042	0.06813	0.0046416969
dtangle-HPCA	NK	HD30PBMC3	0.09821	0.148	0.04979	0.0024790441
dtangle-HPCA	T Cells	HD30PBMC7	0.40665	0.578	0.17135	0.0293608225
dtangle-HPCA	Monocytes	HD30PBMC7	0.19406	0.135	0.05906	0.0034880836
dtangle-HPCA	B Cells	HD30PBMC7	0.1155	0.066	0.0495	0.00245025
dtangle-HPCA	NK	HD30PBMC7	0.09545	0.132	0.03655	0.0013359025
dtangle-HPCA	T Cells	HD31PBMC0	0.37484	0.59	0.21516	0.0462938256
dtangle-HPCA	Monocytes	HD31PBMC0	0.24094	0.181	0.05994	0.0035928036
dtangle-HPCA	B Cells	HD31PBMC0	0.11272	0.091	0.02172	0.0004717584
dtangle-HPCA	NK	HD31PBMC0	0.07783	0.045	0.03283	0.0010778089
dtangle-HPCA	T Cells	HD31PBMC1	0.3894	0.623	0.2336	0.05456896
dtangle-HPCA	Monocytes	HD31PBMC1	0.23153	0.17	0.06153	0.0037859409
dtangle-HPCA	B Cells	HD31PBMC1	0.11495	0.093	0.02195	0.0004818025
dtangle-HPCA	NK	HD31PBMC1	0.07592	0.034	0.04192	0.0017572864
dtangle-HPCA	T Cells	HD31PBMC3	0.40345	0.654	0.25055	0.0627753025
dtangle-HPCA	Monocytes	HD31PBMC3	0.23685	0.175	0.06185	0.0038254225
dtangle-HPCA	B Cells	HD31PBMC3	0.10938	0.061	0.04838	0.0023406244
dtangle-HPCA	NK	HD31PBMC3	0.0768	0.049	0.0278	0.00077284
dtangle-HPCA	T Cells	HD31PBMC7	0.40937	0.636	0.22663	0.0513611569
dtangle-HPCA	Monocytes	HD31PBMC7	0.22649	0.144	0.08249	0.0068046001
dtangle-HPCA	B Cells	HD31PBMC7	0.10953	0.097	0.01253	0.0001570009
dtangle-HPCA	NK	HD31PBMC7	0.08027	0.036	0.04427	0.0019598329
dtangle-ImmunoStates	T Cells	HD30PBMC0	0.25241	0.514	0.26159	0.0684293281
dtangle-ImmunoStates	Monocytes	HD30PBMC0	0.41636	0.155	0.26136	0.0683090496
dtangle-ImmunoStates	B Cells	HD30PBMC0	0.02568	0.043	0.01732	0.0002999824
dtangle-ImmunoStates	NK	HD30PBMC0	0.27241	0.178	0.09441	0.0089132481
dtangle-ImmunoStates	T Cells	HD30PBMC1	0.23671	0.457	0.22029	0.0485276841
dtangle-ImmunoStates	Monocytes	HD30PBMC1	0.49936	0.214	0.28536	0.0814303296
dtangle-ImmunoStates	B Cells	HD30PBMC1	0.02804	0.048	0.01996	0.0003984016
dtangle-ImmunoStates	NK	HD30PBMC1	0.19711	0.168	0.02911	0.0008473921
dtangle-ImmunoStates	T Cells	HD30PBMC3	0.31429	0.58	0.26571	0.0706018041
dtangle-ImmunoStates	Monocytes	HD30PBMC3	0.38565	0.153	0.23265	0.0541260225
dtangle-ImmunoStates	B Cells	HD30PBMC3	0.02545	0.042	0.01655	0.0002739025
dtangle-ImmunoStates	NK	HD30PBMC3	0.23594	0.148	0.08794	0.0077334436
dtangle-ImmunoStates	T Cells	HD30PBMC7	0.31584	0.578	0.26216	0.0687278656
dtangle-ImmunoStates	Monocytes	HD30PBMC7	0.35404	0.135	0.21904	0.0479785216
dtangle-ImmunoStates	B Cells	HD30PBMC7	0.04481	0.066	0.02119	0.0004490161
dtangle-ImmunoStates	NK	HD30PBMC7	0.24113	0.132	0.10913	0.0119093569
dtangle-ImmunoStates	T Cells	HD31PBMC0	0.3007	0.59	0.2893	0.08369449
dtangle-ImmunoStates	Monocytes	HD31PBMC0	0.51935	0.181	0.33835	0.1144807225
dtangle-ImmunoStates	B Cells	HD31PBMC0	0.03559	0.091	0.05541	0.0030702681
dtangle-ImmunoStates	NK	HD31PBMC0	0.09678	0.045	0.05178	0.0026811684
dtangle-ImmunoStates	T Cells	HD31PBMC1	0.33164	0.623	0.29136	0.0848906496
dtangle-ImmunoStates	Monocytes	HD31PBMC1	0.49853	0.17	0.32853	0.1079319609
dtangle-ImmunoStates	B Cells	HD31PBMC1	0.03658	0.093	0.05642	0.0031832164
dtangle-ImmunoStates	NK	HD31PBMC1	0.08566	0.034	0.05166	0.0026687556
dtangle-ImmunoStates	T Cells	HD31PBMC3	0.32069	0.654	0.33331	0.1110955561
dtangle-ImmunoStates	Monocytes	HD31PBMC3	0.51878	0.175	0.34378	0.1181846884
dtangle-ImmunoStates	B Cells	HD31PBMC3	0.02722	0.061	0.03378	0.0011410884
dtangle-ImmunoStates	NK	HD31PBMC3	0.09182	0.049	0.04282	0.0018335524
dtangle-ImmunoStates	T Cells	HD31PBMC7	0.35126	0.636	0.28474	0.0810768676
dtangle-ImmunoStates	Monocytes	HD31PBMC7	0.4694	0.144	0.3254	0.10588516
dtangle-ImmunoStates	B Cells	HD31PBMC7	0.03318	0.097	0.06382	0.0040729924
dtangle-ImmunoStates	NK	HD31PBMC7	0.10757	0.036	0.07157	0.0051222649
dtangle-LM22	T Cells	HD30PBMC0	0.46746	0.514	0.04654	0.0021659716
dtangle-LM22	Monocytes	HD30PBMC0	0.2553	0.155	0.1003	0.01006009
dtangle-LM22	B Cells	HD30PBMC0	0.04162	0.043	0.00138	1.9044e-06
dtangle-LM22	NK	HD30PBMC0	0.18321	0.178	0.00521	2.71441e-05
dtangle-LM22	T Cells	HD30PBMC1	0.37998	0.457	0.07702	0.0059320804
dtangle-LM22	Monocytes	HD30PBMC1	0.33208	0.214	0.11808	0.0139428864
dtangle-LM22	B Cells	HD30PBMC1	0.0401	0.048	0.0079	6.241e-05
dtangle-LM22	NK	HD30PBMC1	0.16951	0.168	0.00151	2.2801e-06
dtangle-LM22	T Cells	HD30PBMC3	0.55043	0.58	0.02957	0.0008743849
dtangle-LM22	Monocytes	HD30PBMC3	0.21205	0.153	0.05905	0.0034869025
dtangle-LM22	B Cells	HD30PBMC3	0.04054	0.042	0.00146	2.1316e-06
dtangle-LM22	NK	HD30PBMC3	0.14837	0.148	0.00037	1.369e-07
dtangle-LM22	T Cells	HD30PBMC7	0.54182	0.578	0.03618	0.0013089924
dtangle-LM22	Monocytes	HD30PBMC7	0.20738	0.135	0.07238	0.0052388644
dtangle-LM22	B Cells	HD30PBMC7	0.05893	0.066	0.00707	4.99849e-05
dtangle-LM22	NK	HD30PBMC7	0.14208	0.132	0.01008	0.0001016064
dtangle-LM22	T Cells	HD31PBMC0	0.51353	0.59	0.07647	0.0058476609
dtangle-LM22	Monocytes	HD31PBMC0	0.28161	0.181	0.10061	0.0101223721
dtangle-LM22	B Cells	HD31PBMC0	0.06122	0.091	0.02978	0.0008868484
dtangle-LM22	NK	HD31PBMC0	0.08021	0.045	0.03521	0.0012397441
dtangle-LM22	T Cells	HD31PBMC1	0.57914	0.623	0.04386	0.0019236996
dtangle-LM22	Monocytes	HD31PBMC1	0.24704	0.17	0.07704	0.0059351616
dtangle-LM22	B Cells	HD31PBMC1	0.05976	0.093	0.03324	0.0011048976
dtangle-LM22	NK	HD31PBMC1	0.05852	0.034	0.02452	0.0006012304
dtangle-LM22	T Cells	HD31PBMC3	0.56834	0.654	0.08566	0.0073376356
dtangle-LM22	Monocytes	HD31PBMC3	0.26262	0.175	0.08762	0.0076772644
dtangle-LM22	B Cells	HD31PBMC3	0.04335	0.061	0.01765	0.0003115225
dtangle-LM22	NK	HD31PBMC3	0.08165	0.049	0.03265	0.0010660225
dtangle-LM22	T Cells	HD31PBMC7	0.536	0.636	0.1	0.01
dtangle-LM22	Monocytes	HD31PBMC7	0.27695	0.144	0.13295	0.0176757025
dtangle-LM22	B Cells	HD31PBMC7	0.04811	0.097	0.04889	0.0023902321
dtangle-LM22	NK	HD31PBMC7	0.09205	0.036	0.05605	0.0031416025
xCell-default	T Cells	HD30PBMC0	0.0	0.514	0.514	0.264196
xCell-default	Monocytes	HD30PBMC0	0.0	0.155	0.155	0.024025
xCell-default	B Cells	HD30PBMC0	0.0	0.043	0.043	0.001849
xCell-default	NK	HD30PBMC0	0.0102	0.178	0.1678	0.02815684
xCell-default	T Cells	HD30PBMC1	0.0	0.457	0.457	0.208849
xCell-default	Monocytes	HD30PBMC1	0.0	0.214	0.214	0.045796
xCell-default	B Cells	HD30PBMC1	0.0	0.048	0.048	0.002304
xCell-default	NK	HD30PBMC1	0.0019	0.168	0.1661	0.02758921
xCell-default	T Cells	HD30PBMC3	0.0054	0.58	0.5746	0.33016516
xCell-default	Monocytes	HD30PBMC3	0.0	0.153	0.153	0.023409
xCell-default	B Cells	HD30PBMC3	0.0	0.042	0.042	0.001764
xCell-default	NK	HD30PBMC3	0.0092	0.148	0.1388	0.01926544
xCell-default	T Cells	HD30PBMC7	0.0057	0.578	0.5723	0.32752729
xCell-default	Monocytes	HD30PBMC7	0.0	0.135	0.135	0.018225
xCell-default	B Cells	HD30PBMC7	0.0156	0.066	0.0504	0.00254016
xCell-default	NK	HD30PBMC7	0.0074	0.132	0.1246	0.01552516
xCell-default	T Cells	HD31PBMC0	0.0047	0.59	0.5853	0.34257609
xCell-default	Monocytes	HD31PBMC0	0.0003	0.181	0.1807	0.03265249
xCell-default	B Cells	HD31PBMC0	0.0339	0.091	0.0571	0.00326041
xCell-default	NK	HD31PBMC0	0.0	0.045	0.045	0.002025
xCell-default	T Cells	HD31PBMC1	0.0081	0.623	0.6149	0.37810201
xCell-default	Monocytes	HD31PBMC1	0.0	0.17	0.17	0.0289
xCell-default	B Cells	HD31PBMC1	0.0384	0.093	0.0546	0.00298116
xCell-default	NK	HD31PBMC1	0.0	0.034	0.034	0.001156
xCell-default	T Cells	HD31PBMC3	0.0171	0.654	0.6369	0.40564161
xCell-default	Monocytes	HD31PBMC3	0.0	0.175	0.175	0.030625
xCell-default	B Cells	HD31PBMC3	0.0112	0.061	0.0498	0.00248004
xCell-default	NK	HD31PBMC3	0.0	0.049	0.049	0.002401
xCell-default	T Cells	HD31PBMC7	0.0158	0.636	0.6202	0.38464804
xCell-default	Monocytes	HD31PBMC7	0.0	0.144	0.144	0.020736
xCell-default	B Cells	HD31PBMC7	0.014	0.097	0.083	0.006889
xCell-default	NK	HD31PBMC7	0.0	0.036	0.036	0.001296
