"gene_symbol","Neutrophils","T_cells_Gamma_Delta","Monocytes","Macrophages","T_cells_CD4.","Fibroblasts","Keratinocytes","Blood_CD34._cells","Vascular_Endothelial_Cells","Platelets"
"MAP1LC3B2",22.335076,17.322244,17.682025,17.4724,17.581249,16.769025,17.081689,17.447329,16.630084,19.963024
"MAP1LC3C",27.678121,21.196816,25.220484,30.5809,23.474025,25.260676,22.005481,22.743361,24.7009,27.552001
"MAP1S",49.182169,58.599025,54.567769,53.611684,44.023225,51.308569,39.929761,45.064369,57.866449,36.554116
"MAP2",19.642624,19.811401,17.766225,17.7241,16.9744,27.994681,81.198121,17.313921,39.262756,34.668544
"MAP2K1",82.192356,95.140516,104.550625,100.761444,94.381225,84.732025,90.136036,81.504784,83.557881,80.730225
"MAP2K2",43.520409,53.465344,44.382244,41.512249,40.475044,53.684929,46.580625,38.3161,51.652969,27.384289
"MAP2K3",103.652761,68.608089,82.828201,73.736569,66.601921,77.2641,71.673156,70.241161,60.668521,75.394489
"MAP2K4",75.134224,67.289209,54.4644,54.848836,53.743561,54.6121,67.996516,49.688401,59.059225,34.857216
"MAP2K5",23.863225,24.740676,26.863489,27.071209,29.235649,27.888961,26.604964,29.408929,30.5809,23.512801
"MAP2K6",31.371201,28.858384,28.654609,23.396569,27.175369,22.250089,17.901361,25.745476,31.091776,26.770276
"MAP2K7",36.3609,34.9281,34.562641,31.798321,34.140649,31.483321,32.615521,32.661225,29.833444,35.652841
"MAP3K1",69.5556,50.438404,72.403081,45.724644,65.270241,28.826161,42.9025,45.360225,49.070025,39.69
"MAP3K10",50.424201,46.553329,48.636676,48.692484,46.117681,48.066489,46.416969,45.118089,46.812964,50.765625
"MAP3K11",47.0596,38.155329,43.072969,41.434969,36.893476,33.977241,35.581225,35.988001,44.849809,33.1776
"MAP3K12",38.638656,44.782864,38.142976,38.007225,41.589601,47.032164,36.204289,33.431524,41.615401,37.344321
"MAP3K13",25.110121,23.203489,23.658496,23.668225,22.193521,24.344356,25.959025,23.902321,23.668225,22.259524
"MAP3K14",41.912676,52.345225,47.073321,39.967684,48.080356,30.824704,32.7184,31.416025,33.558849,30.858025
"MAP3K15",14.630625,14.1376,13.995081,13.830961,13.8384,14.160169,14.884164,13.935289,14.303524,16.777216
"MAP3K2",48.094225,31.214569,36.735721,33.0625,30.8025,30.063289,27.092025,28.217344,24.940036,25.938649
"MAP3K3",65.221776,40.309801,57.198969,44.782864,49.1401,42.406144,38.105929,46.321636,50.879689,39.012516
"MAP3K4",29.855296,73.839649,69.806025,71.132356,85.155984,67.026969,73.977201,77.228944,65.254084,53.509225
"MAP3K5",82.828201,64.657681,73.719396,72.335025,70.761744,44.009956,53.904964,69.806025,35.796289,86.136961
"MAP3K6",22.391824,23.222761,24.671089,25.472209,23.843689,32.228329,34.234201,22.306729,25.190361,24.186724
"MAP3K7",48.846121,65.4481,53.304601,53.699584,51.955264,67.469796,54.1696,49.210225,59.089969,34.035556
"MAP3K8",84.8241,42.042256,67.0761,54.937744,35.688676,27.857284,40.717161,51.151104,22.600516,32.672656
"MAP3K9",27.636049,25.948836,23.687689,24.453025,30.858025,21.335161,48.413764,23.824161,20.196036,26.255376
"MAP4",37.601424,50.027329,46.1041,50.751376,50.041476,67.584841,65.431921,49.688401,61.638201,46.362481
"MAP4K1",37.957921,86.583025,45.522009,37.748736,77.176225,27.741289,28.611801,61.984129,27.541504,47.032164
"MAP4K2",42.667024,40.106889,36.9664,35.390601,44.049769,32.092225,33.189121,35.988001,52.041796,45.927729
"MAP4K3",14.280841,22.024249,45.037521,55.026724,36.144144,57.623281,61.230625,50.239744,54.434884,15.093225
"MAP4K4",80.982001,47.018449,56.385081,45.941284,55.711296,65.869456,53.684929,53.304601,64.995844,54.420129
"MAP4K5",26.491609,47.831056,35.509681,40.985604,36.990724,62.8849,58.140625,49.098049,57.501889,68.260644
"MAP6",30.305025,26.635921,27.478564,28.398241,27.311076,32.103556,27.269284,25.877569,26.501904,29.203216
"MAP6D1",28.121809,33.419961,34.845409,32.501401,33.269824,32.6041,35.557369,33.744481,32.581264,35.796289
"MAP7",41.550916,20.1601,29.767936,38.081241,24.542116,26.967249,66.961489,57.76,20.903184,25.180324
"MAP7D1",94.031809,85.784644,85.026841,86.285521,75.620416,87.2356,91.5849,63.3616,83.795716,45.144961
"MAP7D2",18.705625,15.737089,17.098225,16.289296,20.720704,21.585316,29.365561,28.026436,17.589636,18.352656
"MAP7D3",26.894596,30.316036,28.783225,27.762361,30.041361,37.429924,31.169889,35.988001,38.130625,27.269284
"MAP9",14.807104,18.173169,15.085456,15.4449,24.820324,33.814225,25.010001,26.01,14.265729,20.106256
"MAPK1",71.368704,68.079001,64.786401,59.721984,52.461049,55.026724,54.76,52.027369,58.920976,57.0025
"MAPK10",26.604964,24.157225,25.1001,24.880144,24.176889,23.571025,25.573249,22.992025,22.052416,32.251041
"MAPK11",29.735209,34.857216,29.452329,29.019769,29.877156,31.427236,30.448324,29.648025,35.8801,34.857216
"MAPK12",45.373696,43.335889,43.1649,42.458256,41.718681,46.5124,38.700841,42.810849,44.715969,50.098084
"MAPK13",63.712324,60.746436,45.454564,76.475025,52.548001,33.849124,86.062729,28.344976,39.150049,46.662561
"MAPK14",70.744921,61.481281,56.8516,51.251281,45.333289,50.353216,52.200625,48.233025,54.493924,54.730404
"MAPK15",31.663129,27.6676,30.824704,29.441476,28.376929,27.783441,26.759929,27.657081,26.512201,34.869025
"MAPK1IP1L",69.272329,87.478609,79.530724,73.805281,74.909025,78.943225,75.481344,77.070841,81.306289,70.492816
"MAPK3",67.453369,64.3204,59.675625,53.993104,57.866449,62.583921,61.968384,53.158681,73.96,57.790404
"MAPK4",18.122049,17.239104,17.9776,17.732521,16.834609,17.098225,16.777216,16.548624,16.7281,19.027044
"MAPK6",77.686596,104.898564,92.505924,98.962704,81.018001,101.727396,119.814916,89.075844,93.644329,76.195441
"MAPK7",44.009956,50.197225,52.548001,49.154121,41.152225,57.078025,53.538489,36.7236,65.788321,36.024004
"MAPK8",44.502241,49.603849,43.612816,40.780996,42.797764,41.525136,39.715204,43.414921,43.178041,31.866025
"MAPK8IP1",27.237961,25.796241,24.433249,24.4036,23.270976,25.090081,24.245776,22.695696,23.824161,27.762361
"MAPK8IP2",32.080896,31.573161,33.930625,32.0356,30.096196,31.663129,30.669444,31.236921,28.366276,45.2929
"MAPK8IP3",35.450116,33.339076,36.012001,33.051001,34.433424,32.729841,33.166081,32.855824,31.516996,42.653961
"MAPK9",46.9225,68.674369,51.365889,57.577744,58.140625,62.758084,53.640976,54.863649,61.826769,50.623225
"MAPKAP1",36.397089,54.774801,49.547521,55.487601,42.850116,59.644729,55.845729,44.903401,56.235001,34.81
"MAPKAPK2",73.136704,67.059721,57.638464,55.696369,48.052624,57.335184,50.680161,42.823936,56.776225,46.253601
"MAPKAPK3",79.067664,89.132481,84.162276,77.7924,63.904036,61.591104,81.054009,73.547776,47.279376,58.384881
"MAPKAPK5",26.759929,62.031376,46.117681,50.225569,51.322896,51.351556,52.809289,49.674304,49.042009,22.5625
"MAPKBP1",34.374769,38.775529,37.197801,37.625956,38.155329,37.124649,49.308484,38.118276,37.933281,37.724164
"MAPKSP1",77.880625,59.675625,70.3921,69.155856,55.636681,67.848169,75.463969,64.931364,64.770304,44.036496
"MAPRE1",97.397161,118.004769,103.469584,103.978809,92.775424,96.845281,90.611361,94.439524,96.412761,103.4289
"MAPRE2",39.828721,40.615129,43.125489,40.972801,45.265984,37.380996,35.736484,48.372025,46.280809,55.905529
"MAPRE3",28.387584,24.226084,27.342441,28.238596,25.2004,29.127609,29.3764,24.383844,25.020004,31.181056
"MAPT",33.582025,28.037025,29.844369,29.800681,30.858025,28.536964,28.879876,29.030544,27.217089,31.416025
03/01/18,25.836889,13.897984,51.494976,46.444225,15.928081,13.808656,14.577124,19.404025,14.258176,32.867289
03/10/18,19.847025,17.564481,18.740241,18.207289,18.627856,18.766224,18.818244,18.783556,19.000881,19.686969
03/11/18,22.781529,19.1844,20.548089,20.304036,19.954089,19.829209,20.757136,18.887716,20.566225,22.591009
03/02/18,58.491904,56.640676,72.284004,68.376361,46.594276,56.505289,53.846244,43.322724,74.390625,108.513889
03/03/18,38.900169,25.553025,33.154564,34.798201,37.810201,33.570436,42.614784,39.250225,63.696361,48.525156
03/04/18,27.384289,26.204161,26.173456,25.826724,25.6036,66.373609,33.097009,25.230529,35.868121,27.846729
03/05/18,52.823824,53.392249,53.5824,53.978409,57.108249,59.737441,67.4041,64.561225,69.089344,38.8129
03/06/18,62.315236,61.042969,52.911076,51.566761,62.41,55.785961,50.993881,59.892121,60.419529,63.441225
03/07/18,46.280809,39.300361,38.5641,35.105625,39.300361,35.010889,39.200121,39.727809,35.652841,28.047616
03/08/18,49.322529,28.483569,37.0881,36.252441,40.627876,36.300625,34.269316,42.25,38.539264,52.070656
03/09/18,29.387241,37.491129,30.151081,31.315216,41.203561,26.894596,34.562641,31.651876,30.514576,33.709636
"MARCKS",112.741924,17.935225,92.102409,73.96,25.040016,106.998336,76.492516,43.335889,119.596096,33.200644
"MARCKSL1",99.820081,35.0464,96.766569,57.335184,76.405081,72.965764,64.689849,82.791801,134.629609,53.538489
"MARCO",33.709636,28.376929,62.110161,82.4464,29.398084,29.713401,32.878756,33.431524,27.321529,42.954916
"MARK1",17.489124,16.540489,16.8921,16.867449,16.851025,20.331081,32.160241,17.032129,21.492496,18.105025
"MARK2",49.8436,43.612816,36.796356,32.285124,30.536676,29.019769,38.489616,27.625536,29.528356,24.820324
"MARK3",49.603849,47.004736,48.804196,44.662489,50.324836,43.8244,50.438404,50.466816,42.810849,46.6489
"MARK4",59.336209,61.058596,63.441225,56.911936,54.982225,71.470116,76.020961,55.100929,81.018001,72.522256
"MARS",65.173329,73.599241,63.218401,61.669609,67.650625,69.288976,67.272804,65.431921,55.621764,46.471489
"MARS2",27.133681,46.730896,28.579716,34.257609,34.821801,28.483569,34.128964,34.374769,32.001649,22.648081
"MARVELD1",32.444416,26.9361,38.5641,39.3129,31.4721,51.538041,40.347904,41.332041,48.539089,34.527376
"MARVELD2",18.818244,16.916769,17.926756,19.695844,20.784481,22.686169,60.016009,21.557449,25.321024,20.903184
"MARVELD3",24.078649,22.6576,23.001616,23.755876,23.280625,22.5625,41.822089,22.353984,22.061809,28.164249
"MAS1",27.2484,20.1601,25.190361,25.452025,22.886656,21.455424,21.086464,20.232004,21.874329,29.571844
"MAS1L",21.6225,20.994724,20.403289,20.412324,19.501056,19.660356,19.5364,18.481401,18.438436,22.686169
"MASP1",23.493409,20.811844,21.743569,22.005481,20.647936,34.210801,19.847025,20.268004,19.811401,25.351225
"MASP2",30.0304,27.952369,28.697449,27.910089,27.373824,27.081616,26.532801,26.873856,26.152996,32.993536
"MAST1",23.1361,24.492601,22.676644,22.071204,22.496049,22.705225,23.251684,23.561316,22.867524,28.611801
"MAST2",34.245904,44.863204,37.356544,40.972801,34.445161,45.454564,39.375625,36.300625,39.262756,38.887696
"MAST3",101.929216,65.157184,69.772609,59.521225,69.772609,49.112064,49.098049,52.4176,48.497296,54.081316
"MAST4",33.362176,52.9984,32.058244,33.8724,48.316401,37.8225,66.601921,50.353216,54.081316,61.230625
"MASTL",28.536964,63.792169,33.1776,39.538944,39.917124,37.748736,45.819361,44.3556,41.024025,22.202944
"MAT1A",37.613689,30.063289,33.223696,33.431524,31.404816,30.924721,31.741956,29.8116,30.0304,31.2481
"MAT2A",55.175184,93.624976,79.619929,82.101721,67.848169,83.302129,73.891216,77.774761,81.396484,55.830784
"MAT2B",68.923204,66.846976,63.568729,60.575089,65.076489,54.582544,52.374169,55.2049,63.409369,59.474944
"MATK",37.797904,54.76,42.823936,54.302161,43.309561,33.860761,32.501401,55.219761,31.651876,52.027369
"MATN1",27.699169,24.245776,26.790976,26.998416,26.481316,25.260676,25.593481,26.050816,25.8064,31.730689
"MATN2",14.2884,13.830961,14.152644,14.2884,15.062161,50.239744,50.751376,20.784481,27.973521,15.194404
"MATN3",8.844676,8.625969,8.898289,8.779369,8.549776,11.847364,10.055241,9.278116,12.075625,9.498724
"MATN4",28.462225,29.866225,29.855296,27.583504,28.793956,27.846729,28.259856,28.665316,26.604964,37.380996
"MATR3",50.183056,75.394489,59.675625,56.070144,66.048129,63.091249,57.653649,70.358544,68.409441,54.656449
"MAU2",38.229489,38.489616,35.188624,33.558849,37.197801,32.672656,34.421689,34.727449,35.6409,32.890225
"MAVS",37.970244,54.671236,45.468049,43.758225,48.011041,51.796809,49.182169,43.678881,58.461316,50.523664
"MAX",76.9129,62.157456,66.455104,56.010256,59.367025,56.625625,53.392249,55.920484,61.984129,108.201604
"MAZ",42.536484,51.753636,42.941809,41.783296,41.9904,47.155689,40.513225,40.8321,44.729344,42.237001
"MB",27.531009,34.833604,25.280784,26.894596,25.180324,24.157225,22.071204,24.990001,23.348224,25.786084
"MBD1",46.553329,57.093136,46.24,45.481536,47.61,45.050944,60.326289,43.086096,46.076944,40.144896
"MBD2",34.963569,34.4569,35.081929,33.131536,31.371201,31.225744,33.108516,29.170801,30.869136,29.441476
"MBD3",55.115776,66.406201,61.921161,62.504836,60.730849,69.639025,63.776196,62.647225,65.853225,54.184321
"MBD3L1",17.539344,16.679056,16.573041,16.305444,16.152361,16.281225,16.0801,15.904144,16.048036,18.844281
"MBD3L2",21.585316,21.641104,20.875761,20.7025,20.322064,19.633761,19.784704,19.571776,21.511044,22.648081
"MBD4",72.846225,72.948681,65.999376,72.114064,68.013009,57.365476,58.125376,71.2336,64.016001,47.513449
"MBD5",24.176889,24.790441,21.734244,23.415921,27.552001,31.337604,27.846729,27.9841,28.611801,32.126224
"MBD6",75.030244,47.375689,49.660209,45.414121,42.016324,40.589641,46.430596,40.666129,50.069776,43.758225
"MBIP",20.738916,46.212804,28.761769,33.686416,45.778756,44.849809,45.508516,45.819361,39.601849,23.309584
"MBL1P",19.342404,19.368801,19.324816,19.219456,18.688329,20.985561,18.992164,18.395521,21.827584,21.9961
"MBL2",12.1104,12.773476,11.539609,11.055625,10.608049,10.660225,10.936249,11.062276,10.458756,10.614564
"MBLAC1",44.997264,48.846121,44.4889,44.102881,47.568609,48.330304,46.580625,46.049796,46.566976,39.967684
"MBLAC2",13.860729,25.897921,17.682025,18.905104,24.840256,23.590449,25.080064,28.164249,24.275329,20.439441
"MBNL1",61.042969,65.983129,58.094884,49.744809,63.936016,49.660209,40.627876,54.745201,51.595489,65.529025
"MBNL2",26.915344,38.229489,35.141184,32.821441,34.421689,43.388569,36.433296,34.480384,45.859984,31.561924
"MBNL3",21.5296,36.168196,30.880249,29.931841,33.120025,20.169081,31.990336,41.319184,15.912121,60.109009
"MBOAT1",69.538921,48.219136,58.201641,57.866449,54.449641,36.590401,36.421225,64.818601,45.131524,44.2225
"MBOAT2",67.963536,30.162064,40.056241,31.787044,32.364721,61.748164,77.2641,55.130625,36.638809,58.140625
"MBOAT7",98.903025,49.350625,64.947481,56.1001,49.547521,57.3049,54.420129,57.851236,54.552996,37.283236
"MBP",71.859529,56.640676,49.1401,48.330304,50.183056,30.680521,41.912676,42.588676,33.767721,50.722884
"MBTD1",38.837824,33.663204,36.517849,32.296489,38.477209,28.826161,35.271721,43.718544,35.378704,50.965321
"MBTPS1",46.416969,63.441225,60.777616,58.079641,63.441225,76.930441,57.592921,54.922921,74.459641,46.321636
"MBTPS2",21.0681,42.224004,28.8369,36.276529,29.7025,43.007364,34.644996,32.080896,38.987536,23.931664
"MC1R",35.497764,36.336784,36.409156,35.976004,37.21,38.675961,34.951744,35.928036,31.798321,45.576001
"MC2R",24.324624,21.762225,22.6576,22.857961,21.9961,22.316176,21.003889,21.594609,21.603904,25.160256
"MC3R",17.023876,17.280649,17.413929,17.598025,16.7281,17.422276,17.926756,17.623204,16.999129,17.842176
"MC4R",21.538881,19.245769,19.864849,20.584369,19.456921,24.970009,17.833729,19.105641,19.070689,20.187049
"MC5R",20.1601,23.5225,18.584721,18.8356,18.011536,18.020025,18.447025,17.749369,17.606416,19.035769
"MCAM",37.761025,35.832196,33.64,34.327881,38.378025,50.608996,46.267204,37.761025,85.858756,39.300361
"MCART1",36.942084,40.998409,37.112464,40.094224,37.834801,43.086096,41.692849,38.007225,40.284409,37.589161
"MCART6",12.271009,17.397241,11.957764,11.648569,16.426809,11.594025,11.383876,12.503296,11.785489,13.808656
"MCAT",37.356544,51.538041,39.917124,44.368921,41.370624,52.780225,57.744801,56.145049,55.6516,27.646564
"MCC",21.631801,22.344529,19.873764,20.757136,27.699169,40.4496,65.723449,19.236996,42.419169,23.9121
"MCCC1",35.414401,73.908409,54.834025,65.4481,69.538921,63.313849,68.2276,83.466496,68.873401,47.8864
"MCCC2",19.018321,36.747844,25.060036,27.836176,30.085225,26.8324,29.844369,30.713764,28.933641,23.726641
"MCEE",30.824704,54.007801,44.3556,45.549001,52.461049,57.017601,59.721984,50.8369,55.771024,31.798321
"MCF2",15.713296,14.122564,14.722569,14.371681,14.776336,13.520329,14.348944,14.040009,13.586596,15.515721
"MCF2L",30.547729,25.654225,28.398241,28.143025,29.757025,26.3169,27.762361,27.1441,28.430224,30.769209
"MCF2L2",8.844676,8.6436,8.8209,8.743849,9.048064,8.743849,8.785296,9.3025,9.096256,9.012004
"MCFD2",26.988025,36.493681,32.649796,35.533521,30.647296,44.528929,36.469521,34.445161,43.178041,30.118144
"MCHR1",25.070049,21.930489,22.733824,22.591009,21.949225,22.325625,22.572001,21.799561,21.864976,26.061025
"MCHR2",24.571849,20.967241,22.3729,23.088025,22.1841,21.613201,20.638849,22.118209,21.501769,25.190361
"MCL1",93.219025,70.324996,76.125625,59.954049,57.9121,55.517401,58.354321,53.538489,54.582544,42.276004
"MCM10",17.447329,60.3729,16.0801,19.439281,24.641296,26.988025,26.956864,43.283241,27.804529,19.377604
"MCM2",46.321636,113.784889,42.536484,58.6756,71.520849,65.2864,65.820769,108.5764,67.387681,59.367025
"MCM3",38.651089,107.412496,49.519369,55.562116,71.605444,64.995844,60.093504,80.227849,69.939769,42.3801
"MCM3AP",30.3601,39.287824,31.888609,32.798529,31.629376,32.615521,30.9136,30.591961,31.877316,27.552001
"MCM3AP-AS",15.484225,18.054001,15.100996,14.432401,18.378369,16.2409,17.842176,20.457529,15.389929,16.851025
"MCM4",23.648769,79.887844,26.594649,32.398864,34.668544,46.580625,45.576001,53.802225,39.664804,27.741289
"MCM5",42.185025,97.0225,55.5025,55.606849,60.590656,50.8369,49.956624,83.229129,57.229225,34.774609
"MCM6",27.499536,69.672409,28.504921,35.772361,48.818169,42.315025,35.462025,55.905529,40.896025,53.538489
"MCM7",51.394561,118.069956,55.294096,51.322896,77.898276,67.749361,67.256401,97.6144,73.1025,41.254929
"MCM8",18.352656,47.100769,19.377604,21.270544,28.100601,25.4016,25.887744,29.2681,24.651225,20.133169
"MCM9",23.280625,28.462225,25.321024,26.615281,27.6676,18.8356,25.240576,27.646564,23.474025,19.027044
"MCOLN1",80.712256,53.319204,71.334916,85.951441,45.468049,60.621796,56.055169,49.4209,57.76,35.259844
"MCOLN2",28.9444,65.918161,38.713284,45.1584,42.889401,24.216241,28.751044,29.942784,24.000201,29.713401
"MCOLN3",19.175641,18.181696,18.309841,33.143049,21.372129,19.158129,24.810361,17.918289,16.524225,19.900521
"MCPH1",23.765625,34.374769,27.050401,28.998225,33.396841,28.462225,30.25,33.074001,27.520516,23.251684
"MCRS1",52.171729,67.7329,58.706244,58.752225,58.6756,61.011721,61.669609,55.965361,64.818601,35.378704
"MCTP1",49.674304,20.106256,50.438404,48.233025,18.9225,16.7281,18.241441,38.539264,53.714241,74.6496
"MCTP2",62.615569,40.934404,29.615364,22.287841,28.472896,20.6116,27.941796,47.293129,20.684304,30.25
"MCTS1",33.582025,43.573201,38.738176,40.246336,41.744521,41.409225,40.908816,42.211009,41.925625,34.503876
"MDC1",31.460881,60.637369,36.881329,40.908816,53.5824,43.256929,41.718681,55.487601,45.724644,41.3449
"MDFI",33.246756,33.373729,36.252441,33.454656,31.933801,33.686416,44.89,31.483321,35.307364,48.205249
"MDFIC",21.3444,53.567761,39.526369,46.676224,49.7025,45.576001,35.1649,34.093921,43.771456,24.631369
"MDGA1",34.3396,32.626944,33.837489,32.982049,32.581264,33.953929,31.494544,31.304025,30.647296,41.3449
"MDGA2",10.220809,10.099684,9.935104,9.935104,9.979281,9.840769,9.897316,10.666756,9.865881,10.876804
"MDH1",39.715204,75.916369,60.730849,84.400969,84.217329,65.577604,68.757264,77.158656,66.357316,57.471561
"MDH1B",21.743569,18.198756,19.749136,20.748025,19.430464,19.404025,20.241001,21.049744,18.740241,22.953681
