gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
HIST1H3H	26.368225	44.235801	27.300625	19.070689	21.418384	33.085504	19.766916	22.231225	40.005625	24.890121	38.056561	34.199104	165.842884	39.853969	17.313921	23.5225	28.665316	27.688644	24.661156	26.770276	24.7009
HMMR	30.724849	57.790404	23.541904	18.464209	42.6409	40.132225	25.512601	29.214025	17.909824	39.627025	18.610596	37.5769	26.245129	29.833444	14.760964	22.212369	31.820881	19.386409	98.029801	28.697449	51.710481
HOMER2	26.286129	30.481441	67.272804	30.4704	29.637136	56.325025	22.838841	29.604481	29.833444	24.453025	26.245129	35.058241	57.836025	36.469521	21.874329	21.409129	23.9121	23.863225	27.952369	23.001616	22.591009
HOXD10	18.215824	18.164644	20.403289	20.457529	33.977241	17.8929	74.666881	19.395216	19.061956	17.926756	21.178404	21.206025	22.061809	31.091776	17.355556	19.607184	19.044496	18.766224	19.166884	19.900521	59.382436
HOXD8	20.385225	21.799561	21.827584	18.974736	48.372025	26.956864	91.910569	23.222761	21.771556	21.169201	24.790441	22.259524	23.707161	35.784324	57.927321	20.958084	24.472809	22.819729	18.4041	31.281649	74.063236
HPGD	16.104169	30.448324	17.230801	30.603024	14.333796	54.597321	15.515721	48.636676	22.7529	37.4544	23.580736	17.1396	60.109009	19.855936	34.445161	26.666896	27.7729	29.138404	90.345025	41.100921	14.311089
HPGDS	17.322244	62.441604	27.709696	20.575296	18.809569	20.539024	16.410601	54.567769	21.977344	21.576025	22.667121	25.573249	18.705625	31.595641	45.954841	20.775364	23.126481	20.475625	19.201924	19.018321	18.224361
HRASLS	13.823524	18.258529	13.7641	15.594601	14.6689	23.348224	19.820304	15.233409	15.626209	13.227769	14.010049	14.250625	93.915481	14.891881	13.8384	13.667809	13.300609	14.295961	13.549761	13.995081	16.0801
HRH4	12.709225	13.527684	15.864289	48.274704	12.545764	12.432676	12.334144	14.115049	15.139881	13.995081	24.453025	13.965169	14.938225	20.5209	11.964681	15.570916	15.085456	13.344409	12.859396	14.6689	12.376324
HS3ST3A1	13.601344	13.8384	13.184161	15.272464	52.258441	15.100996	13.653025	13.118884	13.227769	13.191424	13.586596	13.410244	15.1321	15.335056	15.705369	13.060996	12.652249	13.278736	14.017536	13.608721	12.517444
HSD11B1	20.439441	21.215236	87.909376	21.967969	25.140196	35.034561	18.3184	66.536649	28.526281	20.539024	24.730729	23.1361	22.934521	31.945104	69.3889	24.710841	27.804529	22.420225	28.772496	24.314761	18.783556
HSD17B2	14.025025	14.417209	15.350724	14.699556	16.434916	38.613796	44.275716	16.0	14.915044	14.243076	15.912121	15.382084	17.330569	19.1844	13.242321	14.676561	14.2884	14.379264	14.145121	15.594601	88.962624
HTRA4	28.026436	18.714276	21.958596	18.028516	18.447025	14.807104	15.476356	53.684929	19.149376	20.448484	23.126481	17.581249	25.210441	25.897921	18.438436	18.992164	19.193161	22.005481	15.896169	26.7289	15.984004
ICAM4	17.098225	49.378729	27.290176	16.818201	14.891881	16.2409	30.492484	22.857961	29.767936	15.484225	23.203489	29.615364	17.156164	27.531009	14.699556	18.198756	17.297281	17.288964	15.178816	18.438436	14.876449
ICOS	21.949225	20.178064	19.989841	27.8784	16.957924	18.636489	17.098225	30.724849	20.939776	32.752729	23.600164	19.070689	25.260676	22.268961	15.335056	71.757841	78.783376	53.553124	72.301009	97.140736	17.172736
ID1	19.36	38.44	21.335161	16.024009	94.731289	71.842576	113.4225	20.115225	29.408929	23.980609	19.607184	24.245776	15.904144	19.784704	103.063104	17.749369	19.731364	25.351225	21.279769	17.631601	129.618225
IDO1	24.661156	26.956864	64.513024	121.198081	28.047616	27.154521	25.0	55.606849	52.403121	35.988001	54.199044	31.561924	38.204761	45.118089	26.3169	34.999056	35.247969	27.657081	25.836889	26.193924	25.6036
IFNG	17.842176	16.851025	19.412836	14.722569	15.768841	15.1321	15.2881	21.409129	18.541636	87.030241	19.971961	17.960644	20.6116	25.150225	14.837904	37.761025	36.735721	49.674304	121.815369	21.911761	16.362025
IGFBP3	24.147396	24.810361	27.973521	38.9376	167.9616	68.178049	47.706649	26.811684	26.501904	29.289744	29.3764	30.261001	29.658916	41.075281	107.184609	31.069476	36.276529	40.259025	47.596201	25.948836	46.553329
IGHD	74.287161	27.825625	27.552001	26.440164	24.930049	24.790441	24.147396	26.635921	30.591961	25.080064	29.986576	38.962564	36.578304	33.315984	23.270976	31.304025	26.450449	27.363361	24.740676	26.1121	23.970816
IGHM	111.534721	48.832144	29.691601	26.040609	22.3729	22.165264	22.638564	26.677225	38.850289	27.573001	35.820225	57.0025	41.460721	28.430224	24.7009	47.224384	33.814225	35.034561	31.225744	32.126224	21.9024
IGHV5-78	33.535681	14.085009	11.985444	11.215801	11.600836	11.451456	12.145225	11.964681	12.152196	11.115556	11.895601	13.653025	15.832441	12.159169	11.128896	12.096484	11.819844	11.778624	11.195716	12.013156	11.135569
IGJ	75.655204	36.772096	17.0569	12.759184	17.264025	10.252804	11.195716	14.462809	37.908649	21.003889	20.349121	127.9161	26.450449	14.8225	29.343889	46.158436	19.784704	25.381444	17.766225	11.7649	9.991921
IGKV4-1	67.947049	26.811684	26.399044	22.221796	23.580736	22.638564	26.368225	24.760576	31.629376	24.373969	26.7289	65.9344	30.946969	29.3764	27.050401	35.748441	25.391521	28.633201	26.193924	26.450449	22.137025
IGLL1	19.793601	60.264169	17.547721	15.046641	16.451136	16.3216	17.032129	16.695396	17.598025	16.769025	17.397241	19.749136	22.553001	17.505856	16.192576	18.49	17.623204	18.003049	19.642624	17.8084	16.088121
IGLL3P	112.423609	70.711281	51.768025	49.660209	42.211009	42.042256	49.716601	50.608996	60.435076	48.3025	56.220004	118.788201	65.691025	52.4176	51.6961	67.272804	53.377636	57.229225	46.936201	57.093136	39.790864
IGLV1-36	64.818601	19.465744	20.720704	17.850625	16.337764	17.322244	17.239104	19.651489	26.543104	19.998784	23.483716	56.310016	20.912329	23.377225	19.775809	31.606884	20.493729	23.474025	22.877089	17.842176	17.098225
IGSF6	17.631601	32.421636	108.534724	36.204289	12.5316	13.424896	13.579225	103.2256	90.706576	18.361225	121.903681	18.688329	28.015849	15.904144	22.391824	22.810176	17.656804	21.224449	12.759184	14.100025	12.482089
IL12B	10.3041	9.935104	23.068809	9.653449	9.653449	9.351364	10.797796	13.402921	14.5161	10.195249	10.745284	10.118761	9.61	11.102224	8.767521	9.715689	9.884736	9.634816	9.972964	9.891025	9.554281
IL12RB2	14.341369	24.710841	13.883076	13.126129	13.286025	19.474569	14.017536	15.163236	14.44	55.532304	15.077689	14.730244	14.002564	18.931201	15.116544	24.433249	27.123264	19.855936	78.6769	23.078416	14.280841
IL16	54.405376	38.651089	42.614784	49.449024	27.531009	27.1441	25.120144	38.502025	45.400644	50.737129	54.922921	51.022449	46.730896	34.5744	39.400729	61.763881	56.595529	54.405376	54.967396	54.213769	31.047184
IL18RAP	28.281124	30.991489	33.005025	89.151364	22.382361	22.477081	21.492496	30.272004	38.031889	116.445681	101.868649	25.010001	64.545156	33.223696	29.322225	66.161956	53.421481	72.522256	83.028544	54.081316	21.613201
IL1R2	19.971961	23.011209	79.441569	22.992025	20.421361	63.856081	29.713401	36.252441	54.582544	20.286016	124.032769	24.235929	26.9361	33.200644	25.725184	25.928464	28.676025	21.696964	25.644096	34.409956	22.202944
