Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ATP2B1	81.318825	66.657135	72.499123	61.806778	261.633698	80.29747	65.056778	69.319519	124.126831	78.17527	79.399162	21.776926	30.969177	54.026958	158.446075	96.398735	80.29747	158.446075	29.565622	19.468847
BEX1	20.753363	21.399233	27.673843	24.666662	18.641182	33.53194	107.397041	47.398479	41.055653	32.183662	353.902588	20.599075	19.750544	19.468847	24.417809	21.503334	31.937752	43.324879	32.345612	14.370027
BMX	14.468279	16.539188	9.748645	14.13267	11.2216	11.042014	15.007893	33.249577	20.278244	11.2216	16.975634	17.259283	17.051916	16.18446	13.816945	14.829544	20.837421	61.806778	19.671268	23.391291
C1QA	31.937752	105.168152	17.990255	14.587454	23.095299	15.527487	32.183662	28.401363	15.287424	15.753381	68.344315	273.328735	134.657242	131.738464	16.539188	41.949062	15.994379	12.259651	43.115932	41.055653
C1QB	28.096432	86.296898	20.837421	16.293543	21.776926	13.716675	24.575848	10.187995	22.967094	22.631895	69.894371	231.14064	353.902588	293.394714	15.884336	42.780045	18.229898	16.293543	37.646557	17.796587
CA4	18.112009	24.417809	19.468847	18.945938	25.051746	22.2642	13.339705	34.949799	38.559151	20.501995	15.527487	34.39127	23.391291	24.417809	22.967094	21.153776	17.166605	115.355324	15.619143	29.565622
CACNA2D3	85.041138	33.756168	20.753363	18.229898	21.897953	12.555463	11.942526	9.532182	16.643427	19.558275	21.04863	24.575848	17.166605	18.837408	10.596711	39.954044	12.117452	8.62093	9.988274	15.619143
CALB2	19.050083	18.453339	15.994379	25.649586	19.671268	21.153776	1283.386353	22.13479	11.2216	32.682171	17.166605	11.564937	20.753363	20.058748	18.641182	26.337246	17.362093	27.551815	30.688305	18.112009
CALML4	54.026958	59.57922	41.440552	33.249577	33.756168	32.345612	21.399233	43.115932	14.829544	30.969177	26.757652	31.937752	43.115932	52.109005	34.39127	36.24918	23.860415	27.673843	46.223537	20.501995
CAMK4	12.555463	14.370027	112.568771	21.153776	22.525253	112.568771	13.12596	14.587454	16.089027	58.582626	9.748645	15.884336	12.259651	10.845968	29.75654	13.002691	24.666662	20.935862	17.896976	7.650875
CASP1	353.902588	273.328735	110.154976	176.582184	176.582184	149.063263	44.101254	153.206238	217.685989	170.333893	115.355324	29.139278	149.063263	101.992607	153.206238	225.375961	122.015579	209.98024	92.680656	11.2216
CCR2	153.206238	28.679478	35.513618	25.426506	15.619143	39.620373	19.374172	57.691223	59.57922	60.340691	23.993692	16.796598	20.278244	25.426506	55.130535	30.230354	22.2642	30.535194	158.446075	21.897953
CCR3	17.4568	14.587454	18.641182	17.712387	13.444147	19.254171	18.945938	193.870102	950.926147	24.303902	14.468279	26.532515	15.619143	17.796587	15.198966	11.942526	14.829544	149.063263	16.454206	20.935862
CD14	1283.386353	424.066406	90.182289	62.770859	27.352167	25.649586	39.620373	36.24918	13.816945	10.187995	67.627823	424.066406	950.926147	375.271942	13.12596	120.032059	13.583591	569.837585	24.417809	19.374172
CD160	15.007893	18.572136	24.303902	330.502472	375.271942	122.015579	12.117452	17.259283	26.532515	77.238762	13.444147	11.400105	17.259283	19.558275	36.660488	10.596711	49.547104	23.860415	21.503334	15.753381
CD163	143.426468	39.620373	27.551815	28.679478	13.339705	16.18446	22.631895	19.750544	19.84803	11.812012	52.109005	330.502472	170.333893	225.375961	17.259283	52.109005	18.329815	24.776411	20.753363	14.468279
CD19	23.391291	20.753363	27.153866	20.599075	24.776411	24.417809	43.115932	15.007893	22.400589	16.975634	31.680347	46.223537	26.757652	27.903774	459.515839	17.362093	459.515839	24.922846	54.508545	13.931892
CD1D	243.949341	115.355324	44.500584	22.525253	60.340691	18.329815	9.181261	18.641182	17.051916	9.532182	19.671268	15.994379	28.812832	24.303902	72.499123	37.646557	87.639282	38.128716	81.318825	14.263503
CD1E	22.2642	25.426506	16.875589	15.753381	18.572136	14.587454	25.993835	26.757652	14.587454	14.468279	15.414994	16.454206	22.400589	68.344315	12.850965	79.399162	16.293543	14.370027	13.583591	28.401363
CD207	15.527487	21.503334	14.927616	11.2216	13.002691	16.293543	18.453339	19.954008	9.181261	18.453339	13.239426	20.837421	13.716675	17.712387	18.727728	56.056652	16.643427	22.2642	19.84803	17.610331
CD209	23.763468	24.776411	19.671268	24.417809	22.042309	20.278244	29.309015	13.444147	22.042309	22.042309	18.112009	153.206238	131.738464	459.515839	24.922846	27.153866	26.998066	24.666662	29.972618	19.050083
CD38	33.249577	39.954044	52.962521	167.175339	105.168152	61.086529	36.24918	28.679478	34.949799	82.502571	145.858078	28.812832	198.738663	28.679478	47.398479	46.962059	52.576218	26.998066	671.710876	105.168152
CD3D	29.00341	22.967094	1283.386353	74.89193	57.691223	950.926147	14.025251	18.329815	31.937752	3825.404785	25.426506	5.551838	20.501995	19.254171	22.862003	21.399233	21.254532	40.255306	32.183662	32.682171
CD3E	25.834925	23.258432	375.271942	120.032059	56.056652	330.502472	26.757652	18.837408	22.862003	353.902588	23.258432	28.679478	20.178867	21.503334	34.082596	12.555463	40.624195	29.139278	77.238762	23.258432
CD3G	17.712387	17.796587	353.902588	52.576218	54.026958	671.710876	13.583591	19.84803	13.444147	293.394714	16.089027	16.293543	14.587454	16.975634	19.954008	16.796598	16.975634	21.399233	20.058748	16.875589
CD4	63.405144	56.056652	143.426468	32.183662	24.303902	22.400589	15.287424	14.829544	27.352167	14.025251	26.337246	122.015579	80.29747	120.032059	18.329815	32.183662	22.631895	22.785128	19.050083	30.535194
CD40LG	19.160997	23.498703	131.738464	32.682171	9.988274	31.937752	23.391291	12.850965	15.527487	51.621704	29.75654	12.411798	15.007893	16.376865	15.527487	10.845968	17.610331	16.376865	21.897953	46.223537
CD79A	34.082596	29.565622	52.109005	34.949799	29.75654	54.026958	22.862003	28.096432	43.324879	33.249577	50.208652	53.523853	29.00341	31.513506	671.710876	23.860415	950.926147	39.279461	203.580429	17.896976
CD8A	27.551815	17.712387	34.6744	353.902588	115.355324	3825.404785	34.6744	20.501995	29.565622	69.894371	24.303902	19.750544	19.671268	21.04863	26.337246	26.170534	29.309015	50.710217	30.969177	16.376865
CDC14B	22.525253	15.198966	37.646557	41.055653	28.401363	37.646557	16.454206	71.420731	56.056652	29.309015	24.417809	51.621704	20.362188	17.259283	35.513618	23.095299	22.862003	22.967094	24.922846	15.994379
CDC42EP4	46.962059	97.926567	31.229664	28.096432	38.559151	26.337246	34.39127	182.220596	34.082596	22.785128	37.380245	70.662674	97.926567	76.026848	21.399233	66.657135	15.287424	39.620373	27.903774	83.578552
CDK2AP2	66.657135	79.399162	105.168152	129.484024	88.529335	105.168152	72.499123	112.568771	91.284546	137.642548	61.806778	88.529335	39.620373	49.547104	97.926567	112.568771	88.529335	49.547104	188.055313	163.1707
CDKN1C	41.055653	163.1707	33.756168	23.391291	71.420731	24.776411	27.153866	42.298241	18.641182	14.13267	38.128716	14.263503	22.967094	23.258432	17.4568	23.498703	12.411798	34.39127	17.796587	8.62093
CDR2L	16.376865	18.329815	14.370027	20.501995	15.527487	23.993692	20.599075	17.896976	9.988274	13.816945	18.453339	22.042309	23.614336	66.657135	21.254532	27.903774	26.337246	10.596711	14.263503	22.785128
CEACAM1	21.897953	33.53194	37.380245	30.535194	20.753363	32.975945	57.691223	198.738663	105.168152	39.279461	22.785128	40.624195	28.096432	25.051746	39.279461	14.587454	39.954044	87.639282	45.065201	36.24918
CEACAM3	29.75654	45.686771	20.935862	18.837408	42.780045	24.922846	24.666662	24.922846	21.254532	32.975945	21.653194	20.058748	23.258432	23.763468	33.53194	20.362188	43.115932	105.168152	46.962059	20.753363
CECR1	459.515839	353.902588	209.98024	193.870102	225.375961	182.220596	26.170534	66.105049	153.206238	193.870102	203.580429	149.063263	120.032059	137.642548	231.14064	198.738663	231.14064	44.500584	569.837585	243.949341
CES1	124.126831	34.6744	28.401363	21.776926	63.405144	27.551815	27.673843	16.643427	35.920647	21.399233	19.954008	56.056652	65.056778	39.279461	17.362093	47.972385	14.13267	21.653194	16.875589	30.230354
CETN1	19.254171	24.922846	16.539188	23.258432	9.181261	19.558275	26.532515	20.178867	18.727728	27.153866	17.259283	21.04863	15.287424	17.896976	23.498703	14.695355	32.975945	25.051746	51.621704	25.834925
CFB	24.776411	27.551815	14.263503	15.414994	19.374172	15.884336	12.850965	21.254532	15.753381	13.002691	20.362188	36.24918	231.14064	55.130535	18.453339	33.756168	12.727759	12.727759	20.278244	15.527487
CHMP7	72.499123	50.710217	188.055313	67.627823	64.368958	131.738464	66.657135	65.056778	101.992607	112.568771	182.220596	97.926567	34.949799	37.646557	225.375961	49.547104	293.394714	52.576218	74.89193	43.65892
CHST7	77.238762	209.98024	65.056778	34.39127	85.041138	53.523853	21.503334	38.559151	14.025251	53.523853	21.897953	167.175339	103.535278	110.154976	19.671268	203.580429	12.850965	145.858078	20.837421	143.426468
CIB2	20.501995	23.763468	22.785128	19.558275	11.564937	28.401363	23.860415	25.051746	18.572136	24.776411	28.679478	17.051916	24.131315	22.400589	32.345612	21.897953	26.170534	16.796598	32.682171	217.685989
CIITA	31.513506	43.115932	23.498703	22.785128	28.096432	27.153866	25.834925	25.308821	36.24918	31.513506	39.620373	69.894371	33.756168	51.621704	112.568771	149.063263	137.642548	20.753363	18.727728	74.89193
CLCC1	30.969177	32.183662	40.624195	43.324879	59.57922	37.380245	45.065201	39.279461	48.738468	45.065201	51.621704	55.130535	29.139278	29.139278	50.208652	43.115932	38.128716	19.050083	47.398479	38.128716
CLCF1	39.279461	74.89193	35.240398	49.547104	70.662674	52.576218	48.738468	41.440552	77.238762	47.398479	41.440552	41.949062	58.582626	41.949062	50.710217	48.388988	69.319519	43.65892	58.582626	20.278244
CLEC4E	91.284546	37.380245	19.050083	24.303902	11.400105	17.796587	18.572136	29.75654	52.109005	23.993692	19.84803	58.582626	46.962059	21.653194	22.2642	29.139278	25.051746	231.14064	23.498703	19.160997
CLEC5A	87.639282	22.862003	17.896976	12.259651	10.845968	11.942526	17.051916	21.503334	15.007893	11.400105	14.025251	198.738663	85.041138	34.949799	12.259651	51.621704	13.339705	43.115932	17.166605	22.525253
CLIC2	28.401363	35.240398	13.002691	15.884336	15.753381	9.181261	10.845968	24.131315	11.942526	22.13479	64.368958	66.657135	54.508545	97.926567	5.551838	231.14064	5.551838	19.750544	63.405144	42.780045
CNNM1	16.875589	17.990255	20.058748	23.993692	22.785128	22.967094	15.414994	24.417809	34.6744	24.131315	16.796598	13.239426	25.834925	27.551815	20.501995	13.931892	23.498703	22.631895	22.2642	149.063263
CNOT1	120.032059	51.621704	176.582184	107.397041	203.580429	134.657242	182.220596	127.059723	182.220596	167.175339	105.168152	105.168152	63.405144	81.318825	273.328735	92.680656	273.328735	76.026848	217.685989	79.399162
COL4A3	11.042014	12.117452	12.727759	15.007893	20.501995	13.444147	10.596711	13.816945	11.812012	13.716675	11.400105	13.716675	13.339705	13.716675	46.223537	9.181261	23.095299	10.845968	17.051916	20.058748
CP	11.812012	11.564937	10.371782	20.178867	15.110243	9.988274	8.62093	12.117452	24.131315	16.454206	14.927616	14.025251	25.051746	15.414994	25.649586	10.371782	19.374172	11.564937	21.399233	115.355324
CRISPLD2	170.333893	40.255306	30.535194	26.337246	22.967094	18.112009	31.513506	188.055313	44.101254	18.112009	22.862003	48.388988	60.340691	23.498703	30.535194	21.653194	22.785128	96.398735	32.975945	9.988274
CRLF2	24.575848	19.750544	15.110243	16.539188	11.812012	18.727728	33.756168	59.57922	28.812832	17.796587	20.753363	34.949799	19.254171	17.610331	15.110243	83.578552	17.990255	21.503334	28.679478	25.051746
CSTA	508.444244	330.502472	26.998066	38.128716	62.770859	26.757652	37.646557	20.362188	117.313843	20.599075	209.98024	32.682171	76.026848	73.572762	17.990255	182.220596	19.84803	261.633698	28.401363	11.942526
CTLA4	17.166605	20.501995	153.206238	19.84803	18.229898	48.388988	15.884336	15.414994	14.927616	44.101254	16.875589	20.362188	19.558275	20.753363	21.653194	26.757652	18.727728	15.110243	19.954008	12.850965
CXCL10	79.399162	70.662674	29.565622	55.130535	11.042014	25.051746	30.230354	30.535194	24.303902	39.954044	38.559151	24.776411	508.444244	24.666662	23.391291	74.89193	25.426506	35.920647	35.240398	129.484024
CXCL9	30.230354	31.937752	18.329815	39.620373	14.695355	21.897953	13.239426	8.62093	22.525253	29.139278	26.170534	15.619143	273.328735	25.649586	23.763468	28.812832	28.096432	23.498703	31.229664	40.255306
CYCS	73.572762	44.500584	122.015579	85.041138	293.394714	225.375961	3825.404785	72.499123	87.639282	313.591827	188.055313	45.686771	45.686771	60.340691	209.98024	77.238762	203.580429	28.401363	375.271942	61.806778
CYP2B6	13.12596	14.468279	12.411798	23.095299	16.975634	16.643427	14.263503	15.884336	41.440552	21.04863	12.117452	10.845968	14.468279	14.468279	27.673843	16.376865	31.513506	17.259283	15.994379	107.397041
CYP4F3	20.599075	16.18446	14.025251	13.716675	15.198966	11.812012	16.643427	23.993692	38.9128	27.551815	11.812012	27.903774	16.875589	13.239426	13.002691	13.339705	13.816945	375.271942	16.539188	29.972618
CYSLTR1	35.513618	67.627823	66.657135	60.340691	43.65892	18.837408	7.650875	62.770859	131.738464	23.498703	44.500584	29.972618	36.24918	46.962059	81.318825	36.996227	69.894371	82.502571	14.468279	52.109005
DEFB1	26.170534	18.727728	13.444147	20.935862	7.650875	19.750544	18.641182	17.051916	17.259283	18.229898	18.641182	14.370027	40.255306	19.050083	17.166605	20.278244	17.712387	19.84803	18.229898	20.599075
DENND3	83.578552	124.126831	46.962059	110.154976	96.398735	50.710217	20.753363	217.685989	188.055313	67.627823	57.691223	81.318825	59.57922	45.686771	96.398735	71.420731	139.456406	193.870102	120.032059	14.13267
DPYD	149.063263	60.340691	87.639282	94.463287	103.535278	64.368958	26.337246	105.168152	38.128716	59.57922	36.660488	60.340691	110.154976	124.126831	36.24918	45.686771	50.208652	64.368958	22.785128	9.181261
DUSP4	18.572136	12.555463	61.806778	38.9128	34.082596	58.582626	273.328735	13.12596	20.501995	225.375961	17.796587	26.757652	17.4568	18.453339	53.523853	39.620373	27.352167	11.2216	36.660488	20.178867
DYSF	193.870102	66.105049	29.309015	78.17527	30.230354	39.279461	36.996227	31.937752	30.688305	37.646557	53.523853	52.109005	61.806778	53.523853	19.558275	31.513506	20.753363	353.902588	37.380245	24.303902
EDN1	23.095299	28.096432	19.954008	21.399233	20.362188	20.501995	26.998066	26.998066	24.417809	22.967094	22.400589	26.170534	143.426468	35.920647	23.258432	22.525253	23.614336	48.738468	25.649586	48.738468
EIF1	375.271942	950.926147	3825.404785	671.710876	3825.404785	1283.386353	375.271942	1283.386353	671.710876	569.837585	508.444244	950.926147	671.710876	950.926147	1283.386353	3825.404785	569.837585	313.591827	459.515839	124.126831
ELSPBP1	23.258432	25.051746	20.178867	18.329815	15.884336	19.050083	92.680656	7.650875	26.170534	31.229664	18.329815	39.954044	14.025251	10.596711	22.631895	9.748645	28.679478	21.897953	38.559151	39.954044
EMILIN2	115.355324	231.14064	66.105049	44.101254	52.962521	51.621704	21.153776	569.837585	40.255306	25.834925	63.405144	353.902588	293.394714	424.066406	38.128716	671.710876	38.559151	53.523853	23.095299	225.375961
ESPL1	31.680347	27.673843	32.682171	32.975945	19.954008	40.624195	101.992607	33.756168	26.337246	134.657242	96.398735	52.576218	40.624195	45.065201	48.388988	30.688305	46.223537	36.660488	53.523853	103.535278
EVL	94.463287	569.837585	950.926147	950.926147	313.591827	569.837585	127.059723	330.502472	231.14064	375.271942	129.484024	217.685989	182.220596	671.710876	217.685989	353.902588	353.902588	61.086529	50.208652	90.182289
FARS2	36.996227	57.106258	73.572762	77.238762	39.620373	70.662674	40.255306	54.508545	20.753363	44.500584	85.041138	61.086529	53.523853	52.962521	59.57922	57.106258	70.662674	23.258432	52.576218	57.691223
FBLN1	16.18446	19.84803	14.468279	13.12596	19.160997	16.796598	19.954008	16.18446	15.884336	19.254171	18.727728	15.198966	16.293543	16.875589	22.785128	20.837421	19.254171	16.643427	26.170534	72.499123
FCHO1	37.380245	58.582626	74.89193	52.109005	34.949799	67.627823	44.500584	47.972385	31.513506	47.972385	41.949062	38.559151	41.949062	58.582626	58.582626	31.937752	79.399162	63.405144	24.131315	47.398479
FCN1	3825.404785	3825.404785	134.657242	80.29747	97.926567	42.780045	25.308821	74.89193	33.756168	22.400589	92.680656	203.580429	243.949341	243.949341	23.860415	217.685989	27.551815	273.328735	43.324879	13.444147
FGFR3	11.400105	11.2216	12.850965	14.025251	29.00341	16.875589	19.558275	22.042309	50.208652	15.414994	17.362093	15.007893	21.254532	22.2642	13.583591	22.13479	13.002691	13.444147	17.259283	110.154976
FGR	793.726746	793.726746	71.420731	424.066406	330.502472	91.284546	61.806778	117.313843	569.837585	65.056778	78.17527	131.738464	153.206238	182.220596	122.015579	313.591827	120.032059	793.726746	24.303902	32.183662
FKBP11	43.324879	43.65892	203.580429	569.837585	273.328735	293.394714	46.962059	107.397041	30.969177	459.515839	153.206238	32.975945	46.223537	44.500584	120.032059	68.344315	63.405144	51.621704	3825.404785	63.405144
FLT4	15.753381	16.089027	22.13479	20.278244	26.757652	28.812832	13.931892	12.727759	17.712387	24.922846	17.610331	18.945938	10.187995	12.727759	25.834925	13.583591	30.688305	15.287424	13.444147	22.400589
FMO5	35.920647	32.345612	18.229898	31.229664	19.254171	15.198966	35.920647	43.324879	25.993835	15.287424	20.599075	16.875589	24.922846	24.776411	22.400589	16.875589	32.345612	18.572136	13.239426	16.975634
FST	19.558275	12.850965	19.374172	17.259283	21.04863	21.653194	112.568771	16.796598	32.682171	22.2642	20.058748	14.13267	30.230354	30.969177	21.04863	18.945938	19.954008	15.753381	27.153866	53.523853
FSTL1	16.089027	8.243716	12.117452	9.748645	15.007893	16.376865	28.096432	12.259651	24.575848	21.503334	48.738468	11.812012	18.453339	16.643427	16.975634	22.631895	18.572136	18.945938	27.551815	17.990255
FUT3	19.750544	19.558275	15.414994	18.641182	19.468847	17.712387	14.695355	12.555463	19.750544	21.153776	17.4568	31.513506	15.884336	18.329815	24.131315	14.263503	29.139278	20.837421	33.53194	459.515839
FXYD6	71.420731	34.39127	21.04863	19.468847	34.39127	17.990255	15.527487	11.2216	13.339705	14.263503	57.106258	69.319519	52.962521	31.937752	17.610331	24.922846	21.399233	16.975634	22.967094	61.086529
GAS7	103.535278	54.026958	24.417809	63.405144	73.572762	33.249577	64.368958	24.666662	48.388988	38.559151	32.345612	73.572762	33.53194	50.710217	39.954044	46.223537	47.972385	74.89193	28.812832	34.6744
GATA2	32.183662	23.095299	22.400589	22.862003	24.666662	29.565622	115.355324	671.710876	66.657135	35.920647	122.015579	38.128716	15.198966	13.816945	34.6744	16.454206	36.660488	36.24918	49.547104	22.042309
GBP1	134.657242	90.182289	158.446075	170.333893	120.032059	198.738663	69.894371	36.996227	52.962521	131.738464	52.576218	25.308821	459.515839	62.770859	61.086529	131.738464	61.086529	170.333893	22.631895	9.748645
GCH1	293.394714	203.580429	163.1707	293.394714	793.726746	243.949341	97.926567	80.29747	97.926567	950.926147	231.14064	15.414994	112.568771	21.254532	243.949341	61.086529	217.685989	101.992607	41.949062	37.646557
GFOD1	52.109005	94.463287	44.101254	261.633698	83.578552	72.499123	153.206238	60.340691	225.375961	71.420731	97.926567	124.126831	66.657135	96.398735	99.472412	54.508545	71.420731	78.17527	110.154976	38.9128
GIMAP4	424.066406	508.444244	508.444244	1283.386353	353.902588	353.902588	11.042014	25.426506	25.051746	127.059723	59.57922	459.515839	209.98024	129.484024	16.875589	55.130535	14.587454	217.685989	12.850965	13.12596
GJB1	26.757652	26.757652	18.945938	17.4568	21.503334	29.139278	23.498703	19.254171	27.903774	28.096432	32.183662	25.426506	22.2642	24.131315	32.183662	20.753363	25.834925	31.937752	33.249577	569.837585
GLRA1	13.716675	20.278244	14.13267	17.051916	12.411798	14.025251	20.058748	16.875589	24.776411	18.641182	12.259651	20.278244	11.400105	13.12596	15.287424	12.727759	14.370027	17.166605	15.110243	14.695355
GLRX2	69.894371	52.576218	59.57922	86.296898	50.710217	69.319519	163.1707	55.130535	74.89193	203.580429	124.126831	57.106258	57.691223	63.405144	70.662674	66.105049	45.065201	62.770859	115.355324	36.996227
GP5	12.850965	14.695355	22.042309	16.875589	23.763468	21.399233	18.329815	20.599075	28.401363	12.555463	15.110243	19.374172	16.796598	15.007893	10.845968	13.816945	12.259651	14.263503	10.187995	313.591827
GPNMB	24.303902	20.837421	13.12596	16.454206	13.12596	14.468279	70.662674	18.229898	47.972385	20.058748	23.614336	3825.404785	569.837585	793.726746	20.753363	57.691223	17.051916	13.716675	44.101254	64.368958
HAGH	80.29747	145.858078	139.456406	105.168152	92.680656	107.397041	76.026848	137.642548	79.399162	92.680656	139.456406	176.582184	124.126831	122.015579	87.639282	137.642548	61.806778	44.101254	107.397041	293.394714
HAVCR1	10.371782	12.259651	19.750544	43.115932	43.324879	16.975634	14.13267	14.370027	16.539188	25.649586	8.243716	17.990255	9.181261	9.532182	13.239426	11.042014	16.875589	13.816945	13.716675	59.57922
HBD	17.362093	31.513506	21.653194	24.131315	21.153776	22.862003	83.578552	58.582626	24.922846	18.837408	793.726746	17.712387	14.695355	14.587454	19.254171	17.796587	20.501995	37.380245	88.529335	16.089027
HCK	671.710876	671.710876	57.691223	72.499123	47.972385	21.503334	46.223537	44.101254	459.515839	22.525253	90.182289	137.642548	261.633698	273.328735	86.296898	508.444244	46.962059	671.710876	25.051746	31.680347
HDC	27.673843	19.160997	22.862003	26.170534	17.4568	26.532515	950.926147	3825.404785	65.056778	29.565622	103.535278	82.502571	12.850965	14.695355	20.362188	18.112009	30.230354	38.559151	36.996227	25.308821
HGD	19.671268	23.614336	17.610331	17.610331	13.816945	20.362188	30.535194	37.380245	21.653194	16.796598	17.712387	22.631895	19.84803	21.153776	17.712387	24.131315	13.931892	20.599075	12.555463	508.444244
HIST1H2BC	16.975634	36.24918	23.614336	19.374172	46.962059	20.837421	19.254171	41.055653	50.710217	20.935862	18.837408	21.153776	25.308821	15.753381	42.298241	24.303902	107.397041	134.657242	68.344315	22.631895
HOMER2	19.468847	18.229898	23.391291	79.399162	31.513506	21.254532	61.086529	29.565622	46.223537	23.614336	24.575848	25.993835	18.727728	99.472412	29.972618	117.313843	35.513618	19.954008	71.420731	52.962521
HOXA2	9.988274	19.254171	11.564937	15.994379	30.969177	10.596711	11.2216	28.812832	25.649586	14.927616	13.339705	13.339705	16.975634	18.641182	11.400105	15.198966	14.263503	14.587454	9.181261	176.582184
HPSE	139.456406	65.056778	48.388988	35.920647	24.922846	31.513506	30.688305	22.967094	19.954008	43.65892	32.682171	39.279461	42.298241	29.972618	27.153866	25.308821	25.993835	153.206238	18.329815	19.671268
HTRA1	40.624195	15.527487	21.897953	24.575848	22.2642	20.599075	38.559151	15.619143	16.975634	23.095299	30.969177	188.055313	32.682171	34.39127	16.293543	22.2642	20.058748	22.525253	39.620373	31.937752
ICOS	14.13267	20.599075	313.591827	31.937752	17.051916	137.642548	12.411798	29.309015	13.12596	188.055313	13.816945	18.641182	22.525253	20.178867	12.727759	22.042309	9.532182	11.812012	8.62093	31.229664
IFI27	17.610331	22.400589	30.969177	17.362093	27.903774	31.229664	39.279461	10.371782	13.002691	17.712387	66.105049	24.303902	313.591827	30.230354	20.837421	41.055653	15.414994	17.712387	91.284546	231.14064
IFNB1	13.339705	9.532182	9.181261	8.243716	10.187995	12.259651	16.975634	9.181261	16.376865	9.748645	13.12596	9.988274	13.931892	10.371782	7.650875	16.643427	11.400105	8.243716	13.002691	209.98024
IFT20	158.446075	107.397041	124.126831	153.206238	182.220596	127.059723	87.639282	82.502571	209.98024	145.858078	261.633698	115.355324	32.183662	57.106258	188.055313	153.206238	131.738464	80.29747	193.870102	50.710217
IGFBP2	15.619143	17.259283	15.753381	13.583591	36.660488	22.631895	424.066406	19.671268	31.680347	13.339705	22.631895	29.00341	21.897953	26.337246	11.564937	15.414994	11.942526	10.371782	12.727759	20.837421
IL15RA	46.223537	36.996227	38.559151	59.57922	66.105049	60.340691	34.949799	22.631895	20.599075	91.284546	45.065201	13.002691	50.710217	19.671268	54.026958	27.352167	47.398479	40.624195	105.168152	34.39127
IL1R2	39.954044	29.00341	20.501995	13.002691	26.337246	13.339705	19.671268	22.862003	21.897953	19.050083	16.454206	44.101254	27.352167	50.208652	12.555463	134.657242	11.812012	330.502472	16.376865	17.166605
IL1RAP	25.426506	29.75654	27.352167	21.897953	43.115932	24.303902	48.388988	52.109005	76.026848	41.055653	29.972618	19.160997	24.303902	28.812832	21.153776	28.401363	27.153866	99.472412	10.596711	11.042014
IL1RL1	17.259283	17.4568	13.339705	20.753363	14.587454	16.454206	176.582184	149.063263	83.578552	23.860415	20.178867	14.695355	16.089027	16.796598	18.572136	19.671268	20.278244	31.229664	19.750544	19.84803
IL2RA	21.503334	17.610331	97.926567	48.738468	20.178867	45.065201	32.682171	78.17527	27.673843	176.582184	18.945938	30.688305	51.621704	22.631895	66.657135	30.969177	34.6744	23.993692	18.572136	35.240398
IL32	18.837408	13.816945	671.710876	375.271942	86.296898	793.726746	57.106258	49.547104	23.095299	671.710876	22.13479	12.555463	52.109005	22.967094	29.565622	26.532515	18.453339	19.671268	16.796598	21.653194
IL4R	101.992607	61.086529	170.333893	103.535278	80.29747	153.206238	170.333893	99.472412	167.175339	139.456406	65.056778	158.446075	94.463287	92.680656	90.182289	72.499123	375.271942	110.154976	48.388988	65.056778
IL5RA	13.931892	17.362093	13.239426	16.643427	14.263503	18.229898	29.75654	115.355324	163.1707	16.089027	16.376865	19.050083	23.763468	23.614336	23.095299	23.614336	19.050083	41.949062	40.624195	18.641182
IL6ST	32.345612	15.994379	70.662674	26.532515	61.806778	59.57922	69.319519	14.263503	29.972618	38.9128	27.903774	24.922846	29.309015	30.688305	44.101254	28.096432	54.508545	24.417809	134.657242	25.426506
ING2	33.756168	54.508545	55.130535	50.208652	67.627823	73.572762	54.508545	122.015579	85.041138	41.949062	62.770859	66.105049	83.578552	94.463287	49.547104	70.662674	43.324879	45.065201	27.673843	22.13479
IRS1	14.829544	7.650875	20.278244	16.796598	14.13267	24.666662	14.829544	13.583591	22.785128	29.972618	13.583591	9.748645	14.927616	14.263503	36.996227	12.850965	44.101254	12.555463	29.139278	15.110243
JRKL	28.679478	18.837408	34.39127	39.279461	29.972618	35.920647	56.056652	29.972618	54.508545	45.686771	43.324879	21.254532	25.993835	26.532515	41.055653	19.374172	35.240398	28.812832	18.641182	76.026848
KCNJ15	36.24918	22.13479	16.454206	24.922846	23.614336	17.259283	31.937752	20.837421	26.998066	17.259283	15.884336	23.860415	20.599075	16.454206	21.897953	19.050083	20.362188	182.220596	24.776411	23.993692
KIF1A	12.727759	16.643427	16.376865	17.796587	24.417809	19.84803	11.564937	15.753381	22.631895	17.362093	15.287424	13.931892	12.555463	11.2216	20.599075	14.927616	30.535194	15.994379	15.007893	158.446075
KIF22	30.688305	49.547104	99.472412	46.962059	66.657135	96.398735	50.710217	163.1707	46.962059	70.662674	56.056652	30.535194	22.042309	21.776926	62.770859	63.405144	59.57922	33.756168	34.39127	18.727728
KIR3DL1	20.935862	25.834925	22.631895	313.591827	110.154976	38.9128	24.303902	23.860415	16.875589	76.026848	15.198966	22.525253	18.229898	17.362093	19.468847	16.539188	24.922846	31.513506	21.04863	26.170534
