Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
IFNG	215.730316	152.981003	167.068863	249.221298	135.650574	160.037018	9980.5625	252.424393	161.496582	178.360687	215.730316	3422.434814	122.059906	144.098297	102.898842	65.279793	95.813484	102.898842	113.605453	63.450695	106.925667	129.063187
IGHD	8650.460938	2485.99585	13809.623047	60.456345	165.811829	28.720709	24.949003	155.725891	19.714382	18.242476	29.342499	19.871445	52.564182	62.195011	104.839767	98.172882	100.362663	65.279793	26.926359	24.557219	164.080719	60.456345
IGHE	22.044069	81.148239	6649.14209	16.417013	55.088787	55.088787	27.166094	58.996101	13.785949	18.578394	16.254467	15.322163	27.697506	28.306686	12.812917	17.707031	45.63385	14.680734	67.699944	21.435146	38.010654	36.951077
IGHM	26056.392578	19182.162109	19182.162109	311.956848	55.651569	178.360687	291.78714	1693.549072	488.569611	155.725891	133.538162	137.760452	144.098297	43.791424	36.951077	26.710436	56.972141	46.071384	73.264488	35.938824	670.676941	72.005432
IGKC	42851.285156	42851.285156	26056.392578	1959.947876	659.657104	41.216347	74.767288	371.260681	281.9216	1564.730835	284.818665	119.958435	367.195068	98.808739	234.001724	175.873199	78.7612	252.424393	103.74852	141.183411	1137.147827	86.409561
IGLL3P	4602.986328	8650.460938	42851.285156	204.177948	18.578394	42.260494	107.673134	58.238091	451.44223	23.231144	30.369345	61.775917	75.96167	63.809605	151.624985	93.755974	215.730316	165.811829	31.305862	48.985622	50.262821	64.264938
IGSF6	55.651569	75.96167	78.7612	29.609581	43.391136	50.800278	38.693993	33.168301	43.791424	96.517883	89.328087	72.005432	3070.837891	11181.758789	311.956848	1603.361206	3812.246826	947.45874	183.180893	331.943573	158.557175	2992.81665
IL12B	109.458176	94.884102	72.639511	39.844273	31.815218	62.195011	85.15728	51.303722	31.815218	58.238091	72.639511	56.086121	45.63385	59.421028	488.569611	19.714382	91.486671	1800.605835	32.809681	65.279793	40.598751	91.486671
IL12RB2	15.961307	22.044069	14.680734	99.593994	36.614388	111.349533	767.913879	134.639877	200.623703	260.853912	512.691467	1423.656982	23.487745	23.679504	15.17643	44.20126	15.057142	10.573276	35.53936	25.940304	9.528661	11.669181
IL17A	30.885761	41.216347	14.926618	6.907733	6.118367	8.42998	337.139801	81.803818	8.947416	13.036197	7.738266	7.370461	8.220137	8.793397	12.685906	6.118367	8.42998	9.13861	10.346827	16.254467	6.38254	31.815218
IL18R1	43.791424	65.825241	43.791424	188.412186	87.312691	258.329712	451.44223	139.854202	428.31076	754.863159	754.863159	1068.119873	21.668028	23.231144	8.42998	33.503876	28.306686	22.171141	2814.357666	2899.61084	1693.549072	341.767456
IL18RAP	72.639511	56.57526	29.342499	437.052521	102.017166	288.690521	408.711609	115.362389	99.593994	3285.584229	4602.986328	4602.986328	98.172882	119.958435	25.940304	39.395184	112.582191	99.593994	308.553802	327.613647	2198.781738	1493.347534
IL1A	200.623703	117.881424	114.302994	64.264938	117.881424	91.486671	145.768585	59.892258	35.53936	70.816162	69.867012	73.264488	64.264938	863.071533	93.755974	28.054441	141.183411	392.378967	152.981003	4287.536133	2485.99585	136.846527
IL1B	488.569611	327.613647	239.578339	145.768585	188.412186	267.591217	215.730316	247.349472	247.349472	244.041504	222.45314	275.834808	1231.661865	1866.087524	598.707947	318.910461	659.657104	2131.202637	5335.622559	13809.623047	1265.55127	1866.087524
IL1RL1	164.080719	108.613419	129.063187	34.533569	20.241819	73.264488	106.925667	81.148239	46.071384	67.159706	55.088787	126.726799	39.395184	129.063187	98.808739	72.005432	133.538162	50.262821	1231.661865	1301.4021	845.849182	75.483482
IL21	315.265076	263.745056	198.334778	56.972141	22.363804	85.15728	356.891388	1188.973755	30.039644	61.132915	34.899029	65.825241	117.086044	106.30899	62.195011	43.391136	99.593994	72.005432	100.362663	53.465744	61.132915	134.639877
IL26	6.241128	7.624472	32.809681	7.871305	7.475655	11.960986	304.395172	132.276779	15.322163	7.051423	6.38254	4.832753	3.552284	3.552284	4.592908	4.832753	4.832753	4.832753	2.308213	31.511358	3.80092	3.80092
IL2RA	150.550903	192.217972	92.199059	90.844009	104.839767	351.045685	8650.460938	224.949539	3812.246826	20.241819	37.372372	670.676941	28.054441	46.071384	2602.697266	144.098297	58.238091	1639.325928	230.845993	263.745056	88.074013	25.940304
IL2RB	2131.202637	2002.147705	1564.730835	2992.81665	1068.119873	2746.701172	13809.623047	6308.292969	13809.623047	9161.204102	19182.162109	12117.945313	379.010162	415.04068	215.730316	187.07515	398.577698	356.891388	468.494446	422.879303	260.853912	659.657104
IL3	24.755863	12.812917	15.595391	9.528661	9.869331	10.573276	2413.373291	17.88224	25.940304	2.710607	12.083834	25.410543	11.960986	11.314383	10.687784	7.370461	10.111629	13.415968	7.871305	392.378967	73.92701	10.491875
IL4	11.608013	37.687332	47.261654	13.949647	10.687784	13.265934	239.578339	135.650574	21.668028	21.435146	10.687784	8.29018	9.13861	8.947416	9.050872	7.738266	9.869331	9.869331	6.78708	8.42998	30.885761	28.720709
IL4R	9161.204102	1800.605835	367.195068	685.294067	2413.373291	1018.714722	947.45874	428.31076	3070.837891	685.294067	788.016907	1516.823242	1188.973755	1516.823242	2131.202637	908.754883	1423.656982	1866.087524	5103.837402	5890.337891	1155.484375	1564.730835
IL5	7.051423	11.608013	10.346827	18.925959	12.311938	36.239407	160.037018	33.503876	77.739517	22.583956	6.506904	13.415968	11.802128	13.265934	52.564182	19.871445	17.270029	23.087545	10.573276	284.818665	14.805666	11.193661
IL5RA	124.342735	109.458176	234.001724	41.651775	29.609581	66.465591	48.243649	39.051083	90.844009	81.148239	40.598751	43.391136	44.20126	48.985622	49.624992	21.832342	65.825241	64.674812	178.360687	92.199059	574.789612	164.080719
IL7	224.949539	685.294067	49.624992	38.693993	37.372372	72.639511	33.503876	78.7612	31.305862	18.418451	21.668028	23.679504	53.465744	117.881424	131.257629	73.92701	86.409561	168.917679	55.088787	20.627159	13.036197	12.453617
IL7R	249.221298	460.866882	149.026138	42851.285156	42851.285156	42851.285156	2992.81665	2746.701172	415.04068	1603.361206	1042.466675	398.577698	175.873199	7878.514648	1603.361206	76.406921	2602.697266	9980.5625	30.885761	294.972473	247.349472	505.287537
IL9	69.867012	52.564182	20.627159	42.600033	35.231133	92.199059	11181.758789	54.10239	12.311938	30.369345	40.869915	31.052618	17.060171	26.926359	30.885761	10.969349	39.051083	37.687332	3.552284	11.608013	32.809681	22.044069
IRF8	6649.14209	6649.14209	288.690521	308.553802	322.065186	46.071384	598.707947	622.792786	174.081573	721.179749	1639.325928	2335.307861	2992.81665	2602.697266	7878.514648	4602.986328	2002.147705	2198.781738	521.508789	788.016907	386.983765	196.333496
ITK	428.31076	392.378967	219.593933	5335.622559	11181.758789	9161.204102	7360.620605	9980.5625	8650.460938	5103.837402	2992.81665	3688.758057	138.674103	158.557175	94.884102	65.825241	134.639877	202.197449	2602.697266	1116.786987	542.601257	260.853912
KCNA3	275.834808	398.577698	2413.373291	447.613739	622.792786	908.754883	351.045685	331.943573	62.195011	308.553802	337.139801	647.52655	160.037018	138.674103	125.610916	21.077456	29.342499	25.410543	11.960986	13.949647	81.148239	49.624992
KCNG2	14.680734	25.410543	256.268402	18.057825	7.738266	15.057142	14.805666	14.524429	5.982137	3.80092	15.17643	15.595391	20.857456	25.205048	36.614388	17.060171	18.057825	15.595391	15.491729	17.270029	17.707031	9.669431
KIAA0226L	5103.837402	4856.819824	184.859802	39.395184	100.362663	68.661942	55.651569	32.014259	78.145706	65.279793	45.63385	28.054441	194.70517	142.831909	204.177948	738.010559	75.96167	48.985622	112.582191	79.212257	315.265076	1137.147827
KIAA0754	11.464968	7.370461	4.086214	23.679504	99.593994	9.528661	5.591897	89.328087	43.391136	38.354115	122.059906	162.813156	48.243649	9.257813	422.879303	161.496582	8.533286	4.974739	7.235314	48.243649	56.086121	6.118367
KIR2DL1	8.088596	5.591897	3.80092	8.42998	13.949647	7.624472	5.376191	7.235314	17.060171	16.55789	244.041504	634.837708	5.591897	5.166818	8.947416	9.050872	4.974739	7.235314	25.65695	21.668028	5.791428	10.687784
KIR2DL4	299.240509	215.730316	447.613739	123.377251	164.080719	82.469223	68.245293	83.878334	106.925667	165.811829	530.421082	1603.361206	147.838913	134.639877	318.910461	69.171471	146.713455	184.859802	102.017166	102.898842	125.610916	198.334778
KIR2DS4	622.792786	408.711609	845.849182	256.268402	142.831909	129.063187	98.172882	150.550903	170.794769	415.04068	1089.345947	2899.61084	149.026138	150.550903	136.846527	56.972141	188.412186	118.833199	161.496582	117.086044	81.803818	242.022751
KIR3DL2	14.435366	10.491875	7.370461	21.832342	15.730737	11.608013	16.093626	11.193661	20.857456	147.838913	441.402924	1116.786987	11.464968	10.815164	30.369345	14.435366	11.464968	10.217774	14.680734	10.815164	10.491875	17.270029
KIRREL	18.418451	14.282252	35.231133	34.127953	30.039644	12.311938	15.491729	27.697506	157.021622	20.10404	15.322163	10.815164	14.435366	12.565406	22.961229	38.354115	15.491729	11.314383	37.372372	15.961307	21.077456	13.140173
KLRB1	119.958435	213.947983	48.243649	9980.5625	386.983765	12117.945313	634.837708	4000.241211	1068.119873	12117.945313	9161.204102	4480.145508	93.013641	33.168301	38.010654	14.148811	122.059906	41.651775	31.815218	64.674812	181.495316	227.854782
KLRC3	16.55789	55.651569	9.257813	565.239502	14.805666	34.533569	14.524429	6.118367	34.127953	441.402924	1423.656982	721.179749	13.50417	6.506904	15.057142	10.573276	22.044069	9.994195	7.624472	11.078864	21.306353	6.907733
KLRC4	79.212257	89.880508	31.052618	208.457199	57.56839	21.668028	26.411583	10.491875	23.936371	86.409561	172.26033	118.833199	22.583956	30.039644	17.499207	6.78708	10.687784	5.791428	12.453617	9.669431	4.086214	35.938824
KLRD1	194.70517	154.459473	315.265076	1301.4021	89.880508	230.845993	155.725891	172.26033	45.63385	2899.61084	5567.321289	5567.321289	83.058502	73.264488	65.279793	70.331421	113.605453	71.304649	72.639511	41.216347	34.533569	131.257629
KLRF1	154.459473	178.360687	134.639877	647.52655	23.087545	136.846527	40.598751	14.282252	6.506904	4147.192871	6308.292969	5103.837402	109.458176	55.651569	81.803818	196.333496	93.755974	75.483482	70.816162	52.143307	68.661942	88.628784
KLRG1	1155.484375	1137.147827	754.863159	2814.357666	634.837708	1749.887451	308.553802	346.390961	304.395172	3812.246826	1959.947876	926.468445	341.767456	392.378967	252.424393	147.838913	402.207336	256.268402	2413.373291	1331.744507	337.139801	422.879303
KLRK1	634.837708	252.424393	89.880508	6649.14209	447.613739	291.78714	75.96167	119.958435	32.809681	4480.145508	5890.337891	4147.192871	79.212257	59.892258	44.20126	56.57526	89.328087	51.687199	95.813484	71.304649	322.065186	157.021622
KRT18P50	30.369345	36.239407	100.362663	24.181501	52.564182	26.411583	22.363804	36.239407	59.421028	114.302994	20.857456	16.417013	61.775917	24.367363	58.996101	20.857456	10.217774	56.57526	12.901111	14.282252	110.304306	51.687199
KYNU	267.591217	598.707947	106.925667	47.261654	47.679245	40.869915	31.815218	26.411583	114.302994	79.628654	59.421028	64.674812	926.468445	4287.536133	4480.145508	1155.484375	2198.781738	7878.514648	144.098297	308.553802	37.372372	72.639511
LAG3	48.243649	8.947416	11.314383	415.04068	5.791428	198.334778	1137.147827	1089.345947	565.239502	622.792786	114.302994	21.668028	8.088596	7.624472	1042.466675	88.628784	24.949003	242.022751	10.687784	18.057825	4.592908	6.38254
LAIR2	392.378967	211.234772	211.234772	826.968384	256.268402	362.228546	89.880508	279.228943	2899.61084	990.938416	1603.361206	1564.730835	114.302994	108.613419	200.623703	82.469223	126.726799	90.844009	91.486671	98.808739	256.268402	170.794769
LAMP3	58.996101	57.56839	151.624985	138.674103	158.557175	183.180893	415.04068	194.70517	236.736984	91.486671	174.081573	495.932312	41.216347	468.494446	9980.5625	107.673134	1301.4021	26056.392578	88.628784	112.582191	402.207336	224.949539
LAT	161.496582	130.110428	132.276779	2053.601563	6308.292969	3688.758057	2002.147705	9161.204102	3170.206787	2266.97876	2002.147705	1231.661865	263.745056	802.269714	158.557175	194.70517	315.265076	247.349472	5890.337891	3285.584229	281.9216	138.674103
LCK	304.395172	291.78714	51.687199	8650.460938	9980.5625	9980.5625	7878.514648	11181.758789	6649.14209	3170.206787	3285.584229	2485.99585	82.469223	87.312691	28.054441	22.961229	56.57526	67.699944	28.968689	16.882568	157.021622	127.967445
LEF1	40.869915	36.951077	71.304649	882.021362	3285.584229	1042.466675	480.992065	530.421082	291.78714	99.593994	99.593994	113.605453	13.415968	13.785949	12.565406	16.882568	12.685906	16.55789	16.254467	15.057142	69.171471	26.200808
LHCGR	158.557175	172.26033	74.767288	10.111629	26.710436	9.994195	7.051423	10.111629	127.967445	88.074013	19.332794	22.961229	11.669181	43.040771	23.487745	21.668028	24.557219	21.435146	26.710436	17.88224	28.720709	63.809605
LILRA2	24.949003	23.087545	15.057142	20.460945	30.885761	21.832342	16.55789	15.961307	9.528661	106.925667	90.844009	36.614388	2053.601563	1265.55127	341.767456	242.022751	183.180893	79.212257	146.713455	95.813484	184.859802	1423.656982
LILRA3	7.871305	7.051423	5.166818	9.416127	31.052618	6.633638	9.050872	6.38254	28.968689	13.50417	18.057825	10.687784	990.938416	74.767288	788.016907	154.459473	32.809681	398.577698	32.014259	14.680734	51.687199	85.15728
LILRA4	44.615433	116.30175	79.212257	25.940304	17.88224	59.892258	22.171141	10.573276	402.207336	26.411583	16.55789	17.499207	69.171471	61.775917	98.172882	39.051083	43.391136	33.503876	13.415968	7.370461	12.083834	48.985622
LILRB2	40.598751	35.53936	18.786974	26.710436	6.38254	12.812917	11.802128	13.265934	47.679245	252.424393	168.917679	33.503876	4602.986328	738.010559	3422.434814	1331.744507	408.711609	315.265076	447.613739	315.265076	926.468445	1639.325928
LIME1	30.039644	54.10239	2002.147705	990.938416	1301.4021	1116.786987	184.859802	754.863159	315.265076	495.932312	149.026138	45.63385	78.7612	56.972141	39.051083	47.679245	53.465744	53.073681	41.216347	88.628784	30.682217	61.132915
LINC00597	19.714382	21.832342	7.051423	6.78708	72.639511	4.086214	4.832753	41.216347	11.078864	42.260494	106.925667	70.331421	24.755863	13.50417	92.199059	123.377251	8.220137	6.78708	69.171471	279.228943	93.755974	18.786974
LINC00921	647.52655	204.177948	175.873199	134.639877	44.615433	162.813156	26.710436	118.833199	58.238091	46.071384	101.174423	68.661942	74.767288	25.65695	48.985622	64.674812	26.411583	32.606316	21.077456	76.406921	299.240509	202.197449
LOC100130100	24.181501	37.372372	9161.204102	23.231144	19.871445	20.241819	19.714382	18.925959	10.217774	12.311938	8.533286	14.524429	17.707031	16.732615	15.961307	15.17643	17.499207	15.322163	15.730737	10.111629	11.669181	15.057142
LOC126987	134.639877	111.349533	227.854782	72.639511	127.967445	94.884102	113.605453	27.393801	659.657104	16.417013	74.767288	74.767288	73.264488	66.465591	120.953827	91.486671	106.30899	102.017166	51.303722	20.460945	42.600033	68.661942
LRMP	2053.601563	2992.81665	2053.601563	495.932312	1137.147827	331.943573	198.334778	1603.361206	120.953827	468.494446	1155.484375	512.691467	1137.147827	211.234772	44.615433	788.016907	788.016907	127.967445	1155.484375	574.789612	6308.292969	2053.601563
LST1	38.354115	24.557219	48.985622	408.711609	315.265076	341.767456	133.538162	44.615433	57.56839	1068.119873	622.792786	331.943573	7878.514648	2899.61084	1693.549072	2335.307861	4147.192871	738.010559	2335.307861	2053.601563	4602.986328	8650.460938
LTA	13.785949	12.083834	14.282252	21.077456	299.240509	30.369345	5335.622559	552.676331	125.610916	8.947416	21.306353	2814.357666	13.265934	15.057142	117.086044	15.730737	15.868147	13.265934	10.815164	13.265934	17.060171	14.805666
LTB	7878.514648	16311.804688	124.342735	12117.945313	16311.804688	19182.162109	9161.204102	13809.623047	19182.162109	2814.357666	947.45874	11181.758789	371.260681	181.495316	118.833199	167.068863	260.853912	124.342735	275.834808	379.010162	2602.697266	4480.145508
LTC4S	71.304649	32.809681	81.148239	133.538162	92.199059	79.628654	54.597343	127.967445	11.464968	80.563194	135.650574	100.362663	97.222992	149.026138	145.768585	622.792786	346.390961	76.996414	2198.781738	1068.119873	447.613739	82.469223
LY86	4856.819824	6308.292969	1453.447876	337.139801	495.932312	219.593933	190.540955	256.268402	308.553802	1231.661865	211.234772	244.041504	7360.620605	2413.373291	926.468445	8650.460938	2266.97876	505.287537	402.207336	200.623703	530.421082	460.866882
LY9	258.329712	670.676941	947.45874	1068.119873	2053.601563	1137.147827	56.57526	882.021362	175.873199	926.468445	242.022751	25.205048	31.052618	46.748817	30.682217	281.9216	92.199059	35.53936	52.564182	22.171141	41.8694	46.071384
MAGEA11	26.411583	43.040771	41.651775	20.857456	9.774491	47.679245	34.533569	15.595391	67.699944	57.56839	16.882568	9.13861	6.38254	9.669431	7.624472	5.376191	13.642431	7.475655	5.591897	23.087545	31.815218	15.491729
MAK	24.557219	23.231144	16.732615	8.533286	15.17643	12.565406	45.139194	15.17643	8.088596	15.17643	9.994195	14.805666	26.926359	14.148811	46.748817	97.222992	14.926618	62.195011	23.936371	50.800278	244.041504	721.179749
MAN1A1	260.853912	230.845993	5890.337891	230.845993	115.362389	239.578339	367.195068	341.767456	213.947983	196.333496	315.265076	367.195068	227.854782	754.863159	468.494446	552.676331	574.789612	422.879303	990.938416	488.569611	117.881424	441.402924
MANEA	4.086214	21.077456	1018.714722	53.073681	56.972141	65.279793	379.010162	98.808739	23.231144	17.499207	61.775917	134.639877	71.304649	165.811829	88.074013	114.302994	147.838913	149.026138	93.013641	28.968689	3.191894	3.191894
MAP3K13	5.791428	5.376191	11.669181	7.475655	9.050872	7.738266	9.416127	5.376191	7.235314	3.552284	5.791428	5.591897	7.738266	8.220137	41.8694	8.220137	8.62004	224.949539	5.376191	5.791428	6.118367	6.241128
MAP4K1	60.456345	1018.714722	244.041504	1423.656982	2814.357666	1188.973755	1639.325928	3688.758057	1800.605835	1155.484375	659.657104	521.508789	362.228546	31.052618	32.809681	408.711609	70.331421	23.936371	512.691467	271.723083	178.360687	29.342499
MAP4K2	12.685906	12.901111	8.533286	17.707031	200.623703	23.679504	95.813484	18.578394	21.832342	7.370461	9.669431	9.416127	12.685906	19.332794	9.528661	12.453617	12.311938	10.969349	7.972922	8.29018	8.947416	10.346827
MAP9	11.960986	13.50417	8.29018	98.172882	113.605453	28.054441	62.602283	75.96167	15.961307	0.251594	33.843536	42.260494	0.251594	2.308213	2.710607	3.552284	3.552284	3.191894	1.76272	1.76272	7.624472	2.710607
MARCH3	611.586426	239.578339	356.891388	81.148239	139.854202	81.148239	88.074013	222.45314	181.495316	59.892258	154.459473	213.947983	116.30175	252.424393	346.390961	53.073681	190.540955	141.183411	2992.81665	3812.246826	1301.4021	137.760452
MARCO	10.111629	10.687784	16.254467	15.491729	41.651775	13.140173	18.242476	28.054441	18.418451	8.62004	13.949647	13.036197	256.268402	3070.837891	53.073681	115.362389	19.714382	15.057142	12.565406	22.961229	14.524429	12.083834
MAST1	10.687784	15.595391	1516.823242	6.633638	10.346827	9.774491	13.949647	22.044069	13.949647	5.166818	8.793397	6.78708	8.793397	8.533286	9.774491	9.13861	7.738266	7.738266	24.367363	16.732615	11.960986	21.832342
MBL2	68.661942	103.74852	19.094671	2.710607	22.583956	6.907733	4.358953	3.552284	119.958435	24.557219	12.565406	5.791428	4.974739	10.491875	6.118367	10.217774	8.947416	24.949003	4.592908	4.832753	1.76272	19.871445
MEFV	33.843536	34.533569	15.961307	10.687784	6.78708	15.595391	10.687784	12.901111	12.083834	28.968689	16.732615	14.680734	587.608154	14.805666	10.815164	10.111629	12.206372	10.815164	15.17643	12.311938	14.435366	587.608154
MEP1A	882.021362	362.228546	291.78714	53.465744	24.367363	158.557175	47.261654	63.809605	152.981003	94.884102	73.264488	91.486671	106.925667	247.349472	26.926359	62.195011	263.745056	337.139801	21.306353	83.878334	162.813156	112.582191
MGAM	9.13861	5.791428	4.592908	4.832753	3.80092	6.78708	6.633638	6.506904	7.051423	31.052618	279.228943	46.071384	170.794769	16.882568	5.791428	5.791428	9.257813	7.051423	288.690521	117.881424	451.44223	3812.246826
MICAL3	294.972473	284.818665	102.898842	102.017166	20.10404	134.639877	134.639877	109.458176	11.669181	25.205048	36.239407	117.086044	16.732615	23.936371	26.710436	19.332794	26.200808	23.231144	170.794769	107.673134	26.926359	8.947416
MMP12	700.262634	495.932312	204.177948	81.803818	61.132915	120.953827	117.086044	94.884102	239.578339	161.496582	85.671661	82.469223	102.017166	341.767456	398.577698	247.349472	42851.285156	3070.837891	256.268402	4000.241211	152.981003	208.457199
MMP25	136.846527	127.967445	230.845993	196.333496	279.228943	190.540955	125.610916	188.412186	294.972473	93.013641	120.953827	530.421082	460.866882	164.080719	845.849182	634.837708	826.968384	882.021362	158.557175	162.813156	1384.61438	3070.837891
MMP9	308.553802	356.891388	530.421082	260.853912	460.866882	371.260681	284.818665	437.052521	327.613647	227.854782	634.837708	322.065186	392.378967	42851.285156	1959.947876	42851.285156	3422.434814	2266.97876	2266.97876	11181.758789	495.932312	5335.622559
MNDA	37.372372	247.349472	4.358953	51.303722	9.528661	10.687784	5.791428	14.926618	26.926359	1693.549072	700.262634	341.767456	19182.162109	3688.758057	2746.701172	1800.605835	5567.321289	1564.730835	3812.246826	1265.55127	3422.434814	19182.162109
MROH7	28.720709	33.843536	460.866882	30.369345	33.168301	34.127953	32.606316	40.281143	14.282252	32.809681	16.093626	22.583956	32.014259	39.051083	29.342499	24.557219	33.503876	31.511358	34.533569	59.421028	22.766867	30.039644
MS4A1	19182.162109	26056.392578	598.707947	304.395172	60.456345	242.022751	131.257629	126.726799	244.041504	392.378967	155.725891	190.540955	146.713455	43.391136	100.362663	61.775917	79.212257	134.639877	86.409561	44.615433	565.239502	187.07515
MS4A2	149.026138	164.080719	142.831909	114.302994	119.958435	117.881424	106.30899	92.199059	51.687199	85.671661	80.563194	68.245293	55.088787	93.013641	70.816162	63.809605	90.844009	106.925667	7360.620605	3688.758057	219.593933	90.844009
MS4A3	122.059906	69.171471	75.96167	83.058502	8.793397	41.651775	23.936371	42.260494	25.205048	72.005432	505.287537	208.457199	25.410543	9.13861	20.627159	38.693993	17.060171	21.306353	3422.434814	908.754883	1453.447876	117.881424
MS4A6A	1042.466675	700.262634	441.402924	217.648285	219.593933	236.736984	192.217972	174.081573	371.260681	1639.325928	190.540955	211.234772	12117.945313	386.983765	402.207336	26056.392578	4480.145508	204.177948	1137.147827	468.494446	284.818665	738.010559
MSC	36.614388	55.088787	137.760452	80.563194	50.262821	87.312691	260.853912	38.354115	160.037018	90.844009	52.143307	40.598751	50.800278	882.021362	1231.661865	92.199059	863.071533	1301.4021	63.809605	132.276779	44.20126	81.803818
MXD1	27.697506	27.393801	32.606316	66.465591	294.972473	116.30175	71.304649	170.794769	83.878334	69.171471	170.794769	61.132915	275.834808	105.440369	135.650574	26.926359	21.668028	275.834808	23.679504	44.20126	1800.605835	1384.61438
MYB	331.943573	258.329712	145.768585	512.691467	802.269714	284.818665	863.071533	1453.447876	634.837708	167.068863	552.676331	263.745056	331.943573	122.059906	82.469223	117.086044	130.110428	367.195068	6649.14209	6649.14209	3688.758057	337.139801
MZB1	56.972141	122.059906	12117.945313	41.216347	83.878334	12.685906	25.940304	20.10404	50.800278	41.216347	19.714382	23.231144	27.166094	26.200808	31.815218	35.938824	28.968689	22.766867	25.410543	24.181501	30.369345	24.755863
NAALADL1	13.50417	17.060171	11.802128	70.331421	252.424393	165.811829	23.487745	178.360687	36.951077	40.869915	299.240509	252.424393	31.815218	17.270029	8.533286	11.193661	7.624472	17.270029	8.088596	9.050872	12.206372	13.50417
NCF2	155.725891	308.553802	222.45314	59.892258	267.591217	89.328087	66.465591	80.563194	346.390961	1265.55127	398.577698	181.495316	26056.392578	26056.392578	634.837708	13809.623047	13809.623047	2746.701172	1749.887451	1959.947876	26056.392578	12117.945313
NCR3	151.624985	882.021362	55.651569	1453.447876	291.78714	398.577698	460.866882	244.041504	587.608154	1493.347534	1384.61438	3070.837891	60.456345	40.281143	107.673134	51.687199	109.458176	35.938824	101.174423	75.483482	98.172882	145.768585
NFE2	6.118367	6.78708	13.265934	112.582191	58.238091	35.231133	9.528661	65.279793	52.143307	54.10239	111.349533	81.803818	1800.605835	39.395184	35.938824	102.017166	13.50417	11.802128	284.818665	131.257629	175.873199	1749.887451
NIPSNAP3B	1493.347534	802.269714	505.287537	129.063187	48.985622	149.026138	97.222992	93.013641	91.486671	386.983765	127.967445	105.440369	91.486671	102.017166	106.925667	98.808739	87.312691	137.760452	249.221298	124.342735	102.898842	230.845993
NKG7	7.624472	10.111629	7.624472	7878.514648	129.063187	611.586426	1089.345947	8.29018	13.642431	7360.620605	11181.758789	9161.204102	34.899029	5.376191	211.234772	6.907733	5.376191	6.907733	611.586426	530.421082	15.322163	11.314383
NLRP3	26.926359	24.181501	18.418451	15.961307	18.925959	50.262821	17.270029	12.812917	19.332794	32.286087	39.844273	89.880508	659.657104	44.615433	42.600033	346.390961	495.932312	19.332794	22.363804	402.207336	40.281143	318.910461
NMBR	468.494446	611.586426	311.956848	46.748817	8.947416	33.503876	103.74852	22.961229	106.30899	126.726799	24.755863	46.748817	78.145706	67.699944	16.732615	36.239407	103.74852	16.882568	10.111629	20.241819	66.465591	135.650574
NME8	4.358953	3.80092	3.552284	5.376191	5.982137	3.80092	4.592908	3.80092	9.994195	22.044069	234.001724	12.206372	16.417013	6.241128	103.74852	488.569611	30.039644	8.220137	57.56839	19.48814	77.739517	8.533286
NOD2	7.370461	9.869331	294.972473	8.793397	8.533286	132.276779	146.713455	130.110428	30.885761	102.017166	146.713455	174.081573	1331.744507	115.362389	1639.325928	863.071533	39.395184	279.228943	26.411583	6.78708	488.569611	451.44223
NOX3	14.148811	6.506904	6.241128	7.624472	8.62004	11.314383	9.257813	9.528661	3.552284	42.600033	6.241128	6.633638	11.314383	9.416127	10.491875	9.774491	6.907733	7.370461	145.768585	194.70517	5.166818	12.565406
NPAS1	22.171141	17.707031	34.127953	25.65695	10.491875	24.181501	11.078864	9.669431	145.768585	8.29018	10.573276	11.802128	15.595391	19.714382	13.140173	18.578394	16.882568	15.17643	17.060171	10.491875	13.50417	21.668028
NPIPB15	1564.730835	2814.357666	2602.697266	284.818665	11.464968	634.837708	227.854782	322.065186	1331.744507	647.52655	252.424393	258.329712	196.333496	304.395172	281.9216	415.04068	392.378967	190.540955	89.328087	155.725891	279.228943	685.294067
NPL	22.363804	16.732615	63.809605	88.628784	17.060171	78.7612	124.342735	31.815218	53.073681	105.440369	83.878334	110.304306	908.754883	2266.97876	480.992065	5103.837402	2335.307861	441.402924	802.269714	408.711609	1068.119873	1231.661865
NR4A3	137.760452	141.183411	161.496582	86.409561	151.624985	101.174423	346.390961	196.333496	386.983765	113.605453	69.171471	152.981003	95.813484	281.9216	437.052521	90.844009	721.179749	1603.361206	136.846527	1188.973755	4287.536133	204.177948
NTN3	6.907733	16.093626	27.166094	9.13861	25.65695	14.435366	32.809681	8.533286	165.811829	25.940304	4.592908	6.118367	9.050872	6.633638	11.960986	16.55789	6.118367	8.088596	3.191894	5.591897	9.994195	11.960986
NTRK1	16.093626	14.435366	34.899029	11.078864	24.755863	18.418451	24.755863	10.969349	9.050872	12.685906	7.624472	12.685906	12.453617	9.528661	9.13861	9.528661	16.254467	8.533286	495.932312	1155.484375	16.093626	14.148811
