Symbol	A	B	C	D	E	F	G	H	I	J	K	L
TSKS	31.464174	20.142538	30.86022	29.250797	13.343187	11.829788	24.176847	24.188589	36.758469	25.165531	21.785204	19.239822
CHMP1B	355.281952	351.075134	269.733948	277.269531	320.373871	338.786957	402.295807	476.160095	445.445831	317.205841	345.129517	337.830353
LOC651959	33.156105	31.078312	29.733315	17.03981	31.455614	22.535679	28.731453	33.186115	26.173246	30.878759	26.824564	32.567257
BAPX1	18.923286	19.320593	22.960791	18.981771	18.578724	16.169744	12.037375	12.476645	15.857877	13.902735	19.465645	16.428957
LOC643637	28.406412	17.666803	26.831301	18.430948	24.417736	15.993218	32.00864	36.632225	25.611921	17.327553	27.363317	26.211487
LOC92497	28.336531	44.420731	51.758537	45.248882	40.35994	28.611124	34.013359	18.565598	32.038864	51.233707	29.381701	43.798733
LOC651957	33.904022	24.081274	18.58745	17.411825	24.250071	23.694458	27.488234	17.169651	26.016298	13.944004	21.527781	23.03801
LOC643634	21.404545	12.255179	21.341269	14.566867	16.968594	20.208384	31.218231	15.580196	15.588543	18.189592	29.56295	17.100861
LOC651951	43.560638	30.894287	42.406868	39.75317	40.278236	36.113667	43.447582	52.606064	38.708626	41.968601	48.637974	45.774723
DISC2	19.428673	14.039087	25.998335	23.071419	15.749252	29.902956	13.467261	20.543966	15.703331	31.557333	14.680106	18.752216
LOC643630	24.658857	21.000732	19.842405	25.045124	20.102039	21.347458	34.080189	35.181347	29.667999	18.684284	9.532902	33.338161
LOC100131905	609.492615	577.881592	702.413452	740.924377	654.276001	539.972168	428.427368	463.011169	479.972321	742.091553	752.207458	727.503052
LOC100131904	17.792433	13.72724	19.839956	32.801926	15.846194	19.602539	17.607187	12.631212	17.303623	12.126724	18.84473	16.724188
LOC100131909	20.756203	18.103168	18.651941	19.992203	20.117887	16.842527	19.242746	15.309886	26.474676	15.193903	21.862366	25.004215
LOC647706	14.758214	17.383251	9.876715	14.294616	15.678818	10.134417	13.463319	9.576004	16.016161	13.123362	10.763983	18.548603
LOC647704	28.911266	35.661362	14.781684	19.453749	14.39454	18.27581	24.163143	29.902956	23.2337	23.265236	12.292954	22.55422
LOC441204	24.417736	19.45417	24.759556	17.705708	24.469799	16.550024	14.641523	16.645758	19.743107	21.100473	24.418762	27.440596
LOC441205	20.523743	18.233458	15.182771	23.446037	13.352012	19.680227	22.73134	27.406036	8.578599	17.395071	16.36248	30.46818
TCOF1	17.02923	18.800652	24.37038	18.807968	14.968472	17.11924	8.515111	11.366734	16.01173	25.543144	24.605783	29.690414
KLRA1	16.491663	22.867985	17.165167	35.785297	28.171753	15.830673	22.063931	13.183222	12.207866	21.150768	21.831642	16.15292
SPPL3	66.606071	64.672523	75.493645	69.757332	72.294205	66.902695	68.188469	67.631195	65.904816	72.082726	71.977478	75.964432
OPA3	57.259319	54.086227	57.479588	49.674305	51.153774	49.458355	47.506676	56.095768	52.431156	53.740723	52.970825	59.454815
OPA1	88.010033	91.286659	101.292656	103.432182	102.757843	99.425156	83.432274	88.090973	91.058952	100.277901	108.201347	105.131607
RHEB	191.44104	191.159988	169.886459	181.296478	181.241272	179.711884	205.293823	230.830093	225.249985	191.522644	185.518829	203.535355
LOC401730	15.244693	21.004131	20.637642	13.978362	15.638112	17.784061	20.920214	27.097208	18.804619	20.84222	15.515119	17.262447
LOC648576	12.545832	16.636641	20.182386	14.295873	27.896187	17.461027	21.886177	21.661528	30.25654	14.736126	33.408859	37.783504
MGC39606	21.776733	20.144447	15.132565	18.864126	25.605518	13.973973	20.518446	22.076942	17.013498	15.158263	13.196959	9.573319
LOC648570	16.196568	21.952589	22.412373	23.216881	12.390422	29.140762	33.163696	33.286503	33.907013	23.76593	26.139296	13.69545
KIAA0831	112.832451	123.767052	151.97998	150.015747	139.411545	148.046112	105.855972	109.934525	106.558151	146.058136	143.00209	149.97995
ITGA8	9.326344	20.496565	22.110378	23.954147	11.503554	16.963238	20.318254	14.316336	32.753529	12.429852	13.886311	12.267822
ITGA9	45.501072	25.921495	21.004131	35.28019	37.779072	41.968601	43.445969	40.764244	36.964066	38.266247	35.529484	28.484205
ITGA1	11.378698	11.560499	17.663687	8.426779	9.119203	11.699606	9.730553	12.537922	8.845658	13.12203	14.518024	17.808472
ITGA2	32.338402	29.007534	42.854347	28.538429	33.50576	30.70256	37.626335	41.912682	40.58601	40.000992	37.157967	29.485415
ITGA3	43.629555	36.167122	52.731949	49.916767	49.238338	37.411755	31.887995	17.042402	28.013723	52.593666	39.727188	61.096958
ITGA4	99.591599	100.273697	101.586395	93.619148	100.373199	88.431877	92.626183	112.890137	127.691704	95.412308	105.276276	94.653603
ITGA5	112.524567	109.731567	115.423286	113.230034	105.812019	131.275177	155.187668	123.533958	117.410789	115.13076	93.365906	100.280045
ITGA6	36.482643	38.155212	53.312298	57.589508	52.628143	44.582779	23.458488	20.089571	16.810757	63.309731	62.966949	50.338154
ITGA7	27.886499	35.91703	41.343899	41.179459	22.797277	32.401966	39.551918	33.023922	32.886185	22.502214	36.414936	42.667023
TRHR	22.075769	20.032267	19.809692	20.274923	27.631538	10.836864	22.136219	27.09617	23.03801	16.636641	24.081274	18.626438
LOC100132289	52.593666	52.878136	55.31926	51.09584	48.259224	51.92725	47.265858	53.505383	59.010708	58.753349	52.949226	52.622623
LOC100132288	31.847372	24.817482	34.154408	28.843847	29.495514	27.098246	39.460102	40.039768	42.518177	22.245354	30.559082	25.473232
LOC100132287	23.876925	21.751179	21.857742	14.827155	30.129808	13.854863	28.248203	15.914365	34.081684	17.229893	20.179594	26.219187
TCAM1	33.843948	23.411169	26.78731	35.261826	33.205143	35.91703	24.737991	31.532171	27.907398	39.727222	30.276583	37.181156
LOC100132144	20.320419	13.932651	22.514177	15.491262	34.765648	20.875921	29.440439	23.245871	30.45775	11.258058	12.451165	24.817482
OSAP	14.754007	31.786703	21.171532	36.22636	32.216099	18.245424	15.857877	18.841148	24.810629	18.570986	19.309395	18.993446
LOC100132146	15.46614	20.778646	15.993939	15.699997	21.542011	19.401949	15.995127	19.546082	13.327115	18.94195	17.319202	17.7393
LOC440558	12.501859	11.446005	13.093906	10.676788	12.986309	11.897664	18.224768	9.680451	16.850977	12.810995	9.675323	11.406096
LOC440551	39.578453	15.525706	40.282108	24.175667	24.370857	30.655926	24.614937	32.001923	35.430599	26.829641	44.336628	15.27664
LOC440550	15.452386	15.792469	13.87225	21.245047	26.777786	20.21913	13.333817	15.039409	19.861944	18.977394	17.693779	15.439873
CHST9	7.870202	7.445141	12.268855	15.709498	9.979135	14.350937	9.492218	9.473886	14.216199	8.266005	12.115341	22.008923
CHST8	19.462727	22.978453	27.901413	23.736057	18.718468	21.433804	33.31749	34.202126	21.375383	22.287552	29.959356	19.687767
LOC650330	14.270432	12.837402	24.750313	14.039486	14.956815	14.695214	13.939532	13.728372	19.07016	9.238211	19.876219	24.830441
CHST1	22.357738	45.778011	31.521473	34.258827	43.181351	27.628901	21.389174	45.006432	28.705982	34.884766	46.43597	36.0732
CHST3	24.164167	31.059992	34.518257	35.010284	37.561737	34.205849	27.731266	24.881521	41.479382	22.326035	50.758003	43.35828
CHST2	68.707573	74.798309	50.411434	52.499313	59.899719	103.125717	71.540199	95.600655	80.854805	45.532436	36.093678	36.94138
CHST5	32.679329	37.097626	19.316555	24.739233	21.175798	25.261587	20.478197	14.270432	16.842527	15.129405	25.443653	29.320192
CHST4	18.552896	17.306034	15.245785	21.978594	27.44771	19.162439	19.532164	17.232281	34.445057	19.813162	21.882973	18.382984
CHST7	112.252632	103.860741	94.377602	98.671822	88.984871	127.553658	130.106323	127.557396	132.179367	91.633186	84.927048	107.257484
CHST6	12.123036	10.914363	11.928322	13.341448	14.502984	11.299789	8.256164	9.69038	9.694925	11.366734	15.266109	12.962135
ITGAX	204.418945	197.083878	79.179588	81.919151	123.635063	290.80484	341.653931	274.342682	285.457062	49.644497	49.442513	46.055649
LOC100133888	47.808544	43.576481	37.416039	35.667759	38.297104	46.975555	42.930061	47.711006	49.836723	47.079643	43.908516	48.166084
BCL2A1	48.255836	52.04039	45.146088	47.863728	26.753637	47.418388	70.396286	70.486481	70.91301	41.811466	50.537384	51.141384
LOC649060	16.545927	18.638733	21.504383	17.945845	20.861876	21.857046	25.00425	26.281532	30.476824	18.530649	15.523172	18.331863
LOC100133887	15.302061	22.83856	10.830454	13.068239	18.034487	16.82091	16.507992	15.789777	12.838355	17.435177	9.844992	13.188957
LOC100133885	33.203465	20.710646	34.676228	34.848812	43.358822	43.198345	34.221138	31.864971	18.766737	31.480433	36.080929	25.004114
LOC100133882	19.548555	14.396668	25.752081	13.704895	22.731691	28.716051	21.824043	14.680106	14.466481	11.47156	22.958319	19.841574
ITGAV	45.698738	49.854458	53.323521	49.128174	53.398697	64.771576	53.056759	63.458221	58.616653	47.390572	52.235569	55.07394
LOC649067	40.398899	19.688126	21.432404	16.657867	15.912258	14.166273	15.92999	15.935273	18.993446	22.487968	22.569681	11.539564
LOC652792	14.047317	20.368151	14.912255	21.49069	17.771194	17.935778	17.437147	20.560581	28.856728	20.16197	35.530483	29.605967
LOC652793	13.736433	21.259485	19.685579	21.317398	8.738491	17.853832	20.19676	11.908682	21.906816	20.345798	24.891573	16.402842
LOC652790	19.687014	24.994364	24.070242	33.695038	20.641438	25.341019	31.626778	28.360729	13.731169	20.347761	23.389235	19.501604
ITGAL	224.43985	227.546387	228.851746	221.872787	292.165527	389.434906	228.008942	216.992294	224.797607	215.919205	274.750061	228.635132
ITGAM	248.224106	268.28891	126.360245	129.846893	209.895767	447.23819	339.040588	345.859467	357.263611	91.267319	152.183655	104.317757
LOC652794	25.168558	15.852553	22.801613	35.992256	17.11924	12.492477	21.331329	15.357789	13.564412	16.822178	15.145914	21.209749
LOC652798	34.512558	26.332569	22.72237	21.760015	20.988445	23.078585	34.843597	22.13925	42.876663	27.322073	24.97057	28.05452
LOC652799	16.721664	25.261587	27.179903	16.073488	14.265906	14.406534	28.201492	27.615685	24.189692	26.10078	14.128355	18.881273
ITGAD	18.050112	14.803219	9.305659	10.178884	9.801435	13.367536	8.572165	9.09762	13.157187	8.953778	8.966043	12.141573
ITGAE	137.138901	141.159897	123.248634	134.576035	144.391068	157.712204	145.327713	148.141327	160.417587	134.240417	163.871994	132.793289
LOC646949	52.415791	51.530479	59.576221	56.949104	55.488163	47.239388	47.435257	50.028904	52.534065	60.663277	64.244766	59.495113
LOC653441	31.386065	17.572506	16.42322	25.777073	20.310707	26.78731	15.619144	29.542406	34.703899	30.015705	17.530022	24.821009
LOC100132429	17.06221	20.035723	15.268255	16.4023	19.004456	17.111549	20.764738	15.163141	12.345865	20.332327	21.865059	14.588264
LOC100132428	45.764858	35.086655	32.183529	38.417721	38.868008	32.669952	28.483065	20.067875	34.100624	36.361012	30.658247	24.495735
LOC646942	917.660583	891.497009	990.801331	973.42627	950.160339	873.375793	823.43634	803.690308	803.690308	1024.764404	934.055603	950.579346
LOC100132426	18.983578	18.664364	9.516563	12.267404	14.546691	19.196775	14.864088	23.012415	16.187351	13.230573	14.992774	10.999191
LOC100132425	45.784939	51.601601	52.355801	55.934116	47.435257	51.758537	49.009457	49.458355	43.958794	52.521461	37.032269	53.212978
LOC100132424	8.325294	15.441575	28.564104	10.131406	11.967022	10.835695	9.956189	10.234081	8.397208	12.192976	14.956509	12.783047
LOC646946	18.807968	18.034487	25.434427	18.731737	25.004114	24.634781	8.12041	19.734339	29.699722	19.470907	19.99073	15.574638
LOC646947	14.968297	20.31531	25.424351	12.842128	22.384539	35.934532	22.83856	16.244701	15.956707	14.911123	14.282388	15.166129
IGF2R	368.468445	369.019318	314.332672	312.417236	379.210663	608.175171	609.626953	292.661285	289.010162	264.011383	316.495361	252.561386
LOC649396	12.261043	24.558565	23.910883	39.544621	33.749035	25.76926	16.302006	25.900297	26.806795	28.883989	36.238632	18.846786
LOC649397	22.10603	24.138657	23.456009	26.338778	25.683937	25.980782	21.59516	16.01173	24.887486	18.941223	10.935272	21.829334
LOC649395	40.914341	37.187916	36.725746	23.45941	21.182867	34.517147	33.918098	23.357565	15.955394	38.993626	23.250214	21.452879
SLC36A3	20.443708	13.654979	7.933774	18.540625	16.313093	17.526968	17.052443	17.5639	17.004452	18.804619	16.746254	16.898432
CKS1B	129.188293	123.314293	122.002167	116.455238	116.81385	126.567375	119.908127	130.450745	126.183372	124.135742	109.669533	126.425148
SLC36A1	50.046658	46.394867	34.884766	38.267498	42.284557	47.10294	56.953243	62.122116	62.1721	38.417721	50.770359	41.940639
LOC649639	38.34663	44.604778	52.935261	48.586803	42.534672	52.953098	36.360451	36.938461	42.809353	57.117157	51.866699	49.836723
C14orf115	30.839899	26.331854	32.554882	14.007767	36.09938	24.134365	41.068146	19.669165	22.332323	24.749697	24.426018	23.532276
C14orf112	228.794907	230.891403	230.250427	258.041473	249.730942	263.449615	211.256958	240.619156	239.464676	225.690613	268.081451	261.794922
LOC729269	17.532806	39.652344	21.272402	23.054701	17.767046	14.768348	35.262501	24.076033	37.277145	37.09771	24.780455	27.94426
LOC729266	17.164515	31.529493	16.589142	29.837955	20.256086	25.736223	25.75827	13.2395	28.089479	27.767948	16.875931	21.978203
LOC729264	14.289073	26.095234	33.235344	18.548456	18.655386	27.394083	20.504469	18.268112	22.007072	34.676228	32.313084	20.262022
C14orf118	19.380518	23.264957	18.880978	20.427225	20.203856	29.596075	34.176868	46.291077	35.526642	19.296101	23.943605	25.327669
ARTN	7.148665	8.108668	11.943957	12.535527	17.324968	13.479601	17.232714	16.789103	14.587303	14.842303	14.899665	22.635004
ART1	41.438004	51.22768	47.607346	52.705521	53.678757	46.59679	52.512901	50.474686	50.255352	50.366554	49.842636	42.768791
ART3	9.492218	11.945588	15.590102	19.347559	11.25915	19.425247	11.834352	11.383528	13.181771	9.324161	10.474831	11.364451
ART5	9.711893	9.505362	9.505362	10.179307	17.661093	9.929795	11.003705	14.000616	8.12041	16.341637	12.192416	11.975083
ART4	28.084482	18.789665	15.415576	29.303406	21.865459	25.232813	24.085331	19.678026	20.803509	21.614637	17.404154	31.656408
MGC57346	63.195408	60.260155	72.108658	78.893227	70.429817	65.406998	57.617893	41.327793	43.237862	75.592171	69.055214	70.26564
LOC647707	20.970938	13.886311	20.978292	15.923938	25.346342	15.100902	24.074339	14.109002	16.877108	9.727785	10.385427	21.505352
CRTAM	15.246367	29.427591	19.813162	12.499284	38.535805	27.562544	18.767242	25.504713	26.15868	19.383095	21.670027	21.963385
CADPS2	33.630135	20.037203	43.192562	35.011841	18.445692	32.296032	24.128487	20.274923	23.900875	16.446991	17.315081	11.935347
RLF	81.367615	80.844894	83.529083	88.448532	87.693642	96.453568	87.727211	85.974915	80.138054	82.823166	97.302299	89.721863
CRTAP	189.490112	195.391251	131.275177	122.785629	121.889046	111.729805	164.525696	264.68866	262.055389	133.715286	114.362053	136.051468
OR2A12	16.922682	10.100213	14.74759	12.84465	8.734537	15.274093	14.093568	15.452386	12.45838	11.319077	11.834248	16.535603
ADPGK	143.606155	144.980164	119.809769	124.61982	126.183342	133.686478	149.694809	179.681915	174.179031	126.183403	125.573074	116.404114
HPYR1	17.862982	15.430299	15.878751	13.239074	14.263997	15.77881	14.298901	13.094857	9.471873	9.385451	24.563566	14.429082
CPEB4	51.985691	52.822182	42.509571	45.678143	47.027035	47.41988	52.398346	61.607243	64.612045	42.979794	46.180443	41.731461
CPEB1	13.553188	20.272493	24.899885	18.608692	19.926554	12.984745	13.564891	16.18708	26.342001	21.004131	26.056322	20.740751
CPEB3	72.136314	72.294205	69.028687	66.701302	72.485153	74.882492	77.012749	78.833664	79.572182	74.598282	78.308647	69.679909
CPEB2	57.264439	62.511452	60.77029	55.074181	53.841507	67.000771	81.528252	75.467552	74.604263	63.06953	61.613201	63.51799
SRBD1	90.783981	83.085243	85.057442	88.758949	87.922165	93.74852	103.885925	95.658859	96.453568	84.623718	86.259888	80.875389
ABAT	40.046299	46.695759	22.543255	29.251726	37.416039	49.992813	54.297787	44.682934	49.273037	31.726274	31.013186	30.555258
LOC100134140	18.335497	22.838146	19.716408	24.599182	15.680569	21.047623	22.357738	14.237796	14.237796	14.119971	25.223028	25.753668
LOC651177	13.093906	10.100774	13.054345	19.15554	15.62806	13.649865	19.050781	17.56587	15.520421	21.677059	9.990745	9.875367
LOC649937	11.718562	10.385427	20.304062	15.360103	27.623167	13.00622	10.762252	14.128939	19.815042	12.192696	14.124846	15.995127
LOC100134144	74.7005	74.7005	62.60059	61.121723	67.017418	75.527557	88.402786	90.662628	95.599976	66.136375	67.898155	53.599285
LOC649935	14.410108	15.006106	23.604843	11.449055	22.852888	15.64624	16.028139	15.955394	14.591959	13.893177	20.939041	20.0865
LOC644544	52.112789	40.256084	27.62121	48.195942	45.861462	47.863728	48.676167	56.070362	57.604355	42.683487	41.115673	46.316902
SP1	111.627953	110.103836	110.73542	103.214813	105.277412	100.280045	124.168961	104.52124	100.355339	104.547127	96.262962	109.752243
LOC644548	38.218636	32.112892	30.871391	51.672783	43.122421	34.982868	42.018913	31.969667	44.199833	39.956364	41.445374	31.713169
FLJ46154	24.190903	24.824533	27.516409	24.188358	21.776733	22.982809	15.615268	18.944223	16.107677	19.897413	18.785412	24.798128
FLJ46156	12.598789	22.35379	20.905703	17.083475	16.4573	8.327996	23.906151	22.654987	13.2795	38.863831	32.893173	24.622826
LOC284861	18.660103	17.598997	12.553741	38.709381	16.89863	30.875477	15.966329	25.638515	22.588987	21.757511	20.998949	15.638837
CDH22	17.297321	19.449062	12.435536	10.310825	19.718258	15.897588	11.885442	20.305738	28.727476	19.843576	13.188201	20.188585
LOC441208	20.781664	15.244693	11.923034	11.937138	18.154709	23.389235	19.122114	17.053474	19.745323	20.90373	24.076033	14.18794
PHOX2A	17.896765	15.488845	19.12019	14.114265	14.917342	16.640543	16.165607	22.052511	26.357893	26.730185	18.404934	15.993754
PHOX2B	19.162439	30.004992	21.335798	15.535529	20.69219	27.337294	27.097208	21.756792	28.328468	30.420141	16.405327	18.978142
UPK2	15.043807	21.32443	20.363894	10.402867	19.713173	14.442488	12.390987	12.499346	19.79998	19.2027	8.623284	9.623458
CFH	59.036011	54.505676	68.931328	66.974854	70.422707	53.037861	53.108192	62.435333	56.647175	74.522354	83.038872	74.913223
CFI	52.214638	52.54705	47.078812	47.952084	49.436676	52.427299	54.15353	57.408356	56.475243	48.638935	48.292019	48.369385
ANKFY1	115.862556	117.451271	128.057068	125.417099	114.977867	114.379204	117.689194	115.821655	116.459854	125.89389	110.940125	118.887199
CFB	20.278227	35.878067	35.649971	19.603273	34.726818	21.616962	34.583519	37.228931	37.04015	23.144751	32.406044	20.359547
CFP	131.726456	136.417114	67.197021	67.620712	71.893265	81.464378	196.012802	218.93634	220.945618	52.905739	46.997818	54.189655
AAAS	27.915304	39.497959	37.624237	37.501163	41.160141	43.279499	36.597153	47.265858	35.296574	50.827259	39.770008	42.805813
SIDT1	81.75209	88.543671	77.069626	75.594467	75.929787	90.582504	74.612106	64.506462	67.138466	81.137527	82.307716	71.166016
SIDT2	302.283661	292.322906	159.605576	160.944244	169.454712	192.306946	358.090881	397.184387	379.635376	144.289871	130.552917	139.420715
CDH24	34.301907	28.434237	22.640205	41.058376	40.798981	26.899912	39.066494	33.551933	42.956272	41.364002	35.898792	37.476776
LOC100131247	11.911487	14.109136	17.930748	10.272479	27.031576	16.667053	13.893177	20.553249	18.605263	20.518164	18.375898	14.805901
LOC100131244	16.650526	9.325253	18.637968	14.826	19.877544	16.346455	15.291368	22.954571	15.463713	14.559209	17.325481	18.535072
LOC100131243	15.081794	27.149015	21.412016	22.706066	29.544184	20.100969	13.804347	25.035978	26.433777	19.378096	25.42079	20.811214
PISRT1	26.120121	21.833534	33.550236	27.043602	23.856363	19.917521	26.289495	18.980776	20.603392	27.923208	31.908863	25.360588
SAGE1	27.635443	16.535603	30.540127	25.922155	10.629957	24.066826	30.200268	24.634781	33.896992	25.880856	16.019484	31.527601
TGIF2LX	14.6228	14.863577	12.545832	17.456497	13.225368	16.174807	21.042978	17.669607	13.608488	22.139595	15.001524	17.455145
LOC650498	22.609663	15.721886	16.362486	16.472229	10.647711	12.388202	16.647528	12.44031	9.518731	30.475657	12.2679	12.399995
LOC650496	19.948845	13.581711	16.987438	36.570602	16.299057	30.966078	17.826881	16.555521	25.220898	10.378632	16.539446	17.724585
LOC650494	21.843845	15.631226	16.995045	15.897588	11.72502	22.262863	27.898857	12.390043	17.03981	19.752832	12.781462	15.871739
LOC650491	41.928696	34.509418	37.043537	35.871971	35.202503	40.233322	31.57074	39.823112	34.869907	38.652832	41.055927	34.100769
LOC442049	21.017454	34.975525	35.878067	34.945156	31.941946	28.732368	25.41534	13.342939	23.736908	25.616371	26.450607	30.876572
AAGAB	74.828682	78.161171	76.852371	80.204269	79.549828	88.779167	75.764122	84.410583	83.708298	84.640266	85.04789	84.606941
C4orf18	97.57679	100.794601	18.940302	20.126041	50.339626	52.837456	102.081001	153.033249	156.594513	15.890516	12.525595	17.861246
C4orf19	22.332909	20.620939	29.603395	20.76697	32.577221	27.403782	22.642288	17.240381	17.8456	13.245396	21.245047	22.837095
SLC7A6OS	56.833557	63.659664	66.525009	60.159233	53.049713	57.667786	57.105846	53.70974	54.148422	57.892704	56.907139	65.943451
C4orf14	197.46199	195.626602	217.18161	221.13092	195.486053	154.033386	186.500168	205.577576	213.244675	225.26651	204.1548	225.033524
C4orf15	13.127121	11.864122	24.170288	17.898668	15.84896	20.092527	14.838629	12.391176	16.519142	21.876543	28.476582	35.457355
C4orf16	24.604406	20.362642	23.071703	28.894386	32.707603	31.775862	18.941446	29.064909	32.373299	20.059214	41.891602	30.020294
C4orf17	9.692843	8.132152	12.558685	13.970948	13.064528	12.718495	9.767108	8.165883	13.816373	12.228584	12.15161	13.954298
C4orf10	30.573593	47.239388	38.632149	36.414783	42.184208	34.416901	40.621021	38.459755	33.746178	32.710194	34.051586	42.809822
C4orf11	21.096659	19.382528	18.75774	18.120646	22.954538	19.15554	17.791258	27.614424	21.786829	36.084759	19.720367	28.860453
C4orf12	19.242048	31.86091	17.824223	22.213118	19.430496	19.861164	20.84222	24.780659	28.824306	15.143533	15.79609	21.487682
SCYL3	60.814339	66.98027	67.194016	67.124329	67.180862	62.38979	62.885014	50.316025	54.71743	69.643295	68.774048	71.13636
LOC392382	28.770081	31.852005	17.707125	25.357735	25.402681	25.300112	22.492937	35.353565	34.752464	19.748575	32.038967	17.366949
EFHA1	149.448898	169.389267	178.033249	184.791412	171.785843	181.414093	155.756287	148.099518	158.360046	154.027756	189.239456	180.52063
EFHA2	34.513824	20.663643	25.922155	24.752876	23.259729	28.832182	15.135197	22.514177	29.429197	42.149693	33.817711	17.03861
AAA1	20.032267	34.098583	29.828222	19.734339	25.043728	28.764126	26.211487	37.551888	46.96352	30.952208	39.31612	21.531666
TERT	14.588591	14.454226	12.599519	10.155177	12.409239	14.109533	10.7817	16.880104	15.956582	17.364134	16.421284	23.200661
ABCE1	112.188324	115.594261	130.707901	131.571716	135.830856	109.907936	98.39653	104.012108	105.251144	137.641006	146.316315	130.112976
LOC391609	29.564346	23.915602	23.388245	27.945133	22.076942	31.561949	26.813879	19.156765	29.139526	24.836174	26.658281	24.734266
LOC286297	11.975934	22.992966	24.797192	21.009256	14.992774	19.884073	16.907852	22.835531	21.754276	19.681192	29.063305	22.360754
C15orf26	24.630421	15.833323	27.042496	29.093008	25.978645	20.762653	23.578835	24.743959	13.427479	26.81834	26.941683	17.369986
C15orf27	19.925562	16.64006	21.762974	23.963041	24.394773	13.943882	15.715964	24.796467	26.481482	15.601587	19.385609	17.827463
C15orf24	316.698853	342.11377	329.103119	326.184082	334.765961	361.98877	286.62146	319.348267	320.139221	329.040344	365.240814	344.723145
C15orf23	54.298904	53.401272	47.457001	47.305012	48.976894	45.057613	47.006924	59.470615	64.604553	52.723858	54.591888	52.177109
C15orf20	22.86064	28.878786	29.831045	31.232695	28.236391	35.557785	31.537527	33.319939	41.78709	31.437088	35.292477	29.669575
C15orf21	33.156395	25.55422	28.741583	17.772282	18.589705	31.813402	26.366158	20.763344	37.017639	39.713276	23.327114	20.945816
C15orf28	51.993046	54.687656	58.420059	55.297829	52.864334	52.499313	64.329704	61.250622	61.997555	52.952526	49.458355	42.162834
C15orf29	40.548794	39.29705	37.073338	33.110062	40.603439	40.254856	40.115009	21.211641	40.016937	38.704796	28.217083	40.335209
FLJ10996	26.271362	28.5604	38.630718	36.341602	37.04015	37.038792	37.024391	31.859137	49.869217	34.202126	32.208824	31.096632
TP73L	14.701567	14.330561	29.201931	23.477859	23.441139	29.48727	25.341019	18.194952	32.285782	15.029798	16.455	19.722265
ZNF117	11.540218	9.912867	14.38563	9.618193	12.767112	11.378698	11.979786	13.75488	18.074883	15.529819	11.386793	17.402208
ZNF114	21.957987	22.972452	24.361748	18.945637	26.83189	24.98012	22.02339	21.185387	25.994642	19.328815	15.233542	20.626574
SEZ6L	14.938436	11.404856	11.986609	25.320925	17.535177	16.872461	9.567778	23.785921	15.272482	9.332222	16.924049	9.551026
PRKAR2A	64.891403	60.616478	63.02269	53.584652	62.962521	68.666405	54.550289	63.335045	63.759449	62.181679	61.598015	63.405067
C20orf52	463.136932	436.963043	423.384216	453.405762	444.5625	484.504272	448.251312	447.365021	446.875946	447.660461	453.405762	441.173004
C20orf51	16.859842	25.226809	29.158545	24.298021	20.627876	31.096199	37.411755	22.804808	18.078697	25.867586	17.180923	28.742723
PRKAR2B	18.36562	13.182723	17.615919	17.610853	12.077022	17.772072	14.981557	16.400255	31.486851	13.880653	15.172148	16.776354
C20orf56	22.322311	10.104271	26.260109	42.833149	17.985701	23.856159	24.540876	31.845057	16.3703	14.375465	17.082945	10.935272
C20orf55	121.011253	121.526642	97.57679	96.725487	96.619484	105.068321	142.349472	161.146133	175.275772	89.437737	96.453568	97.695915
C20orf54	19.469557	16.032337	13.82155	14.385637	16.068432	22.379995	14.237084	11.604901	19.618914	14.458764	26.995098	14.107316
TMEM200B	14.95602	32.683136	18.808189	19.720995	24.997652	29.413925	17.327553	25.320925	18.081116	22.134245	17.288691	30.564568
ITGA2B	26.33713	30.625612	21.503414	21.86986	28.86442	37.228931	29.382832	39.82354	27.349852	25.296726	37.714241	38.160225
RFXDC2	36.133327	23.855749	40.195358	32.440258	23.397045	42.801212	27.109097	16.027178	22.502127	34.013359	35.526234	36.452156
SHOX2	45.298676	38.968506	41.632164	45.892372	43.890339	43.397579	34.347553	43.846779	35.866497	31.32748	49.644497	42.016571
PHACTR4	159.050766	151.430817	168.370743	159.605576	164.563599	160.01239	135.192734	161.670685	153.279251	167.189453	164.162994	162.876923
L3MBTL	18.538401	21.914755	29.385096	37.09869	31.616133	13.818132	16.411484	27.886499	24.759556	33.321243	30.982632	28.189703
NLGN3	11.001461	12.10238	11.137316	21.865459	12.408195	13.478694	28.726452	12.41638	10.042553	13.931082	16.18708	13.034772
PHACTR3	20.661728	25.612129	22.748968	30.226999	29.703968	29.381701	26.319447	33.50383	15.794681	30.266378	28.171459	14.803844
NLGN1	18.538956	17.916529	26.456959	27.079157	34.855228	24.116646	20.135296	29.690414	34.855228	30.171055	31.497738	31.835135
KRTAP2-2	9.321066	17.387859	21.651728	11.252678	19.887339	13.670732	12.267977	16.203268	14.647326	17.12112	16.30974	17.214357
KRTAP2-1	22.458164	14.640146	30.348238	12.25445	11.773519	13.12203	12.781332	19.683231	21.127867	20.900511	9.527392	14.696502
LOC390956	23.461193	16.506027	17.365433	21.544317	22.785358	14.313786	26.181536	18.589903	21.572762	21.912992	27.179943	19.743107
NR1D1	31.479406	22.354425	39.476768	32.327747	20.807837	25.23086	32.749931	23.475653	28.439766	27.079157	24.711752	16.5096
