gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
EBF1	230.75	415.166626	101.599998	217.0	35.666668	92.0	194.083328	64.454544	254.118896	20.333334	271.75	90.666664	47.25	352.0	176.0	221.227615	152.333328	32.916668	13.181818	873.764465	257.600006
EBF2	20.166666	17.333334	25.0	15.75	12.666667	20.0	17.375	17.636364	15.0	12.25	14.375	13.666667	12.833333	19.181818	18.5	14.166667	16.125	13.083333	15.333333	20.75	17.833334
EBF3	34.875	33.875	68.818184	35.5	23.833334	29.0	40.0	85.125	45.599998	25.0	35.0	32.200001	27.666666	37.599998	29.625	26.923077	68.333336	23.200001	27.8125	60.625	34.18182
EBF4	45.5	52.916668	153.5	44.083332	33.636364	51.666668	49.583534	224.363632	108.0	52.0	60.333332	52.18182	60.333332	40.0	42.0	39.166668	48.125	37.0	61.615383	44.076923	40.666668
EBI3	40.875	33.833332	68.666664	24.4	25.0	36.0	40.81818	80.599998	100.0	27.583334	58.0	32.916668	79.875	27.333334	38.0	93.57692	52.5	29.40909	115.272728	25.636364	45.666668
EBLN2	221.0	58.5	38.799999	197.367798	82.5	140.0	212.5	65.0	235.600006	139.199997	133.600006	122.800003	64.681816	118.833336	77.75	56.75	84.833336	67.25	329.272736	62.25	68.599998
EBNA1BP2	624.941223	717.536194	549.666687	419.181824	574.5	776.75	391.81842	556.5	957.333313	380.833344	407.666656	323.375	457.799988	384.0	800.230835	254.614365	483.685974	633.566833	206.833328	539.623047	859.875
EBP	407.166077	570.666687	2007.0	304.0	355.169525	415.799988	265.600006	1190.439331	418.609833	359.0	232.5	431.0	529.200012	386.058228	476.600006	226.625	1058.0	570.200012	268.625	476.0	329.375
EBPL	1575.43103	2146.733398	420.545441	1760.666626	1588.57605	1862.333374	1751.000488	255.75	680.333313	1531.740723	546.280701	946.75	877.547241	1941.147827	2262.215088	864.497803	180.375	1893.796997	259.0	1542.5	1718.25
ECD	249.0	284.166656	361.338989	148.666672	184.090912	252.676743	133.0	356.799988	297.0	160.800003	141.0625	221.779907	233.625	235.0	276.333344	155.666672	208.833328	263.5	178.833328	260.5	299.863647
ECE1	194.666672	148.600006	224.0	134.5	197.0	150.916672	94.199997	203.5	125.400002	106.833336	90.0	107.416664	120.400002	110.166664	127.333336	96.75	59.400002	118.0	170.5	152.75	135.0
ECE2	50.25	45.200001	39.200001	49.666668	62.333332	63.125	51.0	38.0	46.833332	58.400002	51.666668	64.333336	68.0	48.909092	64.333336	55.894012	31.4	79.666664	62.75	39.18182	48.25
ECEL1	42.0	48.25	36.0	48.400002	47.31818	40.0	40.0	49.333332	60.0	52.0	48.409092	54.18182	53.545456	41.25	46.333332	55.0	30.0	52.5	49.25	37.333332	42.599998
ECH1	864.956421	893.667236	931.805115	693.333313	650.5	678.087585	590.849854	587.200012	220.666672	566.333313	266.586761	913.333313	922.25	968.82489	767.166687	595.5	273.402435	759.5	790.666687	1054.509766	570.666687
ECHDC1	662.081848	937.0	1868.0	458.666656	747.67511	526.599976	805.90863	1255.666626	677.0	313.799988	870.799988	599.599976	520.64679	691.0	785.401611	851.0	989.812195	879.451416	396.5	1884.233154	880.5
ECHDC2	336.9664	210.555511	317.0	650.799988	274.875	256.0	167.666672	241.0	174.5	342.333344	142.333328	165.5	129.75	429.399994	278.0	126.5	209.0	256.666656	149.766785	304.333344	126.294693
ECHDC3	168.72728	388.333344	373.727264	410.666656	227.833328	216.5	143.081985	97.230766	187.5	339.666656	198.200012	166.0	79.25	382.0	217.0	177.0	151.25	164.0	169.399994	547.5	222.666672
ECHS1	2220.842773	1735.451538	1325.930664	1830.703857	1492.35083	1964.701294	2509.408691	1196.0	1433.343262	1569.00354	1618.599976	1958.994019	1338.25	2005.0	1839.666626	1992.0	2173.333252	1820.985718	1298.0	2397.462402	1369.991089
ECM1	636.333313	1292.687256	585.666687	603.0	486.666656	1109.75	141.666672	1564.0	152.875	4296.85791	143.333328	1248.125	339.328094	910.0	742.0	155.5	995.0	887.268066	227.75	532.780212	684.40155
ECM2	128.07692	242.5	93.07692	141.583328	60.916668	59.333332	191.333328	56.25	95.666664	38.0	382.666656	164.333328	58.200001	406.916656	182.0	304.5	99.800003	49.5	18.200001	1204.0	102.333336
ECRP /// RNASE2	22.666666	18.5	19.333334	19.666666	26.5	28.799999	24.333334	19.333334	30.0	22.333334	24.666666	23.666666	23.333334	20.666666	21.454546	23.875	20.333334	26.75	45.200001	17.5	26.0
ECSCR	183.600006	269.0	139.600006	109.958694	48.833332	170.375	83.181816	125.545456	291.200012	54.363636	81.0	97.666664	86.0	110.25	90.833336	114.272728	401.790802	57.6875	42.18182	468.277985	400.0
ECSIT	172.5	134.666672	285.600006	155.0	145.363159	175.27272	88.0	275.600006	210.0	224.0	97.0	126.0	151.0	145.0	143.583328	82.0	79.727272	157.399994	203.333328	164.333328	117.0
ECT2	47.200001	50.96154	38.799999	73.666664	83.25	70.400002	105.199997	46.799999	57.666668	63.0	63.875	60.200001	69.63636	39.666668	63.0	62.599998	53.18182	107.5	58.400002	44.636364	116.666664
EDA	36.400002	27.875	25.5	32.0	32.166668	36.0	33.200001	21.166666	32.666668	35.333332	31.125	30.0	30.5	34.833332	32.0	30.333334	25.799999	28.636364	36.125	28.9375	24.0
EDA2R	34.625	24.6	33.909092	35.090908	36.0	29.799999	30.4375	39.5	33.0	39.5	34.0	34.083332	38.200001	32.916668	35.346153	32.0	23.76923	35.400002	40.599998	25.772728	30.5
EDAR	61.0	55.727272	62.160477	89.625	206.833328	51.25	61.0	43.666668	71.5	100.875	59.75	61.615383	65.916664	73.25	52.666668	79.0	34.5	58.5	57.833332	94.625	68.0
EDARADD	23.6	25.5	25.25	26.63271	42.75	24.0	21.4	22.0	17.333334	31.666666	18.0	25.727272	30.666666	27.545454	31.75	18.921614	11.916667	36.666668	25.0	14.375	14.583333
EDC3	91.909088	84.5	83.800003	121.272728	131.821899	105.599998	106.727272	81.0	89.818184	154.25	91.909088	124.0	115.5	99.0	100.181816	107.333336	86.400002	123.599998	115.75	73.666664	72.192307
EDC4	289.5	158.833328	191.75	407.916656	352.083344	239.5	138.863632	259.75	286.020203	286.200012	170.0	237.370438	298.666656	259.0	210.875	201.166672	90.666664	241.600006	455.333344	184.333328	190.333328
EDDM3A	8.230769	8.0	7.5	8.8	9.375	8.5	8.5	7.5	8.5	9.0	9.25	9.666667	8.333333	8.666667	8.576923	9.8	8.230769	9.0	8.5	8.090909	8.090909
EDDM3B	8.75	7.75	8.0	8.318182	8.6875	8.333333	8.333333	8.166667	8.125	8.333333	8.583333	8.833333	9.0	8.333333	8.0	9.5625	7.833333	8.909091	8.666667	7.5	7.909091
EDEM1	343.833344	516.200012	644.166687	183.045456	195.666672	299.624237	446.379852	1083.966187	229.760986	333.333344	300.060822	321.5	375.600006	209.0	390.333344	529.833313	491.914795	245.5	389.666656	249.249786	451.916656
EDEM2	101.63636	89.0	216.416672	75.0	88.800003	120.666664	188.5	317.75	88.400002	62.666668	78.75	147.399994	180.409012	70.625	80.599998	95.192497	288.666656	96.833336	315.666656	86.5	151.600006
EDEM3	180.375	122.800003	192.875	143.166672	131.5	127.0	114.400002	182.804153	38.0	54.0	81.400002	122.0	95.75	126.666664	196.619751	155.583328	103.625	142.25	130.166672	124.666664	185.25
EDF1	2783.67334	2109.271729	3321.5	2509.408691	2441.306152	2199.830566	2098.831299	2876.390381	2015.0	2820.372559	1005.387817	2060.001709	2465.035645	2356.838135	2158.75	1391.584351	3040.210449	2226.143311	3329.078857	2537.166748	2215.0
EDIL3	104.333336	174.0	194.916672	90.0	1779.666626	48.200001	50.576923	35.200001	36.25	147.666672	64.800003	129.545456	35.200001	217.333328	93.0	62.400002	84.0	107.333336	18.0	289.5	105.199997
EDN1	76.125	80.400002	69.0	93.0	763.0	124.653847	85.400002	42.615383	64.75	70.181816	50.545456	55.0	38.5	137.800003	107.75	83.691246	84.333336	95.0	46.333332	92.181816	137.399994
EDN2	79.892715	40.799999	132.666672	45.0	199.25	50.25	52.0	85.400002	54.333332	53.5	39.666668	40.5	45.5	48.0	42.333332	42.5	30.75	91.666664	57.333332	38.346153	41.75
EDN3	22.3125	29.083334	30.9375	20.666666	18.799999	21.200001	19.5	24.666666	22.727272	19.4	23.90909	240.0	20.0	28.125	25.5	25.25	30.5	19.166666	27.166666	32.25	17.666666
EDNRA	86.166664	151.5	163.75	90.333336	92.416664	142.25	328.272736	56.200001	96.800003	25.666666	87.166664	70.599998	42.0	110.666664	131.856613	159.399994	59.666668	92.818184	15.833333	223.166824	173.545456
EDNRB	97.5	301.5	357.333344	126.0	85.375	165.931732	267.0	216.600006	232.0	126.0	122.0	1659.73645	39.6875	212.0	195.553162	143.958298	132.199997	57.333332	80.75	373.399994	312.799988
EEA1	154.75	205.0	255.25	236.333328	181.0	149.0	242.875	151.5	102.0	281.0	266.666656	171.0	80.0	316.333344	269.75	312.0	226.5	340.5	59.166668	309.07962	271.0
EED	291.399994	251.666672	183.333328	180.5	158.600006	226.0	333.916656	329.0	297.430084	129.0	303.583344	185.199997	455.75	173.0	217.666672	282.909088	267.363647	162.0	242.383591	172.181824	316.166656
EEF1A1	13751.492188	13005.585938	12021.133789	13861.0	14770.490234	11734.055664	14883.026367	10501.183594	13431.912109	12798.077148	15460.825195	14292.658203	14292.658203	13221.929688	11825.355469	15460.825195	11734.055664	12428.735352	11644.958008	12692.359375	12518.261719
EEF1A1 /// EEF1A1P9	15204.001953	15204.001953	16810.591797	16810.591797	14292.658203	12217.399414	16810.591797	15874.688477	14468.441406	15058.30957	16458.142578	13005.585938	14652.510742	14652.510742	12021.133789	17307.615234	15058.30957	12217.399414	13554.394531	15204.001953	14292.658203
EEF1A2	56.200001	59.0	383.200012	56.0	40.599998	57.875	48.333332	361.490601	59.0	134.5	42.75	49.799999	99.166664	63.5	73.166664	37.75	48.333332	63.200001	49.25	71.0	58.272728
EEF1B2	7531.805664	8215.384766	9623.40332	6472.436035	6617.764648	6946.899414	3123.666748	7204.737305	5394.994629	7582.028809	4521.842285	6767.827148	7480.652344	7711.645996	7444.712891	3703.638672	11143.018555	6218.217773	2801.0	7030.339355	6701.0
EEF1D	3313.414307	2671.160889	5931.19873	4339.331543	3254.0	2922.5	3987.015869	5444.333496	4185.556641	4178.390625	3329.078857	2867.274658	3342.918457	3389.998779	2950.880859	3695.017822	4603.74707	2628.057617	4250.050293	2835.082031	2565.175781
EEF1E1	163.834	254.118896	168.5	112.666664	166.600006	210.333328	71.375	176.339371	114.199997	116.0	86.333336	279.0	372.833344	140.199997	249.666672	75.125	224.0	197.803345	93.25	198.0	305.625
EEF1G	11644.958008	11409.473633	11825.355469	13221.929688	12518.261719	9957.989258	11550.146484	8077.306641	12798.077148	12115.134766	10075.467773	12312.089844	10335.666992	12115.134766	10335.666992	11317.49707	10014.942383	10501.183594	7100.525879	10763.921875	9571.048828
EEF2	10501.183594	8812.43457	8754.382813	10137.839844	8215.384766	9506.731445	5146.96875	6852.569336	8996.069336	10218.831055	6617.764648	8458.054688	8249.106445	9740.385742	7480.652344	7531.805664	8077.306641	6990.896484	7711.645996	9373.375977	8215.384766
EEF2K	968.82489	628.174255	1385.272705	1718.25	670.173706	627.833313	2068.008057	976.0	864.0	3076.125	1519.825806	562.333313	294.0	1788.625	690.75	2092.563965	750.400024	510.166656	252.399994	541.0	263.0
EEFSEC	147.800003	124.887939	126.0	145.115387	144.399994	153.0	81.875	123.57692	66.0	215.333328	91.5	125.833336	192.685989	121.0	133.0	115.583336	56.25	143.800003	216.181824	110.875	97.625
EEPD1	39.0	43.333332	56.666668	43.333332	35.6875	42.0	37.5	58.916668	34.75	52.916668	39.0	36.599998	50.333332	43.25	39.25	37.25	40.916668	38.799999	71.5	48.0	41.5
EFCAB1	17.0625	18.200001	15.0	25.1875	25.6	17.0	17.0	13.0	16.666666	31.25	18.083334	18.772728	15.695045	23.166666	17.375	18.125	21.666666	22.0	18.727272	19.4375	15.8
EFCAB2	12.333333	23.0	21.5	18.375	14.0	20.0	19.375	16.961538	47.333332	14.727273	47.599998	16.333334	20.666666	16.799999	14.8	27.666666	55.166668	14.8	41.666668	41.0	37.333332
EFCAB3	7.8	13.375	47.799999	9.0	8.666667	8.0	8.5	20.25	9.583333	10.083333	8.8	9.333333	8.666667	9.0	8.0	8.25	10.5	8.833333	8.333333	14.0	9.666667
EFCAB4A	50.375	82.0	223.5	112.5	39.799999	51.200001	46.083332	146.800003	47.0	64.400002	42.583332	48.333332	64.25	74.199997	49.5	49.666668	68.0	39.666668	96.0	137.223938	54.166668
EFCAB4B	53.0	50.192307	31.5	90.400002	30.25	37.5	69.5	30.5	71.002731	24.0	88.0	47.25	70.5	59.666668	41.333332	89.916344	40.0	29.799999	84.199997	142.0	56.666668
EFCAB5	10.8	9.666667	8.2	10.727273	11.0	10.166667	11.375	8.666667	10.0	10.333333	10.8	11.045455	10.0	10.909091	10.75	11.166667	8.545455	10.916667	11.538462	9.5	9.772727
EFCAB6	14.4	14.916667	34.0	15.166667	13.333333	16.0	15.4	36.666668	13.666667	14.5	13.4	13.2	13.5	13.875	13.727273	14.454545	17.363636	13.0	15.333333	13.8	14.333333
EFCAB7	45.384617	60.0	38.0	47.125	64.5	42.416668	37.545456	23.0	25.0	38.666668	41.5	27.625	32.0	64.0	53.25	35.954544	83.5	39.636364	19.333334	106.800003	71.75
EFEMP1	888.333313	959.680054	654.666687	569.0	402.200012	589.799988	664.159851	792.952698	888.333313	399.399994	621.0	234.125	246.0	1052.25	584.333313	543.191895	638.375	218.333328	14.363636	1611.968384	1329.354004
EFEMP2	412.271759	306.600006	394.0	334.0	417.874847	434.75	152.5	386.5	496.375	66.75	211.375	423.615509	219.687775	357.666656	242.0	279.5	284.799988	149.0	107.833336	699.924072	404.333344
EFHA1	792.503601	958.0	699.25	1236.5	1342.265259	781.844849	731.875	512.75	1511.666626	1777.121216	1139.229614	1154.5	1062.0	1275.070435	1139.229614	785.401611	645.25	1435.067993	910.588135	1479.009521	1350.484009
EFHA2	17.5	28.0	12.0	50.599998	66.0	17.666666	21.0	10.0	22.125	14.833333	31.25	32.799999	12.666667	58.0625	19.5	21.799999	31.0	14.333333	7.833333	140.0	51.923077
EFHB	11.2	14.8	9.875	8.166667	8.4	8.125	9.5	8.909091	7.5	10.4	7.666667	8.6	8.0	9.153846	10.0	7.5625	24.727272	8.1875	9.038462	29.75	9.5
EFHC1	157.666672	69.25	35.200001	197.666672	169.0	86.666664	82.0	34.916668	59.0	137.583328	73.0	136.0	41.666668	147.909088	100.800003	58.583332	95.75	66.166664	49.799999	98.5	67.0
EFHC2	20.4	33.75	12.090909	32.200001	16.75	16.083334	16.5	11.75	16.0	45.81818	16.666666	13.333333	21.4	39.31818	38.0	18.0	28.875	19.5	10.0	23.799999	17.75
EFHD1	98.666664	145.0	156.596436	223.333328	76.666664	61.727272	101.5	40.200001	141.0	47.0	146.800003	224.185471	63.090908	269.818176	111.057457	271.166656	92.875	51.0	32.0	518.5	156.459641
EFHD2	431.81662	548.363647	292.166656	201.818176	208.0	402.0	517.601563	355.169525	405.666656	213.0	630.354248	205.0	809.817627	142.600006	242.875	873.764465	258.0	316.0	1244.0	219.454544	496.799988
EFNA1	763.0	681.0	654.42218	1440.695801	2139.333252	810.341736	350.799988	185.5	346.5	1057.5	205.833328	475.636353	108.0	1733.261108	875.02655	310.731781	98.5	920.865417	49.833332	828.333313	553.333313
EFNA2	19.583334	16.115385	22.333334	13.0	15.5	18.833334	19.0	19.5	16.454546	16.25	15.0	15.0	16.25	16.5	21.5	17.0	15.318182	16.0	23.4	15.166667	14.75
EFNA3	151.5	121.166664	88.166664	121.416664	207.377701	119.0	80.5	52.583332	69.875	334.333344	73.400002	70.666664	68.333336	227.0	189.5	124.199997	52.166668	146.4375	79.0	71.0	58.0
EFNA4	84.730766	112.5	385.666656	125.666664	307.5	83.5	73.5	186.166672	43.375	144.0	37.333332	52.400002	50.5	140.125	110.5	52.25	98.666664	126.800003	58.75	133.5	85.666664
EFNA5	107.75	155.666672	305.166656	118.400002	72.416664	82.0	208.0	114.916664	124.0	146.665955	124.666664	84.666664	54.166668	211.666672	132.5	150.833328	133.199997	179.333328	32.25	224.6875	96.0
EFNB1	81.833336	62.0	173.0	72.833336	101.5	84.0	59.400002	170.333328	64.63636	120.333336	58.5	60.799999	73.5	77.25	78.25	58.333332	52.0	101.666664	71.818184	54.0	55.346153
EFNB2	722.451843	760.485107	788.75	346.375	547.333313	398.197479	650.799988	223.166824	319.727264	647.847412	300.666656	234.600006	120.0	857.0	422.107666	617.379944	142.399994	602.672852	23.25	665.333313	456.431366
EFNB3	63.25	68.125	41.0	92.125	249.333328	58.0	59.666668	23.875	106.25	150.600006	93.9375	100.818184	67.0	86.199997	62.333332	81.637444	26.875	106.36364	60.875244	65.0	52.272728
EFR3A	1072.0	1157.617065	770.0	1386.0	922.25	1083.333374	2364.339844	884.166687	1754.952393	1918.635254	2585.166748	1028.423706	1072.0	1591.936157	1317.87854	2569.48999	1097.5	1477.551636	739.455017	1326.75	1342.265259
EFR3B	32.666668	35.5	50.333332	40.625	42.083332	35.666668	40.0	49.400002	42.5	43.0	36.454544	58.0	35.25	36.0	38.166668	34.615383	30.0	48.5	42.200001	34.576923	32.5
EFS	496.799988	209.5	719.392578	973.0	555.666687	371.799988	360.3125	378.75	501.5	911.106567	175.192139	159.666672	62.75	629.37085	357.42868	183.199997	204.5	446.666656	33.666668	462.827087	233.2789
EFTUD1	180.833328	155.25	79.188416	152.875	188.125	218.75	282.666656	58.25	189.540649	169.125	194.916672	189.399994	165.875	185.25	209.590912	164.0	106.943321	302.375	262.0	138.916672	229.760986
EFTUD2	496.0	278.333344	169.256897	402.0	486.333344	610.5	324.875	227.666672	252.676743	422.5	281.0	481.333344	567.0	339.666656	454.573212	380.833344	297.0	385.25	514.8255	219.800003	371.5
EGF	13.75	18.0	13.583333	16.25	18.75	13.333333	17.833334	12.0	13.545455	15.8	12.25	13.0	10.769231	19.916666	12.75	13.125	26.333334	14.333333	12.4	28.0	15.166667
EGFEM1P	8.833333	8.75	7.5	9.0	8.090909	8.0	8.2	7.75	8.2	8.0	8.090909	9.2	8.2	8.583333	8.25	8.666667	9.0	8.0	7.75	8.125	8.25
EGFL6	46.0	142.166672	20.200001	139.457809	41.18182	152.75	286.0	64.833336	254.614365	17.333334	140.5	109.166664	93.666664	218.333328	80.5	88.75	179.422943	55.0	13.125	321.600006	97.666664
EGFL7	147.399994	110.5	80.400002	122.0	69.400002	142.199997	76.666664	82.0	115.454544	74.769234	86.333336	99.916664	100.25	110.5	121.416664	83.0	61.5	79.75	107.5	177.125	111.666664
EGFL8 /// PPT2	126.0	96.0	101.333336	169.175751	137.0	132.333328	123.5	104.666664	140.125	179.5	119.5	356.666656	101.090912	144.615387	162.399994	131.0	56.0	140.0	103.75	94.25	80.25
EGFLAM	88.75	123.333336	57.0	145.833328	81.637444	95.0	88.199997	37.75	98.333336	63.5	65.0	71.800003	71.833336	94.875	88.333336	97.0	72.666664	60.0	41.25	158.662659	138.666672
EGFR	444.0	220.333328	494.469635	286.0	604.125061	292.874664	251.875	254.291092	121.333336	297.227264	169.800003	246.800003	46.166668	587.75	466.0	507.333344	75.833336	489.333344	48.200001	159.399994	105.599998
EGLN1	227.0	378.333344	508.272736	290.875	177.666672	210.392822	748.116699	417.181824	305.666656	436.0	477.691101	385.0	144.0	422.323883	490.600006	525.5	393.425781	310.0	294.090912	327.0	257.399994
EGLN2	124.0	100.875	83.181816	123.333336	101.333336	120.855705	98.75	90.410362	142.909088	83.666664	105.0	121.0	171.5	86.833336	101.166664	104.75	73.800003	96.333336	270.607422	95.666664	100.75
EGLN3	322.196075	667.999939	495.333344	179.625	231.0	116.960838	474.4776	334.871796	177.0	640.583557	192.625	115.916664	201.5	410.5	558.400024	147.5	643.25415	549.666687	42.0	108.272728	174.0
EGOT	25.6	19.166666	18.333334	18.181818	22.0	24.363636	24.0	21.833334	32.75	22.5625	28.0	22.666666	22.4	21.0	22.615385	21.833334	21.75	23.5	27.799999	14.666667	16.0
EGR1	1062.0	550.0	10218.831055	458.910553	756.666687	1910.375	635.0	1679.194458	1618.599976	706.125	1711.171143	1143.272827	308.333344	2232.63916	1488.666626	644.861938	1756.688721	864.497803	886.40918	496.375	556.929688
EGR2	205.800003	674.909119	1557.7146	170.25	320.200012	139.0	349.5	346.375	343.833344	313.600006	915.666687	245.399994	322.666656	315.454559	119.0	603.333313	498.5	277.181824	402.0	532.583435	324.666656
EGR3	264.666656	877.547241	1514.144043	406.600006	1684.0	343.583923	747.0	610.25	124.599998	1526.141846	332.25	448.625	111.166664	1109.75	595.0	385.333344	228.358337	751.820862	62.333332	486.067963	228.090912
EGR4	32.875	23.875	20.625	23.75	26.75	31.799999	29.0	22.0	36.333332	30.625	32.75	27.272728	34.200001	26.5	32.272728	32.5	17.833334	28.0	39.25	23.333334	25.0
EHBP1	383.5	402.200012	713.666687	299.863647	726.16803	325.807312	653.25	445.189484	474.666656	170.4375	405.094757	637.0	119.0	505.0	349.0	384.586456	270.75	345.5	58.5	658.946289	399.0
EHBP1L1	113.199997	81.625	49.0	110.710091	71.5	135.0	65.400002	55.666668	44.400002	87.667534	49.75	63.125	139.0	68.181816	89.666664	58.200001	41.166668	114.400002	309.0	55.75	76.875
EHD1	354.5	173.363632	264.666656	189.333328	157.369049	284.600006	247.833328	427.666656	175.600006	206.333328	115.5	194.166672	424.399994	169.4375	198.0	263.833344	105.0	225.416672	636.590576	126.666664	176.5
EHD2	351.625	330.311127	547.5	600.083313	255.75	467.166656	334.0	413.333344	207.377701	350.666656	216.72728	322.666656	150.666672	389.666656	288.666656	515.400024	743.166687	333.0	87.666664	560.279724	370.5
EHD3	54.599998	75.0	62.599998	58.125	60.833332	67.666664	61.0	50.200001	98.0	63.0	53.200001	58.0	49.5	52.0	50.727272	64.400002	50.0	68.625	43.125	59.384617	71.87635
EHD4	200.363953	244.833328	135.125	125.0	107.75	251.875	210.083328	250.769241	324.75	99.0	251.666672	206.75	298.0	137.399994	219.666672	229.166672	332.25	200.545456	336.818176	253.666672	348.0
EHF	411.083344	637.166687	891.135864	833.0	445.5	280.0	544.199341	612.666687	181.666672	602.333313	79.188416	109.5	51.0	326.613342	1054.509766	109.36364	129.090912	649.740417	14.083333	395.5	301.75
EHHADH	18.666666	36.166668	70.115387	46.0	38.375	27.666666	97.599998	35.599998	21.4	40.75	60.916668	36.200001	33.166668	39.5	33.5	47.375	57.76923	53.333332	22.5	69.63636	49.799999
EHMT1	65.166664	75.199997	78.5	93.25	142.199997	98.5	66.0	88.916664	66.0	84.5	48.333332	65.400002	89.875	87.0	82.333336	54.0	48.5	116.333336	81.599998	88.666664	92.333336
EHMT2	104.681816	63.727272	100.5	117.5	153.0	111.666664	68.0	111.400002	70.0	132.875	74.666664	134.0	114.333336	96.153847	95.727272	106.36364	58.0	99.07692	154.923859	66.0	58.333332
EI24	712.674255	1594.886841	906.407898	1357.469971	1461.0	1231.5	738.090515	532.333313	1107.809326	1644.186401	813.012573	1229.5	629.66626	1272.796021	1040.340576	995.666687	295.816986	1524.333374	195.920288	1486.562988	1160.485962
EID1	1646.899536	1706.312256	1659.73645	994.355225	985.0	946.75	529.833313	1557.7146	816.0	559.825684	917.25	1157.617065	1681.0	1408.71228	1086.0	923.75	1137.109253	778.0	909.0	2449.203369	1403.675049
EID2	256.5	315.0	146.909088	344.125	379.25	286.200012	158.181824	79.25	332.807312	274.0	310.666656	231.0	380.58017	330.583344	395.875	284.5	168.72728	371.600006	282.600006	511.333344	431.81662
EID2B	19.508472	26.0	13.75	16.09091	11.666667	13.727273	14.666667	13.4	14.375	10.0	17.125	13.5	22.333334	18.4	14.333333	17.0	37.5	10.5	29.125	48.5	29.0
EID3	20.5	28.0	25.454546	25.083334	32.0	23.799999	78.727272	20.5	42.599998	35.0	56.666668	13.0	31.0	29.6	25.5	35.333332	87.800003	16.833334	35.333332	38.75	36.727272
EIF1	3886.654053	3305.839355	3428.529053	3286.105469	3479.149902	3573.333252	3214.0	2137.0	3146.314697	3281.035645	3374.440674	3413.243164	3239.660645	4467.177734	3247.387939	2943.949219	3064.0	3013.44165	3590.281494	3733.453613	3094.0
EIF1AD	159.666672	222.0	728.333313	227.0	168.333328	183.0	683.682922	658.946289	465.333344	246.0	532.583435	166.75	196.875	197.5	177.687378	562.333313	496.375	188.800003	229.0	166.2388	170.833328
EIF1AX	1232.966431	996.333313	842.125	729.898376	1168.76062	853.424438	707.200012	439.136353	669.238586	1147.625	709.566162	703.744629	675.215698	1298.0	1204.800049	698.0	536.625	1261.788818	370.666656	1090.800049	1011.666687
EIF1AY	9.8	66.199997	129.800003	89.599998	88.0	93.731255	40.5	536.625	166.25	90.666664	244.44516	116.083336	279.25	58.375	85.727272	144.912094	62.599998	127.416664	72.0	402.333344	363.666656
EIF1B	640.583557	787.333313	361.873291	525.5	686.0	726.16803	413.0	223.113327	929.162842	558.0	921.39856	834.482483	858.5	842.75	604.125061	685.054932	643.0	437.25	805.5	1128.917969	970.5
EIF2A	2026.83667	2038.069946	854.0	1557.7146	1630.25	1270.0	1310.811279	444.0	1176.503906	2054.0	1395.194092	1709.25708	1554.666626	2426.700684	2194.859131	1368.70166	910.0	1701.75	905.0	2068.008057	1591.936157
EIF2AK1	416.0	401.790802	217.333328	666.400024	758.666687	500.0	656.0	169.75	323.818176	724.333313	646.5	820.666687	851.0	592.636353	536.0	855.125	436.666656	673.0	382.5	383.200012	312.395172
EIF2AK2	186.600006	138.800003	136.0	186.0	234.228683	134.166672	649.740417	1329.354004	340.5	103.25	375.0	176.199997	207.75	129.0	174.0	307.140686	201.399994	209.764999	176.5	221.779907	334.0
EIF2AK3	137.0	195.333328	54.833332	109.199997	128.0	116.333336	157.5	34.727272	84.599998	102.666664	202.255676	162.125	113.5	181.818176	129.5	172.181824	63.81818	120.615387	123.0	262.666656	171.333328
EIF2AK4	80.0	95.166664	78.166664	105.727272	108.0	114.272728	69.5	69.75	111.916664	66.166664	140.833328	117.0	100.375	101.538506	101.916664	90.045456	98.5	106.199997	121.166664	138.800003	175.0
EIF2B1	953.035889	874.0	560.0	973.5	774.078247	869.571228	931.171448	698.833313	646.029358	834.931458	796.272705	730.333313	998.231934	848.197571	988.376648	867.335266	896.221313	794.182983	583.0	985.0	825.583313
EIF2B2	336.0	376.090912	146.5	202.0	322.666656	619.5	447.5	140.25	265.0	151.166672	226.199997	552.400024	388.799988	295.666656	485.363647	353.734436	373.613464	430.5	326.0	230.666672	401.790802
EIF2B3	320.994385	335.421021	215.869522	250.0	290.363647	365.0	302.375	176.25	349.399994	267.833344	314.0	320.532837	321.833344	299.624237	321.25	297.875	221.666672	344.333344	134.666672	325.333344	285.5
EIF2B4	460.833344	483.272736	355.0	664.159851	525.6875	507.666656	487.666656	343.833344	276.875	782.666687	271.5	518.75	519.702087	492.969696	513.774841	367.799988	787.773499	519.5	448.0	379.666656	395.600006
EIF2B5	213.0	101.833336	133.625	179.875	116.545456	152.75	248.730774	158.4375	177.0	219.0	161.666672	131.0	139.818176	145.166672	157.818176	176.166672	149.583328	142.506042	159.25	103.0	110.812103
EIF2C1	179.625	151.307693	128.666672	161.333328	164.399994	121.36364	216.666672	102.333336	436.0	223.592026	400.583344	158.662659	123.400002	154.583328	147.333328	270.0	184.182663	124.333336	198.600006	161.333328	122.0
EIF2C2	406.321594	247.600006	543.191895	378.666656	319.875	330.311127	330.0	549.666687	291.083344	278.0	220.5	208.5	146.5	266.586761	340.0	275.0	381.0	232.090912	298.454559	151.811081	223.454544
