mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.29353	0.21151	0.20777	0.17292	0.11427
V2	0.05292	0.70195	0.08146	0.11359	0.05008
V3	0.06058	0.15006	0.33856	0.42358	0.02723
V4	0.0151	0.1271	0.2075	0.08346	0.56683
V5	0.01916	0.08332	0.0683	0.12708	0.70215
V6	0.29704	0.13907	0.21782	0.25149	0.09459
V7	0.01112	0.17504	0.34774	0.10414	0.36196
V8	0.01375	0.23671	0.62615	0.11065	0.01274
V9	0.05169	0.10284	0.21024	0.60856	0.02667
V10	0.40221	0.18405	0.33616	0.04798	0.0296
V11	0.03779	0.10705	0.10299	0.09377	0.65839
V12	0.07813	0.11403	0.18744	0.31852	0.30188
V13	0.12411	0.10139	0.04703	0.43216	0.29532
V14	0.14535	0.06743	0.0704	0.62783	0.089
V15	0.01947	0.05563	0.0138	0.86666	0.04444
V16	0.48746	0.12571	0.02504	0.33814	0.02365
V17	0.06674	0.26487	0.03687	0.09352	0.53801
V18	0.08014	0.4177	0.22764	0.25109	0.02343
V19	0.03217	0.07907	0.01851	0.14325	0.72699
V20	0.00409	0.19379	0.53395	0.24582	0.02234
V21	0.02069	0.29103	0.13109	0.19495	0.36223
V22	0.68199	0.15849	0.06484	0.06068	0.034
V23	0.07969	0.08739	0.03687	0.161	0.63504
V24	0.41803	0.17122	0.03437	0.09138	0.28499
V25	0.02424	0.07968	0.02874	0.44111	0.42622
V26	0.42856	0.2365	0.06665	0.08976	0.17853
V27	0.11893	0.48422	0.17862	0.05742	0.16081
V28	0.02664	0.1412	0.17111	0.6146	0.04645
V29	0.00451	0.1095	0.263	0.59058	0.03241
V30	0.62576	0.16559	0.03723	0.08044	0.09098
V31	0.38087	0.17795	0.02816	0.26069	0.15232
V32	0.76349	0.09492	0.02007	0.06902	0.05249
V33	0.02459	0.22466	0.03592	0.14752	0.56731
V34	0.12203	0.75107	0.04259	0.06803	0.01629
V35	0.09177	0.57467	0.2395	0.08053	0.01352
V36	0.02889	0.23686	0.15934	0.12313	0.45178
V37	0.64177	0.08824	0.01385	0.07016	0.18598
V38	0.11239	0.17342	0.36807	0.22235	0.12377
V39	0.2946	0.16531	0.2603	0.05869	0.22111
V40	0.21753	0.53799	0.04485	0.15691	0.04272
V41	0.04886	0.76083	0.04972	0.06112	0.07947
V42	0.71512	0.12103	0.0305	0.07102	0.06233
V43	0.41523	0.22829	0.26217	0.07444	0.01987
V44	0.03437	0.37535	0.44438	0.04881	0.09709
V45	0.03487	0.60558	0.11315	0.1957	0.0507
V46	0.11389	0.67714	0.09382	0.08695	0.02819
V47	0.00532	0.2502	0.68112	0.0452	0.01816
V48	0.15254	0.1974	0.18698	0.34652	0.11657
V49	0.40279	0.21577	0.18151	0.17723	0.02271
V50	0.02471	0.25759	0.66177	0.04433	0.0116
V51	0.10036	0.30744	0.18046	0.10261	0.30913
V52	0.05375	0.81429	0.04597	0.06957	0.01642
V53	0.024	0.17055	0.02438	0.74823	0.03284
V54	0.19895	0.05871	0.02452	0.55163	0.16619
V55	0.06771	0.04329	0.01273	0.83972	0.03655
V56	0.06708	0.0398	0.01869	0.75779	0.11664
V57	0.14402	0.26157	0.42282	0.06989	0.10169
V58	0.07218	0.08708	0.12778	0.22956	0.48339
V59	0.70269	0.12236	0.07901	0.07227	0.02367
V60	0.38015	0.24241	0.11342	0.165	0.09902
V61	0.18829	0.07936	0.03986	0.25095	0.44154
V62	0.05933	0.14358	0.25309	0.16303	0.38096
V63	0.36475	0.27659	0.0699	0.08457	0.2042
V64	0.76553	0.10935	0.03131	0.0677	0.02611
V65	0.08027	0.1158	0.04738	0.62187	0.13467
V66	0.02475	0.0724	0.11651	0.7484	0.03793
V67	0.01187	0.14387	0.28501	0.12658	0.43267
V68	0.39954	0.15575	0.29035	0.08268	0.07167
V69	0.50366	0.20145	0.16151	0.07285	0.06052
V70	0.05794	0.62651	0.07106	0.21333	0.03117
V71	0.09415	0.68981	0.07356	0.12006	0.02243
V72	0.04037	0.39115	0.0492	0.07878	0.4405
V73	0.05638	0.07255	0.09492	0.58135	0.19479
V74	0.01067	0.08735	0.02131	0.79033	0.09034
V75	0.40985	0.26336	0.23915	0.06244	0.02522
V76	0.00853	0.04518	0.02689	0.84123	0.07817
