CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12474	0.04378	0.66412	0.06367	0.01292	0.09076
V2	0.46111	0.13495	0.03658	0.12527	0.10055	0.14155
V3	0.24506	0.07352	0.17803	0.03838	0.02608	0.43892
V4	0.23178	0.3797	0.02883	0.11081	0.10126	0.14761
V5	0.06379	0.07634	0.00312	0.51308	0.28049	0.06318
V6	0.24769	0.04245	0.15124	0.07253	0.12759	0.3585
V7	0.0999	0.35548	0.01741	0.08586	0.35974	0.0816
V8	0.53737	0.08017	0.04136	0.12775	0.0312	0.18215
V9	0.27841	0.16463	0.02059	0.21919	0.06825	0.24894
V10	0.38262	0.06647	0.06466	0.27849	0.06926	0.1385
V11	0.14178	0.61912	0.03798	0.07223	0.0521	0.07678
V12	0.25674	0.04952	0.06866	0.03983	0.02849	0.55676
V13	0.1279	0.43879	0.24713	0.07174	0.03649	0.07796
V14	0.10799	0.05371	0.01506	0.65544	0.09537	0.07242
V15	0.40325	0.10039	0.02637	0.13968	0.16935	0.16097
V16	0.10987	0.04052	0.01769	0.35055	0.31291	0.16846
V17	0.24303	0.05649	0.13662	0.03486	0.02072	0.50827
V18	0.54949	0.15363	0.04493	0.06903	0.02174	0.16117
V19	0.46121	0.08283	0.164	0.06385	0.0789	0.14922
V20	0.48295	0.09035	0.09265	0.12676	0.03149	0.17579
V21	0.26273	0.05854	0.04064	0.04136	0.05361	0.54312
V22	0.19787	0.08185	0.0267	0.12318	0.44712	0.12328
V23	0.09476	0.04319	0.29695	0.0857	0.39817	0.08123
V24	0.1716	0.04764	0.01747	0.16028	0.47769	0.12532
V25	0.37705	0.25698	0.02651	0.14322	0.06521	0.13103
V26	0.26582	0.05491	0.03085	0.07944	0.45739	0.11159
V27	0.22415	0.03915	0.15884	0.04061	0.02742	0.50983
V28	0.1568	0.23585	0.14267	0.20317	0.06706	0.19445
V29	0.13702	0.4837	0.09554	0.10077	0.03784	0.14514
V30	0.23896	0.19471	0.10822	0.05611	0.17621	0.2258
V31	0.49891	0.06092	0.16515	0.07142	0.01738	0.18623
V32	0.06723	0.04681	0.29705	0.43295	0.06027	0.09569
