Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.03473	0.04019	0	0.01069	0.13371	0.00564	0.0219	0	0	0.75314
V2	0.61405	0.01535	0.04824	0	0.02646	0.2339	0.05523	0.00676	0	0
V3	0.11475	0.08368	0.08368	0.01814	0.39641	0.0117	0.10229	0.11091	0.02319	0.05526
V4	0.01855	0.10166	0.02199	0.00068	0.05541	0.08734	0.02169	0.00779	0.47046	0.21442
V5	0.0218	0.13299	0.00889	0.07458	0	0.06452	0.02609	0	0.00301	0.66812
V6	0.0219	0.1134	0.15706	0.03442	0.54796	0.02365	0.00375	0.0426	0.01312	0.04212
V7	0.00172	0.56167	0	0.02233	0.23141	0.0062	0.07712	0.04776	0.0388	0.01299
V8	0.00679	0.60164	0.03302	0.02796	0	0.01753	0.03953	0.21066	0.06288	0
V9	0.00946	0	0.09266	0.11788	0.03967	0.02495	0.2477	0.40195	0.04642	0.01933
V10	0.00129	0.12756	0	0	0.62838	0.06034	0.02221	0.10669	0.01209	0.04144
V11	0.01341	0.59369	0	0.01957	0	0.04111	0.04112	0.19175	0.08928	0.01006
V12	0.02689	0.02742	0.19819	0.4403	0.02691	0	0.08352	0.00578	0.01869	0.17229
V13	0.08504	0	0.1309	0.00592	0.06796	0.12269	0.43366	0.014	0.10193	0.0379
V14	0.0736	0.46287	0.13358	0.07455	0.02602	0.04344	0.13876	0.00466	0.04005	0.00247
V15	0.25872	0.0098	0.17636	0.48812	0.01194	0.01186	0.01203	0.00845	0.02272	0
V16	0.03214	0.06157	0.23713	0.49588	0.02695	0.03399	0	0	0.10417	0.00818
V17	0.0299	0.15038	0	0.00653	0	0.07425	0.05783	0.00012	0.01012	0.67088
V18	0.08299	0.08138	0.06584	0.26235	0	0.00695	0.0026	0	0.00689	0.49101
V19	0.01642	0	0	0.05793	0	0.08041	0.02346	0.00244	0	0.81934
V20	0	0.21591	0.02744	0.00875	0.0246	0.016	0.52198	0.03998	0.0242	0.12115
V21	0.10075	0.46132	0.01646	0.01222	0	0.29637	0.05462	0.01686	0.0414	0
V22	0.00913	0	0	0	0	0.01983	0.03707	0.21422	0.03863	0.68112
V23	0.27056	0.03141	0.47241	0.07007	0.00591	0.00789	0.00382	0.00183	0.00836	0.12775
V24	0.02557	0.64142	0.03709	0.02557	0.00718	0.00064	0.09692	0.04924	0.11636	0
V25	0.03852	0.13347	0.00879	0.02247	0.05542	0.11569	0.04416	0	0.12887	0.45259
V26	0.01372	0	0.05252	0.01484	0.02447	0.02588	0.08051	0.73634	0.04468	0.00704
V27	0.00749	0.08519	0	0	0.32985	0.00325	0.03017	0	0	0.54406
V28	0.26994	0	0	0.00521	0	0.02267	0.04159	0.0214	0	0.63919
V29	0.01123	0.70614	0	0.02752	0	0.0834	0.03835	0.00404	0.04534	0.08398
V30	0.00815	0.00283	0.11047	0.01002	0.04892	0.2756	0.30837	0.00272	0.20437	0.02856
V31	0.01821	0.38032	0.18059	0.04109	0.05533	0.00478	0.03057	0.23323	0.045	0.01088
V32	0.46668	0.05378	0.04309	0.0023	0.24952	0.03668	0.04027	5e-05	0.07099	0.03663
V33	0.04787	0.00985	0.25586	0.44003	0.02461	0.00037	0.18698	0.00255	0.02251	0.00937
V34	0.01157	0.07467	0	0	0.17721	0.00626	0.02288	0.00495	0.0292	0.67326
V35	0.00898	0.85714	0	0.02789	0	0.00234	0.04232	0.00346	0.05787	0
V36	0.03385	0	0.05059	0	0.06727	0.0197	0.73468	0.03667	0.01597	0.04127
V37	0	0.55507	0.01209	0.01649	0.02245	0.00156	0.30108	0.02098	0.04893	0.02134
V38	0.11181	0	0.09824	0.13494	0.04276	0.00822	0.54471	0.01279	0.01753	0.029
V39	0.06762	0	0.09961	0.1314	0.07453	0.00846	0.53284	0.02447	0.01853	0.04254
V40	0.13117	0.03315	0.59775	0.08895	0.10369	0	0	0	0.01463	0.03066
V41	0.58872	0.071	0.07384	0.00624	0.02377	0.00594	0.01722	0.0096	0.18501	0.01866
V42	0.00179	0.64973	0	0.01786	0.22189	0	0.01595	0	0.04097	0.05181
V43	0.12998	0.03929	0.12399	0.07165	0.20375	0.03965	0.22754	0.02109	0.11693	0.02613
V44	0.04267	0	0.51458	0.07729	0.01936	0.00942	0.02249	0.27441	0.03143	0.00835
V45	0.0086	0	0.04953	0.00257	0.06743	0.02104	0.29166	0.00202	0.47646	0.08069
V46	0.17847	0.10889	0.06958	0.20505	0	0.00071	0.00423	0.00859	0.00624	0.41825
V47	0	0	0.0467	0	0.04519	0.02092	0.79805	0.01687	0.01559	0.05667
V48	0.02352	0.01597	0	0.00173	0	0.00958	0.02972	0	0.06175	0.85774
V49	0.20491	0	0.01453	0.01097	0.0189	0.01961	0.05986	0.64072	0.03049	0
V50	0.30445	0.18977	0.03265	0.00185	0.01934	0.39965	0.0384	0	0.01388	0
V51	0.1712	0.01726	0.51325	0.0731	0.08066	0.00348	0.0099	0.0444	0.05069	0.03608
V52	0.01417	0	0.21618	0.28972	0.03168	0.00487	0.38329	0.01354	0.02485	0.02169
V53	0.42148	0.01439	0.11909	0.09308	0.00439	0.00387	0.02011	0.1079	0.00431	0.21139
V54	0.01007	0.0466	0	0	0.1971	0.68332	0.05516	0	0.00775	0
V55	0.03048	0.02095	0.18462	0.63616	0.06756	0.00448	0.00577	0	0.02739	0.0226
V56	0.15746	0.02714	0.47456	0.08367	0.08287	0.12564	0.00729	0	0.01045	0.03091
V57	0.04751	0.0065	0.52058	0.23926	0.022	0.01007	0.00156	0.02041	0.08782	0.04428
V58	0.02426	0.2062	0.08657	0.13219	0.01646	0.45778	0.05175	0	0.02479	0
V59	0.01118	0.0356	0.05099	0	0.05342	0.0195	0.75208	0.01558	0.01973	0.04192
V60	0.70722	0.02297	0.06014	0.00461	0.07305	0.00384	0.0096	0.00606	0.10209	0.01042
V61	0.01305	0.00242	0.04123	0.01853	0.03081	0.81364	0.06996	0	0.01037	0
V62	0.02615	0	0.0179	0.00943	0.01127	0.01082	0.41504	0.01311	0.02809	0.46821
V63	0.009	0.26788	0.01504	0.00378	0.15335	0.45589	0.05028	0	0.02382	0.02095
V64	0.08967	0.00151	0.30886	0.2569	0.01026	0.01278	0.01172	0.2182	0.02265	0.06746
V65	0.07945	0.0203	0.12856	0.32211	0.02139	0.00755	0.07259	0.20838	0.10551	0.03417
V66	0.00784	0.13508	0	0.00022	0.55108	0.02402	0.02836	0.00731	0.02421	0.22189
V67	0.0336	0.17812	0.42666	0.10323	0.02451	0.03888	0.08515	0.00453	0.06171	0.04359
V68	0.02815	0.01874	0.02806	0.00041	0.07591	0.0249	0.03581	0.29557	0.48566	0.0068
V69	0.06133	0.01704	0.73389	0.12142	0.02838	0	0	0	0.01788	0.02006
V70	0.67787	0.01615	0.13373	0.01375	0.01647	0.02773	0.04063	0.01199	0.0617	0
V71	0.03464	0	0.00024	0.01442	0.0216	0.02611	0.07423	0.75453	0.04406	0.03017
V72	0.23804	0.03904	0.07884	0.22717	0.14513	0	0	0.00341	0.01087	0.2575
V73	0.03027	0.16901	0	0.00907	0.69895	0.01439	0.00772	0	0.01061	0.05998
V74	0.03418	0	0.02862	0.16895	0	0.03752	0.01264	0.00296	0	0.71514
V75	0.03213	0.08567	0.24627	0.41724	0.04067	0.00511	0	0.00143	0.17072	0.00077
V76	0.01092	0.0118	0.00671	0	0.02213	0.86242	0.0746	0	0.01142	0
V77	0.00962	0	0.10063	0.26215	0.02711	0.25408	0.30544	0.00551	0.01593	0.01953
V78	0.00023	0.46206	0.04369	0.01691	0.02838	0.00922	0.31208	0	0.03443	0.093
V79	0.02027	0.02774	0.10704	0.26547	0.03232	0.26713	0.02343	0	0.22309	0.0335
V80	0.39144	0	0.01561	0.01007	0	0.00547	0.04386	0.00265	0.03453	0.49638
V81	0.01399	0.04165	0.04477	0.13825	0.16505	0.54863	0.03776	0	0.00991	0
V82	0.06531	0.52106	0.07369	0.23508	0	0.01015	0.01111	0.04234	0.04125	0
V83	0.04784	0.05833	0.15558	0.44512	0.03397	0.00318	0.00331	0.2214	0.03127	0
V84	0.02706	0.0119	0.03588	0.01991	0.12936	0.50876	0.24856	0.00205	0.00844	0.00808
V85	0.21413	0.00258	0.38911	0.06653	0	0.00279	0.00584	0	0.00458	0.31444
V86	0.29648	0.01023	0.32813	0.32778	0.01316	0.00182	0	0	0.01329	0.00911
V87	0.01966	0.04716	0.04663	0.00878	0.11396	0.02383	0.01133	0	0.71206	0.01659
V88	0.02256	0.34618	0.14274	0.4511	0	0	0	0	0.03742	0
V89	0	0	0.05161	0.0217	0.04942	0.01383	0.71781	0.08988	0.01714	0.03862
V90	0.0374	0.0612	0.3169	0.06054	0	0.02232	0.01074	0	0.00598	0.48493
V91	0.06978	0.00928	0.72034	0.11303	0.03454	0.00018	0	0	0.02228	0.03058
V92	0	0	0.0473	0	0.05243	0.02158	0.76428	0.01584	0.05478	0.04379
V93	0.01078	0.04558	0.10236	0.0049	0.07438	0.01865	0.26216	0.01559	0.44106	0.02456
V94	0.78014	0.00899	0.08554	0.00724	0.01074	0.0256	0.03151	0.03499	0.00221	0.01303
V95	0	0	0.03107	0	0.05559	0.0183	0.56654	0.27059	0.02999	0.02791
V96	0.04882	0.12409	0.36731	0.37737	0.01269	0.00924	0	0.00626	0.04277	0.01145
V97	0	0	0.03875	0	0.03349	0.01254	0.72352	0.01481	0.01608	0.16081
V98	0.01067	0.30816	0.01478	0.05685	0.16249	0.0202	0.0562	0.07076	0.14986	0.15003
V99	0.56387	0.00847	0.06993	0.00178	0.03754	0.00801	0.08339	0.0119	0.20021	0.0149
V100	0.20843	0.01888	0.09543	0.18616	0.04412	0.29197	0.03517	0	0.10393	0.01591
V101	0.00613	0	0	0	0	0.07939	0.17707	0.02932	0	0.7081
V102	0.04634	0.23184	0.01179	0.00113	0.09243	0.2928	0.17931	0.09271	0.02672	0.02493
V103	0.09778	0.02595	0.05279	0.00708	0.07462	0.02277	0.01225	0.00313	0.67693	0.02671
V104	0.07052	0.00693	0.73073	0.10895	0.02386	0.00016	0	0	0.03883	0.02002
V105	0.34792	0	0.11908	0.01979	0.01828	0.14008	0.04054	0.2968	0.01751	0
V106	0.02652	0.66222	0.17603	0.04881	0	0.01563	0.01909	0	0.04682	0.00488
V107	0.2611	0.2379	0.0302	0.01491	0.26145	0.01655	0.018	0.02533	0.1194	0.01517
V108	0.01931	0	0.03096	0.13219	0	0.37977	0.03566	0.01694	0.00715	0.37802
V109	0.01042	0.03319	0.01095	0.00155	0.02898	0.81839	0.07875	0	0.01777	0
V110	0.00647	0.16736	0	0.00198	0.6947	0.00071	0.0054	0.05053	0.01345	0.0594
V111	0	0	0.04356	8e-04	0.13339	0.01102	0.72216	0.01408	0.01557	0.05943
V112	0	0	0.0311	0	0.02691	0.013	0.60086	0.01176	0.04884	0.26753
V113	0.03139	0.00788	0.02958	0	0.05118	0.07494	0.03634	0.01808	0.54344	0.20717
V114	0.03366	0.02738	0.05774	0.00147	0.07945	0.02507	0.01338	0.00265	0.73013	0.02907
V115	0.00393	0.85155	0	0.03078	0	0	0.04383	0	0.0699	0
V116	0.44255	0.08702	0.04559	0.00783	0.01416	0.01538	0.04749	0.32355	0.01642	0
V117	0	0	0.05447	0	0.04749	0.01245	0.80693	0.01735	0.01612	0.04519
V118	0.03307	0.00012	0.00863	0	0.02198	0.84086	0.08015	0.00634	0.00885	0
V119	0.02568	0.02909	0.15726	0.48267	0.02723	0.17464	0.01917	0	0.08426	0
V120	0.61384	0.00882	0.23527	0.02976	0.01121	0.07727	0.01235	0.0041	0.00058	0.00679
V121	0.04675	0.08932	0.24346	0.03571	0.04111	0.11233	0.32017	0.01418	0.02034	0.07664
V122	0.01772	0.0278	0.14755	0.01139	0.0714	0.07224	0.15342	0	0.46617	0.03231
V123	0.01789	0.07301	0	0.00778	0.39701	0.01208	0.03534	0.38281	0.05104	0.02304
V124	0.67168	0.05137	0.04906	0.00615	0.00571	0.00496	0.02904	0.17635	0.00568	0
V125	0.01299	0.17502	0.0932	0.03979	0.02714	0.13246	0.068	0.41039	0.04101	0
V126	0.00756	0.21038	0	0.00428	0.6503	0.00082	0.00553	0.03566	0.04088	0.04458
V127	0.03621	0.00611	0.51181	0.06861	0.03519	0.00661	0.20913	0	0.09012	0.03621
V128	0.03124	0.20966	0.3511	0.05746	0.26036	0.04255	0.00409	0	0.02011	0.02343
V129	0.03432	0.09325	0.11413	0.20889	0.11794	0.01754	0	0	0.37854	0.03539
V130	0.03751	0.0057	0.43474	0.06646	0.01961	0.01172	0.03077	0.35944	0.02905	0.00499
V131	0.05154	0.3826	0.36455	0.1204	0.00609	0.00453	0.01217	0	0.05529	0.00283
V132	0.09318	0	0.05298	0	0.09994	0.01195	0.61086	0.08399	0.01101	0.03608
V133	0.01191	0.02342	0.05437	0.17586	0.02659	0.12986	0.11131	0.43482	0.03186	0
V134	0.03001	0.06664	0.18465	0.06469	0.21305	0.00355	0.16788	0.00167	0.01995	0.2479
V135	0.02334	0.21098	0.17779	0.02682	0.05752	0.01274	0.02662	0	0.45286	0.01133
V136	0.01059	0.59641	0.02809	0.15091	0	0	0.01179	0	0.03991	0.16231
V137	0	0	0.04607	6e-05	0.06809	0.31663	0.48205	0.00834	0.05688	0.02187
V138	0.01033	0.01146	0.03404	0	0.03731	0.01135	0.53376	0.00984	0.03647	0.31543
V139	0.57841	0.03004	0.06366	0.00799	0.08266	0.07421	0.01295	0.00339	0.14562	0.00108
V140	0.06114	0.01424	0.36058	0.43429	0.04312	0.04142	0	0	0.02055	0.02466
V141	0.04418	0.01158	0.1919	0.65777	0.01835	0.01167	0	0	0.02492	0.03965
V142	0	0	0.10382	0.18345	0.03607	0.0082	0.58458	0.01247	0.01616	0.05524
V143	0.0062	0.81535	0.00416	0.07173	0	0.00192	0.0225	0	0.07814	0
V144	0	0	0.03775	0	0.03713	0.32737	0.53918	0.02524	0.01214	0.02118
V145	0.05829	0.09763	0.14611	0.46501	0.01659	0.02458	0	0.15635	0.03544	0
V146	0.03885	0.00041	0.41094	0.0621	0.00397	0.02026	0.05417	0.093	0.01635	0.29995
V147	0.02032	0.03596	0.01754	0.00745	0.17083	0.01663	0.01312	0.01529	0.43846	0.26439
V148	0.03011	0.0359	0.04559	0	0.07667	0.07113	0.05132	0	0.67559	0.01368
V149	0.02789	0.01836	0.16225	0.52868	0.02303	0	0	0.08955	0.14328	0.00695
V150	0.08172	0.02326	0	0	0.05013	0.01352	0.02617	0.00202	0.01824	0.78493
V151	0.02751	0	0	0.00712	0	0.07297	0.02596	0	0	0.86644
V152	0.00874	0	0	0.0037	0.01888	0.02347	0.07569	0.67625	0.0355	0.15778
V153	0.0062	0.15565	0	0.00186	0.6919	0.00146	0.00704	0.07371	0.01437	0.0478
V154	0.10076	0.01694	0.53292	0.29576	0.01777	0.00954	0	0	0.0184	0.00791
V155	0.06051	0	0.01561	0	0.03363	0.1229	0.05726	0.47753	0.22499	0.00757
V156	0.1241	0.02834	0.17649	0.02911	0.02518	0.43784	0.0632	0.03161	0.07919	0.00495
V157	0.0079	0.46508	0.01439	0.05173	0.175	0.19977	0.02531	0	0.04736	0.01345
V158	0.27061	0.55621	0.02447	0.02723	0.03844	0	0.02972	0.02042	0.03291	0
V159	0.04731	0.08802	0.20589	0.06557	0.28699	0.02373	0.016	0.06501	0.01175	0.18973
V160	0.01992	0.86329	0	0.02844	0	0	0.02437	0	0.06398	0
V161	0.03396	0.0123	0.20124	0.68492	0.02309	0	0	0	0.03957	0.00492
V162	0.01583	0	0	0.00659	0	0.00939	0.02545	0	0	0.94274
V163	0.1348	0.01495	0.65849	0.09671	0.01778	0.01532	0.00061	0.01184	0.01428	0.03521
V164	0.05947	0.00555	0.72369	0.11223	0.02178	0.01537	0.01019	0	0.02174	0.02998
V165	0.03817	0.00274	0.24294	0.04513	0	0.00605	0.01358	0.0061	0.00638	0.6389
V166	0.07096	0.10916	0.14983	0.49276	0.00979	0.00641	0.00443	0.05451	0.06262	0.03954
V167	0.80782	0.01398	0.07355	0.01121	0.0223	0.00224	0.01148	0.00854	0.04887	0
V168	0.07009	0.01565	0.01526	0	0.03126	0.29057	0.06668	0.32206	0.17164	0.01679
V169	0.02254	0	0.02658	0.14137	0	0.1692	0.02257	0.00873	0	0.60901
V170	0.03379	0.0166	0.05021	0	0.08376	0.02605	0.01256	0	0.76152	0.01551
V171	0.02331	0.00378	0.2345	0.0813	0.05173	0.38216	0.0734	0.03937	0.09828	0.01217
V172	0	0	0.04831	0	0.0592	0.15157	0.64629	0.01966	0.04077	0.03419
V173	0.01207	0	0.02088	0	0.00615	0.02703	0.50672	0.01001	0.02386	0.39328
V174	0.03165	0.09615	0.2577	0.34883	0.10939	0.01964	0	0.00617	0.01957	0.1109
V175	0.74801	0.01198	0.15871	0.01956	0.0207	0.00093	0.02753	0.01259	0	0
V176	0.19954	0.00148	0.02164	0	0.028	0.65973	0.05515	0	0.03445	0
V177	0.64734	0.01097	0.06825	0.08773	8e-04	0.00146	0.00781	0.0169	0.00323	0.15551
V178	0.21222	0.00903	0.02772	0.01784	0.0616	0.56058	0.05482	2e-05	3e-05	0.05615
V179	0.17212	0.1319	0.00451	0.01133	0.61815	0	0	0	0.0075	0.0545
V180	0.45008	0.12368	0.11971	0.27011	0.01114	0.00383	0.0027	0.00154	0.01722	0
V181	0.0421	0.1613	0.54603	0.08209	0.0372	0.00724	0.07517	0	0.02235	0.02651
V182	0.01032	0.05975	0	0.03114	0.33874	0.03782	0.0371	0.38378	0.07051	0.03084
V183	0.03095	0.16801	0.15156	0.4916	0.01332	0.00506	0.10878	0	0.03071	0
V184	0.19891	0.00628	0.01759	0.00537	0.00162	0.52115	0.05064	0.02511	0	0.17333
V185	0.58291	0.01001	0.09857	0.15694	0.01737	0.00244	0.00653	0.07219	0.05008	0.00297
V186	0.75082	0.01999	0.08871	0.08714	0.01679	0.00011	0.01839	0.01326	0.0048	0
V187	0.6855	0.01026	0.14959	0.02349	0.01208	0.00238	0.01514	0.01129	0.04596	0.04431
V188	0.0877	0.22143	0.00872	0.06588	0.52252	0	0.01399	0.00074	0.02066	0.05835
V189	0.77099	0.01171	0.08347	0.06456	0.00979	0.01237	0.00975	0.01333	0.00309	0.02093
V190	0.01767	0.0382	0.03611	0	0.14156	0.11735	0.01678	0	0.61749	0.01485
V191	0.03229	0.07381	0.13188	0.31632	0.34679	0	0.03258	0.01364	0.01753	0.03517
