CD56NK	CD4MemoryT	CD19B	CD14
V1	0.55525	0	0.15587	0.28888
V2	0.14301	0.04534	0.04151	0.77014
V3	0.06154	0.54568	0.01	0.38278
V4	0.89935	0.07672	0	0.02392
V5	0.12376	0.40122	0.27548	0.19955
V6	0.09295	0.85699	0.02093	0.02913
V7	0.15334	0.27576	0.07948	0.49142
V8	0.14102	0.00087	0.82014	0.03797
V9	0.24326	0.16431	0.03087	0.56155
V10	0.01647	0.0012	0.92073	0.0616
V11	0.24088	0.29005	0.46243	0.00663
V12	0.02843	0.53791	0.41599	0.01767
V13	0.31877	0.64931	0.00456	0.02736
V14	0.08301	0.90315	0.00571	0.00813
V15	0.13625	0.53486	0.12937	0.19952
V16	0.93125	0.01928	0.01723	0.03224
V17	0.10539	0.85342	0.01205	0.02914
V18	0.63567	0.27909	0.04042	0.04483
V19	0.19469	0.7825	0.00492	0.01788
V20	0.18088	0.37911	0.01645	0.42356
V21	0.14189	0.01858	0.80134	0.03819
V22	0.01614	0.04661	0.19125	0.74599
V23	0.41174	0.01225	0.56917	0.00684
V24	0.95957	0.01248	0.02781	0.00014
V25	0.36883	0.16396	0.12661	0.3406
V26	0.43444	0.30858	0.01629	0.24069
V27	0.09066	0.02375	0.01291	0.87268
V28	0.00132	0.01258	0.98459	0.00151
V29	0.4676	0.00523	0.4922	0.03496
V30	0.10342	0.14145	0.27745	0.47768
V31	0.21667	0.12296	0.29887	0.3615
V32	0.07014	0.00685	0.02278	0.90023
V33	0.04899	0.43085	0.39631	0.12385
V34	0.14096	0.00768	0.8132	0.03815
V35	0.19537	0.67897	0.08625	0.03942
V36	0.00667	0.00974	0.46229	0.5213
V37	0.55753	0.03344	0.08899	0.32004
V38	0.42266	0	0.15577	0.42157
V39	0.19099	0.4974	0.13864	0.17297
V40	0.12008	0.79845	0.08147	0
V41	0.00828	0.6111	0.04321	0.33741
V42	0.21869	0.007	0.19295	0.58135
V43	0.14867	0.27134	0.54104	0.03894
V44	0.01503	0.03026	0.75809	0.19663
V45	0.11456	0.53189	0.24149	0.11207
V46	0.83911	0.03934	0.11566	0.00589
V47	0.49639	0.12557	0.32175	0.05629
V48	0.84778	0.12401	0.00448	0.02372
V49	0.77278	0.13564	0	0.09158
V50	0.08097	0.81983	0.09195	0.00725
V51	0.3612	0.33047	0.27087	0.03747
V52	0.0261	0.05811	0.876	0.03979
V53	0.77287	0.08038	0.14675	0
V54	0.47038	0.12944	0.37464	0.02554
V55	0.22036	0.07062	0.23587	0.47315
V56	0.03853	0.00141	0.07224	0.88782
V57	0.11807	0.84263	0.02113	0.01817
V58	0.63442	0	0.0358	0.32978
V59	0.49216	0.33936	0.11083	0.05765
V60	0.1363	0.08894	0.32899	0.44577
V61	0.83807	0.06214	0.00975	0.09004
V62	0.90821	0.01322	0.06393	0.01465
V63	0.01985	0.81778	0.13325	0.02913
V64	0.00959	0.82114	0	0.16927
V65	0.01069	0	0.08418	0.90512
V66	0.25532	0.64218	0.01832	0.08418
V67	0.17597	0.26206	0.54518	0.01679
V68	0.15517	0.09009	0.01695	0.73779
V69	0.02617	0.24353	0.66799	0.06231
V70	0.58743	0.09301	0.17928	0.14028
V71	0.16839	0.03054	0.37038	0.43068
V72	0.61572	0.09866	0.09191	0.19371
V73	0.17965	0.55771	0.15163	0.111
V74	0.06375	0.16604	0.76959	0.00062
V75	0.72063	0	0.18163	0.09774
V76	0.00096	0.11056	0.17375	0.71473
V77	0.03648	0.21879	0.00363	0.74111
V78	0.31709	0.06219	0.17976	0.44096
V79	0.00638	0.04814	0.8394	0.10608
V80	0.37471	0.00044	0.52834	0.09651
V81	0.06187	0.10512	0.82518	0.00783
V82	0.00071	0.02941	0.96049	0.00939
V83	0.13308	0.11489	0.06764	0.68439
V84	0.40133	0.01676	0.15293	0.42897
V85	0.12041	0.24017	0.43135	0.20808
V86	0.0481	0.01446	0.88766	0.04978
V87	0.04057	0.81424	0.05688	0.08831
V88	0.16551	0.02415	0.25813	0.55222
V89	0.01718	4e-04	0.18748	0.79493
V90	0.03142	0.8896	0.06044	0.01854
V91	0.03989	0.70877	0.21046	0.04087
V92	0.47756	0.00322	0.37169	0.14753
V93	0.8915	0.0038	0	0.1047
V94	0.0167	0.36512	0.01676	0.60142
V95	0.29434	0.35873	0.16631	0.18061
V96	0.06781	0.05672	0.0193	0.85617
V97	0.73073	0.06088	0.20232	0.00606
V98	0.74264	0.24178	0	0.01558
V99	0.8324	0.02001	0.14167	0.00592
V100	0.08357	0.00437	0.88377	0.02828
V101	0.0138	0.01205	0.00463	0.96952
V102	0.95116	0.02834	0.00519	0.0153
V103	0.01009	0.01822	0.08242	0.88927
V104	0.03476	0.951	0.00584	0.0084
V105	0.07042	0.90799	0.01356	0.00803
V106	0.13768	0.45476	0.35699	0.05057
V107	0.21158	0.13527	0.59338	0.05976
V108	0.18408	0.71566	0.10025	0
V109	0.01499	0.09711	0.61171	0.27619
V110	0.06759	0.86491	0.0382	0.0293
V111	0.92882	0	0.06472	0.00646
V112	0.13149	0.02502	0.42472	0.41877
V113	0.19259	0.05594	0.16771	0.58376
V114	0.24045	0.01818	0.07359	0.66779
V115	0.00923	0.72875	0.25456	0.00746
V116	0.1579	0.23858	0.396	0.20753
V117	0.73351	0.19125	0.03168	0.04356
V118	0.18744	0.50896	0.03336	0.27025
V119	0.10912	0.04057	0.04339	0.80692
V120	0.0842	0.02924	0.86856	0.01801
V121	0.63101	0.07464	0.09123	0.20312
V122	0.97288	0.00047	0.01135	0.01531
V123	0.00812	0.43446	0.04253	0.51488
V124	0.7089	0.2274	0	0.0637
V125	0.44558	0.34548	0.18289	0.02605
V126	0.03576	0.09577	0.04399	0.82448
V127	0.1633	0.01836	0.24636	0.57197
V128	0.02737	0.00135	0.09852	0.87276
V129	0.63482	0.16837	0.16194	0.03487
V130	0.00845	0.61912	0.36505	0.00738
V131	0.03046	0.8706	0	0.09895
V132	0.95255	0	0.02416	0.02329
V133	0.93354	0.00395	0.04773	0.01478
V134	0.11918	0.30939	0.13429	0.43715
V135	0.075	0.00403	0.16653	0.75444
V136	0.26624	0.32187	0.00933	0.40256
V137	0.6816	0.01221	0.23488	0.07131
V138	0.23959	0.32637	0.1879	0.24614
V139	0.3842	0.13874	0.19686	0.2802
V140	0.02714	0.05084	0.04596	0.87607
V141	0.06722	0.09537	0.56033	0.27709
V142	0.80847	0	0.19136	0.00017
V143	0.47003	0.19053	0.06555	0.27389
V144	0.17044	0.09567	0.16248	0.57141
V145	0.00116	0.7372	0.25407	0.00757
V146	0.05011	0.00242	0.024	0.92347
V147	0.93414	0.00777	0.01706	0.04102
V148	0.13603	0.03292	0.58685	0.24419
V149	0.30843	0.45273	0.23235	0.00649
V150	0.09647	0.1756	0.6306	0.09733
V151	0.24234	0.56543	0.03411	0.15813
V152	0.27136	0.37453	0.23383	0.12028
V153	0.12626	0.70826	0.01852	0.14696
V154	0.28379	0.38961	0.28837	0.03823
V155	0.51796	0.08691	0.28535	0.10978
V156	0.03399	0.08233	0.72929	0.15439
V157	0.33057	0.09595	0.31739	0.2561
V158	0.01378	0	0.01942	0.9668
V159	0.91161	0.03753	0	0.05086
V160	0.69307	0	0.05945	0.24748
V161	0.20506	0	0.02564	0.76929
V162	0.06781	0.22571	0.07864	0.62783
V163	0.11078	0.41794	0.18074	0.29055
V164	0.37611	0.23248	0.1082	0.28321
V165	0.00972	0.20334	0	0.78695
V166	0.00985	0.05767	0.06381	0.86867
V167	0.34032	0	0.00426	0.65542
V168	0.33606	0.50936	0.08245	0.07213
V169	0.18656	0.02568	0.03275	0.75501
V170	0.10866	0.00385	0.51199	0.3755
V171	0.14605	0.17821	0.62631	0.04944
V172	0.739	0	0.25479	0.00621
V173	0.02674	0.09732	0.03546	0.84048
V174	0.01708	0.11044	0.07049	0.802
V175	0.06657	0	0.78731	0.14612
V176	0.00935	0.79508	0.18806	0.00752
V177	0.01194	0.96835	0	0.01971
V178	0.00882	0.71856	0.00354	0.26908
V179	0.16262	0	0.36728	0.47011
V180	0.03422	0.88175	0.08404	0
V181	0.17916	0.07669	0.55658	0.18757
V182	0.33573	0.11976	0.47476	0.06975
V183	0.21922	0.76819	0.00522	0.00738
V184	0.99254	0	0.00717	0.00028
V185	0.62903	0.35338	0.0114	0.0062
V186	0.13633	0.41571	0.28638	0.16158
V187	0.96713	0.00085	0.02532	0.0067
V188	0.05816	0.17412	0	0.76772
V189	0.82268	0.00647	0.01554	0.15531
V190	0.68796	0.00075	0.30505	0.00624
V191	0.21184	0.14602	0.59358	0.04856
V192	0.34237	0.39275	0.0501	0.21478
V193	0.62629	0.01088	0.22848	0.13435
V194	0.04499	0.92008	0.00502	0.02991
V195	0.00888	0.0078	0.97376	0.00956
V196	0.01178	0.04213	0.00894	0.93715
V197	0.41137	0.02271	0.02247	0.54345
V198	0.07369	0.44515	0.40596	0.0752
V199	0.16338	0.00723	0.16421	0.66519
V200	0.14486	0.49436	0.01686	0.34392
V201	0.11261	0.49315	0.20622	0.18802
V202	0.01481	0.00322	0.77883	0.20315
V203	0.19202	0.36312	0.4174	0.02745
V204	0.00861	0.45994	0.00286	0.52859
V205	0.01718	0.025	0.93895	0.01888
V206	0.05063	0.05384	0.88729	0.00824
V207	0.13377	0.13075	0.04975	0.68573
V208	0.27731	0.031	0.67507	0.01662
V209	0.34436	0.39537	0.06993	0.19034
V210	0.10433	0.73215	0.09975	0.06377
V211	0.41373	0.00281	0.02994	0.55351
V212	0.54306	0.01446	0.41794	0.02454
V213	0.64763	0.01034	0.10532	0.23671
V214	0.34961	0.10141	0.16306	0.38592
V215	0.29102	0.05683	0.01576	0.63638
V216	0.03224	0	0.01852	0.94924
V217	0.04824	0.42181	0.25036	0.27959
V218	0.10964	0.37133	0.17829	0.34074
V219	0.12275	0.57186	0.0102	0.29519
V220	0.00896	0.79175	0.00356	0.19573
V221	0.80605	0	0.00365	0.19031
V222	0.34195	0.08029	0.37141	0.20635
V223	0.00643	0.08722	0.81087	0.09549
V224	0.97928	0	0.0205	0.00022
V225	0.06948	0.86287	0.06019	0.00746
V226	0.33864	0.04474	0.60037	0.01626
V227	0.8048	0	0.18092	0.01428
V228	0.80385	0.03519	0.06141	0.09955
V229	0.01696	0.00544	0.948	0.0296
V230	0.0123	0.01094	0.01856	0.9582
V231	0.01592	0.20626	0.10896	0.66885
V232	0.05116	0.58513	0	0.36371
V233	0.59911	0.04785	0.19416	0.15889
V234	0.04519	0.90612	0.03006	0.01863
V235	0.40795	0.02796	0.52826	0.03584
V236	0.04718	0.03231	0.82662	0.09389
V237	0.15333	0.00034	0.02746	0.81887
V238	0.15182	0.49998	0.28553	0.06267
V239	0.06915	0.32406	0.01611	0.59068
V240	0.51877	0.01342	0.41382	0.054
V241	0.01602	0.00102	0.90049	0.08247
V242	0.15675	0.72561	0.1003	0.01734
V243	0.25909	0.01576	0.63557	0.08958
V244	0.21705	0	0.68394	0.09901
V245	0.65784	0.22842	0.04797	0.06578
V246	0.06024	0.09967	0.81196	0.02813
V247	0.18143	0.00578	0.81191	0.00088
V248	0.01948	0.0137	0.04048	0.92634
V249	0.00015	0.01555	0.90089	0.08342
V250	0.78589	0	0.20799	0.00612
V251	0.96372	0.02376	0.0058	0.00672
V252	0.01135	0.82019	0.16846	0
V253	0.37218	0.03458	0.15502	0.43822
V254	0.01114	0.92921	0.05144	0.00822
V255	0.05535	0.89227	0	0.05238
V256	0.1968	0.15117	0.54547	0.10656
V257	0.44608	0.05495	0.23037	0.2686
V258	0.19784	0.19791	0.44831	0.15594
V259	0.03639	0.23492	0.67781	0.05088
V260	0.00043	0.23562	0.7558	0.00815
V261	0.6362	0.01044	0.1886	0.16476
V262	0.09027	0.03029	0.01287	0.86657
V263	0.022	0.94739	0	0.0306
V264	0.16727	0.01268	0.42026	0.39979
V265	0.02677	0	0.12414	0.84909
V266	0.69988	0.29455	0.00556	0
V267	0.00037	0.11851	0.27824	0.60288
V268	0.38263	0.00624	0.13261	0.47851
V269	0.00748	0.50164	0.42746	0.06342
V270	0.66726	0.00686	0.23448	0.0914
V271	0.82559	0.03548	0.02931	0.10961
V272	0.06438	0.78827	0.01093	0.13642
V273	0.04895	0.00712	0.03172	0.9122
V274	0.70972	0	0.17253	0.11775
V275	0.00075	0.009	0.98015	0.0101
V276	0.54941	0.26586	0.00938	0.17536
V277	0.03419	0.14228	0.15394	0.66958
V278	0.03286	0.02609	0.2778	0.66324
V279	0.71385	0.02701	0.10638	0.15276
V280	0.01378	0	0.01942	0.9668
V281	0.55226	0.00994	0.13187	0.30593
V282	0.05754	0.03278	0.83805	0.07163
V283	0.24248	0.51294	0.06209	0.18248
V284	0.03239	0.89935	0.06051	0.00774
V285	0.07821	0.00306	0.91761	0.00112
V286	0.28323	0.48202	0.1149	0.11984
V287	0.1172	0.84179	0.01202	0.02898
V288	0.01551	0.20758	0.44586	0.33104
V289	0.31462	0.15591	0.43646	0.09301
V290	0.86139	0.12645	0.01216	0
V291	0.52438	0.03484	0.42548	0.0153
V292	0.94155	0	0	0.05845
V293	0.3174	0.00198	0.6351	0.04553
V294	0.09147	0.29085	0	0.61768
V295	0.01577	0.11739	0.18439	0.68246
V296	0.19331	0.0723	0.62962	0.10477
V297	0.06789	0	0.06223	0.86988
V298	0.33004	0.05848	0.59521	0.01627
V299	0.06858	0.2082	0.01009	0.71313
V300	0.00111	0.01158	0.21713	0.77018
V301	0.12688	0.06398	0.66832	0.14082
V302	0.70452	0.27973	0	0.01576
V303	0.00095	0.544	0.4145	0.04055
V304	0.05504	0.00671	0.74522	0.19303
V305	0.12634	0.10236	0.47079	0.30051
V306	0.84661	0.05628	0.04569	0.05141
V307	0.02163	0.9459	0.01337	0.0191
V308	0.24493	0.16001	0.30419	0.29086
V309	0.35325	0.23877	0.02261	0.38537
V310	0.08072	0.23787	0.14941	0.532
V311	0.57713	0.4115	0.00495	0.00642
V312	0.11571	0.70135	0.15437	0.02856
V313	0.00346	0.07238	0.0147	0.90947
V314	0.01686	0.39473	0.11467	0.47375
V315	0.13604	0.55714	0.03376	0.27306
V316	0.32965	0.08095	0.39389	0.19551
V317	0.10117	0.64295	0.0437	0.21218
V318	0.03698	0.47827	0.0096	0.47515
V319	0.05908	0.02754	0.87414	0.03923
V320	0.0808	0.08897	0.67645	0.15379
V321	0.68931	0.30513	0.00557	0
V322	0.20251	0.24415	0.06812	0.48522
V323	0.04754	0.0052	0.07978	0.86748
V324	0.71604	0.19324	0.06625	0.02446
V325	0.35706	0.58215	0.0543	0.00648
V326	0.00056	0.48365	0.09366	0.42213
V327	0.01694	0.09447	0.0975	0.7911
V328	0.04478	0.00668	0.7438	0.20474
V329	0.16784	0.06324	0.16003	0.60889
V330	0.38948	0	0.32095	0.28958
V331	0.33835	0.04829	0.03802	0.57534
V332	0.00837	0.02236	0.17155	0.79772
V333	0.44719	0.03646	0.38566	0.13069
V334	0.3542	0	0.34199	0.30381
V335	0.02597	0.26605	0.5488	0.15918
V336	0.20414	0.64469	0.01828	0.13289
V337	0.32038	0.33362	0.30813	0.03787
V338	0.00261	0.98243	0.00609	0.00888
V339	0.13242	0.00112	0.85821	0.00825
V340	0.05824	0.15888	0.55069	0.23219
V341	0.0188	0.01292	0.05634	0.91194
V342	0.25043	0	0.59781	0.15176
V343	0.98211	0.00501	0.00587	0.00701
V344	0.71909	0.10455	0.17635	0
V345	0.00992	0.01049	0.97818	0.00141
V346	0.2342	0.06366	0.27879	0.42335
V347	0.03699	0.00089	0.11438	0.84774
V348	0.0634	0.59532	0.15276	0.18852
V349	0.3735	0.10681	0.39485	0.12483
V350	0.03263	0.77883	0.18854	0
V351	0.01536	0.00948	0.37736	0.59779
V352	0.04653	0.00407	0.85708	0.09232
V353	0.89539	0.00665	0.02945	0.06851
V354	0.05299	0.6509	0.24452	0.05159
V355	0.28482	0.03751	0.46139	0.21629
V356	0.02735	0.00559	0.09016	0.8769
V357	0.11924	0.25404	0.28987	0.33685
V358	0.54995	0.0598	0.0449	0.34535
V359	0.56717	0.02738	0.02834	0.3771
V360	0.60416	0.36221	0.01806	0.01557
V361	0.00065	0.39936	0.59223	0.00776
V362	0.00267	0.97421	0.01443	0.0087
V363	0.17546	0.06706	0.47411	0.28336
V364	0.16311	0.02817	0.69421	0.1145
V365	0.24994	0.00944	0.01051	0.73011
V366	0.08872	0.62461	0.08558	0.20108
V367	0.5784	0.09016	0.00292	0.32852
V368	0.10215	0.68773	0.08609	0.12402
V369	0.01736	0.34669	0.62841	0.00754
V370	0.32735	0.21055	0.42499	0.03711
V371	0.21741	0.6705	0.02718	0.08492
V372	0.15186	0.02452	0.11068	0.71294
V373	0.07877	0.08305	0.47838	0.3598
V374	0.79724	0.00105	0.20155	0.00017
V375	0.03542	0.01612	0.13178	0.81669
V376	0.02687	0.01203	0.08959	0.87151
V377	0.77131	0	0.00934	0.21935
V378	0.00678	0.00962	0.38724	0.59636
V379	0.33665	0.13541	0.00862	0.51931
V380	0.1415	0.03717	0.18829	0.63304
V381	0.73417	0.00252	0.0859	0.1774
V382	0.08621	0.01056	0.89485	0.00838
V383	0.83096	0	0.04388	0.12517
V384	0.5644	0.04106	0.12673	0.26781
V385	0.86822	0.003	0.06963	0.05915
V386	0.28527	0.00247	0.13258	0.57968
V387	0.62084	0.09412	0.18864	0.0964
V388	0.40799	0.25489	0.15074	0.18638
V389	0.46122	0.4485	0.01041	0.07988
V390	0.3268	0.19513	0.47154	0.00653
V391	0.41121	0.06139	0.01459	0.51282
V392	0.4499	0.15443	0.16593	0.22975
V393	0.2996	0.1623	0.36114	0.17697
V394	0.08928	0.15788	0.10805	0.6448
V395	0.23977	0.31612	0.21082	0.23329
V396	0.01118	0.95315	0.00529	0.03038
V397	0.81032	0.04968	0.09829	0.04172
V398	0.4552	0.0825	0.09262	0.36967
V399	0.21869	0.48727	0.16	0.13404
V400	0.00074	0.50386	0.06221	0.43319
V401	0.03514	0.10186	0.76723	0.09577
V402	0.83369	0.13262	0.03369	0
V403	0.01879	0.00693	0.06529	0.90899
V404	0.09494	0.13626	0.64864	0.12015
V405	0.20825	0.01207	0.1544	0.62528
V406	0.67839	0.18877	0.01622	0.11662
V407	0.00261	0.98243	0.00609	0.00888
V408	0.09412	0.17455	0.41206	0.31927
V409	0.00524	0.00518	0.01956	0.97002
V410	0.10489	0.83694	0.02917	0.029
V411	0.41712	0	0	0.58288
V412	0.15956	0.03794	0.49941	0.3031
V413	0.06048	0.40664	0.19002	0.34286
V414	0.03634	0.43964	0.3613	0.16273
V415	0.44199	0.01064	0.22144	0.32593
V416	0.00942	0.04646	0.94306	0.00106
V417	0.4321	0.55625	0.00502	0.00662
V418	0.06629	0.05915	0.1312	0.74336
V419	0.01333	0	0.02647	0.96021
V420	0.0014	0.86361	0.01145	0.12354
V421	0.16054	0.01524	0.68801	0.13621
V422	0.04051	0.03408	0.00818	0.91724
V423	0.08357	0.00437	0.88377	0.02828
V424	0	0.02251	0.61147	0.36602
V425	0.0591	0.17363	0.63322	0.13404
V426	0.0923	0.01795	0.80852	0.08122
V427	0.07174	0.31454	0.19757	0.41615
V428	0.10307	0.73008	0.05513	0.11171
V429	0.01265	0	0.03519	0.95216
V430	0.7842	0.11786	0.01609	0.08185
V431	0.17794	0.00784	0.43953	0.37469
V432	0.09941	0.05416	0.04304	0.80339
V433	0.06296	0.67022	0	0.26682
V434	0.32536	0.04198	0.04705	0.5856
V435	0.49522	0.00221	0.11345	0.38913
V436	0.36429	0.00239	0.10676	0.52656
V437	0.22679	0.16519	0.00247	0.60555
V438	0.6274	0.10706	0.02955	0.23599
V439	0.02888	0.06109	0.00708	0.90295
V440	0.46823	0.01662	0.029	0.48615
V441	0.06741	0.07923	0.61324	0.24013
V442	0.34	0.26796	0.1416	0.25044
V443	0.73905	0	0.08512	0.17583
V444	0.00992	0.01049	0.97818	0.00141
V445	0.63302	0.00403	0.32935	0.0336
V446	0.04038	0.80241	0.05647	0.10074
V447	0.65455	0.05475	0.17522	0.11549
V448	0.01652	0.03437	0.18036	0.76875
V449	0.5791	0.01698	0.28917	0.11475
V450	0.17329	0.81249	0.01422	0
V451	0.94778	0.02841	0	0.0238
V452	0.0294	0.00192	0.06471	0.90396
V453	0.83487	0.04187	0.06237	0.06089
V454	0.00187	0.9282	0.05087	0.01906
V455	0.61932	0.01223	0.29625	0.07221
V456	0.34188	0.07289	0.39087	0.19436
V457	0.00524	0.01219	0.01208	0.97049
V458	0.2635	0.16324	0.00246	0.5708
V459	0.01819	0.75702	0.09948	0.12532
V460	0.96001	0.00019	0.02471	0.01509
V461	0.05065	0.01394	0.00885	0.92656
V462	0.34888	0.18042	0	0.4707
V463	0.28258	0.40408	0.16833	0.145
V464	0.49957	0.0611	0.0028	0.43652
V465	0.43992	0.35202	0.02414	0.18392
V466	0.59837	0.13209	0.00282	0.26673
V467	0.36157	0.50709	0.08281	0.04853
V468	0.54915	0.33352	0.04933	0.068
V469	0.01541	0.11675	0.28114	0.5867
V470	0.57226	0.0764	0.17834	0.173
V471	0.25713	0.06368	0.03102	0.64817
V472	0.33283	0.25687	0	0.4103
V473	0.11326	0.48985	0.36874	0.02814
V474	0.10581	0	0.09414	0.80005
V475	0.19417	0.31804	0.07999	0.4078
V476	0.15192	0.00402	0.05134	0.79272
V477	0.6068	0.01648	0.19952	0.17719
V478	0.1447	0.51233	0.00304	0.33992
V479	0.01533	0.0479	0.8306	0.10617
V480	0.08005	0.2337	0.04074	0.64551
V481	0.15547	0.00427	0.82268	0.01759
V482	0.73358	0.11195	0.1115	0.04297
V483	0.11976	0.06574	0.06792	0.74657
V484	0.01917	0.03983	0.02253	0.91847
V485	0.13671	0.68155	0.0106	0.17114
V486	0.28008	0.19472	0.12819	0.39701
V487	0.0665	0.02184	0.07923	0.83243
V488	0.00013	0.00132	0.87233	0.12622
V489	0.23068	0.06127	0.69118	0.01686
V490	0.3598	0.24125	0.06731	0.33164
V491	0.48874	0.39875	0.03303	0.07948
V492	0.03085	0.81633	0.14545	0.00737
V493	0.01526	0.00054	0.00627	0.97793
V494	0.20751	0.10331	0.53679	0.1524
V495	0.26053	0.5629	0.14918	0.02739
V496	0.31528	0.6248	0	0.05992
V497	0.00908	0.00357	0.97763	0.00973
V498	0.3052	0.06272	0.04651	0.58558
V499	0.66167	0.20868	0.12363	0.00602
V500	0.1067	0.07786	0.7661	0.04934
V501	0.0052	0	0.0363	0.95851
V502	0.59522	0.21505	0.1543	0.03544
V503	0.19314	0.05607	0.18989	0.5609
V504	0.26745	0.63793	0.01083	0.08378
V505	0.20433	0.14974	0.25688	0.38905
V506	0.09455	0.18752	0.47292	0.24501
V507	0.62939	0.06086	0.1185	0.19125
V508	0.78991	0.11852	0.03887	0.05271
V509	0.2344	0.03147	0.50518	0.22895
V510	0.25844	0.4575	0.27742	0.00664
V511	0.04685	0.3375	0.04167	0.57397
V512	0.23049	0.02363	0.07383	0.67205
V513	0.08949	0.59071	0.23181	0.08798
V514	0.01238	0.03721	0.00347	0.94695
V515	0.78004	0.03469	0.0444	0.14087
V516	0.93363	0.05959	0	0.00677
V517	0.03375	0.00876	0.23512	0.72237
V518	0.97388	0.01882	0	0.0073
V519	0.02929	0.83182	0.00375	0.13513
V520	0.02347	0	0.59649	0.38004
V521	0.58828	0.01965	0.35788	0.03419
V522	0.00589	0.07924	0.5821	0.33277
V523	0.36431	0.07859	0.25795	0.29916
V524	0.00856	0.74007	0.21057	0.04081
V525	0.25303	0.14413	0.02239	0.58045
V526	0.65202	0.04644	0.07045	0.2311
V527	0.20135	0.00762	0.3829	0.40813
V528	0.11538	0.82153	0	0.06309
V529	0.05451	0.03255	0.20857	0.70438
V530	0.0064	0.14847	0.71309	0.13204
V531	0.02215	0.85221	0.12564	0
V532	0.17482	0.25133	0.023	0.55084
V533	0.3011	0.27856	0.14242	0.27792
V534	0.00626	0.00267	0.70001	0.29105
V535	0.52351	0	0.00892	0.46757
V536	0.18468	0	0.35213	0.46319
V537	0.63517	0.19727	0.15255	0.015
V538	0.44584	0.02758	0.08043	0.44615
V539	0.29434	0.35873	0.16631	0.18061
V540	0.23238	0.6428	0.07475	0.05007
V541	0.01723	0.42731	0.06145	0.49401
V542	0.19672	0.07843	0.24824	0.47661
V543	0.87592	0	0.00983	0.11424
V544	0.09824	0.05123	0.15981	0.69071
V545	0.36288	0.09227	0.065	0.47985
V546	0.05674	0.86498	0.07079	0.00748
V547	0.0401	0.59353	0.34871	0.01765
V548	0.18377	0.72082	0.08854	0.00687
V549	0.34595	0.01173	0.62606	0.01627
V550	0.56641	0.01206	0	0.42153
V551	0.20613	0.68448	0.03556	0.07382
V552	0.00125	0.44712	0.00285	0.54877
V553	0.24681	0.10032	0.626	0.02687
V554	0.04868	0.0514	0.02017	0.87975
V555	0.09294	0.16263	0.33871	0.40572
V556	0.00052	0.0118	0.94708	0.0406
V557	0.81389	0.01132	0.00922	0.16557
V558	0.07685	0.7343	0.02703	0.16182
V559	0.01108	0.77758	0.21134	0
V560	0.72956	0.26379	0	0.00665
V561	0.00075	0.009	0.98015	0.0101
V562	0.78174	0	0.11147	0.1068
V563	0.25782	0.00047	0.73424	0.00748
V564	0.0609	0.04513	0.87582	0.01815
V565	0.12992	0.19577	0.39181	0.28249
V566	0.70175	0.06077	0.00315	0.23433
V567	0.23208	0.36851	0.02357	0.37584
V568	0.22507	0	0.04903	0.7259
V569	0.6626	0.01152	0	0.32588
V570	0.02597	0.23191	0.65644	0.08568
V571	0.84294	0.08659	0	0.07047
V572	0.45169	0	0.43248	0.11583
V573	0.05843	0.12126	0.00472	0.81559
V574	0.04249	0.75095	0.18868	0.01788
V575	0.01705	0.04853	0.11518	0.81925
V576	0.18312	0.76208	0.03732	0.01748
V577	0.0339	0.02063	0.19783	0.74764
V578	0.05574	0.03467	0.68719	0.22241
V579	0.00956	0.85911	0.10183	0.02949
V580	0.13956	0	0.10164	0.7588
V581	0.05946	0.04626	0.00166	0.89262
V582	0.59277	0.09826	0.02927	0.2797
V583	0.00638	0.02206	0.5812	0.39037
V584	0.55457	0.10671	0.29404	0.04468
V585	0.00691	0.00076	0.4258	0.56653
V586	0.24279	0.00157	0.64573	0.10991
V587	0.28037	0.00286	0.68035	0.03642
V588	0.61845	0.02117	0.0213	0.33908
V589	0.06533	0.77992	0.06666	0.08809
V590	0.05541	0.72662	0.21075	0.00722
V591	0.00126	0.01708	0.18976	0.7919
V592	0.17125	0.01748	0.81041	0.00086
V593	0.57195	0	0.17361	0.25444
V594	0.36934	0.22533	0.34689	0.05845
V595	0.02163	0.00919	0.01777	0.95141
V596	0.03355	0.21074	0.22366	0.53205
V597	0.00054	0.51823	0.36969	0.11154
V598	0.0168	0.07922	0.88547	0.0185
V599	0.67486	0.25812	0.03231	0.03472
V600	0.39652	0.40132	0.05008	0.15208
V601	0.16184	0.20542	0.0776	0.55514
V602	0.02193	0.01095	0.01017	0.95695
V603	0.00827	0.29379	0.0105	0.68744
