B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.65633	0.03989	0.08864	0.21514
V2	0.25946	0.09885	0	0.64169
V3	0.10146	0.65867	0	0.23988
V4	0.8998	0.1002	0	0
V5	0.15459	0.54186	0.22025	0.0833
V6	0.10257	0.89743	0	0
V7	0.23305	0.41995	0.00094	0.34606
V8	0.13669	0.04567	0.81764	0
V9	0.32305	0.2509	0	0.42605
V10	0.01152	0.04888	0.92334	0.01626
V11	0.21445	0.3894	0.39615	0
V12	0.02507	0.62484	0.3501	0
V13	0.28787	0.71213	0	0
V14	0.08239	0.91761	0	0
V15	0.17768	0.67509	0.06748	0.07974
V16	0.95193	0.04807	0	0
V17	0.10999	0.89001	0	0
V18	0.62172	0.37828	0	0
V19	0.17577	0.82423	0	0
V20	0.22682	0.48869	0	0.28448
V21	0.13521	0.09562	0.76918	0
V22	0.10521	0.12469	0.15097	0.61913
V23	0.39422	0.07313	0.53266	0
V24	0.96743	0.03257	0	0
V25	0.43252	0.29555	0.04744	0.22449
V26	0.45816	0.41359	0	0.12825
V27	0.21392	0.04716	0	0.73892
V28	0	0.08203	0.91797	0
V29	0.47262	0.06409	0.46329	0
V30	0.16533	0.26116	0.23315	0.34036
V31	0.26969	0.23987	0.24968	0.24077
V32	0.20892	0.0222	0	0.76888
V33	0.06833	0.56655	0.34263	0.02249
V34	0.13519	0.07431	0.79049	0
V35	0.20367	0.775	0.02132	0
V36	0.05148	0.06396	0.46196	0.4226
V37	0.65369	0.11336	0	0.23295
V38	0.53996	0.0127	0.10039	0.34695
V39	0.22593	0.64145	0.07416	0.05846
V40	0.12336	0.85433	0.02231	0
V41	0.05091	0.74992	0	0.19917
V42	0.32776	0.0515	0.14406	0.47668
V43	0.14037	0.38292	0.47671	0
V44	0.01787	0.11575	0.74952	0.11686
V45	0.13948	0.66492	0.18827	0.00733
V46	0.85736	0.12237	0.02027	0
V47	0.4961	0.24297	0.26093	0
V48	0.83836	0.16164	0	0
V49	0.80323	0.19204	0	0.00473
V50	0.09243	0.87095	0.03662	0
V51	0.34518	0.44872	0.20611	0
V52	0.01206	0.15852	0.82942	0
V53	0.77825	0.1639	0.05786	0
V54	0.45312	0.23543	0.31144	0
V55	0.29917	0.16708	0.18435	0.3494
V56	0.17574	0.03974	0.02146	0.76306
V57	0.12114	0.87886	0	0
V58	0.74098	0	0	0.25902
V59	0.49684	0.47624	0.02691	0
V60	0.19905	0.19242	0.289	0.31952
V61	0.87394	0.11206	0	0.01401
V62	0.9337	0.0663	0	0
V63	0.03299	0.87975	0.08725	0
V64	0.03105	0.91013	0	0.05882
V65	0.13899	0.01692	0.05496	0.78913
V66	0.25928	0.74072	0	0
V67	0.15709	0.36507	0.47785	0
V68	0.25275	0.14289	0	0.60436
V69	0.02049	0.36454	0.61497	0
V70	0.6245	0.21398	0.10841	0.05312
V71	0.23442	0.10029	0.34355	0.32174
V72	0.67411	0.2218	0	0.10408
V73	0.20809	0.69564	0.09109	0.00517
V74	0.03627	0.25099	0.71274	0
V75	0.8084	0.03796	0.12423	0.02941
V76	0.06902	0.21633	0.13318	0.58147
V77	0.10939	0.29019	0	0.60042
V78	0.40133	0.15482	0.11843	0.32542
V79	0	0.1454	0.81357	0.04103
V80	0.39983	0.05957	0.51776	0.02284
V81	0.04005	0.19682	0.76313	0
V82	0	0.10541	0.89459	0
V83	0.24008	0.21541	0	0.54451
V84	0.50268	0.07509	0.08718	0.33505
V85	0.14671	0.37534	0.37843	0.09952
V86	0.04451	0.09401	0.86148	0
V87	0.07804	0.91491	0.00705	0
V88	0.25576	0.08477	0.2219	0.43757
V89	0.12361	0.03722	0.15127	0.6879
V90	0.05217	0.93596	0.01188	0
V91	0.05285	0.78879	0.15836	0
V92	0.52709	0.06271	0.33968	0.07052
V93	0.96053	0.00064	0	0.03883
V94	0.07391	0.4753	0	0.45079
V95	0.32669	0.50736	0.09692	0.06902
V96	0.17958	0.10874	0	0.71168
V97	0.73042	0.14733	0.12225	0
V98	0.71898	0.28102	0	0
V99	0.85571	0.09313	0.05116	0
V100	0.07542	0.06584	0.85874	0
V101	0.13016	0.05117	0	0.81867
V102	0.95492	0.04508	0	0
V103	0.12431	0.08428	0.03263	0.75877
V104	0.04441	0.95559	0	0
V105	0.07608	0.92392	0	0
V106	0.14135	0.56591	0.29274	0
V107	0.20649	0.25113	0.54238	0
V108	0.17672	0.78777	0.03551	0
V109	0.0281	0.20602	0.59149	0.17439
V110	0.08728	0.91272	0	0
V111	0.97917	0.02083	0	0
V112	0.19356	0.09197	0.40235	0.31212
V113	0.29018	0.14232	0.11215	0.45536
V114	0.36918	0.06927	0	0.56156
V115	0.00909	0.79083	0.20008	0
V116	0.18612	0.37291	0.34262	0.09835
V117	0.72622	0.27378	0	0
V118	0.22341	0.63517	0	0.14141
V119	0.23107	0.09399	0	0.67494
V120	0.07155	0.10992	0.81853	0
V121	0.69764	0.18663	0	0.11573
V122	0.99609	0.00391	0	0
V123	0.06186	0.57187	0	0.36627
V124	0.71071	0.28929	0	0
V125	0.42948	0.46516	0.10535	0
V126	0.13942	0.18093	0	0.67964
V127	0.25954	0.07349	0.20817	0.4588
V128	0.15522	0.03846	0.05452	0.7518
V129	0.63236	0.28758	0.08006	0
V130	0.00245	0.69211	0.30544	0
V131	0.05123	0.94687	0	0.0019
V132	0.98723	0.01277	0	0
V133	0.96304	0.03696	0	0
V134	0.18341	0.45649	0.06799	0.29211
V135	0.19091	0.044	0.12258	0.64251
V136	0.30859	0.4203	0	0.27111
V137	0.73288	0.08993	0.1772	0
V138	0.27912	0.47185	0.12329	0.12574
V139	0.43352	0.26285	0.13242	0.17121
V140	0.14079	0.12686	0	0.73235
V141	0.09367	0.20447	0.53044	0.17142
V142	0.84882	0.03237	0.11881	0
V143	0.51938	0.31478	0	0.16583
V144	0.26291	0.19975	0.1032	0.43414
V145	0	0.80056	0.19944	0
V146	0.19479	0.01551	0	0.7897
V147	0.96906	0.03094	0	0
V148	0.16693	0.11476	0.56691	0.15139
V149	0.28711	0.55076	0.16213	0
V150	0.1031	0.30283	0.58338	0.01068
V151	0.26579	0.6906	0	0.04361
V152	0.29053	0.51905	0.17377	0.01665
V153	0.15233	0.81222	0	0.03546
V154	0.27266	0.50306	0.22428	0
V155	0.54236	0.20603	0.22825	0.02336
V156	0.04001	0.19265	0.69521	0.07212
V157	0.3729	0.20884	0.26518	0.15308
V158	0.16087	0.01019	0	0.82894
V159	0.93965	0.06035	0	0
V160	0.80038	0.02106	0	0.17856
V161	0.32955	0	0	0.67045
V162	0.15771	0.35998	0.00561	0.4767
V163	0.154	0.5638	0.12386	0.15834
V164	0.42879	0.37873	0.02452	0.16796
V165	0.0805	0.2657	0	0.6538
V166	0.11887	0.1519	0	0.72923
V167	0.42606	0	0	0.57394
V168	0.34686	0.64505	0.00809	0
V169	0.30375	0.0566	0	0.63965
V170	0.15986	0.0507	0.5076	0.28184
V171	0.14059	0.29303	0.56638	0
V172	0.77271	0.02859	0.1987	0
V173	0.12685	0.17795	0	0.6952
V174	0.1198	0.22024	0	0.65996
V175	0.07921	0.04113	0.8005	0.07917
V176	0.01407	0.84861	0.13733	0
V177	0.01745	0.98255	0	0
V178	0.03547	0.82282	0	0.14172
V179	0.23998	0.03222	0.35144	0.37636
V180	0.04508	0.92152	0.0334	0
V181	0.2022	0.18393	0.51903	0.09483
V182	0.33751	0.23928	0.42321	0
V183	0.19367	0.80633	0	0
V184	1	0	0	0
V185	0.59253	0.40747	0	0
V186	0.16373	0.55335	0.23214	0.05079
V187	0.98682	0.01318	0	0
V188	0.13565	0.23041	0	0.63394
V189	0.89688	0.01858	0	0.08454
V190	0.702	0.0496	0.2484	0
V191	0.20275	0.25879	0.53846	0
V192	0.37404	0.52847	0	0.09749
V193	0.68892	0.08332	0.17043	0.05732
V194	0.05557	0.94443	0	0
V195	0	0.07493	0.92507	0
V196	0.11086	0.09888	0	0.79026
V197	0.51152	0.03698	0	0.45151
V198	0.08479	0.56765	0.34756	0
V199	0.27786	0.0522	0.11296	0.55698
V200	0.18447	0.60908	0	0.20646
V201	0.14584	0.63147	0.15148	0.07121
V202	0.02401	0.06032	0.78644	0.12924
V203	0.17787	0.47	0.35213	0
V204	0.05167	0.56435	0	0.38397
V205	0	0.10707	0.89293	0
V206	0.03084	0.14057	0.82859	0
V207	0.23283	0.22443	0	0.54273
V208	0.25674	0.10578	0.63747	0
V209	0.37926	0.54334	0	0.07739
V210	0.12762	0.82869	0.04369	0
V211	0.52777	0	0	0.47223
V212	0.54054	0.08188	0.37757	0
V213	0.74717	0.07637	0.01677	0.15969
V214	0.42195	0.21382	0.0948	0.26942
V215	0.38685	0.08771	0	0.52543
V216	0.18509	0	0	0.81491
V217	0.08545	0.56416	0.20012	0.15027
V218	0.15845	0.51839	0.12006	0.20311
V219	0.15423	0.68401	0	0.16176
V220	0.03365	0.88613	0	0.08022
V221	0.88249	0	0	0.11751
V222	0.37658	0.18866	0.32443	0.11033
V223	0	0.19963	0.77446	0.02591
V224	1	0	0	0
V225	0.08523	0.90754	0.00723	0
V226	0.31777	0.1235	0.55873	0
V227	0.85379	0.03379	0.11242	0
V228	0.86125	0.11157	0	0.02718
V229	0.00588	0.07138	0.92274	0
V230	0.13286	0.05491	0	0.81223
V231	0.09565	0.33889	0.04528	0.52018
V232	0.08279	0.69102	0	0.22619
V233	0.65058	0.14802	0.12596	0.07544
V234	0.06187	0.93813	0	0
V235	0.40098	0.10609	0.49293	0
V236	0.04727	0.12309	0.79895	0.03068
V237	0.2877	5e-05	0	0.71225
V238	0.16041	0.6126	0.22699	0
V239	0.13217	0.42861	0	0.43922
V240	0.53662	0.08809	0.37529	0
V241	0.01183	0.04917	0.90753	0.03147
V242	0.16153	0.80073	0.03775	0
V243	0.27287	0.09233	0.61892	0.01589
V244	0.23651	0.04334	0.69028	0.02988
V245	0.66059	0.33941	0	0
V246	0.04569	0.20235	0.75196	0
V247	0.15258	0.06042	0.78699	0
V248	0.14654	0.06772	0	0.78574
V249	0	0.09483	0.87958	0.02559
V250	0.82446	0.03253	0.14301	0
V251	0.9626	0.0374	0	0
V252	0.01574	0.86783	0.11643	0
V253	0.46608	0.10729	0.09099	0.33564
V254	0.02641	0.96576	0.00783	0
V255	0.06396	0.93604	0	0
V256	0.20755	0.2784	0.49657	0.01749
V257	0.5045	0.14976	0.17259	0.17316
V258	0.21721	0.32996	0.39583	0.057
V259	0.02969	0.34992	0.62039	0
V260	0	0.31956	0.68044	0
V261	0.70749	0.08149	0.12246	0.08857
V262	0.21037	0.0577	0	0.73194
V263	0.02871	0.97129	0	0
V264	0.22873	0.06915	0.40078	0.30133
V265	0.15257	0.01855	0.08876	0.74012
V266	0.66804	0.33196	0	0
V267	0.04658	0.22631	0.25463	0.47248
V268	0.49733	0.05156	0.06331	0.38779
V269	0.00845	0.61727	0.37429	0
V270	0.7272	0.07729	0.17789	0.01762
V271	0.87757	0.08635	0	0.03609
V272	0.0912	0.88019	0	0.02861
V273	0.18834	0.03482	0	0.77684
V274	0.80234	0.03889	0.10991	0.04887
V275	0	0.07562	0.92438	0
V276	0.56701	0.35955	0	0.07343
V277	0.11857	0.25908	0.10177	0.52057
V278	0.11598	0.08996	0.25063	0.54343
V279	0.79014	0.11672	0.01612	0.07702
V280	0.16087	0.01019	0	0.82894
V281	0.64903	0.06967	0.05643	0.22487
V282	0.05807	0.12558	0.80493	0.01142
V283	0.27767	0.6557	0	0.06663
V284	0.05019	0.93473	0.01508	0
V285	0.05808	0.0417	0.90022	0
V286	0.31086	0.63015	0.04507	0.01392
V287	0.11996	0.88004	0	0
V288	0.04141	0.33552	0.41103	0.21204
V289	0.32386	0.28911	0.38491	0.00213
V290	0.84965	0.15035	0	0
V291	0.51189	0.111	0.37711	0
V292	1	0	0	0
V293	0.31766	0.05924	0.6231	0
V294	0.15055	0.37088	0	0.47856
V295	0.09371	0.22428	0.13945	0.54255
V296	0.20311	0.17984	0.59389	0.02316
V297	0.21762	0.01703	0.00954	0.75581
V298	0.30715	0.14359	0.54926	0
V299	0.14397	0.28466	0	0.57138
V300	0.07805	0.0651	0.19049	0.66636
V301	0.14233	0.16808	0.63184	0.05775
V302	0.67793	0.32207	0	0
V303	0	0.6458	0.3542	0
V304	0.06989	0.06782	0.74562	0.11667
V305	0.16386	0.21139	0.43433	0.19042
V306	0.87188	0.12812	0	0
V307	0.03501	0.96499	0	0
V308	0.28781	0.28743	0.25081	0.17395
V309	0.40118	0.33708	0	0.26175
V310	0.15262	0.37516	0.09064	0.38158
V311	0.53417	0.46583	0	0
V312	0.12463	0.78	0.09537	0
V313	0.08589	0.14452	0	0.76959
V314	0.07324	0.54799	0.05331	0.32546
V315	0.17546	0.68336	0	0.14118
V316	0.36155	0.18917	0.34902	0.10026
V317	0.14082	0.76985	0	0.08933
V318	0.08474	0.58537	0	0.32988
V319	0.05302	0.11455	0.83243	0
V320	0.0923	0.20077	0.6382	0.06874
V321	0.65767	0.34233	0	0
V322	0.27911	0.37668	0	0.3442
V323	0.18213	0.05122	0.02555	0.7411
V324	0.70634	0.29366	0	0
V325	0.33318	0.66682	0	0
V326	0.03949	0.63983	0.04096	0.27972
V327	0.1161	0.19676	0.03581	0.65133
V328	0.05997	0.06817	0.74507	0.1268
V329	0.26812	0.15363	0.10184	0.47641
V330	0.46336	0.04111	0.28587	0.20965
V331	0.43937	0.09435	0	0.46628
V332	0.10433	0.08563	0.13088	0.67916
V333	0.47786	0.12792	0.34603	0.04819
V334	0.42543	0.03984	0.31415	0.22058
V335	0.03557	0.40001	0.50428	0.06014
V336	0.22194	0.75539	0	0.02267
V337	0.30676	0.45104	0.2422	0
V338	0	1	0	0
V339	0.11552	0.04003	0.84445	0
V340	0.07768	0.28454	0.51066	0.12713
V341	0.14924	0.07459	0	0.77617
V342	0.28284	0.03393	0.60513	0.0781
V343	0.98724	0.01276	0	0
V344	0.71373	0.19337	0.09291	0
V345	0	0.07721	0.92279	0
V346	0.30398	0.1556	0.23349	0.30694
V347	0.16245	0.03619	0.072	0.72936
V348	0.09979	0.72985	0.09909	0.07127
V349	0.39162	0.22779	0.34536	0.03523
V350	0.03433	0.83136	0.13432	0
V351	0.07987	0.06012	0.36506	0.49496
V352	0.04735	0.06663	0.8498	0.03621
V353	0.95268	0.04124	0	0.00608
V354	0.06427	0.74554	0.19019	0
V355	0.32249	0.12383	0.42913	0.12455
V356	0.15508	0.05268	0.04162	0.75061
V357	0.16335	0.39165	0.23771	0.20729
V358	0.62491	0.12363	0	0.25146
V359	0.65228	0.056	0	0.29172
V360	0.56955	0.43045	0	0
V361	0	0.4821	0.5179	0
V362	0	1	0	0
V363	0.21365	0.16587	0.4409	0.17959
V364	0.17581	0.11375	0.67118	0.03926
V365	0.36122	0.00321	0	0.63557
V366	0.13171	0.76093	0.02662	0.08074
V367	0.63644	0.12825	0	0.23531
V368	0.13967	0.81088	0.03109	0.01835
