Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.03074	0.04445	0.00221	0.01011	0.13857	0.00738	0.02262	0	0	0.74392
V2	0.60391	0.02035	0.05061	0	0.03183	0.23983	0.04656	0.00691	0	0
V3	0.11096	0.08942	0.08425	0.01967	0.40225	0.0114	0.09812	0.10992	0.01991	0.0541
V4	0.01593	0.10903	0.02665	0	0.05769	0.09419	0.01255	0.00964	0.46404	0.21027
V5	0.01835	0.13823	0.01374	0.07493	0	0.06816	0.02546	0	0.00017	0.66097
V6	0.01885	0.11952	0.15557	0.03578	0.5512	0.02372	0.00099	0.04402	0.00861	0.04175
V7	0.00101	0.56054	0	0.02244	0.23504	0.00692	0.07397	0.04875	0.03968	0.01165
V8	0.00641	0.60192	0.03621	0.02639	0	0.01954	0.03483	0.20986	0.06484	0
V9	0.00892	0	0.0938	0.12217	0.0421	0.02437	0.24215	0.40011	0.04702	0.01936
V10	0	0.1323	0	0	0.631	0.06139	0.01808	0.10759	0.00802	0.04162
V11	0.01423	0.59477	0	0.01906	0	0.04411	0.03565	0.19165	0.09143	0.0091
V12	0.0247	0.0299	0.19347	0.44471	0.0315	0	0.08089	0.00619	0.01979	0.16884
V13	0.08512	0.0043	0.13238	0.00701	0.07035	0.12484	0.42831	0.0112	0.10168	0.03481
V14	0.07258	0.46349	0.13435	0.07444	0.02991	0.04463	0.13398	0.00503	0.04158	0
V15	0.25175	0.01177	0.1701	0.49275	0.01749	0.01079	0.01005	0.00927	0.02603	0
V16	0.02988	0.06411	0.23067	0.49854	0.03195	0.03287	0	0	0.10392	0.00806
V17	0.02841	0.15535	0	0.00709	0.00117	0.07834	0.05649	0.00084	0.00742	0.66489
V18	0.07927	0.08563	0.06703	0.26617	0	0.00815	0.00296	0	0.00659	0.48419
V19	0.01438	0	0	0.05929	0	0.08485	0.02345	0.0034	0	0.81464
V20	0	0.21991	0.02902	0.00944	0.02506	0.0139	0.52323	0.03633	0.02494	0.11817
V21	0.09807	0.46035	0.02056	0.01098	0.00086	0.30335	0.04391	0.0191	0.04281	0
V22	0.00816	0	0	0	0	0.0229	0.03629	0.21504	0.03586	0.68176
V23	0.26751	0.03922	0.46765	0.06946	0.01245	0.00806	0.00175	0.00203	0.00708	0.12479
V24	0.02504	0.64076	0.03917	0.02358	0.00905	0.00206	0.09273	0.04958	0.11802	0
V25	0.03504	0.13848	0.01363	0.02216	0.05915	0.12101	0.03948	0	0.12516	0.44589
V26	0.01256	0	0.05619	0.01558	0.02583	0.02751	0.07224	0.73734	0.04422	0.00853
V27	0.00415	0.08927	0	0	0.33548	0.00417	0.03011	0	0	0.53682
V28	0.26703	0	0.00335	0.00407	0	0.0251	0.04218	0.02128	0	0.63699
V29	0.01168	0.70469	0	0.02635	0	0.08692	0.03436	0.00625	0.04836	0.08139
V30	0.00747	0.00816	0.11333	0.01073	0.05026	0.28325	0.29587	0.00237	0.20276	0.0258
V31	0.01769	0.3829	0.18179	0.04047	0.05909	0.00578	0.02596	0.23148	0.04494	0.00989
V32	0.45823	0.05985	0.04392	0.0023	0.25698	0.03803	0.03656	0.00052	0.06943	0.03418
V33	0.04648	0.01239	0.24929	0.44605	0.02857	0	0.18199	0.00193	0.02468	0.00862
V34	0.00901	0.07946	0	0	0.18235	0.00831	0.0235	0.00592	0.02461	0.66683
V35	0.00913	0.85265	0	0.02572	0	0.00384	0.04002	0.00533	0.0633	0
V36	0.03497	0	0.05206	0	0.06852	0.01568	0.74289	0.03122	0.01637	0.03828
V37	0	0.55763	0.01405	0.01552	0.02368	0.00102	0.29849	0.01987	0.05162	0.01812
V38	0.1123	0	0.09743	0.14065	0.04534	0.00431	0.5461	0.00841	0.0192	0.02626
V39	0.06788	0	0.09908	0.137	0.07775	0.00478	0.53352	0.02037	0.01962	0.04
V40	0.13008	0.04172	0.58822	0.08847	0.10987	0	0	0	0.01216	0.02947
V41	0.58213	0.07693	0.07481	0.00469	0.0299	0.00805	0.01316	0.00958	0.1852	0.01556
V42	0.00083	0.64799	0	0.01749	0.22591	0	0.01505	0	0.04278	0.04996
V43	0.12765	0.04497	0.12401	0.07386	0.20883	0.03983	0.22164	0.02005	0.11513	0.02404
V44	0.04321	0.00645	0.51099	0.07782	0.02416	0.00935	0.01745	0.27253	0.02968	0.00837
V45	0.00765	0.00536	0.05294	0.00189	0.06923	0.02383	0.28479	0.00095	0.47527	0.07809
V46	0.1731	0.11187	0.07075	0.20743	0.00534	0.00177	0.00397	0.00916	0.00597	0.41064
V47	0	0	0.04862	0	0.04478	0.01654	0.80909	0.01092	0.016	0.05405
V48	0.02171	0.0214	0	0.00169	0	0.01266	0.0312	0	0.05722	0.85412
V49	0.20355	0	0.01728	0.01186	0.02182	0.02059	0.05242	0.64143	0.03104	0
V50	0.29754	0.1925	0.0368	0.00181	0.02313	0.40793	0.02549	1e-04	0.01469	0
V51	0.16959	0.02597	0.50711	0.07296	0.08686	0.00325	0.00673	0.04436	0.04835	0.03483
V52	0.01431	0	0.21314	0.29762	0.03521	0.00152	0.38038	0.01104	0.02666	0.02011
V53	0.41523	0.01917	0.11992	0.09399	0.01017	0.00464	0.01809	0.10672	0.00442	0.20766
V54	0.00704	0.05057	0.00632	0	0.19895	0.69506	0.03532	0	0.00673	0
V55	0.02762	0.02223	0.17715	0.63989	0.07215	0.00292	0.00452	0.00054	0.02994	0.02304
V56	0.15528	0.03523	0.46871	0.08395	0.08907	0.12751	0.00189	0	0.00886	0.02949
V57	0.04717	0.01408	0.51133	0.24098	0.02733	0.00925	0	0.02097	0.08569	0.0432
V58	0.02208	0.20719	0.08929	0.13361	0.01925	0.46546	0.03713	0	0.02599	0
V59	0.01214	0.0377	0.05249	0	0.05321	0.01533	0.76022	0.00979	0.02048	0.03864
V60	0.69925	0.02842	0.06037	0.00329	0.08064	0.00502	0.00666	0.00586	0.10283	0.00765
V61	0.01014	0.00623	0.04736	0.01948	0.03203	0.824	0.04607	0.00447	0.01022	0
V62	0.02467	0	0.02045	0.01001	0.01348	0.00987	0.41808	0.01001	0.02595	0.46749
V63	0.00652	0.26923	0.02048	0.00432	0.15632	0.46473	0.03602	0	0.0234	0.01897
V64	0.08768	0.00645	0.3049	0.26029	0.01477	0.01255	0.00787	0.21608	0.02264	0.06678
V65	0.07706	0.02322	0.12661	0.32749	0.02482	0.00741	0.06746	0.206	0.10618	0.03374
V66	0.00463	0.13998	0	0.00215	0.55518	0.02477	0.02633	0.0093	0.01915	0.21851
V67	0.03391	0.18417	0.42229	0.1034	0.02934	0.03941	0.08055	0.00492	0.06045	0.04156
V68	0.02634	0.02617	0.03214	0	0.07705	0.02978	0.02523	0.29552	0.4817	0.00606
V69	0.06211	0.02612	0.7217	0.12117	0.03421	0	0	0	0.01553	0.01915
V70	0.67083	0.02128	0.13266	0.01266	0.02254	0.02894	0.03703	0.01132	0.06276	0
V71	0.03307	0	0.00421	0.01521	0.02265	0.028	0.06604	0.75559	0.04357	0.03168
V72	0.23071	0.04287	0.07828	0.22995	0.15135	0	0	0.00432	0.01022	0.2523
V73	0.02637	0.1735	0	0.01128	0.70235	0.01447	0.00613	0	0.00636	0.05952
V74	0.03048	0	0.03188	0.17139	0	0.0401	0.01336	0.00386	0	0.70893
V75	0.03013	0.08878	0.23983	0.41955	0.0451	0.0042	0	0.003	0.16885	0.00057
V76	0.00784	0.01526	0.01436	0	0.02262	0.87367	0.04957	0.00494	0.01174	0
V77	0.00849	0	0.10007	0.26829	0.03005	0.2575	0.29467	0.00517	0.01785	0.01791
V78	8e-05	0.46456	0.04574	0.0162	0.03039	0.00858	0.30938	0	0.03583	0.08925
V79	0.01788	0.03223	0.10768	0.26881	0.03554	0.27289	0.01232	0	0.22059	0.03205
V80	0.38773	0.00435	0.01921	0.00899	0	0.0073	0.04374	0.0022	0.03337	0.49312
V81	0.01084	0.04517	0.04853	0.14079	0.16753	0.55615	0.02133	0	0.00966	0
V82	0.06317	0.51724	0.07367	0.23625	0.0025	0.01113	0.0084	0.04328	0.04436	0
V83	0.04535	0.0599	0.15176	0.4501	0.0381	0.0024	0	0.21887	0.03351	0
V84	0.02495	0.0154	0.03956	0.02175	0.13143	0.51845	0.23078	0.00376	0.00782	0.00611
V85	0.21179	0.01219	0.38811	0.06586	0	0.00352	0.00471	0	0.00249	0.31133
V86	0.2905	0.01467	0.32081	0.33113	0.01946	0.00045	0	0	0.01477	0.00821
V87	0.0176	0.057	0.05113	0.00669	0.11569	0.03018	0.00114	0	0.70554	0.01505
V88	0.02076	0.34233	0.13851	0.45342	0.00391	0	0	0	0.04107	0
V89	0	0	0.05275	0.02408	0.04965	0.00958	0.72509	0.08521	0.01749	0.03615
V90	0.03602	0.06975	0.31783	0.05979	0	0.02398	0.01012	0	0.00271	0.4798
V91	0.07032	0.01851	0.70867	0.11276	0.04043	0	0	0	0.01974	0.02956
V92	0	0	0.04935	0	0.05266	0.0177	0.77345	0.01017	0.05577	0.0409
V93	0.01025	0.05295	0.1051	0.00416	0.07584	0.02112	0.25464	0.01473	0.43925	0.02197
