mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26692	0.20018	0.24188	0.18016	0.11086
V2	0.05504	0.68841	0.09905	0.11855	0.03894
V3	0.05233	0.13341	0.37317	0.4027	0.03838
V4	0.01372	0.10907	0.24293	0.10565	0.52863
V5	0.02035	0.06719	0.08129	0.15836	0.6728
V6	0.26797	0.1273	0.25194	0.25621	0.09658
V7	0.00809	0.15371	0.39216	0.11582	0.33022
V8	0.00696	0.20282	0.66673	0.10312	0.02037
V9	0.04744	0.09356	0.2351	0.5832	0.04071
V10	0.35841	0.16728	0.39079	0.05154	0.03198
V11	0.03724	0.09178	0.12329	0.12191	0.62577
V12	0.07102	0.10007	0.2155	0.32895	0.28446
V13	0.11685	0.094	0.0548	0.44946	0.28489
V14	0.1345	0.06302	0.08114	0.62287	0.09848
V15	0.02433	0.05575	0.016	0.84437	0.05955
V16	0.45932	0.12508	0.03	0.35439	0.0312
V17	0.06742	0.25955	0.0445	0.11906	0.50948
V18	0.0735	0.39813	0.25779	0.24561	0.02496
V19	0.03419	0.0637	0.02113	0.17791	0.70306
V20	0.00043	0.16733	0.5724	0.22858	0.03125
V21	0.02149	0.27853	0.15404	0.21165	0.33429
V22	0.65725	0.15837	0.07853	0.07109	0.03475
V23	0.07848	0.0744	0.04366	0.19283	0.61064
V24	0.40123	0.16865	0.04183	0.11095	0.27734
V25	0.02637	0.07096	0.0333	0.46339	0.40598
V26	0.40596	0.23643	0.08173	0.10448	0.1714
V27	0.11134	0.47166	0.20867	0.06528	0.14305
V28	0.02644	0.13216	0.19228	0.59146	0.05766
V29	0.00556	0.09743	0.29091	0.56041	0.0457
V30	0.60402	0.16655	0.04551	0.09406	0.08985
V31	0.35996	0.17583	0.03373	0.27959	0.1509
V32	0.7468	0.09176	0.02372	0.08325	0.05447
V33	0.02686	0.21665	0.04313	0.17602	0.53735
V34	0.12024	0.7431	0.05505	0.07523	0.00638
V35	0.08467	0.55079	0.27244	0.08243	0.00967
V36	0.02777	0.22234	0.18735	0.14303	0.41951
V37	0.62801	0.08336	0.01596	0.08768	0.18499
V38	0.09698	0.15273	0.41083	0.21988	0.11958
V39	0.26835	0.14931	0.3062	0.0684	0.20775
V40	0.20648	0.53732	0.0553	0.16458	0.03632
V41	0.05314	0.7509	0.0636	0.06937	0.06299
V42	0.69633	0.11968	0.03673	0.08414	0.06311
V43	0.3747	0.21636	0.30797	0.07886	0.0221
V44	0.02798	0.34358	0.48942	0.05117	0.08786
V45	0.03707	0.5895	0.13349	0.19649	0.04345
V46	0.1101	0.66583	0.11267	0.092	0.01939
V47	0	0.21295	0.71913	0.04359	0.02433
V48	0.13841	0.1856	0.21412	0.34618	0.11568
V49	0.36667	0.20908	0.21447	0.18316	0.02662
V50	0.0157	0.22086	0.70225	0.04278	0.01841
V51	0.09352	0.29454	0.2119	0.11605	0.28399
V52	0.05877	0.79963	0.05955	0.07651	0.00554
V53	0.02827	0.16796	0.0287	0.72965	0.04542
V54	0.18613	0.0542	0.02811	0.56254	0.16902
V55	0.06721	0.04339	0.01459	0.82213	0.05267
V56	0.06588	0.03768	0.02121	0.75003	0.1252
V57	0.12327	0.23698	0.47287	0.07188	0.095
V58	0.06765	0.07249	0.15026	0.25239	0.4572
V59	0.67578	0.11978	0.09575	0.08266	0.02603
V60	0.35249	0.23869	0.13562	0.1764	0.0968
V61	0.1791	0.06952	0.047	0.27912	0.42525
V62	0.05299	0.12524	0.29081	0.17791	0.35305
V63	0.34581	0.27634	0.08546	0.09901	0.19338
V64	0.74573	0.10733	0.03769	0.08072	0.02852
