Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.04677	0.08826	0.86496	0	0	0
V2	0.66385	0.1974	0	0.11282	0.02593	0
V3	0	0.10467	0.18488	0	0	0.71045
V4	0.24418	0.58068	0	0.12433	0.02478	0.02603
V5	0	0.06531	0	0.76671	0.16798	0
V6	0.10277	0.07421	0.17165	0.06882	0.07574	0.50681
V7	0	0.47457	0	0.07534	0.45009	0
V8	0.81439	0.12763	0	0.05798	0	0
V9	0.23761	0.24651	0	0.28223	0	0.23365
V10	0.5161	0.1226	0	0.3613	0	0
V11	0	0.97686	0	0.02314	0	0
V12	0	0.04238	0.00747	0	0	0.95015
V13	0	0.65372	0.34628	0	0	0
V14	0	0.08229	0	0.91771	0	0
V15	0.57691	0.15563	0	0.14716	0.1203	0
V16	0	0.07035	0	0.55421	0.29084	0.08459
V17	0	0.05464	0.10783	0	0	0.83752
V18	0.78998	0.21002	0	0	0	0
V19	0.6923	0.13162	0.16318	0.00283	0.01008	0
V20	0.74878	0.1401	0.03538	0.07575	0	0
V21	0	0.0632	0	0.01273	0	0.92407
V22	0.17861	0.13105	0	0.14257	0.54776	0
V23	0	0.08767	0.36496	0.07484	0.47253	0
V24	0.13057	0.09025	0	0.20903	0.57015	0
V25	0.50966	0.3652	0	0.12514	0	0
V26	0.28374	0.10223	0	0.05899	0.55503	0
V27	0	0.02096	0.14996	0	0	0.82909
V28	0.00179	0.35027	0.16877	0.27735	0	0.20181
V29	0	0.7635	0.08265	0.06151	0	0.09235
V30	0.22435	0.28337	0.09888	0.01927	0.18064	0.19349
V31	0.77314	0.10159	0.12527	0	0	0
V32	0	0.06147	0.35891	0.57961	0	0
V33	0.26124	0.50848	0.23028	0	0	0
V34	0	0.03231	0.58129	0.07263	0.31377	0
V35	0	0.09569	0.18119	0.68268	0.04044	0
V36	0.03449	0.63453	0.11936	0.04529	0.16633	0
V37	0	0.05751	0.83328	0	0	0.10921
V38	0	0.01361	0.09677	0	0	0.88962
V39	0.63696	0.12791	0	0.23513	0	0
V40	0	0.65135	0	0.23478	0.06059	0.05328
V41	0.79195	0.09268	0	0	0	0.11537
V42	0.27469	0.08804	0.5815	0	0	0.05577
V43	0.22555	0.52366	0	0.06459	0.18619	0
V44	0.00227	0.99773	0	0	0	0
V45	0.51933	0.4056	0.00085	0	0	0.07422
V46	0	0.04974	0	0.4005	0.29252	0.25724
V47	0.00353	0.54937	0	0.23156	0.20206	0.01348
V48	0	0.7395	0.22378	0.02483	0.01189	0
V49	0	0.9401	0	0.04543	0.01447	0
V50	0	0.05244	0.28694	0.08661	0.57321	8e-04
V51	0	0.02105	0	0.11975	0.85921	0
V52	0	0.67041	0.30238	0.02721	0	0
V53	0.11697	0.08129	0.0317	0.11414	0.6559	0
V54	0.01351	0.19443	0.69829	0.04455	0	0.04922
V55	0	0.06341	0.05352	0.12705	0.75602	0
V56	0	0.06814	0.85129	0.08058	0	0
V57	0.07629	0.45984	0.01651	0.02156	0.08485	0.34095
V58	0	0.06284	0.93716	0	0	0
V59	0	0.05506	0	0.94494	0	0
V60	0.50092	0.11104	0	0.38804	0	0
V61	0.27484	0.19982	0	0.19386	0	0.33149
V62	0.648	0.10884	0.04515	0.14358	0.01774	0.0367
V63	0	0.6248	0	0.07391	0	0.30129
V64	0	0.12178	0	0.08814	0.79008	0
V65	0.62951	0.20302	0	0.00567	0	0.1618
V66	0.54124	0.11957	0.08503	0.04359	0.21058	0
V67	0	0.20729	0.34943	0.24909	0	0.1942
V68	0.88418	0.11582	0	0	0	0
V69	0.56476	0.10115	0	0	0	0.33409
V70	0	0.06124	0.21597	0.72279	0	0
V71	0	0.33644	0	0.18156	0.35168	0.13032
V72	0.73403	0.19875	0.04778	0.01944	0	0
V73	0	0.06607	0.04039	0.89353	0	0
V74	0	0.16426	0	0.83574	0	0
V75	0	0.95855	0	0.04145	0	0
V76	0	0.04817	0.8412	0.06052	0.0501	0
V77	0.04513	0.2296	0.06539	0.6363	0	0.02359
V78	0.61785	0.19765	0.00891	0.11262	0	0.06298
V79	0	0.62446	0	0	0	0.37554
V80	0	0.67212	0	0	0	0.32788
V81	0.79447	0.18629	0.01924	0	0	0
V82	0	0.88131	0	0.09384	0.02485	0
V83	0.11294	0.23698	0	0.52948	0.08956	0.03104
V84	0.37005	0.106	0.04283	0.48112	0	0
V85	0.87213	0.11187	0.016	0	0	0
V86	0.19992	0.10728	0.10087	0.327	0	0.26493
V87	0	0.0401	0	0.9599	0	0
V88	0	0.0866	0	0.63307	0	0.28033
V89	0	0.20451	0.47718	0	0	0.31831
V90	0.0258	0.7897	0.14305	0.04042	0.00102	0
V91	0	0.06439	0	0.22106	0.71455	0
V92	0	0.0917	0	0.10296	0.80535	0
V93	0.10265	0.13112	0	0.15307	0.20906	0.40411
V94	0	0.03416	0.23098	0.73486	0	0
V95	0	0.03146	0.3162	0.20196	0.45038	0
V96	0	0.46731	0	0.09872	0.28174	0.15223
V97	0	0.02665	0	0.17693	0.79642	0
V98	0	0.11431	0	0.88569	0	0
V99	0	0.03248	0	0.96752	0	0
V100	0	0.05318	0.56234	0.34949	0.03499	0
V101	0	0.41106	0.52602	0.06292	0	0
V102	0.84547	0.11903	0.0355	0	0	0
V103	0.71378	0.1249	0	0.16132	0	0
V104	0	0.04859	0.19538	0.75603	0	0
V105	0	0.01447	0.03202	0	0	0.95351
V106	0	0.02689	0.65651	0	0	0.3166
V107	0.01981	0.74199	0.2382	0	0	0
V108	0	0.0548	0	0.04878	0.16741	0.72901
V109	0	0.02415	0	0.03626	0.12627	0.81333
V110	0	0.22062	0.77938	0	0	0
V111	0	0.05273	0.94727	0	0	0
V112	0	0.36409	0	0.63591	0	0
V113	0	0.13682	0.76909	0.06274	0.03135	0
V114	0.09514	0.0886	0.72473	0.09154	0	0
V115	0.46374	0.14149	0	0.04656	0.06762	0.2806
V116	0.87965	0.11705	0	0.0033	0	0
V117	0.56493	0.11377	0	0.12936	0.19194	0
V118	0	0.7996	0.11256	0.07603	0.01181	0
V119	0	0.9503	0	0.0497	0	0
V120	0.04277	0.28968	0.08823	0.55045	0.02888	0
V121	0.2336	0.08859	0	0.26307	0	0.41475
V122	0.24252	0.12323	0	0.63425	0	0
V123	0.27658	0.08012	0	0.07818	0.06695	0.49817
V124	0	0.03481	0.29283	0.08821	0.58414	0
V125	0	0.21128	0.76774	0	0	0.02098
V126	0	0.30281	0.00509	0	0	0.69211
