mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.24769	0.21665	0.26009	0.16791	0.10766
V2	0.04702	0.70049	0.10875	0.10047	0.04328
V3	0.04131	0.14552	0.39843	0.3817	0.03304
V4	0.00704	0.11901	0.26479	0.08581	0.52334
V5	0.017	0.07403	0.10072	0.1323	0.67595
V6	0.25021	0.14262	0.27189	0.24279	0.0925
V7	0	0.16494	0.41314	0.10057	0.32134
V8	0	0.207	0.68091	0.09614	0.01594
V9	0.04099	0.1022	0.25848	0.56346	0.03486
V10	0.32599	0.18447	0.41011	0.05107	0.02835
V11	0.03196	0.10072	0.14352	0.09853	0.62527
V12	0.06321	0.1112	0.23672	0.30678	0.28209
V13	0.11293	0.10294	0.06799	0.42771	0.28843
V14	0.13139	0.06962	0.09498	0.60864	0.09538
V15	0.02422	0.05695	0.02392	0.84079	0.05411
V16	0.44814	0.14145	0.03822	0.34519	0.027
V17	0.062	0.27172	0.05908	0.09622	0.51099
V18	0.06151	0.4131	0.27494	0.22636	0.02409
V19	0.03137	0.06999	0.03812	0.15005	0.71046
V20	0	0.173	0.59114	0.2105	0.02536
V21	0.0153	0.29163	0.17183	0.18819	0.33306
V22	0.62707	0.18104	0.0899	0.07016	0.03183
V23	0.07361	0.08251	0.05995	0.1673	0.61664
V24	0.38387	0.18536	0.05333	0.09889	0.27855
V25	0.02525	0.07653	0.04671	0.43722	0.41429
V26	0.38447	0.25594	0.09429	0.09468	0.17063
V27	0.09719	0.48392	0.22334	0.05284	0.14272
V28	0.02117	0.14191	0.2133	0.57049	0.05313
V29	0	0.10503	0.31698	0.53811	0.03987
V30	0.57863	0.18769	0.05529	0.08995	0.08844
V31	0.34833	0.19259	0.04342	0.26493	0.15073
V32	0.71848	0.1146	0.03206	0.08344	0.05142
V33	0.02355	0.22705	0.05832	0.15002	0.54106
V34	0.10824	0.75617	0.06289	0.06045	0.01224
V35	0.07035	0.56074	0.28594	0.0711	0.01187
V36	0.02086	0.23394	0.20629	0.12204	0.41687
V37	0.60614	0.10085	0.02526	0.08273	0.18502
V38	0.08174	0.16735	0.43217	0.20457	0.11417
V39	0.24531	0.1657	0.32547	0.06103	0.20249
V40	0.19206	0.55719	0.06411	0.14801	0.03863
V41	0.04565	0.7608	0.07233	0.05293	0.06828
V42	0.66902	0.14166	0.04595	0.08278	0.06059
V43	0.3444	0.23428	0.32623	0.07592	0.01917
V44	0.01355	0.35134	0.50579	0.04456	0.08476
V45	0.02985	0.6035	0.14542	0.17514	0.04609
V46	0.09786	0.67874	0.12261	0.07715	0.02365
V47	0	0.21262	0.72551	0.04199	0.01988
V48	0.12723	0.20036	0.23303	0.32651	0.11287
V49	0.34324	0.22759	0.23179	0.17409	0.02329
V50	0	0.22706	0.71616	0.0419	0.01487
V51	0.08175	0.30858	0.22969	0.09965	0.28033
V52	0.0511	0.80903	0.06746	0.06025	0.01216
V53	0.02726	0.17879	0.03747	0.7156	0.04088
V54	0.18399	0.06053	0.03789	0.54759	0.17
V55	0.06737	0.04465	0.02212	0.81913	0.04673
V56	0.06576	0.03931	0.03026	0.74051	0.12417
V57	0.10286	0.24927	0.49187	0.06565	0.09034
V58	0.06119	0.08162	0.17015	0.22876	0.45827
V59	0.64526	0.14169	0.10827	0.08257	0.02221
V60	0.33251	0.25726	0.15014	0.16494	0.09516
V61	0.1724	0.0786	0.06089	0.25745	0.43066
V62	0.04329	0.1379	0.31196	0.1592	0.34765
V63	0.32625	0.2952	0.09818	0.08762	0.19275
V64	0.71565	0.13123	0.04674	0.08152	0.02486
V65	0.07481	0.11971	0.06659	0.60065	0.13824
V66	0.02298	0.07274	0.15007	0.70747	0.04675
V67	0.00156	0.13565	0.34728	0.12406	0.39144
V68	0.32838	0.15791	0.36144	0.08454	0.06774
V69	0.44076	0.21515	0.20976	0.07713	0.05719
V70	0.05243	0.63125	0.0957	0.19226	0.02836
V71	0.08273	0.69241	0.09882	0.10722	0.01882
V72	0.03745	0.3997	0.07364	0.07792	0.41128
V73	0.05048	0.07118	0.12561	0.55938	0.19335
V74	0.01545	0.08976	0.03384	0.76338	0.09757
V75	0.34229	0.27102	0.29881	0.06431	0.02357
V76	0.01359	0.0446	0.04072	0.81456	0.08653
V77	0	0.20963	0.70305	0.0718	0.01551
V78	0	0.21555	0.71701	0.04762	0.01981
V79	0.06961	0.39559	0.08583	0.17666	0.27232
V80	0.11089	0.65917	0.05619	0.09828	0.07548
V81	0	0.21558	0.72738	0.04208	0.01496
V82	0.19454	0.18919	0.05851	0.51872	0.03905
V83	0.08602	0.11757	0.05072	0.54347	0.20222
V84	0.08897	0.20376	0.0476	0.10211	0.55756
V85	0	0.21224	0.72477	0.04797	0.01501
V86	0.01345	0.28776	0.30511	0.36252	0.03115
V87	0.36204	0.09057	0.06642	0.43849	0.04248
V88	0.25773	0.20877	0.0869	0.22977	0.21682
V89	0.01676	0.25287	0.64444	0.07126	0.01467
V90	0.01988	0.2189	0.10146	0.14454	0.51522
V91	0.00968	0.05872	0.10004	0.78702	0.04454
V92	0.21245	0.10982	0.06445	0.10685	0.50643
V93	0.00756	0.14376	0.1839	0.49731	0.16748
V94	0.03824	0.19841	0.06134	0.27653	0.42547
V95	0.05998	0.25475	0.06541	0.14957	0.47028
V96	0.61945	0.11575	0.05198	0.09498	0.11785
V97	0.14503	0.09969	0.08209	0.16195	0.51124
V98	0.04075	0.3836	0.21623	0.15533	0.20409
V99	0.41363	0.18448	0.03457	0.25913	0.10819
V100	0.42697	0.2239	0.08326	0.10916	0.15671
V101	0.05839	0.79549	0.07471	0.05946	0.01196
V102	0.24761	0.28383	0.16538	0.1468	0.15638
V103	0.12269	0.06116	0.04309	0.10912	0.66395
V104	0.04104	0.41216	0.1337	0.07631	0.3368
V105	0.01827	0.07807	0.08274	0.14197	0.67894
V106	0.04082	0.67223	0.19897	0.05332	0.03466
V107	0.02344	0.31134	0.56733	0.07869	0.0192
V108	0	0.29871	0.6462	0.04127	0.01383
V109	0.05354	0.24061	0.09519	0.304	0.30666
V110	0.13794	0.47446	0.21594	0.14556	0.02611
V111	0.20038	0.30803	0.4265	0.05211	0.01299
V112	0.14864	0.07439	0.13105	0.46626	0.17966
V113	0.20187	0.09258	0.1371	0.19497	0.37347
V114	0.44827	0.15398	0.07762	0.21571	0.10442
V115	0.68105	0.10623	0.03104	0.08724	0.09444
V116	0.02279	0.06384	0.04015	0.12334	0.74989
V117	0.02107	0.2002	0.6447	0.10291	0.03112
V118	0.04113	0.04239	0.02276	0.83307	0.06065
V119	0.23176	0.1541	0.35366	0.23933	0.02115
V120	0	0.19033	0.64968	0.12287	0.03712
V121	0.172	0.64971	0.05521	0.06243	0.06066
V122	0.02867	0.38125	0.1283	0.26151	0.20027
V123	0.38972	0.12702	0.10222	0.22816	0.15288
V124	0.18166	0.16636	0.09654	0.25681	0.29863
V125	0.02199	0.45076	0.46164	0.04806	0.01756
V126	0.12259	0.2471	0.2413	0.15032	0.23868
V127	0.18311	0.18073	0.52944	0.08685	0.01986
V128	0.17999	0.67744	0.06474	0.05409	0.02374
V129	0.20299	0.14738	0.27172	0.19842	0.17949
V130	0.02658	0.4719	0.08872	0.25764	0.15515
V131	0.01033	0.0929	0.23434	0.62525	0.03718
V132	0.30066	0.08304	0.02428	0.36876	0.22326
V133	0	0.18888	0.50081	0.11331	0.197
V134	0.03679	0.20479	0.63022	0.06195	0.06625
V135	0.00358	0.24445	0.60476	0.06301	0.08419
V136	0.73547	0.11954	0.03311	0.08569	0.02618
V137	0.68923	0.13449	0.03203	0.1037	0.04055
V138	0.20934	0.19852	0.11507	0.17922	0.29784
V139	0.09766	0.07786	0.1712	0.6103	0.04299
V140	0.02768	0.08898	0.19489	0.09411	0.59434
V141	0.00148	0.30681	0.55256	0.11826	0.02089
V142	0.16078	0.12775	0.32523	0.16143	0.22482
V143	0.00476	0.27778	0.44785	0.15785	0.11175
V144	0.39583	0.26228	0.09979	0.16606	0.07605
V145	0	0.21293	0.70874	0.05353	0.0248
V146	0.03335	0.33581	0.04849	0.34323	0.23912
V147	0.05602	0.21835	0.56414	0.12471	0.03679
V148	0.13776	0.69125	0.06553	0.08098	0.02448
V149	0.01533	0.04086	0.02406	0.83827	0.08149
V150	0.09506	0.29287	0.50691	0.0449	0.06027
V151	0.35387	0.08244	0.03664	0.41566	0.11138
V152	0.01546	0.06049	0.13349	0.69748	0.09308
V153	0.11949	0.27226	0.42153	0.08722	0.0995
V154	0.1049	0.55222	0.07578	0.08215	0.18495
V155	0.03131	0.07339	0.14948	0.69975	0.04607
V156	0.07052	0.1561	0.38235	0.17318	0.21785
V157	0.07652	0.12552	0.19398	0.29653	0.30745
V158	0.14204	0.14902	0.4144	0.09031	0.20423
V159	0.09927	0.22802	0.04638	0.56646	0.05986
V160	0.3642	0.22405	0.12561	0.10119	0.18495
V161	0.1898	0.10116	0.09906	0.09074	0.51924
V162	0	0.21883	0.72427	0.04204	0.01487
V163	0.05717	0.06626	0.05385	0.13567	0.68705
V164	0.70087	0.15272	0.04073	0.08611	0.01957
V165	0.46705	0.26541	0.11241	0.10687	0.04826
V166	0.04171	0.09213	0.24386	0.53204	0.09027
V167	0.03451	0.58718	0.07029	0.17264	0.13538
V168	0	0.21883	0.72427	0.04204	0.01487
V169	0.04414	0.61076	0.20331	0.11708	0.02472
V170	0.20352	0.37729	0.09485	0.22351	0.10082
V171	0.22266	0.19374	0.33773	0.19384	0.05202
V172	0.15727	0.26291	0.1136	0.09084	0.37537
V173	0.17359	0.15887	0.11784	0.40197	0.14772
V174	0.1579	0.12986	0.33901	0.2156	0.15763
V175	0.06619	0.19894	0.15652	0.21817	0.36019
V176	0.3036	0.07553	0.02851	0.55642	0.03594
V177	0.13085	0.18322	0.48109	0.181	0.02384
V178	0.19641	0.18055	0.4098	0.14154	0.07171
V179	0.09567	0.07533	0.04443	0.10971	0.67487
V180	0.01733	0.14032	0.35495	0.07376	0.41364
V181	0.06385	0.29219	0.0427	0.12654	0.47471
V182	0.44802	0.26117	0.03787	0.2046	0.04834
V183	0.06721	0.79559	0.06623	0.05287	0.01809
V184	0.23492	0.12844	0.284	0.31142	0.04124
V185	0.09144	0.45703	0.0706	0.18631	0.19462
V186	0.12017	0.21276	0.06626	0.28762	0.3132
V187	0.0726	0.60608	0.05295	0.24349	0.02488
V188	0.63663	0.13289	0.05804	0.14757	0.02487
V189	0.36077	0.26476	0.06839	0.27783	0.02825
V190	0.32016	0.17123	0.23038	0.07777	0.20046
V191	0.18419	0.2349	0.0386	0.42806	0.11426
V192	0.25503	0.23926	0.15307	0.2381	0.11454
V193	0.04327	0.29262	0.47323	0.07937	0.11151
V194	0.22465	0.12979	0.12107	0.16219	0.3623
V195	0.41955	0.25391	0.23978	0.06769	0.01907
V196	0.01688	0.06614	0.10078	0.13324	0.68297
V197	0.06511	0.77081	0.06404	0.08133	0.01871
V198	0.19646	0.25195	0.07404	0.24162	0.23593
V199	0.56091	0.14522	0.21573	0.0626	0.01554
V200	0.60199	0.10133	0.0589	0.09541	0.14236
V201	0.03829	0.04232	0.04808	0.69246	0.17884
V202	0.70334	0.15644	0.02747	0.08762	0.02513
V203	0.42744	0.28556	0.06253	0.11355	0.11092
V204	0.29427	0.14777	0.07115	0.08457	0.40224
V205	0.1012	0.11373	0.1537	0.13957	0.49181
V206	0.04319	0.12123	0.02611	0.74083	0.06864
V207	0.02422	0.05695	0.02392	0.84079	0.05411
