cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.63012	0.0076	0.18312	0.17916
V2	0.2082	0.10439	0.07009	0.61733
V3	0.05607	0.72263	0.01402	0.20728
V4	0.86256	0.12512	0	0.01232
V5	0.11371	0.50689	0.27419	0.10521
V6	0.069	0.90048	0.01842	0.01209
V7	0.1718	0.41968	0.09807	0.31045
V8	0.13855	0.01018	0.83206	0.01921
V9	0.29821	0.27406	0.04524	0.3825
V10	0.02191	0.01134	0.93567	0.03108
V11	0.2146	0.3545	0.42741	0.00349
V12	0.0247	0.60752	0.35983	0.00795
V13	0.25506	0.72811	0.00477	0.01206
V14	0.06223	0.92786	0.00629	0.00362
V15	0.1223	0.65327	0.12329	0.10114
V16	0.91639	0.04995	0.01691	0.01676
V17	0.07859	0.89764	0.01171	0.01207
V18	0.58492	0.35341	0.03947	0.0222
V19	0.14899	0.8382	0.00521	0.0076
V20	0.18923	0.53637	0.0223	0.25211
V21	0.13878	0.03635	0.80565	0.01922
V22	0.02312	0.10192	0.29249	0.58248
V23	0.40033	0.03139	0.56451	0.00376
V24	0.92062	0.05064	0.02843	0.00031
V25	0.4036	0.24237	0.1453	0.20874
V26	0.43348	0.41587	0.01874	0.13191
V27	0.1445	0.07761	0.03075	0.74713
V28	0.00616	0.05695	0.93662	0.00028
V29	0.46361	0.01867	0.50001	0.01771
V30	0.11696	0.22434	0.34861	0.31009
V31	0.23677	0.18497	0.35411	0.22415
V32	0.11757	0.03972	0.04945	0.79327
V33	0.04347	0.51987	0.37484	0.06182
V34	0.13848	0.02144	0.82086	0.01922
V35	0.15484	0.75357	0.07431	0.01728
V36	0.0099	0.02582	0.61133	0.35295
V37	0.63582	0.06165	0.10354	0.19899
V38	0.51561	0.00417	0.20078	0.27944
V39	0.1698	0.61062	0.13245	0.08713
V40	0.09147	0.84151	0.06698	3e-05
V41	0.00639	0.77217	0.04699	0.17445
V42	0.28611	0.02228	0.27248	0.41912
V43	0.13478	0.33172	0.51473	0.01877
V44	0.01727	0.04685	0.82594	0.10995
V45	0.09576	0.62664	0.2235	0.05411
