Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.00969	0.03406	0.01408	0.00837	0.08477	0.00653	0.0162	0	0.0021	0.82419
V2	0.62918	0.01671	0.02981	0.00992	0.02846	0.22496	0.05474	0.00622	0	0
V3	0.10597	0.10498	0.08403	0.01203	0.40309	0.01434	0.10712	0.11005	0.00217	0.05623
V4	0	0.10553	0.0396	0	0.01551	0.09978	0.01489	0.01014	0.41509	0.29946
V5	0	0.1036	0.02052	0.05947	0	0.06149	0.01954	0	0.00177	0.73361
V6	0	0.13672	0.16289	0.01713	0.55864	0.02839	0.00806	0.0487	0	0.03946
V7	0	0.56242	0.01089	0.00697	0.27706	0.01136	0.06637	0.05327	0	0.01166
V8	0	0.61309	0.06671	0.00276	0.04683	0.02547	0.02069	0.21073	0.00971	0.00402
V9	0.00428	0.00358	0.09661	0.11042	0.04019	0.02595	0.28161	0.40439	0.01525	0.01771
V10	0	0.15089	0	0	0.62286	0.06003	0.02402	0.10471	0	0.03749
V11	0	0.6094	0.03245	0	0.04387	0.04892	0.02217	0.19494	0.03012	0.01813
V12	0.01725	0.03409	0.15927	0.42011	0.0203	0.00479	0.10268	0.00728	0.02358	0.21063
V13	0.09181	0.0151	0.11177	0.01467	0.04936	0.11977	0.48689	0.0052	0.07311	0.03232
V14	0.06195	0.47157	0.14144	0.05569	0.06182	0.0482	0.138	0.01001	0.01132	0
V15	0.28485	0.01595	0.12264	0.4784	0.0169	0.01944	0.02337	0.00985	0.0286	0
V16	0.02008	0.07108	0.21119	0.49657	0.03325	0.05056	0	0.00119	0.09957	0.01651
V17	0.01422	0.12129	0	0.00844	0	0.06914	0.04715	0.00331	0.00445	0.73201
V18	0.0683	0.0633	0.04883	0.22966	0	0.01074	0.00157	4e-05	0.0115	0.56606
V19	0	0	0	0.04885	0	0.07094	0.01818	0.00367	0.00372	0.85463
V20	0	0.23318	0.01071	0.01573	0.02135	0.00724	0.55766	0.02885	0	0.12527
V21	0.08847	0.45915	0.03856	0	0.03806	0.29752	0.04985	0.02509	0.00155	0.00175
V22	0	0	0	0	0	0.01912	0.02495	0.18759	0.02402	0.74432
V23	0.25799	0.03048	0.46987	0.04512	0.00561	0.0138	0.00155	0.00508	0.02734	0.14317
V24	0.00931	0.65555	0.06477	0.00719	0.05836	0.00683	0.08366	0.05598	0.05836	0
V25	0.01866	0.12855	0.02117	0.01929	0.02751	0.11685	0.04045	0	0.09309	0.53442
V26	0.00283	0	0.09328	0	0.03281	0.03144	0.07998	0.75304	0	0.00661
V27	0	0.08668	0	0	0.28622	0.00458	0.02676	0	0	0.59576
V28	0.24342	0	0.00504	0.00881	0	0.02049	0.0306	0.01742	0	0.67422
V29	0	0.69275	0.02493	0.00815	0.04578	0.08899	0.02024	0.01501	0.00055	0.10358
V30	0	0.01022	0.10761	0.01292	0.02942	0.29009	0.35808	0	0.1597	0.03195
V31	0	0.39313	0.21264	0.01331	0.09073	0.01297	0.01934	0.23435	0.01194	0.01158
V32	0.48909	0.06386	0.02797	0.01046	0.24188	0.03777	0.038	0.00126	0.05037	0.03933
V33	0.04566	0.02124	0.21363	0.43216	0.02509	0.00387	0.22492	0.00102	0.02657	0.00585
V34	0	0.06818	0	0.00147	0.1326	0.007	0.01667	0.00758	0.0205	0.74601
V35	0	0.85212	0.02821	0.00625	0.06506	0.0109	0.01803	0.01508	0.00434	0
V36	0.04887	0.02148	0.01	0.01446	0.04649	0.00407	0.81319	0.01836	0	0.02308
V37	0	0.56311	0.01773	0.00807	0.06126	0.00183	0.30648	0.02111	0.00365	0.01677
V38	0.1317	0.00478	0.04785	0.14712	0.03186	0	0.61122	0	0.00843	0.01705
V39	0.08034	0.01132	0.05387	0.14177	0.06212	0	0.59863	0.01171	0.00737	0.03287
V40	0.10488	0.03901	0.61262	0.05379	0.11458	0.00909	0	0.0038	0.03524	0.027
V41	0.64037	0.07137	0.05877	0.0159	0.01145	0.00852	0.007	0.00732	0.1537	0.02558
V42	0	0.64298	0.0092	0.00354	0.27583	0.00356	0.00317	0.00261	0	0.05911
V43	0.13625	0.05672	0.1078	0.07233	0.20145	0.04102	0.25578	0.01826	0.08689	0.0235
V44	0.01611	0.00332	0.56157	0.03942	0.02767	0.01797	0.02222	0.27578	0.03228	0.00366
V45	0.00047	0.00303	0.04304	0.01194	0.01972	0.01927	0.3546	0	0.43564	0.11229
V46	0.16609	0.09413	0.05275	0.17996	0	0.00484	0.00142	0.0105	0.00871	0.4816
V47	0	0	0.00905	0.01594	0.02978	0.00353	0.89973	0	0	0.04197
V48	0.00607	0	0	0.00444	0	0.00812	0.01816	0	0.05408	0.90913
V49	0.22327	0.00094	0.03743	0	0.02478	0.02407	0.05151	0.638	0	0
V50	0.3039	0.1836	0.03471	0.00098	0.03775	0.39236	0.04188	0.00483	0	0
V51	0.15595	0.02243	0.53008	0.04385	0.08407	0.01081	0.01002	0.04731	0.05912	0.03637
V52	0.01289	0.0066	0.17581	0.28989	0.02632	0.00182	0.44437	0.00631	0.02236	0.01362
V53	0.42779	0.01154	0.10792	0.08381	0	0.00695	0.01395	0.10037	0.00598	0.24168
V54	0	0.04938	0.00824	0	0.20811	0.65787	0.07082	0.00522	0	0.00037
V55	0.02362	0.03087	0.1288	0.63517	0.0781	0.01381	0.02474	0.00269	0.03088	0.03132
V56	0.13893	0.03086	0.48279	0.05619	0.09118	0.13296	0.01246	0	0.02293	0.03171
V57	0.02128	0.00913	0.53993	0.20862	0.02244	0.01922	0.00674	0.02473	0.09657	0.05133
V58	0.00784	0.20827	0.09171	0.11375	0.04229	0.46731	0.06435	0.00447	0	0
V59	0.02321	0.0597	0.01053	0.01507	0.03392	0.00347	0.83053	0	0	0.02357
V60	0.75223	0.02555	0.03505	0.01746	0.06291	0.00595	3e-04	0.00287	0.08521	0.01246
V61	0	0	0.05194	0.00969	0.04093	0.79834	0.08985	0.00814	0	0.00111
V62	0.02035	0	0.00048	0.01993	0	0.00299	0.42487	0.00301	0.0178	0.51058
V63	0	0.2644	0.0271	0	0.17822	0.44479	0.05745	0.00243	0	0.02561
V64	0.08008	0.00636	0.31259	0.23004	0.0123	0.02073	0.01449	0.22068	0.02124	0.08149
V65	0.0821	0.02935	0.11166	0.31738	0.01691	0.01351	0.08453	0.21583	0.08306	0.04568
V66	0	0.15125	0	0	0.53471	0.02566	0.03023	0.01442	0.00031	0.24341
V67	0.00865	0.18577	0.4458	0.07465	0.037	0.04589	0.09049	0.00969	0.0553	0.04676
V68	0.01671	0.02192	0.05436	0	0.0483	0.03205	0.03013	0.3322	0.4413	0.02303
V69	0.02315	0.02014	0.76695	0.0778	0.03909	0.01052	0	0	0.04894	0.0134
V70	0.7136	0.01798	0.10777	0.02337	0.01116	0.0291	0.03325	0.0081	0.05567	0
V71	0.02945	0	0.03573	0	0.02729	0.0313	0.07148	0.76779	0	0.03696
V72	0.23686	0.04291	0.05425	0.20862	0.13259	0.00416	0	0.00631	0.01211	0.3022
V73	0.01146	0.19476	0	0.00412	0.69977	0.01754	0.01178	0.00288	0	0.05768
V74	0.01285	0	0.0265	0.13876	0	0.03544	0.01013	0.00405	0.00778	0.76449
V75	0.01805	0.09723	0.23452	0.4167	0.04487	0.01717	0	0.00671	0.15769	0.00706
V76	0	0.00468	0.01819	0	0.03506	0.8416	0.092	0.00846	0	0
V77	0.00717	0.00377	0.06306	0.25997	0.02619	0.26038	0.3552	0.00348	0.00273	0.01805
V78	0	0.46743	0.04277	0.0112	0.05239	0.00863	0.31947	0	0.00073	0.09739
V79	0.0074	0.03009	0.09614	0.2657	0.02223	0.29752	0.03787	0.00189	0.18836	0.05279
V80	0.36891	0	0.0094	0.01602	0	0.00529	0.03137	0.00072	0.03098	0.5373
V81	0	0.04692	0.04023	0.12218	0.17983	0.54844	0.05693	0.00538	0	8e-05
V82	0.0537	0.53566	0.07598	0.20556	0.04663	0.01904	0.00215	0.05046	0.01083	0
V83	0.04284	0.07044	0.13368	0.43405	0.04835	0.01234	0.01038	0.22899	0.01893	0
V84	0.01739	0.02181	0.02925	0.01935	0.13085	0.49771	0.27556	0.00418	0	0.00391
V85	0.19206	0	0.37959	0.04387	0	0.00731	0.00284	0	0.02242	0.35191
V86	0.3099	0.01462	0.29881	0.30572	0.01791	0.01139	0	0.00211	0.02901	0.01052
V87	0	0.05229	0.07022	0.00763	0.07813	0.02929	0.00185	0	0.71424	0.04635
V88	0.01009	0.36907	0.12053	0.43363	0.03732	0.00437	0	0.00092	0.02406	0
V89	0.00053	0	0.01539	0.04044	0.03848	0	0.81108	0.07173	0	0.02235
V90	0.00821	0.04213	0.31546	0.03571	0	0.02554	0.00684	0	0.01912	0.54698
V91	0.03293	0.01234	0.75022	0.06992	0.04293	0.01094	0	0.00341	0.05123	0.02609
V92	0	0.00805	0.01166	0.01557	0.03297	0.00441	0.86868	0	0.03036	0.0283
V93	0.00058	0.05752	0.10965	0.00933	0.04151	0.01807	0.31785	0.01028	0.401	0.03421
V94	0.81077	0.01158	0.05312	0.01947	0.00762	0.02664	0.02198	0.02744	0.00896	0.01241
V95	0	0.01064	0.01681	0.00578	0.04533	0.00795	0.6414	0.25664	0	0.01545
V96	0.03119	0.13347	0.35922	0.35116	0.0287	0.02196	0	0.01283	0.04708	0.01438
V97	0	0	0.0058	0.01435	0.01037	0	0.79707	0	0.00213	0.17027
V98	0	0.32315	0.02652	0.04465	0.17402	0.02549	0.05035	0.07546	0.09793	0.18243
V99	0.62234	0.01138	0.04894	0.01603	0.01751	0.00881	0.0808	0.00658	0.16869	0.01893
V100	0.21795	0.0218	0.07722	0.17839	0.04234	0.30744	0.04737	0.00399	0.07878	0.02473
V101	0	0	0	0.00059	0	0.06786	0.16474	0.02326	0	0.74355
V102	0.03563	0.23903	0.01999	0	0.10937	0.29088	0.18732	0.09251	0	0.02527
V103	0.10692	0.0248	0.07058	0.00943	0.02608	0.02833	0.00236	0.00153	0.67062	0.05933
V104	0.0339	0.00939	0.76714	0.06629	0.03148	0.01124	0	0	0.06663	0.01393
V105	0.36449	0.00306	0.12546	0.01321	0.02294	0.14407	0.03642	0.2886	0.00175	0
V106	0.00149	0.66492	0.21046	0.02023	0.05264	0.02518	0.00311	0	0.0142	0.00776
V107	0.26788	0.2531	0.03197	0.0119	0.2761	0.02074	0.01205	0.0294	0.07905	0.01781
