mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.24892	0.21937	0.25789	0.16787	0.10595
V2	0.0478	0.70023	0.10959	0.10042	0.04196
V3	0.04299	0.15029	0.39714	0.37863	0.03095
V4	0.00899	0.12229	0.25959	0.09277	0.51637
V5	0.01909	0.07632	0.09569	0.14146	0.66744
V6	0.25197	0.14558	0.26997	0.24177	0.09071
V7	3e-04	0.16963	0.40849	0.10427	0.31731
V8	0	0.21322	0.67489	0.09581	0.01609
V9	0.04267	0.10643	0.25853	0.5608	0.03157
V10	0.32726	0.18682	0.40618	0.05159	0.02815
V11	0.03404	0.10323	0.13857	0.10699	0.61717
V12	0.06517	0.1148	0.234	0.30762	0.27841
V13	0.11523	0.10553	0.06602	0.42879	0.28443
V14	0.13394	0.07239	0.09439	0.60756	0.09172
V15	0.02552	0.0596	0.02346	0.84176	0.04966
V16	0.45181	0.14239	0.03801	0.3428	0.02498
V17	0.06382	0.27377	0.05603	0.10292	0.50346
V18	0.06272	0.41655	0.2737	0.22421	0.02283
V19	0.0336	0.07187	0.03306	0.15994	0.70152
V20	0	0.17906	0.5873	0.20897	0.02468
V21	0.01699	0.29492	0.16911	0.19075	0.32823
V22	0.62848	0.18033	0.08898	0.07093	0.03128
V23	0.07594	0.08438	0.05556	0.17497	0.60915
V24	0.38548	0.18611	0.05141	0.10246	0.27454
V25	0.02698	0.07907	0.04393	0.44084	0.40919
V26	0.38573	0.25678	0.09289	0.09662	0.16798
V27	0.09824	0.48537	0.22131	0.05486	0.14022
V28	0.0226	0.14642	0.21319	0.56805	0.04973
V29	0.00013	0.11011	0.31705	0.53585	0.03685
V30	0.58058	0.18723	0.05443	0.09101	0.08675
V31	0.35058	0.19423	0.04253	0.26469	0.14796
V32	0.72044	0.11309	0.03144	0.08456	0.05047
V33	0.02534	0.22967	0.05499	0.1565	0.5335
V34	0.10892	0.75383	0.06464	0.06085	0.01175
V35	0.07135	0.5618	0.28416	0.07106	0.01164
V36	0.02268	0.23695	0.20251	0.12674	0.41112
V37	0.60881	0.10046	0.02369	0.08539	0.18165
V38	0.08347	0.17134	0.42898	0.2039	0.1123
V39	0.24649	0.16825	0.32151	0.06377	0.19998
V40	0.19284	0.55761	0.06511	0.14719	0.03724
V41	0.0465	0.75922	0.07366	0.05416	0.06646
V42	0.67075	0.14066	0.04519	0.08388	0.05952
V43	0.3458	0.23607	0.32331	0.07592	0.01891
V44	0.01518	0.35515	0.5003	0.04579	0.08358
V45	0.03075	0.60513	0.1457	0.17393	0.04449
V46	0.09864	0.67802	0.12317	0.07726	0.02291
V47	0	0.21891	0.71824	0.04253	0.02033
V48	0.12895	0.20412	0.2318	0.32486	0.11027
V49	0.34503	0.22952	0.23026	0.17282	0.02237
V50	0.00037	0.23289	0.709	0.04235	0.01538
V51	0.08329	0.31119	0.22652	0.10269	0.27631
V52	0.0519	0.80644	0.06937	0.06067	0.01162
V53	0.02851	0.18275	0.03761	0.7141	0.03703
V54	0.18711	0.06252	0.0367	0.54755	0.16612
V55	0.0693	0.04695	0.02169	0.81965	0.04241
V56	0.06775	0.04159	0.02931	0.74147	0.11988
V57	0.10425	0.25316	0.48681	0.06656	0.08922
V58	0.06329	0.08441	0.16628	0.23299	0.45304
V59	0.64668	0.14119	0.10721	0.0831	0.02182
V60	0.33401	0.25894	0.14888	0.1648	0.09337
V61	0.17496	0.08029	0.05782	0.26129	0.42564
V62	0.04517	0.14147	0.30774	0.16234	0.34328
V63	0.32715	0.29628	0.09678	0.08995	0.18984
V64	0.71736	0.12973	0.0462	0.0823	0.02441
V65	0.07678	0.12307	0.06584	0.59997	0.13435
V66	0.02435	0.07631	0.14985	0.70652	0.04297
V67	0.00343	0.13946	0.34245	0.12835	0.38631
V68	0.33004	0.16021	0.35796	0.08498	0.06682
V69	0.44231	0.21616	0.20763	0.07766	0.05624
V70	0.05324	0.6324	0.09678	0.19065	0.02694
V71	0.08343	0.69189	0.09994	0.10673	0.018
V72	0.03897	0.40147	0.07159	0.08352	0.40446
V73	0.05234	0.07443	0.12436	0.55943	0.18945
V74	0.01667	0.09293	0.03326	0.76401	0.09313
V75	0.34356	0.27256	0.29607	0.06457	0.02324
V76	0.01479	0.0472	0.04003	0.81594	0.08204
V77	0	0.21572	0.6966	0.07183	0.01585
V78	0	0.22183	0.70994	0.04804	0.0202
V79	0.07092	0.39808	0.08457	0.17852	0.2679
V80	0.11155	0.65873	0.05743	0.09876	0.07353
V81	0	0.22175	0.72017	0.04256	0.01552
V82	0.19719	0.19219	0.05851	0.51616	0.03595
V83	0.08813	0.12061	0.04954	0.54355	0.19818
V84	0.09102	0.20565	0.04408	0.10944	0.54982
V85	0	0.21856	0.71757	0.04835	0.01552
V86	0.01487	0.29249	0.30421	0.35936	0.02908
V87	0.36594	0.09217	0.06592	0.43617	0.0398
V88	0.25947	0.21096	0.08538	0.23058	0.21362
V89	0.01853	0.25759	0.6379	0.07114	0.01484
V90	0.02169	0.22168	0.0979	0.15055	0.50819
V91	0.01084	0.06188	0.09983	0.78696	0.04049
V92	0.21482	0.11107	0.0608	0.11346	0.49986
V93	0.00899	0.14808	0.18291	0.49631	0.16371
V94	0.04	0.20134	0.05874	0.28003	0.41991
V95	0.06182	0.2571	0.06258	0.15489	0.46362
V96	0.62184	0.11527	0.05069	0.09648	0.11572
V97	0.14737	0.10142	0.07829	0.16786	0.50506
V98	0.04223	0.38654	0.21406	0.15644	0.20074
V99	0.41624	0.18559	0.03397	0.25845	0.10575
V100	0.4286	0.2246	0.08191	0.11071	0.1542
V101	0.05918	0.79306	0.07646	0.05986	0.01144
V102	0.24857	0.28603	0.16375	0.14766	0.15399
V103	0.12543	0.06249	0.03833	0.1182	0.65555
V104	0.0425	0.41411	0.13141	0.0807	0.33129
V105	0.02037	0.08031	0.07779	0.15111	0.67042
V106	0.04177	0.672	0.19839	0.05397	0.03386
V107	0.02507	0.31546	0.56182	0.07851	0.01914
V108	0	0.30396	0.64005	0.04174	0.01426
V109	0.0553	0.2439	0.09327	0.30524	0.30229
V110	0.1389	0.47633	0.21507	0.14452	0.02518
V111	0.20123	0.31071	0.42262	0.05238	0.01305
V112	0.1512	0.07717	0.12968	0.46576	0.17619
V113	0.20409	0.09462	0.13385	0.19834	0.36909
V114	0.45125	0.1549	0.07649	0.21515	0.10221
V115	0.68315	0.10529	0.03009	0.08878	0.09269
V116	0.02505	0.06566	0.03475	0.13424	0.7403
V117	0.02283	0.20547	0.63837	0.10249	0.03084
V118	0.04269	0.04475	0.0222	0.83413	0.05622
V119	0.23337	0.15744	0.35172	0.23739	0.02007
V120	0	0.19665	0.64421	0.12242	0.03672
V121	0.17256	0.64855	0.05638	0.06336	0.05915
V122	0.03	0.38485	0.12729	0.26134	0.19652
V123	0.39219	0.12849	0.10069	0.22827	0.15035
V124	0.18378	0.16869	0.09434	0.25851	0.29468
V125	0.02345	0.4535	0.45707	0.04844	0.01754
V126	0.12403	0.25007	0.2384	0.15207	0.23542
V127	0.18451	0.18469	0.52455	0.08655	0.01971
V128	0.18049	0.67566	0.06609	0.05473	0.02304
V129	0.20459	0.15049	0.26898	0.19888	0.17706
V130	0.02778	0.47492	0.08865	0.25699	0.15167
V131	0.01164	0.09709	0.23419	0.62318	0.0339
V132	0.30401	0.08434	0.02273	0.36926	0.21966
V133	0	0.19411	0.49624	0.1151	0.19455
V134	0.03858	0.20974	0.62346	0.06263	0.06558
V135	0.0054	0.24925	0.59833	0.06391	0.08311
V136	0.73737	0.11779	0.03268	0.08648	0.02568
V137	0.69113	0.13333	0.03152	0.10432	0.0397
V138	0.21115	0.20066	0.11268	0.18158	0.29393
V139	0.09981	0.08126	0.171	0.60836	0.03956
V140	0.02974	0.09173	0.18972	0.10205	0.58676
V141	0.00313	0.31137	0.54748	0.11745	0.02056
V142	0.16228	0.13098	0.32175	0.16289	0.2221
V143	0.00649	0.2821	0.44411	0.15754	0.10976
V144	0.39774	0.26323	0.099	0.16567	0.07436
V145	0	0.21919	0.70185	0.05393	0.02504
V146	0.03479	0.33948	0.04782	0.3432	0.23472
V147	0.05761	0.2231	0.55911	0.12399	0.03619
V148	0.13846	0.68988	0.06693	0.08109	0.02364
V149	0.01653	0.04326	0.02333	0.83997	0.0769
V150	0.09637	0.29648	0.50171	0.04582	0.05962
V151	0.3575	0.08386	0.03577	0.41451	0.10835
V152	0.0168	0.06384	0.13291	0.69726	0.0892
V153	0.12068	0.27567	0.4176	0.08793	0.09812
V154	0.10583	0.55274	0.07567	0.08437	0.18139
V155	0.03279	0.07691	0.14926	0.69863	0.04242
V156	0.07233	0.15998	0.3785	0.1742	0.21499
V157	0.07853	0.12882	0.19127	0.2978	0.30357
V158	0.14339	0.15252	0.40993	0.09241	0.20175
V159	0.10122	0.23191	0.04652	0.56409	0.05626
V160	0.36543	0.22529	0.12378	0.1032	0.1823
V161	0.19211	0.10262	0.09498	0.09768	0.5126
V162	0	0.22512	0.71696	0.04251	0.01541
V163	0.05958	0.06803	0.04892	0.14503	0.67843
V164	0.70246	0.15128	0.04035	0.08672	0.01918
V165	0.4689	0.26556	0.11146	0.10689	0.0472
V166	0.04345	0.09622	0.24342	0.53008	0.08684
V167	0.03544	0.58862	0.07093	0.17279	0.13222
V168	0	0.22512	0.71696	0.04251	0.01541
V169	0.04505	0.61177	0.20288	0.11644	0.02386
V170	0.20461	0.37967	0.09461	0.22264	0.09846
V171	0.22406	0.1969	0.33556	0.19266	0.05082
V172	0.15882	0.26471	0.11086	0.0956	0.37
V173	0.17591	0.16187	0.11681	0.40084	0.14458
V174	0.15945	0.13344	0.3362	0.21549	0.15542
V175	0.06803	0.20204	0.1536	0.22084	0.3555
V176	0.30758	0.0771	0.02821	0.5544	0.03271
V177	0.13232	0.18747	0.47757	0.17955	0.02309
V178	0.19771	0.18407	0.4065	0.14116	0.07056
V179	0.09825	0.07688	0.03965	0.11895	0.66627
V180	0.01927	0.14388	0.34964	0.07916	0.40805
V181	0.0656	0.29422	0.0402	0.13229	0.4677
V182	0.45043	0.26152	0.03789	0.20343	0.04673
V183	0.06797	0.79301	0.06807	0.0535	0.01745
V184	0.23697	0.1317	0.28269	0.30921	0.03944
V185	0.09259	0.45911	0.07033	0.18706	0.19091
V186	0.12206	0.21547	0.06436	0.28924	0.30887
V187	0.07338	0.60764	0.05455	0.2412	0.02323
V188	0.63898	0.1324	0.05739	0.14718	0.02405
V189	0.36294	0.26627	0.06842	0.2758	0.02656
V190	0.32133	0.17318	0.22732	0.08026	0.19791
V191	0.18645	0.23793	0.03835	0.42634	0.11093
V192	0.25655	0.24185	0.15191	0.23738	0.11231
V193	0.04485	0.29658	0.46839	0.0803	0.10988
V194	0.22667	0.13165	0.11803	0.16582	0.35783
V195	0.42098	0.25474	0.23761	0.06791	0.01876
V196	0.01898	0.06839	0.0957	0.14251	0.67442
V197	0.06588	0.76896	0.06586	0.08137	0.01793
V198	0.19828	0.25433	0.07268	0.24244	0.23227
V199	0.56235	0.14567	0.21353	0.06307	0.01538
V200	0.60458	0.10114	0.0573	0.09716	0.13981
V201	0.03993	0.04483	0.04678	0.69386	0.17459
V202	0.70494	0.1549	0.02722	0.08832	0.02461
V203	0.42914	0.28575	0.06191	0.1144	0.10881
V204	0.2962	0.14889	0.06814	0.09004	0.39673
V205	0.10329	0.11607	0.14953	0.14524	0.48587
V206	0.0447	0.12456	0.02585	0.7404	0.06448
V207	0.02552	0.0596	0.02346	0.84176	0.04966
V208	0.11143	0.29908	0.43047	0.08541	0.07361
