CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.14707	0.00235	0.77082	0.0589	0	0.02086
V2	0.36241	0.12016	0.07294	0.16715	0.23804	0.0393
V3	0.26515	0.05416	0.31366	0.03753	0.12203	0.20747
V4	0.18372	0.36412	0.03803	0.14504	0.21838	0.0507
V5	0.0604	0.03435	0	0.57911	0.31882	0.00732
V6	0.24031	0.01055	0.21267	0.09729	0.29353	0.14565
V7	0.07279	0.28427	0	0.09704	0.52595	0.01995
V8	0.46214	0.05797	0.1224	0.178	0.11937	0.06011
V9	0.23118	0.14675	0.05278	0.32956	0.15016	0.08958
V10	0.29904	0.03437	0.10869	0.40087	0.12166	0.03537
V11	0.10692	0.61876	0.04235	0.07442	0.1295	0.02806
V12	0.3082	0.01691	0.18123	0.03943	0.16785	0.28638
V13	0.11762	0.41622	0.28694	0.08215	0.07135	0.02573
V14	0.09551	0.01734	0.01826	0.77971	0.07856	0.01061
V15	0.31299	0.07304	0.0385	0.18685	0.34244	0.04619
V16	0.09216	0.00733	0	0.44021	0.4183	0.042
V17	0.27628	0.03273	0.27182	0.03089	0.1333	0.25498
V18	0.47634	0.15946	0.13117	0.06458	0.11477	0.05367
V19	0.38541	0.05986	0.25381	0.05966	0.19829	0.04297
V20	0.41019	0.07025	0.18272	0.17644	0.10341	0.05699
V21	0.29666	0.03251	0.12107	0.0437	0.23164	0.27442
V22	0.12986	0.04494	0	0.14476	0.65505	0.0254
V23	0.09434	0.00488	0.22099	0.0954	0.57109	0.01329
V24	0.11111	0.01188	0	0.18646	0.66588	0.02468
V25	0.29462	0.25087	0.05996	0.19708	0.15817	0.03931
V26	0.17005	0.02035	0	0.08536	0.7042	0.02004
V27	0.26105	0.00668	0.2983	0.04582	0.13686	0.25129
V28	0.14925	0.20673	0.17443	0.28591	0.11766	0.06602
V29	0.11149	0.4891	0.12044	0.12906	0.09697	0.05294
V30	0.20445	0.17487	0.12114	0.06227	0.35702	0.08024
V31	0.4515	0.03151	0.30187	0.07408	0.07716	0.06388
V32	0.091	0.01022	0.29524	0.55696	0.0258	0.02079
V33	0.19922	0.34834	0.25927	0.07813	0.07359	0.04146
V34	0.07139	0	0.37712	0.10212	0.4341	0.01527
V35	0.07746	0.04203	0.1392	0.54526	0.17803	0.01802
V36	0.11414	0.3741	0.09695	0.08075	0.30583	0.02824
V37	0.13779	0	0.73701	0.06839	0	0.05681
V38	0.28554	0	0.27306	0.02743	0.138	0.27597
V39	0.36119	0.04683	0.08853	0.35509	0.10541	0.04294
V40	0.11083	0.38358	0.02046	0.20964	0.23219	0.0433
V41	0.49816	0.03873	0.15462	0.04373	0.14158	0.12318
V42	0.23237	0.01346	0.56075	0.05978	0.07751	0.05613
V43	0.16828	0.32073	0.01116	0.09639	0.3607	0.04273
V44	0.11357	0.63115	0.04066	0.06578	0.11643	0.03239
V45	0.30106	0.29245	0.1239	0.07231	0.13192	0.07836
V46	0.12373	0.00453	0	0.33406	0.45896	0.07871
V47	0.10292	0.31427	0	0.20609	0.34223	0.0345
V48	0.09561	0.47164	0.17251	0.068	0.16937	0.02288
V49	0.10219	0.5886	0.02572	0.0684	0.18823	0.02686
V50	0.07275	0	0.15462	0.09468	0.64918	0.02876
V51	0.02546	0	0	0.1021	0.86338	0.00906
