Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.21889	0.06924	0.4563	0.09326	0.16231
V2	0.08514	0.73135	0.07705	0.04294	0.06353
V3	0.02579	0	0.65395	0.31672	0.00353
V4	0.00166	0	0.32227	0	0.67607
V5	0.00288	0	0.0873	0.02117	0.88865
V6	0.21273	0	0.49022	0.17305	0.124
V7	9e-04	0	0.55652	0.02055	0.42203
V8	0.00104	0	0.96159	0.03737	0
V9	0.01905	0	0.43649	0.54446	0
V10	0.27306	0	0.70688	0	0.02006
V11	0.01584	0	0.15223	0	0.83193
V12	0.03859	0	0.35551	0.20675	0.39914
V13	0.08279	0.02936	0.06782	0.36511	0.45492
V14	0.1009	0	0.14175	0.65334	0.10401
V15	0	0.03115	0	0.96104	0.00782
V16	0.51473	0.0832	0.02689	0.37518	0
V17	0.04957	0.17548	0.01889	0.00421	0.75185
V18	0.07164	0.29825	0.44701	0.1746	0.0085
V19	0.01121	0	0	0.03258	0.95621
V20	0	0	0.85651	0.13969	0.0038
V21	0.01959	0.17206	0.21181	0.09798	0.49856
V22	0.73329	0.08283	0.15091	0	0.03297
V23	0.04293	0	0.03501	0.05558	0.86648
V24	0.34077	0.09379	0.03646	0.00724	0.52173
V25	0.00537	0.01493	0.02259	0.34813	0.60898
V26	0.37806	0.1734	0.11907	0.01118	0.31829
V27	0.10321	0.35265	0.31139	0	0.23275
V28	0.00719	0.04263	0.35354	0.57168	0.02496
V29	0	0	0.50807	0.4885	0.00343
V30	0.66414	0.1109	0.06117	0	0.1638
V31	0.35169	0.13447	0.02335	0.21947	0.27101
V32	0.90007	0.00391	0.01799	0	0.07804
V33	0.01822	0.1391	0.01969	0.04848	0.77451
V34	0.14163	0.8486	0	0	0.00978
V35	0.09214	0.46645	0.42461	0.01339	0.0034
V36	0.01895	0.09553	0.25642	0.03228	0.59681
V37	0.63628	0	0	0	0.36372
V38	0.05888	0	0.6729	0.12123	0.14699
V39	0.18335	0	0.50707	0	0.30958
V40	0.22241	0.61163	0.01698	0.09723	0.05175
V41	0.0858	0.80126	0	0	0.11294
V42	0.80703	0.04408	0.04927	0	0.09961
V43	0.31985	0.06759	0.60149	0.00475	0.00631
V44	0.02672	0.13615	0.72639	0	0.11074
V45	0.06193	0.58825	0.16265	0.12735	0.05982
V46	0.13075	0.71433	0.11056	0.01605	0.02832
V47	0	0	0.99472	0	0.00528
V48	0.10502	0.07456	0.39844	0.26658	0.15539
V49	0.34242	0.09832	0.43821	0.11484	0.00621
V50	0.00745	0	0.99255	0	0
V51	0.07111	0.15889	0.31879	0.02192	0.42929
V52	0.09175	0.89694	0	0	0.01131
V53	0.01046	0.17197	0.00462	0.81295	0
V54	0.15492	0	0.02294	0.55959	0.26255
V55	0.03461	0.01004	0	0.95535	0
V56	0.03395	0	0.00686	0.80927	0.14991
V57	0.08438	0.03989	0.75273	0.00359	0.11941
V58	0.03321	0	0.21035	0.11569	0.64076
V59	0.76652	0.02019	0.20506	0	0.00823
V60	0.3346	0.16237	0.24795	0.09825	0.15684
V61	0.12142	0	0.04803	0.15164	0.67891
V62	0.02663	0	0.4356	0.06316	0.47461
V63	0.31468	0.2107	0.11565	0.00544	0.35353
V64	0.90861	0.02462	0.05555	0	0.01123
V65	0.05146	0.06452	0.07089	0.62448	0.18865
V66	0	0	0.2406	0.7547	0.00469
V67	0	0	0.45558	0.03343	0.51099
V68	0.27462	0	0.62943	0.00904	0.08691
V69	0.44764	0.08006	0.3903	0	0.082
V70	0.08567	0.67168	0.06291	0.15236	0.02739
V71	0.11693	0.75099	0.06268	0.05143	0.01797
V72	0.04307	0.29691	0.02987	0	0.63014
V73	0.02508	0	0.18405	0.51953	0.27134
V74	0	0.06064	0.00618	0.83584	0.09734
V75	0.32675	0.11619	0.54103	0	0.01603
V76	0	0.00798	0.02497	0.89565	0.0714
V77	0.00552	0	0.98004	0.01444	0
V78	0	0	0.99461	0	0.00539
V79	0.07217	0.32043	0.06186	0.09884	0.4467
V80	0.14038	0.69994	0	0.03496	0.12472
V81	0.00111	0	0.99889	0	0
V82	0.19144	0.15348	0.05595	0.59244	0.00669
V83	0.06186	0.06274	0.03678	0.52728	0.31133
V84	0.06333	0.11025	0.00731	0.00479	0.81432
V85	0	0	1	0	0
V86	0.01788	0.15816	0.50385	0.31385	0.00626
V87	0.38178	0.00853	0.09654	0.49608	0.01707
V88	0.23595	0.12467	0.10103	0.15734	0.381
V89	0.02235	0.02102	0.9411	0.01554	0
V90	0.01571	0.11672	0.08857	0.04551	0.73349
V91	0	0.00284	0.14195	0.8552	0
