Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.39514	0.07535	0.25037	0.14346	0.13568
V2	0.13256	0.67069	0.04755	0	0.14919
V3	0.04075	0.03134	0.42572	0.3927	0.10949
V4	0	0.10273	0.26818	0.24502	0.38407
V5	0.00057	0.10261	0.08165	0.34623	0.46895
V6	0.38174	0	0.25832	0.23371	0.12622
V7	0	0.10176	0.44975	0.18069	0.26781
V8	0	0.06232	0.84336	0.03047	0.06385
V9	0.02512	0.00888	0.23417	0.59359	0.13824
V10	0.53224	0	0.44012	0	0.02764
V11	0.02629	0.11486	0.12367	0.29294	0.44224
V12	0.06916	0.05115	0.21676	0.40111	0.26182
V13	0.13708	0.05713	0.0106	0.51498	0.28021
V14	0.15119	0	0.02677	0.64129	0.18074
V15	0	0	0	0.80949	0.19051
V16	0.62567	0	0	0.27378	0.10055
V17	0.09298	0.28253	0.01521	0.22117	0.38811
V18	0.11988	0.35307	0.25357	0.15676	0.11672
V19	0.02083	0.10605	0.02014	0.36867	0.4843
V20	0	0.03158	0.70292	0.18453	0.08096
V21	0.02337	0.28165	0.13522	0.26145	0.29831
V22	0.90738	0	0.03426	0	0.05836
V23	0.08141	0.09364	0.02683	0.35874	0.43938
V24	0.56598	0.05853	0.01045	0.12787	0.23716
V25	0.00329	0.07803	0.00214	0.56218	0.35436
V26	0.59076	0.11171	0.05346	0.06891	0.17516
V27	0.19027	0.43644	0.19533	0	0.17795
V28	0	0.07306	0.17406	0.59547	0.15741
V29	0	0	0.30605	0.5591	0.13485
V30	0.84871	0	0.01093	0.02555	0.11481
V31	0.50548	0.05217	0	0.26175	0.1806
V32	0.93895	0	0	0	0.06105
V33	0.02877	0.25042	0.01708	0.29643	0.4073
V34	0.21731	0.67499	0	0	0.1077
V35	0.15804	0.49566	0.26256	0	0.08374
V36	0.02665	0.2251	0.18463	0.22744	0.33618
V37	0.80725	0	0	0.03671	0.15604
V38	0.12166	0.04711	0.47768	0.21398	0.13956
V39	0.39669	0.01684	0.34791	0.06113	0.17743
V40	0.3262	0.48527	2e-04	0.04702	0.14131
V41	0.13572	0.70979	0.0076	0	0.1469
V42	0.92198	0	0	0	0.07802
V43	0.57445	0.02758	0.34741	0	0.05056
V44	0.04632	0.26794	0.57616	0	0.10959
V45	0.09407	0.5807	0.08969	0.08175	0.1538
V46	0.20409	0.6209	0.06143	0	0.11358
V47	0	0.05227	0.89426	0	0.05347
V48	0.18645	0.10508	0.2051	0.34042	0.16294
V49	0.55402	0.04655	0.21817	0.10085	0.0804
V50	0.00775	0.0677	0.88029	0	0.04425
V51	0.13785	0.2646	0.20895	0.13421	0.2544
V52	0.14393	0.73694	0.00414	0	0.11498
V53	0.01193	0.11484	0	0.69529	0.17794
V54	0.21333	0	0	0.5741	0.21257
V55	0.0344	0	0	0.78725	0.17835
V56	0.03785	0	0	0.7486	0.21355
V57	0.18338	0.12254	0.57249	0.01112	0.11046
V58	0.06383	0.05543	0.14452	0.37901	0.3572
V59	0.9183	0	0.03474	0	0.04696
V60	0.52072	0.11028	0.11293	0.12095	0.13511
V61	0.22581	0.03071	0.01459	0.38749	0.34139
V62	0.0483	0.08399	0.31823	0.261	0.28848
V63	0.50558	0.17649	0.05523	0.0687	0.194
V64	0.95257	0	0	0	0.04743
V65	0.07718	0.06808	0.00101	0.63898	0.21474
V66	0	0.00103	0.09936	0.73162	0.16799
V67	0	0.08658	0.36511	0.23853	0.30977
V68	0.52788	0	0.37815	0.01157	0.0824
V69	0.70447	0.00818	0.20002	0	0.08733
V70	0.12899	0.60344	0.03032	0.0869	0.15036
V71	0.18198	0.64984	0.03597	0	0.1322
V72	0.07612	0.40725	0.02614	0.1488	0.3417
V73	0.03555	0.01994	0.07604	0.6304	0.23807
V74	0	0.03075	0	0.76053	0.20871
V75	0.57028	0.07153	0.30738	0	0.05081
V76	0	0	0	0.79671	0.20329
V77	0.00049	0.06211	0.87568	0	0.06172
V78	0	0.05992	0.88539	0	0.05469
V79	0.12209	0.37558	0.02856	0.20477	0.269
V80	0.21768	0.61066	0	0.00085	0.17081
V81	0	0.05512	0.8964	0	0.04849
V82	0.27061	0.08212	0	0.50139	0.14588
V83	0.09533	0.06465	0	0.59546	0.24455
V84	0.12275	0.20972	0.00652	0.25225	0.40876
V85	0	0.05279	0.89391	0	0.05331
V86	0.01493	0.22482	0.29205	0.3412	0.127
V87	0.48657	0	0	0.39625	0.11718
V88	0.37856	0.11033	0.03419	0.25776	0.21917
V89	0.03811	0.11716	0.78838	0	0.05635
V90	0.02174	0.23651	0.06324	0.28585	0.39266
V91	0	0	0.0425	0.78166	0.17583
V92	0.29501	0.06027	0.02693	0.24691	0.37087
V93	0	0.09087	0.1424	0.54851	0.21822
V94	0.04187	0.20314	0.01038	0.39148	0.35313
V95	0.08563	0.26087	0.01757	0.26662	0.3693
V96	0.85764	0	0	0.02409	0.11827
V97	0.19235	0.07007	0.04293	0.31479	0.37986
V98	0.08029	0.35362	0.18376	0.15941	0.22291
V99	0.60311	0.01383	0	0.23218	0.15089
V100	0.64794	0.06306	0.04227	0.08226	0.16448
V101	0.15272	0.72585	0.00985	0	0.11158
V102	0.3901	0.17484	0.12901	0.12973	0.17633
V103	0.14935	0.0631	0.01726	0.3139	0.45638
V104	0.08589	0.40637	0.09141	0.11757	0.29876
V105	0.00246	0.10945	0.06172	0.35512	0.47125
V106	0.12359	0.62113	0.14912	0	0.10617
V107	0.05598	0.20176	0.67413	0	0.06813
V108	0.01693	0.16372	0.77532	0	0.04403
V109	0.07	0.22263	0.04036	0.3767	0.2903
V110	0.25069	0.40327	0.18141	0.04892	0.11571
V111	0.35281	0.13733	0.47354	0	0.03632
V112	0.18588	0	0.07599	0.52507	0.21305
V113	0.28242	0.01214	0.10294	0.30212	0.30038
V114	0.661	0	0.02071	0.18226	0.13603
V115	0.90313	0	0	0	0.09687
V116	0.01073	0.10548	0.03104	0.35339	0.49936
V117	0.035	0.05793	0.79405	0.04277	0.07025
V118	0.00266	0	0	0.80583	0.19151
V119	0.36437	0	0.36622	0.19514	0.07427
V120	0	0.05009	0.79431	0.07679	0.07881
V121	0.30197	0.56466	0	0	0.13337
V122	0.05502	0.36169	0.074	0.27383	0.23546
V123	0.56706	0	0.04379	0.22416	0.16499
V124	0.25607	0.0988	0.04571	0.32975	0.26967
V125	0.07267	0.36408	0.50188	0	0.06136
V126	0.19215	0.17525	0.22244	0.18367	0.2265
V127	0.31254	0	0.63177	0.00473	0.05095
V128	0.31358	0.58283	0.00112	0	0.10247
V129	0.30805	0.01918	0.265	0.22681	0.18096
V130	0.06519	0.45355	0.02569	0.2375	0.21807
V131	0	0.00189	0.20205	0.64801	0.14806
V132	0.38517	0	0	0.39438	0.22045
V133	0	0.09884	0.56819	0.14314	0.18983
V134	0.06541	0.06603	0.77458	0.00502	0.08896
V135	0.01255	0.13423	0.73064	0.01302	0.10957
V136	0.95132	0	0	0	0.04868
V137	0.92927	0	0	0	0.07073
V138	0.30799	0.1213	0.07032	0.23842	0.26196
V139	0.10134	0	0.11599	0.63536	0.14731
V140	0.01906	0.08944	0.1858	0.28183	0.42388
V141	0.01511	0.21103	0.65001	0.04266	0.08118
V142	0.2421	0.00709	0.33777	0.20912	0.20392
V143	0.01014	0.2037	0.49286	0.1448	0.14851
V144	0.61129	0.10073	0.05456	0.10864	0.12478
V145	0	0.06175	0.87745	0	0.0608
V146	0.05205	0.31244	0	0.37166	0.26386
V147	0.09612	0.08118	0.67767	0.06809	0.07695
V148	0.25735	0.62139	0.00016	0	0.12111
V149	0	0	0	0.79878	0.20122
V150	0.17724	0.15974	0.58811	0	0.07492
V151	0.45741	0	0	0.38783	0.15475
V152	0	0	0.08146	0.72637	0.19216
V153	0.20919	0.15886	0.46713	0.04031	0.1245
V154	0.19892	0.52005	0.01751	0.04127	0.22225
V155	0.00201	0.00427	0.09835	0.7278	0.16757
V156	0.09875	0.06297	0.40949	0.22261	0.20619
V157	0.09209	0.07407	0.16335	0.39328	0.27722
V158	0.22612	0.01764	0.46301	0.11039	0.18283
V159	0.12852	0.15003	0	0.55089	0.17055
V160	0.56171	0.07967	0.09039	0.08778	0.18045
V161	0.26422	0.05383	0.068	0.23757	0.37638
V162	0	0.05929	0.89082	0	0.04989
V163	0.05516	0.09137	0.0294	0.35057	0.4735
V164	0.94682	0	0	0	0.05318
V165	0.72401	0.07646	0.07691	0.02423	0.0984
V166	0.02601	0.00822	0.2176	0.57954	0.16863
V167	0.09548	0.57003	0.00534	0.11997	0.20918
V168	0	0.05929	0.89082	0	0.04989
V169	0.12096	0.58317	0.16029	0.00338	0.13219
V170	0.32265	0.29425	0.0353	0.18214	0.16566
V171	0.36289	0.03286	0.35328	0.15497	0.09599
V172	0.24012	0.21913	0.07275	0.16138	0.30662
V173	0.24333	0.06837	0.06295	0.43202	0.19333
V174	0.23605	0	0.35238	0.24522	0.16635
V175	0.08765	0.17222	0.1182	0.31407	0.30785
V176	0.36925	0	0	0.5047	0.12605
V177	0.21489	0.02221	0.55825	0.13429	0.07036
V178	0.32656	0.01422	0.45616	0.10415	0.09891
V179	0.11202	0.08824	0.01776	0.31722	0.46475
V180	0.01148	0.09757	0.38179	0.1875	0.32165
V181	0.09739	0.29495	0	0.23667	0.37098
V182	0.66884	0.08132	0	0.13491	0.11494
V183	0.16493	0.72065	0.00171	0	0.11271
V184	0.34784	0	0.26338	0.29027	0.09851
V185	0.16245	0.42552	0.00724	0.1744	0.2304
V186	0.16676	0.17582	0.00786	0.36166	0.2879
V187	0.15094	0.55661	0	0.14027	0.15218
V188	0.89115	0	0	0.03912	0.06972
V189	0.54823	0.11494	0.01139	0.21315	0.11228
V190	0.50551	0.01532	0.22501	0.07504	0.17913
V191	0.26108	0.1348	0	0.41982	0.1843
V192	0.39153	0.1184	0.11062	0.22302	0.15643
V193	0.08457	0.20437	0.53674	0.03814	0.13618
V194	0.3224	0.04783	0.08326	0.25344	0.29307
V195	0.67722	0.03891	0.23392	0	0.04996
V196	2e-05	0.09437	0.084	0.35053	0.47108
V197	0.16088	0.71225	0	0	0.12687
V198	0.289	0.18136	0.01629	0.27491	0.23844
V199	0.82037	0	0.15893	0	0.0207
V200	0.83106	0	0	0.03689	0.13204
V201	0.01183	0.00202	0	0.73973	0.24643
V202	0.94115	0	0	0	0.05885
V203	0.64976	0.12856	0.01633	0.06035	0.14499
V204	0.42729	0.05913	0.0333	0.17171	0.30856
V205	0.13327	0.08502	0.12631	0.28699	0.36842
V206	0.02767	0.04999	0	0.73108	0.19126
V207	0	0	0	0.80949	0.19051
V208	0.19804	0.1846	0.48563	0.02211	0.10962
V209	0.19131	0.06775	0.10692	0.25967	0.37435
V210	0	0.05307	0.89112	0	0.05581
V211	0.18654	0.06388	0.22083	0.21001	0.31874
V212	0.13952	0.64078	0.07447	0	0.14523
V213	0.10648	0.03769	0.05607	0.44597	0.35379
V214	0.06591	0.45326	0.39634	0	0.08449
V215	0.31893	0.18107	0.13443	0.14585	0.21972
V216	0.053	0.09976	0.35592	0.19539	0.29593
V217	0	0	0	0.78814	0.21186
V218	0.07608	0.17153	0.27358	0.328	0.15081
V219	0.1601	0.21905	0.38032	0.1444	0.09613
V220	0.29693	0.55945	0.05055	0	0.09307
V221	0.03887	0.11539	0.52685	0.09926	0.21963
V222	0.0194	0.10174	0.03197	0.35349	0.49341
V223	0.58531	0	0.27446	0.07568	0.06455
V224	0.09441	0.50503	0.01701	0.12729	0.25626
V225	0.81884	0.0057	0.1223	0	0.05317
V226	0.58515	0.33006	0	0	0.08478
V227	0.10901	0.18322	0	0.5351	0.17267
V228	0.65735	0	0.23622	0.03517	0.07126
V229	0.35474	0.28873	0.26135	0	0.09519
V230	0.01892	0.09298	0.03509	0.35781	0.4952
