Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37064	0.12964	0.2151	0.1497	0.13491
V2	0.10376	0.72825	0.02794	0.03664	0.10341
V3	0.08001	0.01931	0.38388	0.42459	0.09221
V4	0.00356	0.05183	0.22683	0.19126	0.52652
V5	0.00121	0.04411	0.0476	0.26855	0.63852
V6	0.37321	0.02552	0.23536	0.24202	0.12389
V7	0.00771	0.06768	0.3987	0.16549	0.36042
V8	0.02186	0.03675	0.78483	0.08151	0.07506
V9	0.06613	0	0.2185	0.61346	0.10191
V10	0.5154	0.02747	0.40783	0	0.04931
V11	0.02804	0.06292	0.09024	0.22082	0.59798
V12	0.09006	0.02732	0.19388	0.38181	0.30693
V13	0.14277	0.05633	0.0157	0.48423	0.30097
V14	0.16871	0	0.04469	0.63941	0.14719
V15	0.02598	0.00431	0	0.82755	0.14217
V16	0.59013	0.05286	0	0.29365	0.06337
V17	0.0808	0.28247	0	0.16562	0.4711
V18	0.12241	0.39486	0.21162	0.19031	0.08079
V19	0.01547	0.04755	0	0.28354	0.65344
V20	0.00913	0.01552	0.65231	0.23498	0.08806
V21	0.03374	0.28081	0.10903	0.23638	0.34004
V22	0.84262	0.06658	0.04608	0	0.04471
V23	0.078	0.0544	0.00536	0.28559	0.57665
V24	0.50533	0.13262	2e-05	0.09363	0.2684
V25	0.02046	0.04571	0	0.52245	0.41138
V26	0.52304	0.20232	0.03871	0.05945	0.17648
V27	0.16676	0.48994	0.15182	0.01939	0.17209
V28	0.03937	0.06831	0.1641	0.60821	0.12001
V29	0.0078	0	0.28366	0.59662	0.11192
V30	0.76997	0.09699	0.00926	0.02393	0.09985
V31	0.45345	0.13429	0	0.24528	0.16697
V32	0.93468	0	0	0	0.06532
V33	0.02699	0.23494	0	0.23726	0.5008
V34	0.16624	0.75999	0	0	0.07377
V35	0.13938	0.57289	0.21136	0.00546	0.07092
V36	0.03507	0.20821	0.14996	0.19055	0.41621
V37	0.78232	0	0	0.04012	0.17756
V38	0.14492	0.0387	0.42647	0.23116	0.15876
V39	0.37581	0.04929	0.2999	0.05345	0.22155
V40	0.26946	0.562	0	0.07905	0.08949
V41	0.09942	0.78025	0	0	0.12033
V42	0.89044	0.02575	0.00572	0.00455	0.07354
V43	0.52849	0.11729	0.29848	0.00746	0.04828
V44	0.06083	0.29097	0.49948	0.01518	0.13354
V45	0.08157	0.62635	0.06682	0.12017	0.1051
V46	0.16418	0.70408	0.04195	0.00543	0.08436
V47	0.00979	0.03744	0.8541	0.01391	0.08475
V48	0.19265	0.12787	0.18352	0.3436	0.15236
V49	0.50541	0.13286	0.1856	0.12015	0.05597
V50	0.03511	0.05297	0.82923	0.00785	0.07484
V51	0.13289	0.28299	0.17073	0.121	0.29238
V52	0.10394	0.81532	0	0	0.08074
V53	0.0408	0.14406	0	0.69562	0.11951
V54	0.22543	0	0	0.57193	0.20265
V55	0.07011	0	0	0.80271	0.12718
V56	0.06746	0	0	0.74988	0.18266
V57	0.19018	0.13677	0.50267	0.04052	0.12986
V58	0.07423	0.01672	0.12159	0.33181	0.45564
V59	0.88376	0.00896	0.06835	0	0.03894
V60	0.46741	0.19409	0.09473	0.12484	0.11893
V61	0.21434	0.02668	0.00894	0.33389	0.41614
V62	0.06653	0.0496	0.27781	0.23511	0.37096
V63	0.44511	0.25797	0.03927	0.05942	0.19823
V64	0.9434	0.00529	0.00932	0	0.04199
V65	0.09747	0.0738	0.01525	0.6272	0.18628
V66	0.03109	0	0.1014	0.74415	0.12336
V67	0.00441	0.04613	0.32163	0.20981	0.41802
V68	0.51157	0.00953	0.34871	0.03893	0.09126
V69	0.63734	0.10902	0.16506	0.01173	0.07685
V70	0.10709	0.6551	0.01896	0.12625	0.0926
V71	0.1446	0.71766	0.01962	0.03449	0.08362
V72	0.06306	0.42724	0.00546	0.11557	0.38866
V73	0.06475	0.00353	0.07727	0.61947	0.23498
V74	0.01798	0.04648	0	0.76554	0.17
V75	0.5173	0.17074	0.26091	0	0.05105
V76	0.01036	0	0	0.82092	0.16872
V77	0.03233	0.02969	0.81561	0.04826	0.0741
V78	0.01048	0.04507	0.84093	0.02041	0.08312
V79	0.11001	0.40651	0.0185	0.18802	0.27696
V80	0.17146	0.66926	0	0.03773	0.12155
V81	0.02162	0.03682	0.85231	0.01102	0.07823
V82	0.25932	0.14054	0.00508	0.5004	0.09466
V83	0.10935	0.07759	0	0.57748	0.23558
V84	0.10809	0.19733	0	0.18515	0.50943
V85	0.00974	0.03706	0.85288	0.02037	0.07995
V86	0.04656	0.23803	0.25426	0.36716	0.09399
V87	0.47872	0	0.01872	0.41976	0.08281
V88	0.34508	0.16353	0.0297	0.23543	0.22626
V89	0.06464	0.11089	0.71743	0.03819	0.06886
V90	0.02413	0.21785	0.04008	0.2319	0.48605
V91	0.01017	0	0.05424	0.80515	0.13044
V92	0.27004	0.06455	0.01032	0.17959	0.47551
V93	0.01655	0.08606	0.13283	0.54973	0.21484
V94	0.04741	0.19303	0.00288	0.34647	0.4102
V95	0.07861	0.26104	0.00304	0.21653	0.44078
V96	0.82895	0.00161	0.01001	0.03746	0.12196
V97	0.18047	0.05594	0.02739	0.25162	0.48458
V98	0.08253	0.3771	0.14982	0.16098	0.22957
V99	0.53772	0.11337	0	0.22075	0.12817
V100	0.5767	0.15858	0.03045	0.07108	0.16319
V101	0.11228	0.80868	0	0	0.07904
V102	0.35284	0.23838	0.10661	0.1273	0.17488
V103	0.13636	0.02282	0	0.22735	0.61347
V104	0.07553	0.42965	0.06347	0.09876	0.33259
V105	0.00239	0.05366	0.02873	0.27734	0.63788
V106	0.09945	0.69688	0.11315	0	0.09053
V107	0.07676	0.21451	0.59564	0.0411	0.07199
V108	0.03872	0.18068	0.70809	0	0.0725
V109	0.07675	0.22686	0.03469	0.3478	0.31389
V110	0.22182	0.46852	0.14552	0.08753	0.07661
V111	0.32941	0.21298	0.40971	0	0.0479
V112	0.19479	0	0.0801	0.51291	0.2122
V113	0.26837	0.01656	0.08704	0.25703	0.37101
V114	0.60504	0.06727	0.02837	0.17813	0.12118
V115	0.88346	0	0	0.01659	0.09994
V116	0.00199	0.04507	0	0.26361	0.68932
V117	0.06755	0.03052	0.72848	0.08992	0.08353
V118	0.03891	0	0	0.81771	0.14338
V119	0.36521	0.01535	0.33557	0.22408	0.05979
V120	0.02007	0.02289	0.73705	0.12416	0.09583
V121	0.24048	0.65445	0	0	0.10507
V122	0.0609	0.38422	0.06093	0.26651	0.22743
V123	0.52884	0.03693	0.05292	0.21581	0.1655
V124	0.24132	0.12067	0.04034	0.29655	0.30111
V125	0.07755	0.423	0.42702	0	0.07243
V126	0.18741	0.19552	0.18856	0.17158	0.25693
V127	0.31817	0.00865	0.5727	0.04434	0.05614
V128	0.24823	0.67911	0	0	0.07266
V129	0.30136	0.04267	0.23338	0.21833	0.20426
V130	0.06345	0.48766	0.01926	0.23877	0.19087
V131	0.0215	0	0.19194	0.67433	0.11223
V132	0.37636	0.00593	0	0.38551	0.2322
V133	0.01105	0.07503	0.51174	0.15332	0.24886
V134	0.09222	0.0423	0.70731	0.04332	0.11485
V135	0.04066	0.11417	0.65872	0.05	0.13645
V136	0.95463	0	0	0	0.04537
V137	0.90784	0.01413	0	0.02026	0.05777
V138	0.2838	0.15405	0.05768	0.20708	0.2974
V139	0.12905	0	0.11959	0.64573	0.10563
V140	0.02438	0.03218	0.14881	0.21439	0.58024
V141	0.04223	0.215	0.57197	0.09377	0.07704
V142	0.24551	0.00772	0.29895	0.19703	0.25078
V143	0.03893	0.20078	0.42873	0.16962	0.16194
V144	0.54124	0.20151	0.04449	0.11249	0.10027
V145	0.01042	0.0431	0.82983	0.02974	0.08691
V146	0.05675	0.33513	0	0.35158	0.25654
V147	0.12123	0.0742	0.60952	0.11071	0.08435
V148	0.20425	0.70548	0	0.00554	0.08473
V149	0.00901	0	0	0.82549	0.1655
V150	0.18166	0.19497	0.51798	0.00361	0.10178
V151	0.45369	0	0	0.4065	0.1398
V152	0.01637	0	0.08366	0.73787	0.16211
V153	0.20952	0.18528	0.40324	0.06529	0.13667
V154	0.16357	0.57531	0.00354	0.05364	0.20395
V155	0.04188	0	0.10045	0.73601	0.12165
V156	0.11906	0.04435	0.36253	0.21967	0.2544
V157	0.10601	0.05763	0.14509	0.36724	0.32403
V158	0.23209	0.01368	0.41043	0.1072	0.23659
V159	0.13562	0.19661	0	0.54843	0.11933
V160	0.50265	0.16026	0.07131	0.07521	0.19057
V161	0.24389	0.0479	0.04586	0.17036	0.49199
V162	0.01149	0.04701	0.8497	0.01203	0.07977
V163	0.05055	0.04098	0	0.26775	0.64073
V164	0.92085	0.03656	0.00241	0	0.04018
V165	0.64012	0.19247	0.05937	0.03593	0.0721
V166	0.06198	0	0.20059	0.58945	0.14798
V167	0.07919	0.61193	0	0.13594	0.17294
V168	0.01149	0.04701	0.8497	0.01203	0.07977
V169	0.1036	0.63449	0.12122	0.05498	0.08571
