Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.38181	0.12114	0.22251	0.13393	0.1406
V2	0.11628	0.71347	0.03549	0.01896	0.1158
V3	0.08471	0.00881	0.40044	0.40448	0.10156
V4	0.00461	0.05428	0.23915	0.17229	0.52967
V5	0.00269	0.04868	0.05013	0.25248	0.64602
V6	0.38445	0.01708	0.24283	0.22571	0.12994
V7	0.00827	0.06688	0.41756	0.14539	0.36189
V8	0.02119	0.03153	0.8012	0.06435	0.08173
V9	0.0678	0	0.22339	0.59549	0.11333
V10	0.51778	0.01932	0.4125	0	0.0504
V11	0.03073	0.06689	0.0954	0.20298	0.604
V12	0.09585	0.02237	0.20324	0.3644	0.31413
V13	0.15298	0.04953	0.01437	0.47127	0.31185
V14	0.17575	0	0.03958	0.62558	0.15909
V15	0.02643	0	0	0.81737	0.15619
V16	0.60508	0.03997	0	0.28207	0.07288
V17	0.0887	0.2848	0	0.14745	0.47905
V18	0.13191	0.38174	0.22384	0.17144	0.09108
V19	0.01779	0.05123	0	0.269	0.66198
V20	0.0096	0.00809	0.67174	0.21508	0.0955
V21	0.0396	0.27841	0.11669	0.21765	0.34765
V22	0.84588	0.06009	0.04301	0	0.05103
V23	0.08361	0.05681	0.00471	0.26969	0.58519
V24	0.51998	0.12678	0	0.08177	0.27147
V25	0.02471	0.04038	0	0.51134	0.42357
V26	0.53752	0.19506	0.03807	0.04791	0.18144
V27	0.17754	0.47919	0.16214	0.00142	0.17971
V28	0.04543	0.05646	0.17202	0.59336	0.13273
V29	0.00703	0	0.29212	0.57789	0.12297
V30	0.77928	0.09028	0.00568	0.01848	0.10627
V31	0.46955	0.12412	0	0.23187	0.17447
V32	0.92769	0	0	0	0.07231
V33	0.03226	0.23732	0	0.21994	0.51048
V34	0.17804	0.74075	0	0	0.08121
V35	0.14802	0.55259	0.22284	0	0.07655
V36	0.0396	0.20798	0.1594	0.17107	0.42195
V37	0.78542	0	0	0.0345	0.18008
V38	0.14959	0.03193	0.44305	0.21137	0.16406
V39	0.38424	0.04524	0.30909	0.03903	0.2224
V40	0.28507	0.5497	0	0.06397	0.10126
V41	0.11077	0.76307	0	0	0.12616
V42	0.89335	0.02163	0.00124	0.00309	0.0807
V43	0.5352	0.10751	0.3036	0	0.05369
V44	0.06442	0.27972	0.51765	0	0.13821
V45	0.09293	0.61313	0.07515	0.10175	0.11704
V46	0.17595	0.68347	0.04888	0	0.09169
V47	0.00818	0.0343	0.8667	0.00044	0.09038
V48	0.20324	0.11889	0.19182	0.32526	0.16079
