B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.58647	0	0.1854	0.22813
V2	0.23464	0.10702	0.04591	0.61243
V3	0.09636	0.62546	0.0215	0.25669
V4	0.8769	0.10896	0.00279	0.01135
V5	0.13167	0.46611	0.28512	0.1171
V6	0.1067	0.83436	0.05894	0
V7	0.19236	0.36779	0.09303	0.34682
V8	0.14854	0.01021	0.82609	0.01516
V9	0.29881	0.24987	0.03115	0.42017
V10	0.03467	0.01695	0.90867	0.03971
V11	0.21282	0.33393	0.45325	0
V12	0.0344	0.56137	0.40423	0
V13	0.2926	0.67623	0.03117	0
V14	0.09568	0.86563	0.03869	0
V15	0.14647	0.58473	0.15237	0.11643
V16	0.8949	0.03105	0.04421	0.02984
V17	0.11735	0.8367	0.04595	0
V18	0.58865	0.33084	0.06943	0.01109
V19	0.1841	0.78106	0.03484	0
V20	0.21153	0.46881	0.02283	0.29683
V21	0.14757	0.06397	0.77668	0.01177
V22	0.07651	0.11288	0.21728	0.59333
V23	0.38376	0.03507	0.58117	0
V24	0.92088	0.01637	0.06274	0
V25	0.38048	0.23889	0.1425	0.23813
V26	0.42963	0.38285	0.02635	0.16117
V27	0.20433	0.08726	0.00745	0.70097
V28	0	0.06593	0.93407	0
V29	0.45182	0.02005	0.52212	0.006
V30	0.1401	0.22777	0.29338	0.33875
V31	0.23868	0.19705	0.31368	0.25059
V32	0.19061	0.04698	0.03723	0.72519
V33	0.05981	0.48855	0.38936	0.06228
V34	0.14758	0.0444	0.79464	0.01338
V35	0.18639	0.69046	0.12315	0
V36	0.04249	0.05101	0.49759	0.40891
V37	0.58095	0.06073	0.11153	0.24679
V38	0.4791	0	0.17955	0.34136
V39	0.19166	0.54842	0.1617	0.09823
V40	0.11283	0.76989	0.11728	0
V41	0.02985	0.67744	0.07324	0.21947
V42	0.28883	0.02921	0.22378	0.45817
V43	0.14632	0.33145	0.52223	0
V44	0.02734	0.08791	0.75295	0.1318
V45	0.11859	0.57083	0.25798	0.0526
V46	0.79169	0.05443	0.15387	0
V47	0.46052	0.18058	0.34225	0.01665
V48	0.81817	0.15492	0.02165	0.00525
V49	0.75934	0.1809	0	0.05976
V50	0.08619	0.78475	0.12906	0
V51	0.32695	0.38266	0.2904	0
V52	0.03699	0.12177	0.8235	0.01774
V53	0.72108	0.09937	0.17955	0
V54	0.4294	0.18139	0.38921	0
V55	0.26246	0.13429	0.25717	0.34607
V56	0.14329	0.03139	0.10615	0.71916
V57	0.12378	0.81801	0.0582	0
V58	0.68363	0	0.04573	0.27064
V59	0.45286	0.39367	0.13785	0.01562
V60	0.17366	0.16233	0.34429	0.31972
V61	0.81901	0.09365	0.02195	0.06539
V62	0.87214	0.02169	0.10228	0.00389
V63	0.03307	0.79623	0.17071	0
V64	0.0382	0.85848	0.00781	0.09551
V65	0.10741	0.00741	0.13685	0.74833
V66	0.24551	0.67388	0.04636	0.03424
V67	0.16189	0.31402	0.5241	0
V68	0.24123	0.16904	0.00812	0.58162
V69	0.03403	0.31208	0.63377	0.02013
V70	0.55732	0.14279	0.20785	0.09204
V71	0.20971	0.0755	0.39525	0.31954
V72	0.59744	0.15097	0.11472	0.13688
V73	0.17744	0.59554	0.17614	0.05087
V74	0.05935	0.21566	0.72498	0
V75	0.72088	0	0.20996	0.06916
V76	0.03746	0.1993	0.20155	0.5617
V77	0.10574	0.31337	0	0.58089
V78	0.35474	0.11674	0.20324	0.32528
V79	0.01151	0.11379	0.81012	0.06458
V80	0.3715	0.01371	0.55674	0.05804
V81	0.06625	0.16289	0.77087	0
V82	0	0.08626	0.9106	0.00314
V83	0.20555	0.1959	0.07525	0.52329
V84	0.44704	0.0375	0.18119	0.33427
V85	0.13045	0.3166	0.42535	0.1276
V86	0.06303	0.06268	0.84611	0.02818
V87	0.05893	0.80478	0.09883	0.03746
V88	0.22388	0.06426	0.28791	0.42395
