Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01514	0.01791	0.0094	0.01266	0.06343	0.00219	0.00712	0.00039	0	0.87176
V2	0.69042	0.02033	0.04868	0.02319	0.00497	0.15816	0.05357	0.00068	0	0
V3	0.12525	0.07454	0.08492	0.02113	0.42677	0.00532	0.09488	0.09724	0	0.06996
V4	0.0092	0.11206	0.01415	0.0116	0	0.06432	0.01196	0.00595	0.43213	0.33864
V5	0.00564	0.09243	0.00683	0.06548	0	0.04103	0.0128	0	0	0.77578
V6	0.00085	0.08973	0.17007	0.02548	0.58919	0.02189	0.0046	0.04145	0	0.05674
V7	0	0.57022	0	0.00629	0.27933	0.00553	0.06117	0.04704	0	0.03041
V8	0.00637	0.67053	0.03823	0.00808	0.02318	0.01822	0.01187	0.19388	0.00493	0.02471
V9	0.01873	0.00598	0.07527	0.15346	0.02144	0.00711	0.2857	0.40258	0.00384	0.02588
V10	0	0.1031	0	0.00089	0.68105	0.04435	0.01689	0.09343	0	0.06029
V11	0.01596	0.66551	0	0.00464	0.01937	0.03503	0.01378	0.17868	0.02722	0.03981
V12	0.02903	0.02513	0.12865	0.46718	0	0.00027	0.10601	0.00553	0	0.23821
V13	0.11513	0.02092	0.12788	0.01948	0.03095	0.07438	0.51385	0.00207	0.07032	0.02502
V14	0.08373	0.50263	0.12924	0.05986	0.03997	0.03136	0.13537	0.00781	0	0.01003
V15	0.32073	0.00782	0.09492	0.52266	0	0.01311	0.03463	0.00585	0	0.00028
V16	0.03542	0.06538	0.17756	0.56701	0.01411	0.03998	0.0094	0	0.06583	0.02531
V17	0.01717	0.11036	0	0.01048	0	0.04461	0.03618	0.00359	0	0.7776
V18	0.07951	0.05234	0.02436	0.24146	0	0.00626	0.00278	0.00055	0	0.59274
V19	0.00039	0	0	0.05377	0	0.04637	0.00911	0.00382	0	0.88654
V20	0	0.26672	0	0.01052	0	0	0.55908	0.0273	0	0.13638
V21	0.11779	0.51387	0.01993	0.01111	0.01146	0.23211	0.05313	0.01928	0.00164	0.01969
V22	0	0	0	0.00544	0	0.00855	0.00702	0.1628	0.01507	0.80112
V23	0.273	0.02556	0.49084	0.04582	0	0.01213	0.00379	0.00228	0	0.14657
V24	0.02928	0.69884	0.03385	0.00672	0.03545	4e-04	0.07973	0.04992	0.05244	0.01338
V25	0.02941	0.12968	0.00622	0.02969	0.00061	0.08117	0.03424	0	0.08671	0.60227
V26	0.02332	0.00438	0.06901	0.02233	0.01068	0.02118	0.04595	0.77537	0	0.02778
V27	0	0.05613	0	0.0031	0.28059	0.00067	0.01813	0	0	0.64139
V28	0.25202	0	0.01146	0.01258	0	0.01021	0.02058	0.01472	0	0.67843
V29	0.01025	0.72831	0	0.00871	0.02013	0.06536	0.02019	0.01266	0	0.1344
V30	0.00255	0.01727	0.11585	0.02826	0.00562	0.22878	0.39316	0	0.17927	0.02924
V31	0.01071	0.42437	0.20768	0.02081	0.07373	0.00967	0.00956	0.21397	0	0.0295
V32	0.52789	0.04492	0.03966	0.01819	0.23241	0.02247	0.03513	0	0.033	0.04634
V33	0.05993	0.01596	0.19396	0.48838	0.00611	0	0.23067	0	0	0.00499
V34	0	0.04918	0	0.00545	0.11434	0.00155	0.0075	0.00823	0.01365	0.8001
V35	0.01057	0.88911	0	0.00204	0.04284	0.00786	0.01915	0.01347	0.00182	0.01315
V36	0.06118	0.03016	0.00249	0.00736	0.02896	0	0.84702	0.01733	0	0.0055
V37	0	0.61462	0	0.00154	0.04047	0	0.29927	0.01952	6e-05	0.02453
V38	0.15861	0.0069	0.04007	0.16403	0.01318	0	0.61387	0	0	0.00334
V39	0.09908	0.01111	0.04494	0.1596	0.0483	0	0.60395	0.01	0	0.02302
V40	0.11692	0.03243	0.64776	0.05567	0.09994	0.01179	0.00362	0.00073	0	0.03114
V41	0.68136	0.0693	0.07111	0.02229	0	0	0.0085	0.00383	0.12	0.02362
V42	0	0.63809	0	0.00037	0.26998	0.00248	0.00309	0.00234	0	0.08366
V43	0.16397	0.04643	0.11071	0.08697	0.20574	0.01785	0.25316	0.01474	0.07646	0.02396
V44	0.02526	0.00658	0.61867	0.05184	0.00594	0.01655	0.01257	0.2531	0	0.0095
V45	0.00928	0.0062	0.02033	0.02011	0	0	0.36692	0	0.46959	0.10757
V46	0.18186	0.08002	0.03573	0.19004	0	0.0018	0.00202	0.00881	0	0.49971
V47	0	0.00328	0	0.00696	0.01059	0	0.95473	0	0	0.02444
V48	0.00846	0	0	0.00659	0	0.00084	0.0082	0	0.03778	0.93813
V49	0.29077	0.00758	0.01361	0.02647	0.00388	0.01402	0.0229	0.61852	0	0.00225
V50	0.36644	0.20848	0.03751	0.01895	0.01517	0.30374	0.04816	0	0	0.00154
V51	0.17384	0.01857	0.56852	0.04733	0.06722	0.0106	0.01095	0.03876	0.023	0.04122
V52	0.02147	0.00443	0.16748	0.33356	0.00779	0	0.45511	0.00466	0	0.00551
V53	0.45256	0.00381	0.11113	0.09281	0	0.00207	0.00904	0.08198	0	0.2466
V54	0	0.04565	0.00797	0.01839	0.23738	0.57796	0.09116	0	0	0.02149
V55	0.03856	0.01397	0.07737	0.70997	0.06624	0.01051	0.03951	0.00041	0	0.04347
V56	0.15419	0.0267	0.5229	0.06421	0.07428	0.10216	0.01673	0	0	0.03884
V57	0.02967	0.00704	0.56728	0.23191	0.00069	0.01727	0.01302	0.01934	0.0562	0.05756
